科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"433,641,852.71","309,542,592.82","186,624,207.93","242,280,669.99","737,346,927.60","415,721,300.31","804,053,561.09","726,778,752.39","820,149,758.82","723,050,991.58","934,760,900.98","805,019,354.93","635,992,174.13","565,544,767.77","658,857,650.79","546,559,733.44","431,434,449.64","439,793,383.84","610,577,201.51","519,670,849.11"
短期借款,"210,000,000.00","270,000,000.00","270,000,000.00","440,000,000.00","610,000,000.00","550,000,000.00","490,000,000.00","490,000,000.00","620,000,000.00","440,000,000.00","430,000,000.00","430,000,000.00","330,000,000.00","350,000,000.00","350,000,000.00","350,000,000.00","295,000,000.00","325,000,000.00","495,000,000.00","495,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"35,671,835.00","55,547,709.00","71,567,540.14","41,120,000.00","25,972,839.61","34,125,029.63","37,467,200.00","62,251,183.28","59,767,979.69","58,809,606.55","86,481,514.66","46,432,032.24","30,902,592.58","76,685,640.25","127,775,546.32","73,222,816.30","84,690,747.69","111,219,106.79","201,265,433.94","167,921,971.72"
应付票据,,,,,,,,,"4,600,000.00","38,678,924.10","83,584,000.14","61,382,227.11","27,006,918.29","45,149,096.63","36,516,472.35","34,273,135.64","37,284,996.63",,"176,941,385.44",
应收账款,"84,774,352.99","93,440,589.32","101,928,933.59","117,665,855.84","192,831,039.74","227,716,280.94","215,878,611.20","174,281,933.77","216,446,224.31","223,073,135.55","185,069,167.21","176,620,144.37","239,322,203.33","262,817,120.82","252,206,984.26","306,797,276.46","382,530,006.09","387,274,425.87","314,993,519.72","370,200,648.79"
应付账款,"59,407,278.73","91,056,696.76","64,395,354.53","53,559,553.51","97,897,131.87","124,681,610.08","238,418,316.94","219,534,765.70","195,049,045.95","181,128,782.87","181,759,186.05","140,212,036.32","155,584,126.35","165,002,681.45","194,367,246.76","184,819,458.79","224,091,306.07",,"236,263,093.52",
预付款项,"36,257,249.03","35,240,203.66","32,138,766.15","85,183,600.86","107,550,024.16","316,029,380.89","44,136,553.54","82,745,280.09","53,228,414.98","51,769,236.78","41,767,385.08","90,266,987.28","90,130,811.21","115,400,321.00","67,399,707.53","97,768,313.53","96,185,264.14","108,887,067.28","81,954,349.06","90,220,902.62"
预收款项,"10,541,540.13","5,295,517.38","6,463,686.88","8,572,628.16","6,906,425.30","10,268,735.34","3,020,960.35","5,010,970.39","4,121,766.78","6,424,493.18","5,603,177.42","13,921,102.29","16,839,938.16","21,350,433.60","12,282,856.47","18,861,922.60","13,047,405.72","14,648,783.14","9,542,675.44","9,553,366.32"
其他应收款,"103,724,069.15","103,699,851.89","68,421,916.26","77,813,660.24","152,183,239.16","232,845,421.56","135,976,280.85","194,540,813.12","227,984,262.11","230,569,000.00","131,126,839.29","144,047,966.95","154,750,281.03","163,490,166.85","56,930,038.94","63,507,067.01","58,018,410.60","52,663,025.41","41,409,721.64","68,138,760.26"
应付职工薪酬,"2,064,106.87","6,767,696.72","8,125,384.17","8,877,244.34","9,394,084.24","9,287,162.22","8,891,017.79","9,893,871.11","11,335,359.26","10,962,780.30","11,757,206.24","11,601,311.93","12,857,441.10","11,538,281.12","14,245,487.33","16,949,070.04","17,183,341.80","15,805,630.58","19,273,321.06","14,032,823.46"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"19,088,516.50","22,223,675.11","32,092,300.39","18,826,014.04","29,280,912.41","20,891,979.98","73,880,734.33","55,280,213.34","20,974,226.39","23,381,819.75","51,787,963.92","19,399,263.13","29,192,371.78","22,437,173.13","45,108,951.16","19,524,132.50","24,163,115.60","27,537,168.45","17,990,008.42","13,278,932.93"
应收利息,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,"43,201.67",,,,,"80,238.58","80,238.58","80,238.58","80,238.58","395,443.96","395,443.96","622,481.57","484,392.33","566,534.48","566,534.48"
应收股利,,,"1,119,959.18",,,,,,,,,,,,,,,,,
应付股利,"1,111,146.51","3,114,126.82","1,943,032.40","4,893,799.00","24,585,308.21","25,699,762.93","17,852,858.24","17,896,841.45","29,780,577.32","17,074,660.48","16,856,084.98","15,109,760.02","30,830,646.51","23,127,622.96","11,929,076.22","10,892,869.06","43,084,759.91","28,148,967.31","20,530,005.52","18,852,193.67"
存货,"67,872,651.72","91,887,905.11","97,687,764.18","100,387,096.84","92,662,997.40","108,792,409.07","78,729,025.86","84,697,015.39","79,488,503.32","79,659,614.95","75,401,470.68","84,454,573.96","91,679,044.19","103,309,237.42","99,626,734.21","117,141,449.09","118,147,912.43","101,093,752.74","165,058,621.12","153,227,016.53"
其他应付款,"29,616,324.68","59,999,434.36","32,285,000.77","30,050,981.11","29,892,745.42","35,809,159.26","26,471,004.69","26,677,516.18","43,972,148.70","43,557,215.92","50,123,782.24","49,893,286.75","49,680,311.05","52,403,023.92","44,522,354.62","42,632,243.09","44,823,672.27","80,590,953.40","66,782,810.98","71,205,403.86"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,"96,131.48","4,103.97","43,696.04",,"959,712.03","687,813.08","892,586.49","892,586.49","668,413.64","580,191.59","558,022.20","673,077.08","703,680.65","620,246.65"
一年内到期的非流动负债,"62,314,000.00","7,145,000.00","1,393,000.00","1,393,000.00","1,393,000.00","1,393,000.00","31,382,000.00","31,382,000.00","61,382,000.00","61,382,000.00","81,293,000.00","81,293,000.00","51,293,000.00","51,293,000.00","87,975,000.00","87,975,000.00","72,475,000.00","72,475,000.00","132,708,646.31","136,446,000.00"
其他流动资产,"327,824.71","1,079,348.01","5,693,654.07","44,951.05","85,702,029.24","17,345.30","125,164,347.53","110,062,838.92","126,277,667.41","83,183.01","5,353,623.46","2,386,710.88","7,059,906.35","10,246,994.05","12,942,894.86","17,451,660.10","22,845,908.20","30,372,682.30","51,999,487.95","57,737,490.07"
其他流动负债,,,,,,,,,,,,,,,,,,,,
流动资产合计,"762,269,835.31","690,438,199.81","565,182,741.50","664,495,834.82","1,394,249,096.91","1,385,219,651.14","1,494,315,341.85","1,464,593,547.51","1,583,386,506.68","1,367,014,768.42","1,460,920,613.39","1,349,915,583.69","1,250,729,599.31","1,298,386,834.65","1,276,937,776.80","1,223,028,507.52","1,194,410,720.99","1,231,976,521.31","1,467,962,015.59","1,427,737,885.75"
流动负债合计,"394,142,913.42","465,602,147.15","416,697,759.14","566,173,220.16","809,349,607.45","778,074,611.48","889,916,892.34","855,676,178.17","991,215,124.40","822,590,676.60","912,844,639.57","822,892,226.13","703,364,991.82","742,381,551.39","797,342,888.87","766,323,275.68","771,776,079.57","797,506,764.01","1,154,501,941.17","1,163,405,646.56"
可供出售金融资产,"2,890,055.40","2,800,055.40","1,800,055.40","1,800,055.40","4,800,055.40","6,300,055.40","6,300,055.40","6,300,055.40","6,300,055.40","10,800,055.40","1,800,055.40","1,800,055.40","1,800,055.40","1,800,055.40","1,800,055.40","1,800,055.40","1,800,055.40","1,800,055.40","1,800,055.40",
长期借款,"5,000,000.00",,"230,000,000.00","230,000,000.00","230,000,000.00","230,000,000.00","200,000,000.00","200,000,000.00","170,000,000.00","170,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","34,500,000.00","34,500,000.00",,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,"281,012.49",,,,,,,,,,,,,,,,"66,283,681.24","64,052,333.42","59,787,693.64"
长期股权投资,"19,168,811.73","20,998,318.97","23,941,582.91","23,941,582.91","20,350,031.18","20,350,031.18","19,388,460.80","19,388,460.80","18,407,228.64","18,148,720.06","25,617,372.65","25,638,827.36","25,078,432.58","26,843,444.34","25,526,971.55","25,107,748.93","25,074,455.88","26,507,083.09","27,331,606.33","30,532,990.88"
专项应付款,,,,,,,"130,906,332.15","123,786,709.57","116,862,547.44","111,113,326.13","104,403,026.35","98,455,429.32","92,705,669.47","87,386,611.92","82,363,845.48","77,210,314.97","71,103,041.32",,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"247,163,207.26","401,080,376.15","391,358,078.60","378,728,895.73","361,596,896.06","356,189,316.81","931,170,444.71","913,716,481.58","908,318,161.16","888,386,027.64","881,687,114.18","864,789,863.74","865,604,356.41","885,010,885.31","871,301,576.22","888,598,961.18","868,515,283.19","853,349,602.66","885,969,709.77","1,026,342,168.89"
递延所得税负债,"1,088,659.76","986,598.77","903,970.34","726,699.17","12,705,397.94","17,028,387.19","827,428.55","827,428.55","827,428.55","827,428.55","728,606.26","728,606.26","728,606.26","728,606.26","620,752.95","620,752.95","620,752.95","620,752.95","673,005.52","673,005.52"
在建工程,"84,696,383.61","123,127,433.98","393,230,362.51","398,297,801.87","418,598,054.26","453,116,743.89","31,932,623.70","35,273,436.80","25,231,260.93","25,032,736.28","23,588,001.29","23,582,890.63","11,236,744.80","17,721,071.25","31,827,285.37","14,276,015.18","20,169,610.27","63,924,394.71","238,831,584.32","102,035,879.34"
其他非流动负债,"17,264,000.00","14,826,000.00","15,804,000.00","15,804,000.00","15,804,000.00",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"33,842,197.37","28,091,072.91","260,678,522.27","260,646,200.17","272,513,348.01","276,781,286.33","473,187,731.58","466,025,553.46","424,911,616.82","421,826,480.48","492,909,111.52","482,497,854.60","472,229,434.86","462,950,717.42","444,523,629.60","433,570,814.65","387,054,256.56","376,355,612.04","374,275,018.87","363,902,503.14"
固定资产清理,,,,,"2,724.90","31,609.03",,,"8,675.34","49,515.18",,,,,,"524,936.64",,,,
负债合计,"427,985,110.79","493,693,220.06","677,376,281.41","826,819,420.33","1,081,862,955.46","1,054,855,897.81","1,363,104,623.92","1,321,701,731.63","1,416,126,741.22","1,244,417,157.08","1,405,753,751.09","1,305,390,080.73","1,175,594,426.68","1,205,332,268.81","1,241,866,518.47","1,199,894,090.33","1,158,830,336.13","1,173,862,376.05","1,528,776,960.04","1,527,308,149.70"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"247,000,000.00","247,000,000.00","247,000,000.00","247,000,000.00","329,350,000.00","329,350,000.00","329,350,000.00","329,350,000.00","329,350,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00","658,700,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"369,012,299.94","369,012,299.94","369,012,299.94","369,012,299.94","655,889,929.22","655,889,929.22","656,372,924.15","656,372,924.15","656,372,924.15","327,022,924.15","324,034,243.15","324,034,243.15","324,034,243.15","323,046,543.15","324,398,140.38","324,398,140.38","324,398,140.38","324,398,140.38","324,394,870.37","324,394,870.37"
无形资产,"131,959,456.16","141,804,566.24","192,089,943.88","190,698,172.95","166,451,025.05","163,587,071.32","259,644,090.87","257,885,975.33","255,830,314.96","258,044,591.57","259,043,118.90","257,041,505.94","255,031,628.70","253,422,663.35","252,682,693.19","251,497,178.24","260,148,531.54","258,510,704.29","260,135,340.74","261,618,039.44"
盈余公积,"8,552,156.59","20,636,750.22","28,100,289.40","28,100,289.40","28,100,289.40","28,100,289.40","39,897,764.84","39,897,764.84","39,897,764.84","39,897,764.84","41,257,782.30","41,257,782.30","41,257,782.30","41,257,782.30","41,257,782.30","41,257,782.30","41,257,782.30","41,257,782.30","45,868,804.02","45,868,804.02"
开发支出,"7,329,313.45","7,041,736.40","10,198,948.20","10,784,266.68","11,501,032.27","13,451,570.15","4,634,002.24","6,418,546.39","7,270,317.64","7,976,171.03","7,758,035.70","9,080,164.69","12,134,783.40","13,839,515.56","16,046,644.15","15,603,301.87","20,626,607.73","21,272,631.05","18,688,937.76","23,241,470.28"
减:库存股,,,,,,,,,,,,,,,,,,,,
商誉,"17,217,371.76","17,310,863.29","17,217,371.76","17,217,371.76","17,217,371.76","17,217,371.76","16,177,049.20","16,177,049.20","16,177,049.20","16,177,049.20","16,177,049.20","16,177,049.20","16,177,049.20","16,177,049.20","15,607,558.16","15,607,558.16","15,607,558.16","14,875,299.00","14,684,141.44","14,684,141.44"
未分配利润,"137,853,442.22","132,541,806.79","152,570,680.20","79,233,217.76","156,237,966.78","184,601,988.45","168,811,710.55","164,754,075.04","179,176,994.37","110,855,851.54","83,301,039.59","58,181,420.34","80,994,547.77","112,349,165.74","101,761,505.30","83,304,393.39","98,195,658.95","138,119,868.25","142,338,875.38","122,439,611.24"
长期待摊费用,"1,701,607.72","5,697,696.07","5,608,418.03","5,442,246.08","5,139,519.65","5,273,489.93","4,029,044.19","3,813,596.92","3,535,160.67","3,371,990.98","2,008,672.96","2,104,404.64","2,034,776.03","2,465,000.33","2,165,749.45","2,038,821.05","1,958,271.22","1,977,288.27","2,101,399.69","2,520,364.61"
少数股东权益,"123,739,383.31","188,078,211.32","233,937,836.53","236,583,580.38","222,203,203.71","234,336,356.58","242,588,329.74","240,829,661.78","234,702,029.59","248,043,006.34","243,733,505.69","239,420,853.62","238,389,401.48","253,877,822.13","259,230,575.86","261,121,039.98","244,880,373.93","303,745,271.94","333,169,878.87","325,387,310.29"
