科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"787,332,634.74","983,274,741.06","474,260,728.76","743,086,342.80","1,067,607,345.11","331,460,486.20","675,315,990.78","1,002,980,437.08","1,339,552,388.56","370,942,502.47","777,004,102.26","1,155,312,106.57","1,507,884,857.28","339,888,438.54","591,645,969.06","861,612,770.04","1,133,590,675.97","410,663,490.49","693,853,301.40","959,842,483.51","1,284,847,419.95","352,390,392.64","742,765,967.02","1,037,273,301.27","1,325,388,726.76","252,264,405.91","590,503,785.45","831,512,333.27","1,106,055,808.60","284,833,872.12","601,502,173.50","917,150,840.65","1,295,151,713.44","403,089,401.18","849,829,904.87","1,294,284,842.81","1,868,128,413.29","454,146,713.59"
二、营业利润,"63,178,010.04","70,550,024.15","50,612,695.31","71,771,965.08","105,418,539.25","32,566,583.94","64,913,862.58","96,726,295.61","128,146,610.09","36,977,810.60","77,155,207.66","118,567,468.57","153,685,079.19","31,310,731.41","51,908,359.51","69,510,293.87","70,445,392.16","43,177,201.99","67,822,392.54","83,594,357.71","84,402,527.12","28,001,848.90","42,317,942.05","52,066,654.57","56,973,355.20","8,713,982.20","17,951,763.67","24,231,583.35","35,270,430.88","29,620,218.87","45,473,634.92","62,365,467.82","78,895,977.98","44,378,080.42","71,688,712.73","100,299,023.64","113,742,953.78","42,424,310.14"
减:营业成本,"685,913,767.01","856,983,348.79","404,683,561.54","632,085,308.21","902,589,857.90","279,132,687.57","572,273,320.95","842,784,124.99","1,121,612,723.17","304,364,809.07","649,108,477.79","964,562,395.62","1,254,656,204.82","275,109,299.81","475,173,395.87","699,714,137.61","940,498,348.77","343,424,768.33","580,062,244.72","803,133,050.70","1,092,017,226.95","298,527,641.36","645,899,813.84","898,334,450.37","1,140,144,320.17","216,366,693.58","511,739,182.65","720,506,737.47","927,952,912.37","210,901,260.50","469,202,123.44","728,666,312.88","1,024,145,523.14","303,057,795.80","667,568,950.92","1,024,473,500.57","1,497,014,901.38","352,405,694.63"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,366,989.32","3,115,120.01","718,478.57","1,452,188.56","2,002,888.58","595,723.19","1,395,560.68","1,947,690.35","2,470,087.40","677,015.79","1,568,002.11","1,977,417.64","2,595,277.26","590,189.69","1,439,781.16","2,114,597.69","2,683,526.63","574,614.65","1,676,427.44","2,300,061.10","3,293,460.77","864,087.03","1,623,845.42","2,792,907.18","3,633,969.35","555,962.13","1,304,629.08","1,895,284.08","2,785,050.00","3,046,325.07","4,836,371.21","6,111,972.77","18,887,265.83","4,944,590.75","10,346,311.92","12,369,646.66","20,271,592.96","3,942,961.16"
营业外收入,"719,419.75","186,727.95","18,331.32","18,331.32","934,578.51","117,418.74","126,038.74","275,429.97","749,224.92","377,221.63","941,091.63","1,020,662.99","4,260,878.61","1,012,921.61","4,068,710.88","6,044,388.78","14,450,905.00","7,259,727.00","6,564,404.70","8,634,809.88","9,938,596.18","2,623,432.52","7,668,604.25","9,224,198.01","11,300,688.52","2,330,913.42","4,198,672.55","6,220,797.33","8,507,112.46","3,009,095.30","6,274,359.52","9,443,069.38","19,877,007.16","4,606,417.17","1,336,789.08","1,521,379.67","1,594,173.65","1,686,584.44"
销售费用,"19,338,779.66","27,601,236.66","10,099,586.58","24,023,338.49","37,487,009.92","13,393,352.11","24,273,009.78","44,018,831.99","52,076,928.67","18,766,277.96","26,251,282.35","33,007,540.37","42,741,441.74","14,084,366.23","25,037,188.17","33,948,485.41","43,231,853.83","11,399,437.89","21,382,145.60","33,603,412.25","45,771,033.00","9,709,409.62","20,240,332.99","35,299,885.57","46,636,105.09","11,625,586.16","22,345,472.25","34,076,596.45","46,560,607.80","11,029,172.47","24,439,334.36","35,298,151.62","52,782,047.07","14,193,599.94","30,659,205.61","46,713,982.48","63,783,584.72","12,490,785.11"
减:营业外支出,"58,131.31","164,323.90","116,659.31","156,659.47","163,505.94","2,200.00","9,200.00","44,719.03","111,882.63","2,600.00","31,686.40","41,686.40","345,729.40","74,523.00","209,393.76","417,152.39","558,215.34","171,405.18","125,137.49","360,551.26","707,237.42","26,259.78","226,259.78","1,015,682.50","1,174,932.50","400,000.00","400,858.60","644,886.60","1,791,667.53","50,000.00","263,945.07","409,265.67","415,094.15","834,713.49","846,720.43","981,626.70","1,502,223.76","95,334.74"
管理费用,"16,545,924.44","16,502,799.57","7,718,725.64","11,592,384.96","16,048,585.26","4,386,098.27","10,592,716.02","16,633,979.06","31,987,333.74","9,046,363.18","16,450,667.64","23,275,702.02","34,264,792.96","9,601,220.62","18,436,774.74","29,106,195.75","38,977,171.31","9,587,929.68","19,119,881.00","30,220,245.10","47,315,444.17","9,976,907.79","20,865,188.72","31,604,091.57","48,410,287.88","10,881,730.35","23,892,973.61","36,832,141.66","56,626,805.22","17,679,303.12","36,729,038.62","55,248,782.48","68,907,561.24","25,283,771.64","47,795,302.01","72,058,504.37","111,635,427.66","29,105,931.74"
其中:非流动资产处置净损失,,,,,"105,221.16",,,,,,,,"7,086.40",,"104,470.76",,"105,402.11",,,,"146,641.50",,,,,,,,"744,830.93",,,,"48,553.88",,"47,645.52","92,498.24",,
