科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"25,988,443,000.00","34,155,772,000.00","39,917,247,000.00","84,698,839,000.00","78,973,824,000.00","63,237,602,000.00","61,754,715,000.00","65,925,829,000.00","82,098,599,000.00","73,931,749,000.00","73,046,898,000.00","71,650,514,000.00","88,156,619,000.00","78,616,059,000.00","95,496,022,000.00","94,204,412,000.00","117,359,567,000.00","111,468,834,000.00","122,257,984,000.00","105,411,082,000.00","123,400,695,000.00","87,589,841,000.00","117,070,075,000.00","110,650,174,000.00","154,069,259,000.00","123,125,028,000.00","153,264,675,000.00","153,682,413,000.00","216,409,816,000.00","186,652,114,000.00","226,137,998,000.00","258,119,456,000.00","320,860,455,000.00","252,910,743,000.00","251,368,877,000.00","234,025,756,000.00","273,252,962,000.00","215,826,187,000.00","288,934,486,000.00","269,221,302,000.00","317,500,675,000.00","269,342,882,000.00"
短期借款,"12,508,464,000.00","13,969,190,000.00","11,664,039,000.00","3,555,773,000.00","5,905,909,000.00","19,039,166,000.00","19,734,392,000.00","13,614,779,000.00","10,611,512,000.00","13,286,453,000.00","19,315,737,000.00","26,350,617,000.00","25,733,672,000.00","28,412,204,000.00","32,742,472,000.00","27,048,836,000.00","27,709,946,000.00","30,996,894,000.00","32,641,488,000.00","27,230,096,000.00","21,794,092,000.00","26,337,871,000.00","28,350,175,000.00","28,532,417,000.00","21,714,536,000.00","27,572,486,000.00","45,461,266,000.00","27,638,168,000.00","25,602,969,000.00","24,738,509,000.00","30,308,057,000.00","28,817,729,000.00","32,318,858,000.00","30,770,188,000.00","35,674,619,000.00","43,340,862,000.00","31,031,643,000.00","43,761,243,000.00","53,720,599,000.00","39,386,138,000.00","19,042,192,000.00","35,424,888,000.00"
交易性金融资产,"110,677,000.00","23,564,000.00","26,127,000.00","21,757,000.00","1,043,438,000.00","1,148,301,000.00","1,090,619,000.00","1,154,719,000.00","1,096,665,000.00","1,121,058,000.00","1,143,063,000.00","806,408,000.00","780,385,000.00","773,735,000.00","758,827,000.00","739,620,000.00","1,005,682,000.00","919,705,000.00","676,047,000.00","759,022,000.00","815,102,000.00","629,632,000.00","697,087,000.00","761,959,000.00","1,037,762,000.00","327,943,000.00","81,432,000.00","592,710,000.00","1,130,227,000.00","184,743,000.00","180,240,000.00","1,444,836,000.00","1,126,826,000.00","1,116,609,000.00","936,942,000.00","2,612,862,000.00","4,566,740,000.00","4,808,670,000.00","4,491,607,000.00","4,651,886,000.00","4,622,633,000.00","4,823,161,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,"19,441,000.00","19,441,000.00",,,,,,,"2,841,000.00","2,841,000.00","14,121,000.00","14,121,000.00","50,028,000.00","50,028,000.00","42,106,000.00","42,106,000.00",,
应收票据,"157,375,000.00","174,238,000.00","203,073,000.00","168,860,000.00","258,570,000.00","266,763,000.00","254,348,000.00","279,502,000.00","643,984,000.00","515,254,000.00","517,091,000.00","1,121,350,000.00","2,128,868,000.00","1,708,363,000.00","2,510,276,000.00","2,704,433,000.00","7,188,206,000.00","5,336,963,000.00","5,066,948,000.00","6,556,015,000.00","15,686,095,000.00","13,521,092,000.00","7,125,050,000.00","5,819,202,000.00","5,355,116,000.00","6,581,753,000.00","6,403,876,000.00","4,460,558,000.00","6,731,344,000.00","7,224,698,000.00","6,418,757,000.00","5,552,257,000.00","8,848,688,000.00","8,862,068,000.00","8,497,217,000.00","8,516,555,000.00","16,937,828,000.00","18,040,286,000.00",,"14,942,475,000.00","21,438,282,000.00","23,729,138,000.00"
应付票据,"2,265,210,000.00","3,277,545,000.00","4,858,338,000.00","4,704,466,000.00","4,411,272,000.00","5,638,277,000.00","7,260,772,000.00","7,875,785,000.00","5,044,780,000.00","7,547,507,000.00","10,123,584,000.00","12,243,753,000.00","10,504,704,000.00","11,075,685,000.00","12,996,977,000.00","14,467,279,000.00","11,080,466,000.00","13,342,264,000.00","15,018,391,000.00","14,853,818,000.00","11,122,726,000.00","14,071,352,000.00","15,770,029,000.00","17,058,348,000.00","12,514,256,000.00","16,248,349,000.00","16,844,052,000.00","14,714,309,000.00","14,218,247,000.00","17,528,024,000.00","17,205,802,000.00","17,608,594,000.00","19,173,309,000.00","20,696,812,000.00","21,577,920,000.00","19,473,007,000.00","15,972,528,000.00","23,922,008,000.00",,,"13,412,795,000.00",
应收账款,"52,221,892,000.00","59,362,644,000.00","36,439,570,000.00","38,506,482,000.00","39,284,443,000.00","39,065,603,000.00","47,030,390,000.00","49,463,288,000.00","48,063,843,000.00","47,883,857,000.00","58,602,542,000.00","65,866,962,000.00","66,019,865,000.00","70,460,423,000.00","80,511,368,000.00","84,563,931,000.00","81,164,495,000.00","82,084,779,000.00","94,752,501,000.00","93,529,715,000.00","83,593,809,000.00","88,587,063,000.00","113,013,176,000.00","125,921,285,000.00","118,430,369,000.00","121,311,618,000.00","142,508,531,000.00","154,770,508,000.00","115,556,903,000.00","133,170,653,000.00","160,054,268,000.00","157,913,204,000.00","138,649,310,000.00","133,752,638,000.00","154,892,646,000.00","157,064,078,000.00","137,713,669,000.00","137,286,532,000.00","165,552,900,000.00","150,284,566,000.00","167,552,941,000.00","150,638,768,000.00"
应付账款,"47,572,088,000.00","54,218,439,000.00","58,942,333,000.00","61,404,612,000.00","72,257,892,000.00","66,398,641,000.00","83,451,641,000.00","89,527,954,000.00","100,455,383,000.00","94,044,446,000.00","116,462,123,000.00","122,654,606,000.00","136,312,594,000.00","126,429,418,000.00","149,893,378,000.00","159,947,248,000.00","182,562,983,000.00","159,777,620,000.00","196,913,032,000.00","197,692,508,000.00","214,948,008,000.00","195,813,949,000.00","236,571,600,000.00","253,404,434,000.00","268,431,620,000.00","239,777,336,000.00","275,919,964,000.00","296,054,174,000.00","320,001,082,000.00","289,999,187,000.00","350,481,828,000.00","367,911,711,000.00","402,419,654,000.00","361,346,187,000.00","438,641,921,000.00","443,572,746,000.00","433,329,694,000.00","408,297,472,000.00","481,762,574,000.00",,"481,457,764,000.00",
预付款项,"9,626,248,000.00","10,743,586,000.00","12,941,495,000.00","12,566,593,000.00","27,684,868,000.00","41,797,850,000.00","21,361,985,000.00","22,493,094,000.00","17,823,429,000.00","20,392,028,000.00","21,116,460,000.00","25,845,540,000.00","22,021,804,000.00","24,364,579,000.00","23,158,289,000.00","27,571,472,000.00","31,547,131,000.00","36,184,348,000.00","32,487,683,000.00","30,244,061,000.00","34,011,021,000.00","46,745,699,000.00","39,027,590,000.00","43,245,374,000.00","31,129,012,000.00","29,919,829,000.00","27,628,080,000.00","24,564,637,000.00","27,464,856,000.00","33,216,713,000.00","28,826,473,000.00","31,736,201,000.00","30,917,513,000.00","34,304,891,000.00","27,955,387,000.00","29,671,043,000.00","32,967,201,000.00","49,360,454,000.00","52,068,109,000.00","46,002,404,000.00","48,611,609,000.00","52,442,771,000.00"
预收款项,"25,125,079,000.00","34,225,986,000.00","43,137,769,000.00","54,041,201,000.00","38,090,403,000.00","46,536,299,000.00","43,432,051,000.00","46,664,749,000.00","43,797,675,000.00","44,740,851,000.00","48,011,108,000.00","53,557,938,000.00","45,710,957,000.00","52,508,021,000.00","65,927,513,000.00","80,092,747,000.00","80,836,627,000.00","100,583,133,000.00","106,390,471,000.00","113,942,739,000.00","113,143,590,000.00","129,462,641,000.00","113,279,293,000.00","127,097,624,000.00","106,344,576,000.00","117,760,539,000.00","115,315,093,000.00","144,009,292,000.00","114,519,512,000.00","139,863,149,000.00","123,684,549,000.00","186,501,157,000.00","180,226,902,000.00","200,391,581,000.00","176,473,304,000.00","194,554,131,000.00","188,749,833,000.00","205,872,307,000.00","141,685,333,000.00","146,274,318,000.00","176,817,850,000.00","280,577,000.00"
