科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
取得投资收益收到的现金,,,,,,,,,,"1,115,095.89","4,349,890.41","4,598,027.40","7,474,547.96","1,228,630.13","2,549,223.28","4,418,332.86","4,843,182.18","1,351,410.96","1,351,410.96","1,611,074.18","2,596,549.53","1,589,286.61"
筹资活动现金流出小计,"91,317,667.44","80,006,734.00","135,101,689.02","30,000,000.00","187,527,120.07","69,743,499.73","52,430,621.34","52,431,304.14","90,585,900.65","50,113,001.52","109,477,319.46","109,477,717.73","109,371,277.26",,"24,937,048.97","24,937,221.60","24,937,398.25",,"11,731,356.03","11,731,356.03","11,731,356.03",
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"42,742.11",,,,,,,"1,454,703.73","736,424.51","1,451,883.22","17,166,905.32",,"2,846,913.07","5,303,927.00","5,320,190.99",,"980,582.53","1,283,582.53","1,654,623.27","182,221.20"
筹资活动产生的现金流量净额,"-24,831,667.44","-40,448,640.14","-40,927,988.35","44,291,400.00","-11,634,520.07","950,137,146.11","614,927,498.42","633,465,315.62","613,586,119.11","-27,501.52","-39,703,167.11","-39,703,565.38","-39,703,624.91",,"-24,937,048.97","-24,937,221.60","-24,937,398.25",,"71,807,643.97","71,807,643.97","71,807,643.97",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,003,421.01","-5,527,891.29","-260,777.99","-2,313,694.06","-4,531,455.78","1,349,971.74","1,357,357.85","1,068,524.44","-5,373,858.58","7,823,619.59","9,199,736.57","15,457,518.02","14,657,910.20","-1,146,458.08","1,166,776.91","2,164,505.38","2,298,476.02","-1,438,160.67","-8,650,163.07","-117,783.85","-14,905,550.09","-4,879,108.10"
收到其他与投资活动有关的现金,"2,084,670.80","3,014,235.63","6,635,676.69","1,246,300.00","97,021,141.31","1,324,638.70","3,365,835.99","8,278,291.72","18,769,645.60","5,273,166.27","10,650,103.45","21,203,845.35","21,205,541.57","1,330,908.52","4,417,278.29","6,668,539.84","9,308,101.39","3,966,013.44","7,895,199.72","13,135,126.28","21,750,057.99","4,232,341.13"
四(2)、其他原因对现金的影响,,,0.01,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"2,084,670.80","3,014,235.63","6,678,418.80","1,246,300.00","97,021,141.31","1,324,638.70","3,365,835.99","8,278,291.72","22,030,604.51","37,842,965.89","95,736,418.37","262,253,755.97","385,846,994.85","166,559,538.65","314,813,414.64","461,390,799.70","499,471,474.56","160,317,424.40","165,227,193.21","211,029,782.99","351,001,230.79","136,003,848.94"
五、现金及现金等价物净增加额,"42,241,330.61","171,587.52","22,416,109.72","-23,900,398.00","4,992,229.33","990,257,702.19","602,070,278.71","617,471,821.88","540,275,103.19","-276,218,018.56","-436,673,199.47","-369,697,311.88","-353,579,367.88","6,169,123.00","-19,226,694.89","46,501,792.98","87,180,518.63","92,879,945.17","166,749,672.36","150,836,128.64","170,770,435.68","113,474,293.22"
购建固定资产、无形资产和其他长期资产支付的现金,"55,426,894.98","101,200,744.08","90,573,905.12","152,197,932.59","279,682,543.10","30,401,938.54","93,178,319.20","154,391,532.72","229,551,572.16","364,622,227.18","396,243,874.01","398,812,673.62","461,036,969.76","24,302,190.64","63,893,339.02","107,217,393.62","130,185,044.61","38,089,268.83","72,390,205.87","88,620,059.16","98,670,892.55","16,604,558.72"
期初现金及现金等价物余额,"177,067,559.88","219,308,890.49","219,480,478.01","241,896,587.73","241,896,587.73","246,888,817.06","246,888,817.06","246,888,817.06","246,888,817.06","787,163,920.25","787,163,920.25","787,163,920.25","787,163,920.25","433,584,552.37","433,584,552.37","433,584,552.37","433,584,552.37","520,765,071.00","520,765,071.00","520,765,071.00","520,765,071.00","691,535,506.68"
投资支付的现金,,,,,,,"20,000,000.00","20,000,000.00","100,000,000.00","20,000,000.00","185,000,000.00","340,000,000.00","460,000,000.00","155,000,000.00","300,000,000.00","360,000,000.00","370,000,000.00","105,000,000.00","105,000,000.00","205,000,000.00","373,000,000.00","10,000,000.00"
期末现金及现金等价物余额,"219,308,890.49","219,480,478.01","241,896,587.73","217,996,189.73","246,888,817.06","1,237,146,519.25","848,959,095.77","864,360,638.94","787,163,920.25","510,945,901.69","350,490,720.78","417,466,608.37","433,584,552.37","439,753,675.37","414,357,857.48","480,086,345.35","520,765,071.00","613,645,016.17","687,514,743.36","671,601,199.64","691,535,506.68","805,009,799.90"
