科目,2010年度,2011年度,2012年度,2013年1-6月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"271,803,302.61","299,487,083.22","327,019,221.11","201,245,981.53","442,829,102.38","132,713,794.39","256,977,623.82","412,376,297.47","589,450,134.18","196,893,940.00","326,105,678.44","483,689,205.03","640,221,142.95","118,406,574.92","244,722,191.56","352,498,539.64","487,314,148.87","185,516,183.10","326,274,445.91","476,966,299.23","678,424,940.61","148,233,174.95"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"16,022,509.93","26,977,256.57","18,909,952.43","36,947,034.66","85,119,899.81","13,110,994.07","21,490,163.89","35,331,760.31","51,735,781.40","18,322,851.33","26,136,328.12","32,637,471.96","39,925,243.52","20,686,339.12","26,650,742.23","32,157,178.61","34,834,210.65","9,150,055.20","16,053,862.08","24,062,426.36","28,675,699.99","3,380,675.24"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"2,756,921.67","5,838,904.50","15,724,521.06","255,699.60","27,276,073.28","106,258.31","672,113.71","1,712,417.17","13,942,503.46","16,365,200.00","16,411,068.95","19,973,536.67","27,871,808.95",,,"281,340.00","1,594,100.10","2,220,000.00","2,220,000.00","10,260,160.33","23,975,413.75",
投资活动现金流出小计,"55,426,894.98","101,200,744.08","90,573,905.12","152,197,932.59","279,682,543.10","30,401,938.54","113,178,319.20","174,391,532.72","329,551,572.16","384,622,227.18","581,243,874.01","738,812,673.62","921,036,969.76","179,302,190.64","363,893,339.02","467,217,393.62","500,185,044.61","143,089,268.83","177,390,205.87","293,620,059.16","471,670,892.55","26,604,558.72"
经营活动现金流入小计,"290,582,734.21","332,303,244.29","361,653,694.60","238,448,715.79","555,225,075.47","145,931,046.77","279,139,901.42","449,420,474.95","655,128,419.04","231,581,991.33","368,653,075.51","536,300,213.66","708,018,195.42","139,092,914.04","271,372,933.79","384,937,058.25","523,742,459.62","196,886,238.30","344,548,307.99","511,288,885.92","731,076,054.35","151,613,850.19"
投资活动产生的现金流量净额,"-53,342,224.18","-98,186,508.45","-83,895,486.32","-150,951,632.59","-182,661,401.79","-29,077,299.84","-109,812,483.21","-166,113,241.00","-307,520,967.65","-346,779,261.29","-485,507,455.64","-476,558,917.65","-535,189,974.91","-12,742,651.99","-49,079,924.38","-5,826,593.92","-713,570.05","17,228,155.57","-12,163,012.66","-82,590,276.17","-120,669,661.76","109,399,290.22"
购买商品、接受劳务支付的现金,"95,741,629.25","110,834,337.62","131,345,042.21","95,766,508.30","209,541,385.80","28,292,740.77","81,900,966.60","126,616,897.69","197,473,835.43","78,590,868.08","149,727,210.64","204,894,154.32","281,089,926.20","66,142,319.80","124,791,489.03","159,881,833.00","195,560,463.50","59,808,359.58","116,491,262.64","181,511,799.47","276,944,114.23","75,874,678.27"
吸收投资收到的现金,"36,486,000.00",,,,,"667,358,119.76","667,358,119.76","667,358,119.76","667,358,119.76",,,,,,,,,,"83,539,000.00","83,539,000.00","83,539,000.00",
支付给职工以及为职工支付的现金,"34,271,969.04","37,304,389.51","43,641,374.91","28,268,702.54","64,603,286.29","26,171,036.45","46,462,777.11","64,612,685.86","98,598,368.34","45,426,544.06","68,578,986.18","102,842,072.75","128,127,848.32","40,046,950.88","62,858,578.35","88,990,109.33","117,500,528.26","36,435,598.18","68,545,101.79","100,163,375.48","126,346,312.17","40,029,203.62"
取得借款收到的现金,"30,000,000.00","39,558,093.86","64,805,350.00","74,291,400.00","175,892,600.00",,,"18,538,500.00","36,813,900.00","50,085,500.00","50,106,500.00","50,106,500.00","50,000,000.00",,,,,,,,,
支付的各项税费,"9,603,540.28","18,648,875.36","22,385,641.96","15,335,656.17","33,508,644.93","9,136,365.99","15,915,960.90","27,447,380.35","34,173,069.58","11,525,226.94","16,790,225.58","37,238,158.07","30,588,308.76","2,576,560.86","8,899,878.85","12,566,511.39","15,801,617.70","5,336,999.21","7,484,306.82","14,587,871.56","20,030,867.47","6,026,835.91"
收到其他与筹资活动有关的现金,,,"29,368,350.67",,,"352,522,526.08",,,,,"19,667,652.35","19,667,652.35","19,667,652.35",,,,,,,,,
支付其他与经营活动有关的现金,"29,546,952.40","21,181,014.40","16,781,273.15","14,004,320.13","43,752,151.48","14,483,019.38","39,262,291.16","81,692,288.23","85,299,335.38","33,274,227.59","54,218,966.40","60,218,175.39","61,555,790.40","10,268,849.43","21,199,486.01","48,397,501.41","84,346,839.25","18,215,331.06","36,272,432.62","53,289,294.72","73,216,756.92","20,729,021.29"
筹资活动现金流入小计,"66,486,000.00","39,558,093.86","94,173,700.67","74,291,400.00","175,892,600.00","1,019,880,645.84","667,358,119.76","685,896,619.76","704,172,019.76","50,085,500.00","69,774,152.35","69,774,152.35","69,667,652.35",,,,,,"83,539,000.00","83,539,000.00","83,539,000.00",
经营活动现金流出小计,"169,164,090.97","187,968,616.89","214,153,332.23","153,375,187.14","351,405,468.50","78,083,162.59","183,541,995.77","300,369,252.13","415,544,608.73","168,816,866.67","289,315,388.80","405,192,560.53","501,361,873.68","119,034,680.97","217,749,432.24","309,835,955.13","413,209,448.71","119,796,288.03","228,793,103.87","349,552,341.23","496,538,050.79","142,659,739.09"
偿还债务支付的现金,"50,000,000.00","20,000,000.00","103,142,907.11",,"157,011,300.00","18,290,700.00","18,326,700.00","18,326,700.00","36,747,600.00","50,015,900.00","68,463,500.00","68,463,500.00","68,357,000.00",,,,,,,,,
经营活动产生的现金流量净额,"121,418,643.24","144,334,627.40","147,500,362.37","85,073,528.65","203,819,606.97","67,847,884.18","95,597,905.65","149,051,222.82","239,583,810.31","62,765,124.66","79,337,686.71","131,107,653.13","206,656,321.74","20,058,233.07","53,623,501.55","75,101,103.12","110,533,010.91","77,089,950.27","115,755,204.12","161,736,544.69","234,538,003.56","8,954,111.10"
分配股利、利润或偿还利息支付的现金,"41,317,667.44","30,638,383.33","31,958,781.91","30,000,000.00","30,515,820.07","98,470.63","34,103,921.34","34,104,604.14","34,170,648.30","22,532.22","41,013,819.46","41,014,217.73","41,014,277.26",,"24,937,048.97","24,937,221.60","24,937,398.25",,"11,561,544.71","11,561,544.71","11,561,544.71",
收回投资收到的现金,,,,,,,,,"3,260,958.91","30,000,000.00","80,000,000.00","235,000,000.00","340,000,000.00","164,000,000.00","305,000,000.00","445,000,000.00","480,000,000.00","155,000,000.00","155,000,000.00","195,000,000.00","325,000,000.00","130,000,000.00"
支付其他与筹资活动有关的现金,,"29,368,350.67",,,,"51,354,329.10",,,"19,667,652.35","74,569.30",,,,,,,,,"169,811.32","169,811.32","169,811.32",
