科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"82,906,041.45","93,285,637.61","113,399,351.72","74,167,960.30","206,483,385.52","112,493,644.43","64,948,704.86","61,168,129.71","45,617,316.11","65,015,517.65","137,578,960.61","91,059,037.56","181,909,086.91","96,901,902.22","70,817,554.83","84,232,866.83","158,709,985.75"
短期借款,"21,000,000.00","21,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","60,000,000.00","39,000,000.00","39,000,000.00","39,000,000.00","6,100,000.00","49,200,000.00","75,778,399.42","71,650,000.00","101,610,000.00","140,150,000.00","149,150,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"1,451,739.01","13,433,233.64","7,885,819.75","12,495,499.11","14,328,814.86","37,618,956.10","50,137,005.78","29,981,922.78","35,107,471.92","38,802,097.93","164,596,499.39","146,673,526.99","156,476,261.35","233,677,694.18","312,485,077.64","280,946,786.16","129,683,063.68"
应付票据,,,,,,,,,,,"64,341,155.58","95,079,016.59","127,150,592.52","151,762,238.28","132,882,045.78","156,272,021.31","132,605,206.19"
应收账款,"10,529,174.89","16,580,005.93","24,268,556.33","30,927,507.85","29,719,919.32","19,750,969.57","24,867,633.85","39,373,442.50","46,957,967.58","40,300,187.83","62,837,600.59","167,391,161.04","149,390,721.07","141,198,927.93","129,268,176.03","171,347,844.37","195,663,648.10"
应付账款,"6,048,612.18","8,684,758.87","16,009,746.11","8,927,088.27","6,763,973.80","3,149,317.54","13,852,167.45","8,669,470.55","10,775,112.18","14,344,057.77","70,716,776.58","44,077,069.06","52,002,477.23","64,107,222.20","125,920,768.70","87,123,778.60","99,887,286.27"
预付款项,"12,925,481.66","15,349,082.80","15,477,614.10","29,361,777.86","34,295,802.48","59,412,506.18","44,261,308.53","63,606,738.64","66,682,365.98","60,411,196.38","57,368,793.44","114,492,678.67","86,464,871.61","98,588,820.47","90,373,282.10","113,243,147.24","125,780,265.93"
预收款项,"13,076,306.39","5,021,649.94","6,986,860.62","3,152,128.57","3,278,894.89","5,174,185.70","4,759,981.90","8,735,799.65","8,399,817.76","4,457,619.37","15,296,026.38","5,512,113.48","3,061,769.19","3,097,047.28","6,156,109.32","7,532,805.98","6,807,419.90"
其他应收款,"187,956.25","574,206.56","621,509.29","605,003.04","614,087.54","696,878.86","697,399.39","1,154,918.77","788,995.87","3,435,762.27","7,295,811.36","2,106,016.67","4,269,430.07","4,070,592.56","4,970,258.09","4,951,848.44","4,217,521.96"
应付职工薪酬,"1,673,453.97","1,955,537.65","2,214,432.58","2,033,859.30","2,309,665.43","2,179,971.26","2,087,271.50","2,147,820.10","2,119,772.36","2,292,179.08","9,187,161.94","4,464,672.39","5,367,161.95","6,712,712.63","7,703,049.79","5,573,609.78","5,460,683.27"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"3,614,485.55","5,352,111.80","8,736,569.53","4,733,484.52","3,667,892.30","2,978,369.84","4,173,940.89","5,868,596.22","3,995,218.29","4,186,134.98","8,330,783.84","17,127,807.27","12,341,401.07","6,956,688.78","6,836,901.46","3,270,285.20","6,885,972.70"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,"36,545.44","50,144.32",
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,"10,560,000.00",,,,,,,,"10,685,399.49",,,,
存货,"43,923,433.26","41,936,337.94","47,151,516.55","49,508,451.12","64,237,428.19","69,788,451.88","70,521,533.01","64,714,055.52","66,516,606.97","72,075,798.06","93,781,131.80","106,899,131.26","127,003,871.21","125,601,011.87","164,302,028.93","156,676,135.37","146,680,943.84"
其他应付款,"32,744.00","23,088.00","101,944.00","2,177.00","26,387.00","85,279.00","152,955.00","237,829.00","302,259.09","1,555.47","70,000.00","21,000.00","6,000.00","47,036.52","505,755.65","305,898.66","489,824.89"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
