科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"76,912,184.16","165,741,979.71","174,012,491.10","117,164,216.56","1,559,451,302.08","1,527,708,842.64","1,882,895,745.43","1,700,354,560.50","1,640,712,058.03","1,488,294,759.04","1,463,012,063.39","1,217,834,723.83","957,855,632.48","1,035,612,037.66","542,444,993.79","832,912,675.61","728,984,087.19","464,673,363.31","361,269,425.82","326,395,919.58","330,431,747.63","689,108,788.03","810,282,274.92","788,991,343.78","904,268,564.18","1,026,418,842.48","837,637,650.13","749,346,466.82","484,590,464.86","631,916,718.71","702,564,650.91","946,108,713.11","768,233,599.69","889,526,639.10","1,033,490,425.27","1,381,832,678.51"
短期借款,"100,000,000.00","330,000,000.00","248,000,000.00","298,000,000.00",,,,,,,,,,"500,000,000.00","700,000,000.00","950,000,000.00","950,000,000.00","928,147,888.30","1,004,741,783.88","1,265,286,029.89","1,237,049,866.16","986,925,752.82","960,397,727.07","1,000,475,000.00","1,430,000,000.00","1,510,000,000.00","1,380,000,000.00","1,380,000,000.00","1,180,000,000.00","1,380,000,000.00","1,196,958,160.00","1,455,000,000.00","1,594,679,640.00","1,635,730,640.00","1,647,490,000.00","1,867,490,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"109,589,484.53","23,450,725.76","31,005,186.34","57,801,579.53","112,283,514.89","110,792,061.95","68,197,378.26","65,834,763.91","146,002,829.38","239,406,923.87","171,503,323.46","64,120,992.02","123,016,724.39","298,671,358.88","489,115,907.65","401,650,501.99","208,992,335.53","217,310,351.89","358,586,016.85","365,187,826.73","475,039,178.22","557,819,487.45","457,741,867.14","208,790,066.31","289,027,023.35","336,013,455.97","332,615,631.25","306,550,129.16","414,691,259.64","426,059,333.39","509,281,960.97","490,515,705.63","591,411,953.87","800,587,969.82","1,099,571,562.58","1,030,159,584.81"
应付票据,,,,"20,000,000.00","20,000,000.00",,,,,,"6,300,000.00","6,000,000.00","56,000,000.00","50,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00","23,000,000.00","55,000,000.00","48,000,000.00","17,000,000.00","214,000,000.00","214,000,000.00","207,000,000.00","254,990,000.00","161,990,000.00","113,000,000.00","88,000,000.00","113,200,000.00","102,100,000.00","131,639,530.00","117,009,530.00","73,497,521.50","62,847,521.50","59,610,000.00","60,600,000.00"
应收账款,"45,471,657.30","56,640,042.46","17,797,862.48","89,471,380.06","107,471,371.22","178,455,150.96","83,784,402.56","86,119,406.67","137,203,642.28","179,639,206.26","100,781,714.48","217,780,153.35","105,950,416.69","201,584,388.57","230,351,044.50","273,901,433.05","196,613,820.93","208,213,964.17","204,511,555.72","222,049,323.10","189,276,382.52","170,101,701.12","196,611,719.02","187,229,343.27","184,570,031.92","311,236,526.03","281,312,822.64","306,794,651.63","323,197,922.03","273,131,204.40","382,511,652.58","337,139,425.72","341,143,454.23","361,077,694.20","414,786,776.28","394,814,171.48"
应付账款,"8,057,641.77","107,461,115.82","68,828,192.56","50,533,386.42","32,809,258.29","16,545,369.20","34,775,485.80","52,128,983.36","167,465,545.04","148,870,833.51","74,845,597.20","44,497,539.47","463,814,757.36","416,180,544.04","425,487,660.10","375,636,476.94","239,829,885.14","369,111,278.86","509,577,453.13","394,700,761.40","431,143,756.50","501,728,386.04","218,767,036.35","230,543,956.26","288,303,077.74","292,410,960.38","336,719,283.74","306,011,003.52","454,396,356.89","576,083,925.71","611,942,220.78","472,652,649.95","447,280,408.57","435,121,553.85","446,771,095.43","403,481,799.03"
预付款项,"72,368,987.07","12,201,051.48","32,807,120.70","41,452,680.46","37,170,493.00","71,940,946.84","121,559,062.43","221,381,945.43","267,403,336.59","386,518,580.73","198,936,452.54","217,988,513.67","183,135,064.85","219,590,640.91","125,497,754.48","151,234,952.23","75,727,964.48","136,108,038.05","170,497,971.05","178,745,026.04","127,151,701.75","169,608,367.12","147,414,377.04","158,902,892.42","148,620,835.43","206,524,882.48","140,858,836.82","112,423,737.35","120,466,692.32","174,222,441.94","191,234,760.25","220,506,964.34","394,193,616.80","423,205,735.97","361,505,444.64","357,780,173.05"
预收款项,"8,135,326.04","12,457,070.58","9,758,724.93","18,594,765.72","14,735,725.52","23,464,897.62","33,707,541.65","38,969,215.66","64,053,869.95","41,688,401.94","25,202,738.20","38,645,753.21","36,794,396.04","62,348,847.90","35,667,218.69","28,025,599.49","29,457,907.85","64,863,778.16","41,359,550.34","45,811,540.65","43,910,638.28","74,618,074.52","32,893,900.10","39,711,653.02","43,736,755.36","95,253,816.08","87,039,005.19","87,208,372.02","51,623,134.92","108,252,991.31","145,073,163.75","179,478,022.34","176,901,690.96","420,561,087.35","227,685,050.54","221,835,405.52"
