科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"708,892,922.89","632,153,867.20","517,698,646.63","753,363,292.99","546,366,398.00","757,304,478.48","759,830,393.77","725,437,984.64","651,221,510.56","742,531,340.09","573,866,260.96","502,993,993.21","575,527,664.79","1,669,980,233.98","1,721,393,296.78","1,998,667,295.34","1,269,168,208.61","2,024,352,322.66","1,115,758,641.82","1,902,526,501.17","1,749,426,589.11","2,415,264,115.41","2,588,966,659.52","1,045,059,569.49","2,467,354,649.08","2,147,748,456.02","2,597,653,008.93","1,052,547,473.53","1,003,499,506.22","2,348,530,672.44","2,571,543,984.52","3,004,386,443.44","3,136,415,053.57","1,404,287,069.52","2,616,842,171.98","3,527,566,399.20","3,771,537,564.05","3,277,991,371.77","1,850,546,769.97","1,911,750,637.10","2,345,287,651.66","1,497,857,029.27","1,406,118,440.01","1,765,704,006.13","1,647,432,184.48"
短期借款,"1,045,883,386.15","1,203,669,801.00","550,930,642.00","891,996,156.00","929,913,810.51","1,264,750,730.14","1,627,360,000.00","1,959,420,000.00","1,838,180,000.00","1,857,700,000.00","1,082,500,000.00","925,600,000.00","1,004,391,000.00","691,900,000.00","766,000,000.00","796,000,000.00","448,600,000.00","1,450,000,000.00","1,149,900,000.00","483,000,000.00","573,000,000.00","59,500,000.00","34,500,000.00","34,000,000.00","19,000,000.00","10,000,000.00","10,000,000.00","426,500,000.00","405,500,000.00","220,900,000.00","178,500,000.00","154,500,000.00","140,000,000.00","340,000,000.00","140,000,000.00","114,000,000.00","174,000,000.00","40,000,000.00",,,"175,000,000.00","940,000,000.00","860,000,000.00","963,000,000.00","948,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"285,467,288.35","276,986,224.62","298,896,880.82","303,880,159.22","379,763,924.38","332,603,595.92","407,784,586.58","304,371,381.94","285,568,839.08","343,140,146.72","321,770,302.07","440,300,854.41","464,834,887.12","606,147,705.90","611,405,976.80","771,044,164.57","815,388,743.48","804,330,682.09","761,259,281.38","888,736,936.48","959,845,204.56","965,840,052.77","910,514,557.21","946,881,908.52","1,016,377,513.60","1,171,663,246.66","1,113,208,428.18","1,132,503,733.13","1,359,664,114.22","1,243,339,940.43","1,128,858,911.84","1,170,993,678.78","947,195,975.51","1,059,181,924.68","1,149,224,753.99","1,153,712,929.09","1,032,510,705.63","1,101,158,980.44","1,353,928,813.92","1,451,779,000.04","1,378,897,536.09","1,393,024,779.77","1,323,150,066.16","1,151,157,495.26","1,201,656,294.39"
应付票据,"421,130,518.59","320,399,573.66","473,718,573.72","402,973,478.60","385,074,722.06","442,838,393.85","574,449,640.21","698,642,379.95","658,791,878.87","727,746,100.59","600,579,012.16","492,012,116.95","510,168,823.17","609,048,176.95","685,827,816.39","713,434,018.25","667,041,671.99","744,102,945.29","804,201,627.69","729,697,184.02","778,650,583.56","788,748,049.44","771,885,330.80","729,414,601.43","923,171,515.11","999,902,130.02","1,026,048,222.21","1,093,002,200.15","1,179,180,729.69","1,185,384,869.83","1,255,586,272.74","1,353,214,892.60","1,506,957,291.53","1,484,520,226.80","1,297,500,707.79","1,250,306,698.77","1,232,544,235.60","1,317,541,100.26","1,380,056,410.84","1,420,373,491.24","1,449,464,076.26","1,412,396,989.25","1,416,668,192.52","1,444,131,092.40","1,413,809,894.03"
应收账款,"686,808,294.06","621,485,767.37","678,030,877.95","581,493,462.09","684,367,761.30","792,893,139.75","812,481,951.58","680,496,715.43","720,518,509.04","872,314,431.15","866,894,539.86","938,823,234.75","1,052,498,593.78","1,075,153,341.68","1,071,792,100.68","1,077,255,296.18","1,242,093,725.94","1,243,405,778.47","1,238,080,694.48","1,296,651,961.46","1,413,702,385.68","1,462,228,759.94","1,342,547,306.42","1,438,217,627.57","1,518,482,319.51","1,734,284,468.49","1,509,294,268.38","1,642,361,188.89","1,699,223,464.35","1,846,052,616.80","1,740,608,990.17","1,769,140,531.26","1,880,244,323.63","1,883,603,419.06","1,648,889,040.08","2,038,638,770.34","2,043,631,200.10","2,129,308,870.13","1,862,502,002.56","2,016,219,769.84","2,008,158,900.99","1,862,300,956.35","1,776,048,171.58","1,916,247,432.47","2,066,428,988.11"
应付账款,"685,987,743.46","712,249,785.68","712,301,959.06","789,738,857.63","734,745,071.99","870,352,579.51","840,789,380.81","792,055,985.34","705,142,746.27","1,013,273,994.77","877,357,926.07","1,107,123,397.93","1,027,878,632.86","1,182,540,123.00","1,096,800,633.38","1,345,487,240.54","1,376,532,240.71","1,334,451,542.43","1,321,428,462.46","1,466,145,022.49","1,436,692,314.23","1,435,380,642.14","1,388,026,938.27","1,517,283,215.62","1,589,784,753.56","1,732,828,891.67","1,654,514,257.75","1,909,277,133.08","1,972,932,842.60","2,067,939,981.19","1,980,891,748.89","2,025,021,653.35","1,993,150,390.52","1,961,398,335.21","1,841,411,562.45","2,251,924,570.37","2,256,891,952.29","2,198,693,070.08","2,020,990,969.84","2,298,395,075.38","2,375,933,929.38","2,312,917,905.18","2,216,066,161.38","2,303,392,824.94","2,363,793,775.83"
预付款项,"97,789,036.75","114,113,912.24","91,198,375.04","66,126,750.57","119,137,570.60","99,268,607.03","184,434,416.05","74,870,502.07","121,274,979.53","79,508,345.52","66,138,004.54","61,229,767.24","88,176,204.38","251,006,545.06","277,344,762.80","254,420,608.03","481,336,170.84","340,189,795.45","368,461,794.10","280,469,458.91","316,304,552.03","400,342,417.32","377,220,407.95","204,774,239.51","209,628,414.00","230,484,490.70","133,035,809.60","192,743,331.04","158,426,618.91","120,225,390.49","139,734,116.52","142,793,760.45","204,950,853.91","144,393,893.28","102,763,632.58","100,995,071.04","120,117,446.61","130,917,075.47","171,906,137.38","196,172,392.31","205,826,643.66","153,682,783.00","289,067,727.31","202,690,343.76","282,997,185.18"
预收款项,"14,260,445.58","19,743,890.93","11,523,925.85","31,857,135.70","26,529,169.48","28,374,090.53","48,512,874.63","26,643,221.38","26,370,788.89","28,461,862.19","30,496,513.89","27,331,586.18","23,346,058.91","67,963,109.92","63,056,871.67","85,647,038.79","71,907,392.05","36,251,560.32","36,990,863.35","94,875,334.25","102,175,848.24","110,292,528.41","94,549,128.52","64,221,288.02","50,173,387.74","57,924,612.35","50,407,941.58","28,929,756.79","36,250,303.87","70,796,906.33","68,835,688.62","18,252,343.57","24,554,308.57","14,486,666.26","11,452,822.13","12,690,430.12","29,510,189.57","14,921,662.08","16,009,403.07","46,011,681.57","78,394,951.40","39,163,761.59","87,774,357.68","35,169,774.47","24,258,803.06"
