科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"300,869,392.53","725,337,907.62","1,152,723,361.31","1,642,245,262.11","605,363,864.68","1,417,032,654.16","2,176,011,696.94","2,733,760,702.10","239,131,408.87","674,193,704.50","1,044,560,621.23","1,677,991,315.47","558,794,329.05","1,345,125,367.21","1,902,058,714.91","2,745,924,373.15","629,843,035.61","1,445,410,597.80","2,482,481,845.63","3,430,561,839.65","754,319,136.30","1,657,515,642.20","2,514,510,325.43","3,491,979,674.05","653,614,125.22","1,921,913,678.04","2,939,575,389.87","3,722,653,167.96","920,723,221.77","1,676,926,598.34","2,380,358,459.76","3,498,159,406.31","573,545,088.90","1,203,103,894.79","1,824,083,618.90","3,387,435,139.18","620,487,938.62","1,301,079,022.85","2,081,234,140.36","4,452,840,638.04","766,305,564.87","1,675,805,568.94","2,557,687,442.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,261,390.26",,,,,,,,,,,
收到的税费返还,"2,280,746.73","4,780,746.73","5,292,163.76","5,730,890.42","847,097.08",,,,,,,,,,,,,,,,,,,,,,,"5,707,687.22","1,287,783.22","2,715,971.05","1,229,287.08","3,058,361.74",,"1,402,620.73",,"5,114,827.18","3,577,684.48","1,456,871.57","1,456,871.57","10,603,057.86","1,214,786.84","2,078,225.27","2,078,225.27"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,"54,800,000.00",,,,,,,,"7,800,000.00",,,,,,,
收到其他与经营活动有关的现金,"3,213,653.58","3,551,866.23","8,189,245.60","11,265,784.99","1,656,270.57","4,418,002.76","8,025,110.72","48,213,645.07","3,032,111.06","14,412,113.86","9,640,927.79","36,628,937.54","14,573,917.18","20,791,460.84","24,903,045.97","39,874,899.70","19,093,146.62","22,828,929.86","26,993,746.02","35,071,178.02","2,773,344.44","1,647,617.36","25,350,919.58","42,488,728.66","3,991,861.77","11,090,889.21","13,983,280.00","25,222,016.22","8,911,272.99","1,176,235.10","2,749,792.45","37,405,180.41","2,731,718.97","3,760,478.06","7,019,263.77","18,395,378.40","3,786,509.83","5,018,040.98","12,285,490.90","22,191,736.62","31,437,862.06","33,866,357.95","41,559,720.75"
投资活动现金流出小计,"70,095,984.72","83,885,090.11","229,813,547.12","205,980,037.12","89,025,678.93","267,524,258.00","391,854,629.90","449,536,970.14","32,133,344.84","60,924,803.29","99,979,363.68","137,809,678.19","69,969,761.87","76,121,143.32","192,969,349.41","234,844,890.97","33,736,104.71","32,434,819.82","99,143,961.31","587,840,228.54","50,944,732.01","67,910,833.51","85,918,162.95","163,977,505.96","13,729,500.36","70,595,272.83","157,288,544.54","159,138,488.88","56,756,701.82","46,818,980.32","74,858,020.96","139,594,155.11","41,559,295.33","91,651,170.38","242,439,915.43","336,901,994.57","38,650,774.00","16,077,278.93","103,735,605.01","276,378,817.92","121,181,358.70","177,340,538.92","235,019,602.97"
经营活动现金流入小计,"306,363,792.84","733,670,520.58","1,166,204,770.67","1,659,241,937.52","607,867,232.33","1,421,450,656.92","2,184,036,807.66","2,781,974,347.17","242,163,519.93","688,605,818.36","1,054,201,549.02","1,714,620,253.01","573,368,246.23","1,365,916,828.05","1,926,961,760.88","2,785,799,272.85","648,936,182.23","1,468,239,527.66","2,509,475,591.65","3,465,633,017.67","757,092,480.74","1,659,163,259.56","2,539,861,245.01","3,534,468,402.71","657,605,986.99","1,933,004,567.25","2,953,558,669.87","3,753,582,871.40","930,922,277.98","1,680,818,804.49","2,384,337,539.29","3,538,622,948.46","576,276,807.87","1,208,266,993.58","1,831,102,882.67","3,410,945,344.76","627,852,132.93","1,307,553,935.40","2,094,976,502.83","4,485,635,432.52","798,958,213.77","1,711,750,152.16","2,601,325,388.12"
投资活动产生的现金流量净额,"-70,095,984.72","-83,736,355.90","-229,664,812.91","-205,445,625.38","-89,025,678.93","-267,524,258.00","-391,854,629.90","-448,309,824.90","-30,906,199.60","-60,923,303.29","-98,254,738.68","-134,217,947.39","-69,408,640.25","-75,426,840.08","-191,608,830.71","-228,970,878.86","-33,736,104.71","-30,677,439.07","-99,390,194.82","-232,962,474.85","-26,975,689.89","-44,853,657.98","-61,938,093.89","-129,206,637.00","-13,498,377.24","-50,816,053.89","-126,936,661.27","-110,404,936.32","-54,825,564.14","-43,247,118.20","-69,265,907.57","-135,850,191.80","-40,812,497.58","-72,543,268.79","-220,804,056.32","-269,840,557.33","-37,857,494.72","-14,355,823.38","-99,260,809.98","-275,591,737.86","-119,718,485.58","-174,906,239.61","-231,799,240.45"
购买商品、接受劳务支付的现金,"343,176,576.77","717,932,464.39","1,089,439,484.39","1,711,957,876.27","733,348,608.80","1,259,758,485.19","1,926,749,776.54","2,397,956,034.44","173,493,444.65","480,784,390.54","859,720,521.28","1,404,817,317.89","510,799,776.21","1,240,466,790.98","1,712,090,846.85","2,596,609,324.48","456,267,660.55","1,243,800,204.22","2,197,819,682.90","2,937,202,181.72","594,678,285.96","1,372,712,651.27","2,091,205,252.67","3,091,232,934.79","496,613,200.29","1,700,336,834.15","2,652,815,378.51","3,373,896,252.54","643,947,322.38","1,249,906,181.28","1,874,499,788.08","2,818,924,293.41","343,621,674.39","899,226,373.11","1,330,752,212.72","2,740,606,646.03","431,002,008.17","987,307,246.79","1,678,163,655.50","3,859,622,790.12","656,811,804.16","1,304,351,793.65","2,102,114,831.14"
吸收投资收到的现金,"51,533,826.60","51,480,000.00","51,480,000.00","552,362,400.00",,,,,,,,"10,000,000.00","9,000,000.00","52,121,899.08","52,121,899.08","131,152,111.00",,,,"49,109,842.00",,,"49,078,248.52","49,528,248.52",,,,,,,,,,,,,"396,000,015.84","368,073,164.24","368,073,164.24","393,551,902.65",,,
