科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
其他应收款,"1,484,037.50","1,656,760.36","5,055,700.48","5,964,717.06","6,902,878.88","1,989,798.61","2,007,672.84","2,631,775.26","2,286,872.56","2,026,084.71","1,879,561.90","1,859,231.69","1,288,690.58","1,328,773.82","1,056,384.58","1,352,946.08","9,235,457.88","9,820,982.63","12,771,329.95","5,568,366.62","14,691,719.58","37,016,615.74","27,359,861.64","29,525,053.12","27,844,371.46","29,710,141.65","28,080,203.92","29,447,079.06","29,835,990.27","32,757,563.83"
应付职工薪酬,"4,012,097.50","3,940,466.73","5,190,466.95","4,151,966.73","5,048,197.44","5,799,593.98","5,753,915.91","5,919,941.18","9,755,110.71","5,034,788.31","4,934,788.31","6,534,788.31","11,582,704.70","7,150,810.07","5,440,028.66","7,423,841.07","32,817,679.41","24,752,287.96","24,515,045.94","23,060,393.11","31,626,481.94","15,733,175.12","13,864,281.60","14,175,210.33","21,097,980.89","8,897,388.49","7,532,288.09","7,215,818.93","14,234,834.60","5,467,698.48"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,632,861.11","770,179.45","6,804,127.73","4,167,364.32","4,484,479.34","6,635,048.10","11,695,158.08","10,537,313.68","10,901,251.88","9,230,118.60","13,419,736.55","11,332,550.06","6,227,533.32","6,539,974.81","16,830,866.30","13,088,403.20","29,559,947.14","15,285,495.61","21,392,912.56","23,939,119.69","43,199,833.19","12,882,833.37","11,359,408.21","11,456,504.03","10,180,899.00","12,324,636.00","10,686,906.14","10,305,609.05","11,368,516.57","11,229,745.74"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,"534,156.38","534,156.38","553,314.93","553,314.93","517,796.95","499,119.48","499,119.48","509,530.71","371,272.51","411,772.41","243,922.02","243,922.02","198,801.73",,"157,420.00","173,669.64","191,641.46",,,,"232,793.90","252,327.98"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,"33,005,000.00","33,005,000.00","33,005,000.00","16,502,500.00","16,502,500.00","16,502,500.00","16,502,500.00","630,000.00",,,,,,
存货,"20,783,219.11","27,976,652.76","17,970,665.04","26,109,570.82","28,547,783.20","27,080,296.01","22,743,845.74","19,161,991.16","30,479,406.52","32,035,252.75","40,127,885.16","41,374,730.59","46,301,107.97","48,394,848.47","48,078,444.37","52,538,380.93","94,760,880.61","93,040,995.79","99,677,274.53","105,067,804.76","71,490,537.35","82,995,022.24","83,283,888.71","84,478,995.66","73,579,458.58","71,726,292.23","75,498,040.00","98,569,643.49","98,090,922.01","100,998,493.70"
其他应付款,"5,228,270.00","754,075.11","1,088,012.23","1,137,282.86","2,677,513.66","6,915,139.04","1,525,060.21","1,864,102.59","2,423,910.92","1,110,048.87","1,197,393.75","2,961,255.17","3,081,507.56","1,247,658.01","833,256.69","1,990,359.39","14,912,060.31","15,916,934.29","7,510,420.31","1,555,353.06","36,653,299.25","38,455,964.14","26,523,973.55","26,843,980.40","21,851,868.70","25,086,137.58","27,104,601.31","22,704,748.73","28,659,261.69","33,956,481.65"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"5,000,000.00",,"10,000,000.00","10,000,000.00","5,000,000.00",,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","17,500,000.00","91,250,000.00","91,000,000.00","149,500,000.00","76,000,000.00","56,000,000.00","134,000,000.00","86,325,656.04","116,901,133.47",,,"43,400,000.00","43,400,000.00","43,400,000.00","43,400,000.00","43,400,000.00","43,400,000.00","42,101,133.47"
其他流动资产,"5,034.10","73,234.00","7,183.92",84.21,"129,786.87",,"135,041.27","122,622.00","258,300.09","183,929.93","362,301.70","626,935.04","3,412,985.46","191,161.68","227,489.16","1,186,074.38","2,375,908.35","1,528,657.88","3,550,542.02","1,259,701.17","1,941,100.22","5,097,914.78","6,447,394.20","5,648,397.87","4,216,990.56","1,229,958.30","1,360,409.60","1,360,409.60","3,465,480.85","6,620,634.69"
其他流动负债,,,,,,,,,,,,,,,,,"43,710,640.00","50,353,260.00","35,256,842.24","35,256,842.24",,,,,,,,,,
流动资产合计,"73,166,199.71","107,773,012.36","165,767,208.74","160,036,282.68","166,842,274.65","640,514,068.21","575,788,476.75","582,365,211.45","600,093,958.76","593,878,739.02","583,493,490.65","579,264,805.61","536,953,708.02","537,258,289.09","571,229,888.05","616,806,532.69","664,225,580.36","623,092,828.13","670,768,083.99","626,248,693.35","726,857,961.80","694,420,375.79","697,395,295.19","692,435,832.92","760,434,863.67","777,743,317.01","802,046,466.35","828,411,220.94","893,000,785.62","868,334,656.80"
流动负债合计,"30,005,229.94","32,680,216.26","78,992,473.53","79,183,331.71","48,888,068.31","51,878,954.49","28,070,184.72","38,037,766.66","125,238,070.70","109,922,575.51","136,383,914.36","134,620,084.19","167,276,917.74","234,791,518.55","241,212,297.42","290,948,861.05","418,689,027.00","326,189,944.51","401,027,408.11","331,972,102.06","355,109,686.23","166,487,071.83","146,967,829.38","194,425,646.31","229,588,629.43","236,976,267.14","227,287,229.10","245,491,967.02","278,433,289.48","238,727,141.16"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,"15,000,000.00","20,000,000.00","20,000,000.00","96,000,000.00","153,500,000.00","170,820,000.00","224,383,681.60","236,451,623.34","236,451,623.34","236,451,623.34","236,451,623.34","218,951,623.34","136,451,623.34","136,701,623.34","69,451,623.34","80,451,623.34","97,325,656.04","19,325,656.04",,,"128,901,133.47","128,901,133.47","63,801,133.47","63,801,133.47","42,101,133.47","42,101,133.47","20,401,133.47","20,401,133.47",
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,"45,215,378.67","44,482,682.13","43,685,364.02","43,017,289.05","44,239,870.31","43,443,692.79","42,657,344.08","41,953,826.40","41,392,476.39","40,678,990.86","39,965,505.33","39,289,007.10","38,083,522.69","36,542,798.74"
预计负债,,,,,,,,,,,,,,,,,,,,,"40,587.25","40,587.25","40,587.25","40,587.25","40,587.25","40,587.25","40,587.25","40,587.25","40,587.25","40,587.25"
固定资产,"34,765,418.28","35,947,529.32","41,090,946.70","60,756,491.88","61,729,121.12","61,834,655.64","62,178,353.34","65,957,122.99","75,374,036.37","79,544,017.56","89,754,888.92","89,433,870.14","658,310,843.27","653,491,285.69","643,517,122.69","637,300,806.72","686,724,458.13","678,124,237.97","668,387,804.03","659,422,144.82","666,275,096.65","659,419,425.69","651,777,687.02","650,696,172.66","643,315,316.60","634,392,455.72","629,738,149.91","622,583,230.42","620,913,199.38","614,520,737.27"
递延所得税负债,,,,,,,,,,,,,,,,,"9,075,616.15","8,789,508.26","8,503,400.38","8,217,292.50","8,340,505.34","7,814,556.49","7,582,874.82","7,340,928.03","7,353,609.88","7,043,271.98","6,882,614.15","6,647,116.29","6,182,785.54","5,997,988.83"
在建工程,,"3,853,753.14","24,038,547.57","33,028,503.21","109,283,847.38","171,375,985.59","245,006,891.31","323,358,643.10","425,980,687.84","437,129,152.02","483,449,941.59","518,687,084.03","19,880,644.03","22,336,956.33","22,940,828.33","36,983,787.54","5,411,466.24","4,638,363.47","4,880,000.00","4,182,051.46","6,685,705.02","8,185,705.02","6,185,705.02","6,185,705.02","6,185,705.02","5,885,705.02","4,182,051.46","4,182,051.46",,
其他非流动负债,,,,,,,,,"7,480,000.00","7,480,000.00","7,480,000.00","7,480,000.00","6,631,851.89","6,623,475.82","15,996,429.11","15,886,168.40","15,262,659.81",,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,"15,000,000.00","20,000,000.00","20,000,000.00","96,000,000.00","153,500,000.00","170,820,000.00","224,383,681.60","243,931,623.34","243,931,623.34","243,931,623.34","243,931,623.34","225,583,475.23","143,075,099.16","152,698,052.45","85,337,791.74","104,789,899.30","121,194,315.52","52,436,960.49","32,334,719.38","43,651,318.07","171,914,487.04","170,877,210.55","102,233,828.78","96,544,901.98","74,143,907.62","73,536,713.05","51,182,618.59","50,299,691.24","32,138,887.53"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"30,005,229.94","47,680,216.26","98,992,473.53","99,183,331.71","144,888,068.31","205,378,954.49","198,890,184.72","262,421,448.26","369,169,694.04","353,854,198.85","380,315,537.70","378,551,707.53","392,860,392.97","377,866,617.71","393,910,349.87","376,286,652.79","523,478,926.30","447,384,260.03","453,464,368.60","364,306,821.44","398,761,004.30","338,401,558.87","317,845,039.93","296,659,475.09","326,133,531.41","311,120,174.76","300,823,942.15","296,674,585.61","328,732,980.72","270,866,028.69"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"18,576,079.25","72,000,000.00","72,000,000.00","115,200,000.00","115,200,000.00","153,600,000.00","153,600,000.00","153,600,000.00","153,600,000.00","153,600,000.00","153,600,000.00","153,600,000.00","153,600,000.00","153,600,000.00","153,600,000.00","157,267,000.00","157,267,000.00","157,665,000.00","157,665,000.00","170,118,016.00","424,090,235.00","424,090,235.00","423,805,235.00","423,805,235.00","421,534,235.00","421,534,235.00","421,051,985.00","421,051,985.00","421,051,985.00","421,051,985.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"9,586,099.01","9,586,099.01","2,386,099.01","2,386,099.01","421,310,261.15","421,310,261.15","421,310,261.15","421,310,261.15","421,310,261.15","421,310,261.15","421,310,261.15","421,310,261.15","421,310,261.15","421,310,261.15","467,398,692.65","467,964,101.15","476,425,671.15","478,044,827.88","542,569,660.07","266,790,557.67","267,540,304.21","266,010,817.42","263,997,938.09","253,400,792.97","253,407,270.57","250,874,419.95","250,874,419.95","250,858,963.94","250,858,963.94"
无形资产,"5,223,728.14","5,126,899.27","27,409,806.45","27,095,925.94","26,927,067.67","26,758,854.70","27,015,082.54","26,818,783.69","26,708,616.72","26,580,867.86","26,469,910.19","26,396,606.07","26,246,939.59","26,026,787.56","25,810,525.63","25,591,257.04","45,153,886.98","43,952,525.30","42,905,148.88","41,685,579.17","40,739,417.54","39,778,327.92","38,658,421.73","37,552,260.97","36,499,767.14","35,428,584.53","34,357,401.92","33,320,160.65","32,322,414.78","31,664,424.81"
盈余公积,"11,804,364.96","4,146,179.45","9,575,610.15","9,575,610.15","16,699,189.73","16,699,189.73","16,699,189.73","16,699,189.73","26,475,575.70","26,475,575.70","26,475,575.70","26,475,575.70","37,412,448.21","37,412,448.21","37,412,448.21","37,412,448.21","49,690,441.98","49,690,441.98","49,690,441.98","49,690,441.98","60,393,831.06","60,393,831.06","60,393,831.06","60,393,831.06","62,202,903.56","62,202,903.56","62,202,903.56","62,202,903.56","66,871,601.55","66,871,601.55"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,"43,710,640.00","50,353,260.00","35,256,842.24","35,256,842.24","29,112,372.00","29,112,372.00","13,677,171.00","13,677,171.00","2,656,488.00","2,656,488.00",,,,
商誉,,,,,,,,,,,,,,,,,"155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","155,729,957.62","147,454,272.44","147,454,272.44"
未分配利润,"53,523,440.74","19,586,517.53","68,555,789.59","55,180,548.00","86,483,029.40","104,304,864.98","120,320,838.88","145,539,097.77","159,633,733.00","183,173,985.57","203,050,780.42","235,399,207.45","238,800,871.13","251,126,657.97","261,349,952.08","283,110,110.85","333,300,210.10","348,198,925.86","358,527,503.82","388,666,414.55","464,793,572.66","482,834,238.31","474,777,047.76","486,719,951.37","507,187,657.16","523,788,859.25","543,409,939.23","559,235,720.16","571,349,377.67","589,703,693.51"
长期待摊费用,,,,,,,,,,,,,,,,,"694,528.31","684,304.79","231,509.43","4,501.79","2,275,991.63","4,399,837.63","4,333,948.72","5,439,380.17","4,930,818.40","4,653,369.84","4,270,293.33","6,741,413.11","7,314,206.39","6,795,839.97"
少数股东权益,,,,,,,,,,,,,,,,,"128,178,537.93","131,997,695.04","146,327,291.06","64,814,750.98","72,963,078.79","76,473,905.87","81,972,323.37","87,225,716.75","95,036,135.22","98,167,388.50","103,963,063.34","112,442,311.52","115,028,091.81","121,218,993.95"
递延所得税资产,"753,768.76","297,818.16","403,462.82","608,385.16","874,075.63","809,706.21","831,670.54","1,070,235.68","2,031,964.20","1,281,244.81","1,583,923.62","1,554,385.98","2,591,838.55","2,202,666.37","4,084,646.61","4,792,520.51","10,962,267.94","10,303,834.65","11,993,955.37","12,404,405.02","13,970,035.03","13,338,506.98","12,482,892.28","13,225,968.72","13,531,572.17","12,233,672.73","12,036,427.31","12,224,884.50","12,828,068.49","12,733,924.82"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,"2,051,053.21",,"9,880,767.76","2,214,640.50","1,905,871.88","1,905,871.88","1,905,871.88","1,905,871.88","818,290.31","818,290.31",,,"1,976,530.90","2,524,611.79"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"40,742,915.18","45,225,999.89","92,942,763.54","121,489,306.19","198,814,111.80","260,779,202.14","335,031,997.73","417,204,785.46","530,095,305.13","544,535,282.25","601,258,664.32","636,071,946.22","707,030,265.44","704,057,695.95","696,353,123.26","704,668,371.81","951,942,997.10","937,915,905.93","937,694,507.11","918,660,569.43","931,821,945.68","926,201,325.53","913,731,828.35","912,689,143.44","902,403,903.65","889,821,026.63","880,279,786.88","874,070,704.86","860,892,215.07","852,236,609.84"
所有者权益(或股东权益)合计,"83,903,884.95","105,318,795.99","159,717,498.75","182,342,257.16","220,768,318.14","695,914,315.86","711,930,289.76","737,148,548.65","761,019,569.85","784,559,822.42","804,436,617.27","836,785,044.30","851,123,580.49","863,449,367.33","873,672,661.44","945,188,251.71","1,092,689,651.16","1,113,624,474.03","1,154,998,222.50","1,180,602,441.34","1,259,918,903.18","1,282,220,142.45","1,293,282,083.61","1,308,465,501.27","1,336,705,235.91","1,356,444,168.88","1,381,502,311.08","1,405,807,340.19","1,425,160,019.97","1,449,705,237.95"
资产总计,"113,909,114.89","152,999,012.25","258,709,972.28","281,525,588.87","365,656,386.45","901,293,270.35","910,820,474.48","999,569,996.91","1,130,189,263.89","1,138,414,021.27","1,184,752,154.97","1,215,336,751.83","1,243,983,973.46","1,241,315,985.04","1,267,583,011.31","1,321,474,904.50","1,616,168,577.46","1,561,008,734.06","1,608,462,591.10","1,544,909,262.78","1,658,679,907.48","1,620,621,701.32","1,611,127,123.54","1,605,124,976.36","1,662,838,767.32","1,667,564,343.64","1,682,326,253.23","1,702,481,925.80","1,753,893,000.69","1,720,571,266.64"
负债和所有者(或股东权益)合计,"113,909,114.89","152,999,012.25","258,709,972.28","281,525,588.87","365,656,386.45","901,293,270.35","910,820,474.48","999,569,996.91","1,130,189,263.89","1,138,414,021.27","1,184,752,154.97","1,215,336,751.83","1,243,983,973.46","1,241,315,985.04","1,267,583,011.31","1,321,474,904.50","1,616,168,577.46","1,561,008,734.06","1,608,462,591.10","1,544,909,262.78","1,658,679,907.48","1,620,621,701.32","1,611,127,123.54","1,605,124,976.36","1,662,838,767.32","1,667,564,343.64","1,682,326,253.23","1,702,481,925.80","1,753,893,000.69","1,720,571,266.64"
