科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"136,558,615.93","296,072,894.54","673,252,906.04","181,668,393.87","361,973,741.83","564,622,222.14","743,349,264.27","109,200,439.12","292,447,425.31","496,954,336.97","750,541,909.87","261,915,722.34","556,401,935.23","862,688,926.54","1,163,378,170.13","340,192,510.88","747,866,531.76","1,295,402,064.94","1,749,080,863.64","423,352,832.41","861,243,829.28","1,282,074,379.17","1,661,138,440.11","297,665,004.54","626,545,236.88","1,000,798,599.40","1,398,527,751.70","333,632,869.97","713,822,997.92","1,143,112,012.86","1,517,399,947.11","363,204,900.55","749,077,012.72","1,118,439,126.91","1,584,381,578.53","294,873,646.33","698,971,206.21","1,217,679,223.61","1,925,989,363.56","649,708,351.67","1,488,645,546.78","2,498,452,646.12"
二、营业利润,"7,290,268.53","16,440,213.90","40,637,309.01","10,644,442.07","30,384,663.34","49,199,021.47","21,771,910.13","-10,196,012.02","6,513,796.14","27,571,787.46","61,820,918.53","34,456,421.25","65,128,502.42","97,342,547.13","136,116,051.48","48,019,676.95","90,093,222.51","135,237,141.31","171,725,004.12","40,631,887.26","85,814,182.52","124,842,141.14","158,483,427.06","43,670,307.93","89,060,491.60","135,340,230.25","176,976,364.65","48,429,639.65","104,616,735.04","170,292,665.01","223,315,856.43","65,074,501.55","137,327,188.84","191,049,063.08","256,939,054.57","55,495,981.76","120,617,170.30","204,334,367.74","276,261,882.86","100,493,128.98","233,705,405.42","404,756,531.16"
减:营业成本,"124,203,985.31","267,951,292.63","606,825,211.16","163,847,748.19","318,372,687.03","496,515,717.33","670,023,009.76","112,037,529.09","272,808,454.36","448,893,021.51","659,178,975.78","216,241,800.98","487,139,137.71","762,046,868.39","1,026,416,616.59","298,589,721.48","662,799,860.41","1,160,501,443.13","1,568,899,715.52","382,364,237.63","770,559,842.45","1,145,739,168.55","1,475,776,799.92","252,283,153.44","539,862,812.38","861,056,148.17","1,205,959,341.36","273,827,926.89","552,022,820.30","874,497,019.19","1,217,294,899.09","283,621,763.16","582,316,755.92","879,664,143.70","1,256,885,643.52","231,991,690.27","543,820,588.08","951,726,961.58","1,515,084,922.59","505,490,686.58","1,142,855,496.87","1,910,468,310.78"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"3,412.74","12,990.23","44,998.89","8,499.49","28,934.98","35,852.37","47,067.84","44,909.64","173,761.00","507,808.17","883,137.33","413,997.03","802,140.43","1,274,482.11","1,884,013.20","688,790.48","1,408,227.35","2,174,896.85","3,701,704.76","1,043,377.25","2,377,387.49","3,676,502.69","4,910,541.25","816,596.15","1,892,958.50","3,339,177.40","4,882,986.01","983,501.36","1,939,962.97","3,530,262.52","4,512,999.68","1,216,967.05","3,214,045.89","3,799,613.45","5,750,515.31","545,199.04","1,636,082.98","2,419,355.26","7,288,824.33","2,579,474.60","5,534,565.35","7,818,131.99"
营业外收入,"16,519.90","18,041.43","312,013.54","50,000.00","50,000.00","60,747.82","530,747.82","12,838.00","205,659.54","234,524.54","352,276.54","494,340.00","826,067.54","967,909.30","1,087,417.58","116,853.62","535,839.81","950,902.90","1,334,438.97","325,445.07","11,440,429.67","22,177,354.48","22,289,203.23","252,877.56","1,735,816.68","3,549,719.12","5,302,955.62","5,208,224.36","9,506,204.51","20,243,008.67","26,872,331.75","7,418,884.54","49,317,047.24","65,849,046.60","91,052,250.51","7,567,794.06","18,274,818.94","36,425,145.63","50,378,079.69","10,858,624.17","30,150,330.51","53,239,747.56"
销售费用,"1,634,696.33","4,057,403.67","8,121,780.55","2,300,379.57","4,829,893.82","7,815,547.60","10,038,611.03","2,134,931.06","5,032,264.65","9,011,922.35","10,562,487.05","3,574,580.62","8,837,780.51","12,647,697.34","17,337,314.06","3,810,878.47","9,491,249.92","16,457,254.92","22,883,357.68","5,497,549.82","12,257,875.89","23,056,343.40","27,782,037.66","5,653,187.54","11,225,107.29","18,300,556.37","27,555,363.82","5,826,294.24","11,447,216.13","19,888,939.07","27,072,185.36","6,579,851.21","13,380,717.22","21,330,329.29","30,677,124.15","7,369,671.72","14,968,371.31","23,897,821.35","35,217,261.18","9,922,462.91","22,271,130.13","33,109,770.33"
减:营业外支出,"3,292.41","13,808.97","36,525.32","12,351.57","164,100.12","193,192.57","218,562.17","74,706.49","83,479.89","449,512.14","1,262,312.79","10,902.77","155,562.62","197,997.40","252,344.87","11,798.38","21,874.70","28,300.37","159,436.45","2,302.60","718,785.51","835,910.26","958,733.07","45,893.27","60,853.68","134,303.77","264,551.15","380,563.03","25,012.50","560,671.56","1,318,600.81","19,818.46","103,522.11","125,348.45","450,529.10","12,676.60","58,810.58","716,728.02","1,825,048.12","1,204,730.34","1,416,562.20","2,233,405.82"
管理费用,"1,419,440.85","3,435,629.58","6,999,024.58","2,369,588.37","4,954,162.89","6,881,471.74","9,402,949.49","1,644,259.24","4,200,103.05","6,668,617.16","12,036,878.92","5,068,770.93","7,991,132.19","11,195,982.80","18,043,550.73","5,101,146.89","9,889,737.07","15,648,198.43","25,272,964.11","7,893,222.14","13,852,531.96","17,573,131.15","31,069,221.81","8,803,455.86","15,747,694.50","25,858,339.37","36,397,159.95","10,150,873.48","21,529,554.73","47,865,870.32","72,406,606.99","17,737,326.72","37,540,166.47","58,733,284.46","95,664,438.41","16,115,125.82","43,969,622.60","72,149,907.56","99,643,819.92","29,963,042.66","69,586,114.15","122,149,367.27"
其中:非流动资产处置净损失,"3,292.41",,,,,,,,,,,,,,"110,817.88",,,,"68,304.22",,,,"191,842.89",,,,"140,976.32",,"21,642.57",,"1,100,223.93","15,719.84","21,915.13","41,596.33","43,022.61","12,070.14","14,172.49","20,965.72","1,392,954.40",327.20,"185,191.75","881,880.10"
