科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"2,447,470.71","4,909,153.88","12,649,367.35","3,543,122.84","8,020,752.42","11,825,948.32","15,015,772.70","2,344,020.27","3,264,004.12","4,641,420.85","8,031,675.15","2,871,538.82","6,517,221.74","11,452,080.45","16,193,379.12","4,508,594.28","10,694,833.75","19,555,616.77","28,128,596.12","8,866,173.66","19,829,475.15","29,250,135.51","35,803,178.38","7,362,341.95","12,115,184.88","18,902,358.39","26,032,368.96","8,313,821.22","11,683,966.74","12,233,122.89","14,604,669.48","325,036.95","42,467.95","-1,164,552.75","-3,050,079.44","778,135.43","-1,814,029.74","1,569,547.11","9,175,774.50","9,937,981.26","25,417,776.59","37,102,168.27"
三、利润总额,"7,303,496.02","16,444,446.36","40,912,797.23","10,682,090.50","30,270,563.22","49,066,576.72","22,084,095.78","-10,257,880.51","6,635,975.79","27,356,799.86","60,910,882.28","34,939,858.48","65,799,007.34","98,112,459.03","136,951,124.19","48,124,732.19","90,607,187.62","136,159,743.84","172,900,006.64","40,955,029.73","96,535,826.68","146,183,585.36","179,813,897.22","43,877,292.22","90,735,454.60","138,755,645.60","182,014,769.12","53,257,300.98","114,097,927.05","189,975,002.12","248,869,587.37","72,473,567.63","186,540,713.97","256,772,761.23","347,540,775.98","63,051,099.22","138,833,178.66","240,042,785.35","324,814,914.43","110,147,022.81","262,439,173.73","455,762,872.90"
资产减值损失,,,"-66,071.24",,"-67,798.20","-68,298.55","19,597,736.19","212,330.16","182,114.30","1,765,469.30","2,891,520.79","-10,798.03","5,852,050.29","5,886,930.32","1,609,152.01","-433,993.00","283,831.55","750,922.19","3,922,560.43","-762,611.49","-1,404,324.20","-625,789.30","13,527,162.00","-1,550,837.00","-1,316,605.37","-1,180,863.36","3,182,811.50","1,039,264.00","3,926,440.03","6,095,568.39","19,698,831.35","-1,295,311.76","3,755,307.94","2,520,550.64","9,158,329.22","-4,395,960.93","-2,977,103.07","-3,352,675.59","41,268,194.09","-160,372.40","10,554,960.46","16,508,611.43"
减:所得税,"866,016.65","2,075,053.80","5,129,569.70","826,841.75","3,217,071.24","5,187,204.11","518,230.54","-2,004,920.60","662,132.10","4,536,628.48","9,468,044.70","6,159,924.19","10,764,683.58","15,853,043.15","22,712,239.53","7,223,683.26","14,324,163.00","22,297,288.72","27,334,847.02","6,432,883.18","17,912,330.59","26,225,759.80","32,210,181.46","8,905,797.13","18,642,552.59","28,929,532.41","37,886,760.54","11,854,779.96","25,155,852.39","42,981,804.52","43,011,243.17","13,924,239.24","34,298,654.56","49,886,067.39","68,409,023.62","13,849,032.26","28,445,175.86","47,201,054.22","58,688,422.96","21,182,229.60","43,848,312.30","74,351,197.30"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"440,658.54","733,789.35","1,958,084.26","1,045,386.66","4,549,554.45","7,583,038.14","2,547,792.87","-978,471.68","-272,927.69","2,105,709.83","4,863,683.68","1,226,869.26","4,376,620.93","4,403,318.38","4,782,359.64","3,011,670.96","3,576,515.75","2,992,006.00","3,371,612.84","12,741.60","-614,905.56","-727,538.78","-335,600.41","1,238,566.07","-191,732.74","-1,298,181.68","-2,571,405.79","-766,357.15","-738,974.73","-964,952.18","340,545.65","-431,276.13","1,046,220.67","666,378.21","782,533.61","-249,471.95","67,097.27","-146,659.16","-499,961.56","28,041.10","80,039.51","173,502.28"
四、净利润,"6,437,479.37","14,369,392.56","35,783,227.53","9,855,248.75","27,053,491.98","43,879,372.61","21,565,865.24","-8,252,959.91","5,973,843.69","22,820,171.38","51,442,837.58","28,779,934.29","55,034,323.76","82,259,415.88","114,238,884.66","40,901,048.93","76,283,024.62","113,862,455.12","145,565,159.62","34,522,146.55","78,623,496.09","119,957,825.56","147,603,715.76","34,971,495.09","72,092,902.01","109,826,113.19","144,128,008.58","41,402,521.02","88,942,074.66","146,993,197.60","205,858,344.20","58,549,328.39","152,242,059.41","206,886,693.84","279,131,752.36","49,202,066.96","110,388,002.80","192,841,731.13","266,126,491.47","88,964,793.21","218,590,861.43","381,411,675.60"
其中:对联营企业和合营企业的投资权益,,"733,789.35","1,958,084.26",,"4,549,554.45","7,583,038.14","2,547,792.87","-978,471.68","-272,927.69","2,105,709.83","2,335,573.13","1,226,869.26",,"4,403,318.38","5,326,409.64","3,011,670.96",,,"3,371,612.84",,,,"-335,600.41",,,,"-2,571,405.79",,"-738,974.73","-964,952.18","-821,840.65",,"-649,919.43","-1,029,761.89","-913,606.49",,"67,097.27","-146,659.16","-499,961.56","28,041.10","80,039.51","173,502.28"
归属于母公司所有者的净利润,"6,511,883.92","14,557,548.79","35,627,131.16","9,100,751.41","25,861,859.12","41,921,846.61","21,455,420.51","-8,421,019.01","2,899,432.41","15,721,930.67","37,320,335.76","21,645,240.31","40,615,367.72","58,765,549.81","82,341,259.91","28,194,646.57","52,849,038.86","78,094,018.37","99,993,128.26","22,141,061.86","54,432,795.49","84,086,234.85","103,715,235.25","22,742,414.27","44,982,765.92","70,514,533.60","93,140,939.01","31,339,239.91","68,483,616.44","119,727,880.80","170,746,741.45","51,631,768.03","132,123,944.63","180,678,232.49","241,435,441.94","38,912,471.14","89,001,634.92","154,064,664.91","205,621,413.82","63,808,287.04","148,154,239.52","256,932,252.73"
影响营业利润的其他科目,,,,,,,,,,,,"-526,280.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-74,404.55","-188,156.23","156,096.37","754,497.34","1,191,632.86","1,957,526.00","110,444.73","168,059.10","3,074,411.28","7,098,240.71","14,122,501.82","7,134,693.98","14,418,956.04","23,493,866.07","31,897,624.75","12,706,402.36","23,433,985.76","35,768,436.75","45,572,031.36","12,381,084.69","24,190,700.60","35,871,590.71","43,888,480.51","12,229,080.82","27,110,136.09","39,311,579.59","50,987,069.57","10,063,281.11","20,458,458.22","27,265,316.80","35,111,602.75","6,917,560.36","20,118,114.78","26,208,461.35","37,696,310.42","10,289,595.82","21,386,367.88","38,777,066.22","60,505,077.65","25,156,506.17","70,436,621.91","124,479,422.87"
