科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"2,025,022,106.83","2,026,281,146.58","2,183,348,209.25","764,326,214.76","1,548,096,458.61","2,184,114,184.03","508,084,007.64","836,722,943.35","1,718,081,693.41","2,398,214,068.84","309,380,293.88","914,567,780.49","1,936,878,998.92","2,640,567,044.85","413,833,139.87"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,"1,345,314.21",
收到的税费返还,,,,,,,"50,771.59",,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,,,,,,"245,955,267.40",
收到其他与经营活动有关的现金,"13,088,413.36","29,626,480.88","18,398,717.76","11,911,760.37","13,751,826.63","18,755,062.58","946,610,201.09","12,769,034.70","23,164,004.70","19,282,643.48","13,673,092.87","19,654,068.27","29,774,588.06","20,823,976.79","4,217,727.00"
投资活动现金流出小计,"78,422,312.11","978,166,137.98","822,946,965.24","513,242,373.20","1,087,526,240.00","1,383,001,488.58","6,984,314.00","1,078,325,336.06","1,442,694,040.90","3,446,974,567.17","1,682,824,018.13","2,625,351,999.59","3,839,056,614.18","5,366,612,265.27","573,461,565.33"
经营活动现金流入小计,"2,038,110,520.19","2,055,907,627.46","2,201,746,927.01","776,237,975.13","1,561,848,285.24","2,202,869,246.61","1,454,744,980.32","849,491,978.05","1,741,245,698.11","2,417,496,712.32","323,053,386.75","934,221,848.76","1,966,653,586.98","2,661,391,021.64","418,050,866.87"
投资活动产生的现金流量净额,"71,038,336.66","-251,227,987.97","-187,732,008.44","67,260,788.60","-330,511,360.17","-173,304,570.88","344,793,850.46","-430,426,566.19","-781,025,630.31","-861,377,672.41","9,129,706.07","13,587,498.70","-418,296,748.71","-252,105,918.22","67,574,234.86"
购买商品、接受劳务支付的现金,"879,858,709.08","921,668,718.37","967,801,904.60","329,050,941.44","433,074,692.10","924,712,291.80","321,364,069.68","347,088,290.03","580,807,535.84","974,406,277.86","104,118,534.20","309,495,775.54","588,821,964.28","1,074,367,139.40","196,508,069.10"
吸收投资收到的现金,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"259,026,810.39","299,363,751.58","331,703,562.70","175,780,959.28","259,540,187.38","352,893,215.73","107,154,998.39","203,645,087.42","296,566,694.03","414,132,015.01","121,153,854.88","220,447,446.12","325,269,915.01","452,497,417.08","129,236,060.93"
