科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"94,118,802.10","134,521,794.84","182,704,234.01","172,369,793.13","1,046,373,840.59","1,024,166,816.11","1,046,904,758.58","1,069,094,379.93","1,019,666,007.64","1,014,613,892.95","1,051,315,105.53","1,037,117,599.28","998,087,821.52","959,430,033.77","924,435,213.96","904,784,793.58","856,182,134.08","807,728,143.69","778,630,264.14","371,365,860.09","352,478,403.02","388,919,641.40","400,841,829.27","472,474,890.92","434,538,436.92","419,335,955.28","429,867,724.96","496,489,128.68","464,174,526.07","313,463,867.64"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,"200,000.00","200,000.00","2,380,000.00","500,000.00","668,500.00","900,000.00","591,028.23","2,683,384.16","3,959,079.30","1,888,538.18",
应付票据,,,,,,,,,,,,,"52,500.00","52,500.00","52,500.00","52,500.00","730,750.00",,,,,,,,,,,,,
应收账款,"5,222,331.21","6,198,856.12","10,819,715.00","10,401,464.13","10,070,060.91","19,131,079.85","17,289,023.56","12,589,628.40","12,902,649.60","12,944,311.48","11,928,473.37","17,400,743.89","21,645,103.34","21,698,970.01","19,863,396.18","27,817,388.39","31,270,550.40","26,443,960.18","38,695,460.77","28,888,328.85","47,849,061.98","49,636,882.28","41,114,956.24","41,944,488.22","57,638,005.44","75,363,132.70","80,351,195.33","58,749,080.30","75,765,963.17","80,407,261.19"
应付账款,"6,187,153.37","20,085,234.19","23,151,375.13","17,398,926.16","18,328,210.84","23,368,303.51","19,608,970.42","24,826,215.86","18,907,946.76","16,044,507.83","22,673,124.51","24,227,700.52","24,266,122.60","19,399,174.92","27,097,862.50","31,391,746.24","25,749,585.88","33,084,544.57","42,727,894.24","35,655,312.21","39,484,722.30","41,195,430.48","52,308,083.20","49,221,550.77","60,016,514.83","53,921,453.56","53,734,362.59","58,594,608.09","70,045,741.06","66,851,788.99"
预付款项,"2,419,735.00","6,176,401.17","5,804,178.54","9,005,944.23","11,485,756.31","7,815,252.85","8,347,293.24","10,599,460.17","14,175,840.01","15,639,593.42","12,939,955.27","27,736,805.74","30,349,735.47","27,913,260.21","12,884,973.72","21,473,483.29","24,289,453.01","28,652,361.24","28,578,386.98","42,535,113.62","55,756,042.24","24,162,706.90","27,859,186.50","28,444,691.79","30,188,217.20","25,435,880.83","23,323,374.86","26,008,296.28","25,477,560.96","28,690,712.30"
预收款项,"4,162,520.64","8,020,726.35","8,279,820.02","10,153,853.78","11,203,691.66","8,771,562.97","8,064,278.32","8,788,459.05","10,250,984.98","9,768,856.47","13,512,455.93","11,451,953.45","11,477,077.84","12,410,885.68","15,008,244.65","18,973,074.46","17,314,068.86","17,476,027.10","13,773,033.92","18,474,249.44","17,691,446.03","20,600,750.21","22,605,046.66","31,093,664.20","28,984,318.44","30,072,858.96","32,314,946.51","39,945,396.61","41,131,970.18","35,439,530.09"
其他应收款,"5,017,720.20","7,826,088.19","5,166,844.47","15,838,368.95","10,846,899.78","12,524,202.09","8,882,482.99","9,322,350.82","11,936,647.31","14,266,015.73","9,954,845.94","16,871,358.71","12,623,061.06","20,043,424.47","14,225,551.18","21,670,578.76","14,414,163.22","17,790,446.75","17,798,877.00","21,438,792.23","20,256,870.00","22,761,445.09","18,255,501.77","23,502,544.92","23,131,492.08","29,492,178.37","16,606,114.86","24,028,989.95","20,215,876.70","30,978,984.94"
