科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
财务费用,"20,072,621.01","26,948,022.24","13,840,117.86","13,870,194.47","15,746,283.27","5,623,195.59","13,602,009.21","17,668,115.93","46,249,501.20","7,159,460.43","13,213,070.74","39,302,748.30","79,967,585.97","21,450,436.24","39,958,959.42","70,109,565.19","113,743,527.17","29,471,052.98","74,019,417.71","111,061,905.67","164,429,362.45","21,776,712.40","67,701,019.13","116,774,502.37","174,682,936.38","33,210,146.29","89,366,008.15","138,728,231.14","100,427,157.16","23,443,088.12","58,790,182.90","101,645,852.24","103,979,890.69","28,549,790.61","70,655,226.52","120,398,170.13","183,530,912.56","50,023,616.40","100,747,575.57"
三、利润总额,"47,302,950.35","47,197,656.93","29,342,896.98","47,764,321.20","68,356,147.86","11,022,161.26","32,266,295.76","53,026,723.96","78,284,789.48","2,027,849.43","35,445,180.80","60,289,105.38","69,090,566.65","2,750,449.29","29,224,823.94","50,960,299.21","54,503,266.35","7,277,768.35","32,451,964.39","55,657,536.69","43,572,752.56","8,115,422.95","30,485,894.47","45,479,273.82","27,557,062.07","3,902,543.68","5,611,928.18","17,974,671.53","20,913,318.78","3,493,913.74","5,988,185.25","10,838,027.98","56,613,541.55","8,775,723.65","24,320,964.52","73,989,656.03","121,933,095.58","7,099,013.69","10,744,948.47"
资产减值损失,"10,189,241.58","11,853,127.37","9,467,484.28","9,467,484.28","5,885,065.89",,"6,645,345.08","7,448,552.11","17,947,280.65","135,919.72","10,488,660.42","2,609,339.89","17,317,657.54","-1,501,577.94","1,637,860.98","9,843,415.56","25,645,739.78","-1,625,368.86","5,725,406.81","6,955,095.10","64,987,850.07","-2,036,882.16","4,209,293.47","11,138,877.27","54,422,801.76","-3,530,453.92","14,002,834.83","10,242,317.24","55,546,348.14","-4,224,348.06","8,836,666.93","9,444,096.73","105,477,145.83","-8,406,326.40","10,003,630.33","15,181,043.53","133,027,318.27","-6,701,138.24","9,196,092.97"
减:所得税,"6,238,250.33","6,050,835.23","4,281,365.15","6,979,157.10","9,768,123.90","1,721,484.44","5,528,651.62","7,885,583.56","17,382,814.61","1,124,824.41","6,037,726.90","9,363,874.51","15,747,182.28","1,649,746.95","6,841,491.19","10,464,853.61","16,260,574.33","4,633,459.23","10,922,315.24","20,837,420.07","21,009,158.65","7,174,806.08","12,406,986.13","22,374,358.90","16,737,389.36","2,615,357.78","-228,654.86","7,334,890.82","11,839,543.20","2,380,976.70","2,412,881.50","5,808,692.91","25,707,318.16","3,638,742.82","10,576,913.20","33,784,614.57","71,487,708.42","5,987,328.02","2,888,371.55"
加:公允价值变动净收益,"-59,650.00",,,,,,,,,,,,,,,,"-94,817.00",-890.00,"-74,737.00","-27,920.00","-45,596.00",,217.00,217.00,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"252,033.29","580,740.99","-3,304.15","-3,304.15","4,957.13",,"3,198,667.89","-2,124.73","34,003,313.33",,"-219,200.90","-184,456.30","2,501,920.77","-909,273.21","716,463.87","1,612,576.52","2,305,915.25","-234,739.16","1,873,206.98","1,885,974.02","3,582,923.79","172,127.80","1,697,572.88","1,697,572.88","2,191,083.09",,"4,807,971.00","5,385,804.05","32,662,244.36","2,566,983.58","9,155,723.55","11,808,097.75","12,928,795.27","715,805.73","1,906,470.21","2,854,256.48","1,589,085.67","1,225,518.28","1,566,624.50"
四、净利润,"41,064,700.02","41,146,821.70","25,061,531.83","40,785,164.10","58,588,023.96","9,300,676.82","26,737,644.14","45,141,140.40","60,901,974.87","903,025.02","29,407,453.90","50,925,230.87","53,343,384.37","1,100,702.34","22,383,332.75","40,495,445.60","38,242,692.02","2,644,309.12","21,529,649.15","34,820,116.62","22,563,593.91","940,616.87","18,078,908.34","23,104,914.92","10,819,672.71","1,287,185.90","5,840,583.04","10,639,780.71","9,073,775.58","1,112,937.04","3,575,303.75","5,029,335.07","30,906,223.39","5,136,980.83","13,744,051.32","40,205,041.46","50,445,387.16","1,111,685.67","7,856,576.92"
其中:对联营企业和合营企业的投资权益,"-167,187.69","1,953.00","-3,304.15","-3,304.15","4,957.13",,"3,198,667.89","-2,124.73","3,313.33",,"-219,200.90","-184,456.30","-799,361.97","-538,608.50","-723,762.05","-861,729.15","-2,007,327.12","-234,739.16","-793,844.89","-754,478.34","-4,344,136.77",894.92,"1,526,340.00","1,526,340.00",,,"4,807,971.00","4,807,971.00","3,413,280.64",,,,"1,496,363.71",,,,"-2,569,368.62",,
归属于母公司所有者的净利润,"41,393,293.91","41,146,821.70","25,061,531.83","40,785,164.10","58,588,023.96","9,300,676.82","26,737,644.14","45,228,277.31","63,030,633.89","1,224,469.87","28,686,772.94","50,366,535.72","52,761,072.55","2,545,151.30","21,249,922.88","38,056,586.82","37,538,882.51","3,038,770.73","22,425,120.37","36,025,321.16","23,814,460.88","2,221,864.79","20,869,497.04","31,171,512.95","30,067,368.04","4,360,738.97","15,047,501.27","23,882,580.27","33,647,942.47","4,306,855.00","13,908,505.89","26,196,817.90","40,152,242.24","4,644,200.84","17,875,999.16","30,956,412.49","50,598,138.63","5,980,651.23","18,597,933.46"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-328,593.89",,,,,,,"-87,136.91","-2,128,659.02","-321,444.85","720,680.96","558,695.15","582,311.82","-1,444,448.96","1,133,409.87","2,438,858.78","703,809.51","-394,461.61","-895,471.22","-1,205,204.54","-1,250,866.97","-1,281,247.92","-2,790,588.70","-8,066,598.03","-19,247,695.33","-3,073,553.07","-9,206,918.23","-13,242,799.56","-24,574,166.89","-3,193,917.96","-10,333,202.14","-21,167,482.83","-9,246,018.85","492,779.99","-4,131,947.84","9,248,628.97","-152,751.47","-4,868,965.56","-10,741,356.54"
