科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"137,484,834.38","61,515,674.66","181,941,703.41","232,783,978.04","1,647,913,046.97","1,615,861,067.18","1,561,929,152.30","1,538,421,170.00","1,443,816,472.14","1,452,834,810.22","1,406,494,925.65","1,279,700,055.29","1,280,077,915.73","1,268,962,402.09","1,210,342,213.94","1,131,341,219.46","984,865,509.34","1,210,441,751.37","1,032,432,796.13","965,080,081.58","877,154,922.03","1,021,056,222.09","910,880,769.83","826,684,619.04","711,582,914.78","809,073,012.33","754,063,524.26","692,042,137.89","617,297,729.42","658,476,338.84","591,665,267.75","791,323,248.93","839,837,978.79","874,096,408.00","903,003,279.17"
短期借款,,"5,000,000.00","8,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"260,000,000.00","260,000,000.00","260,000,000.00","300,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,"782,090.28","1,562,958.33","907,505.99","410,088.08",,"636,816.67","414,986.30","416,805.55",,"561,555.11"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,"8,128,000.00","8,000,000.00","8,000,000.00",,"5,000,000.00","5,000,000.00",,"12,424,160.00","17,244,548.55","5,430,060.55",,"4,000,000.00","10,123,600.00","21,560.00","8,080,950.00","1,145,630.00","6,623,759.16","1,093,386.90","941,767.40","105,480.00","258,014.00","26,370.00",,,"42,192.00","42,192.00"
应付票据,,,,,,,"20,000,000.00","122,253,300.80","97,430,240.00","84,160,284.80","150,591,636.40","118,334,400.00","147,386,800.00","60,550,000.00","70,692,488.92","60,578,800.00","39,708,888.60","81,192,560.96","52,437,443.84","77,059,577.20","51,085,478.28","58,415,370.30","23,364,574.20",,,"891,510.00","3,066,571.90","11,992,977.90","7,000,000.00","1,507,104.00",,"7,800,000.00","11,028,000.00","49,754,820.00","52,705,953.35"
应收账款,"42,184,021.37","63,641,716.08","71,864,590.38","144,715,637.77","187,596,835.53","298,439,243.74","362,039,241.54","376,237,766.15","355,244,973.07","257,892,308.54","329,521,610.00","357,020,952.50","331,296,136.08","303,371,264.85","363,077,454.40","415,527,238.04","406,146,898.15","298,938,006.47","370,211,703.81","405,593,658.98","435,710,732.59","312,638,237.43","420,592,819.31","418,050,252.45","426,813,453.87","314,734,528.93","375,977,982.16","316,556,047.76","312,681,298.74","299,694,416.44","307,390,761.63","470,271,894.38","543,983,403.54","700,636,143.73","1,166,273,532.59"
应付账款,"17,162,178.97","6,879,247.38","1,032,485.97","1,696,037.05","2,151,687.02","1,071,910.70","5,390,751.26","1,597,517.36","4,993,685.48","7,117,675.42","15,746,434.61","6,119,283.17","8,649,830.50","11,734,132.48","10,898,562.67","10,998,365.09","11,276,497.02","24,107,947.41","21,296,269.61","24,562,254.23","24,539,169.20","32,756,916.44","25,027,496.49","40,204,471.43","46,433,059.26","72,917,429.85","42,203,185.63","41,053,920.23","18,774,551.79","53,300,658.71","5,818,350.15","146,299,935.30","295,317,414.82","640,070,948.08","1,079,039,499.78"
预付款项,"28,610,057.00","77,699,443.75","60,206,843.23","54,087,045.92","45,794,148.75","13,297,707.49","12,745,582.23","10,252,588.94","52,440,224.70","34,158,632.14","73,350,808.34","61,550,113.22","141,105,795.22","3,203,737.83","3,579,450.63","2,683,246.72","13,463,837.14","3,977,686.73","6,699,526.01","7,213,992.01","12,888,276.91","7,015,797.00","9,306,729.51","12,699,200.58","13,892,973.74","7,406,205.48","11,283,221.68","12,235,591.36","9,435,866.18","12,369,045.16","12,654,013.59","15,231,230.91","12,475,078.98","20,347,264.32","27,044,362.93"
预收款项,"12,913,290.50","12,445,391.10","8,569,404.00","1,232,140.84","1,353,297.78","4,942,314.70","3,191,836.50","925,649.00","386,850.66","359,936.40","880,744.40","502,357.00","1,258,563.00","156,806.00","629,356.00","477,871.00","456,636.00","791,869.42","581,934.00","276,369.40","416,998.25","140,702.15","610,989.40","813,853.15","1,705,845.40","794,145.40","1,221,674.30","1,563,902.06","2,062,291.06","2,207,007.10","1,206,682.10","1,381,023.40","3,700,735.40","1,097,157.94","1,079,978.40"
