科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
支付给职工以及为职工支付的现金,"36,452,909.72","47,801,028.13","64,646,830.71","21,743,372.29","44,557,282.23","67,171,521.14","91,543,474.78","34,534,187.70","61,073,223.24","91,364,759.93","126,960,104.52","44,013,876.78","78,526,796.28","115,577,099.05","157,906,292.37","55,158,078.69","98,609,504.87","146,678,860.56","194,716,518.58","63,228,360.99","110,384,243.08","158,846,153.09","216,577,331.49","68,121,862.21","124,721,942.61","185,322,877.53","249,910,838.77","81,563,724.88","149,055,541.58","208,318,346.59","296,597,434.49","94,028,940.19","171,180,075.85"
取得借款收到的现金,,,,,,,,,,,,,,,,,,"50,000,000.00","60,000,000.00",,,,,,,,,,,,,,
支付的各项税费,"6,213,755.39","6,765,986.31","13,736,190.79","4,724,805.10","7,739,507.19","11,344,663.29","15,462,052.16","5,470,986.32","10,373,904.42","15,421,596.84","18,988,921.15","3,575,881.39","9,025,128.71","12,608,889.80","15,022,480.14","4,289,538.65","7,467,595.10","10,607,770.37","12,914,919.89","4,868,204.54","8,935,903.15","13,101,718.39","15,934,228.18","4,137,850.61","9,365,764.46","15,131,324.57","20,239,741.51","5,906,352.73","14,753,742.60","24,135,775.89","30,960,582.98","8,639,510.89","20,240,420.88"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"36,296,626.58",,,"73,291,833.33","73,291,833.33",,
支付其他与经营活动有关的现金,"40,858,421.87","44,989,558.71","59,106,293.70","24,747,130.91","35,991,603.74","59,315,697.12","79,244,909.24","18,743,980.35","46,816,456.81","71,030,124.35","92,779,258.47","23,654,298.22","50,563,467.91","82,654,683.36","115,057,599.22","26,018,858.97","56,796,024.16","100,543,950.04","121,161,230.02","31,823,517.90","71,236,493.83","86,007,709.13","125,034,788.22","36,757,473.80","77,573,970.71","123,211,465.31","191,292,908.52","39,977,122.00","80,589,165.01","131,806,201.10","164,404,568.85","45,055,943.91","95,415,656.27"
筹资活动现金流入小计,"40,665,417.29","7,013,469.00",,,"889,140,000.00","889,140,000.00","889,140,000.00",,,,,,,,"17,604.62",,,"50,000,000.00","60,000,000.00",,,"1,255.55","6,371,268.79","2,000.00","2,000.00","2,000.00","36,298,626.58","18,000.00","18,000.00","73,329,833.33","73,329,833.33",,
经营活动现金流出小计,"165,190,413.08","212,003,383.55","294,544,064.03","102,180,133.57","176,888,300.42","271,420,737.54","365,184,228.26","102,544,638.36","213,815,091.65","319,342,076.55","424,931,587.87","121,703,719.09","244,236,401.35","379,616,142.88","517,109,149.92","146,206,293.34","293,492,604.06","443,525,402.46","608,629,900.91","180,509,306.67","337,353,380.88","492,614,327.38","661,648,342.67","185,198,321.78","385,821,209.68","595,723,033.02","830,726,791.60","217,325,789.87","435,060,507.54","656,769,444.59","887,444,592.24","238,491,024.63","513,736,212.79"
偿还债务支付的现金,,,,,,,,,"6,624,760.00","7,124,760.00","7,124,760.00",,,,,,,,,,,,,,,"15,000,000.00","15,000,000.00",,"15,000,000.00","45,000,000.00","46,543,999.48",,
经营活动产生的现金流量净额,"34,902,281.77","47,878,611.61","65,511,595.21","-9,494,537.06","17,039,312.87","15,807,851.73","44,101,259.41","28,613,946.30","30,184,251.85","30,015,065.50","80,780,883.03","15,048,640.47","21,745,907.62","17,233,871.12","30,125,803.09","7,284,264.62","26,060,603.60","21,024,876.97","7,986,949.15","-27,198,964.10","-12,200,904.12","-17,179,712.41","28,451,830.21","-4,067,284.21","-15,507,721.62","-35,085,202.04","-44,880,459.79","49,823,867.59","73,974,199.36","78,646,782.06","113,960,815.96","43,112,449.98","35,303,712.75"
分配股利、利润或偿还利息支付的现金,"6,250,000.00","10,000,000.00","10,000,000.00",,,"17,303,580.00","17,573,222.00","2,426,778.00","22,871,690.04","22,911,768.24","22,911,768.24",,"30,000,000.00","30,000,000.00","30,000,000.00",,"29,900,000.00","29,900,000.00","30,724,708.34","891,666.66","21,256,249.99","22,053,333.32","22,787,499.99","720,416.66","50,588,749.99","51,317,083.32","51,861,354.14","534,375.00","20,905,312.50","21,273,437.50","21,273,437.50",,"49,725,000.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,"8,893,000.00","8,893,000.00","8,893,000.00",,,,,,,,,,,"65,000,000.00","65,000,018.32",,,,,,,,,,,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,"1,511,958.90",,,"11,199,981.37","2,742,250.28","3,467,820.39","8,222,662.69","8,233,554.92","440,970.75","440,970.75","2,249,347.75","2,692,169.67","1,209,500.00","1,287,277.78"
筹资活动现金流出小计,"6,250,000.00","10,000,000.00","10,000,000.00",,"8,893,000.00","26,196,580.00","26,466,222.00","2,426,778.00","29,496,450.04","30,036,528.24","30,036,528.24",,"30,000,000.00","30,000,000.00","30,000,000.00",,"29,900,000.00","94,900,000.00","95,724,726.66","891,666.66","21,256,249.99","22,053,333.32","22,787,499.99","720,416.66","50,588,749.99","66,317,083.32","66,861,354.14","534,375.00","35,905,312.50","66,273,437.50","67,817,436.98",,"49,725,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"4,579.91",,"11,832.33","11,832.33","19,332.33",,,"9,361.76","9,361.76","2,400.00","2,400.00","4,400.00","4,400.00",,,,"3,828.89",,,,,,100.00,"4,300.00","4,300.00","6,500.00","6,500.00","22,000.00","22,000.00",,"5,000.00"
筹资活动产生的现金流量净额,"34,415,417.29","-2,986,531.00","-10,000,000.00",,"880,247,000.00","862,943,420.00","862,673,778.00","-2,426,778.00","-29,496,450.04","-30,036,528.24","-30,036,528.24",,"-30,000,000.00","-30,000,000.00","-29,982,395.38",,"-29,900,000.00","-44,900,000.00","-35,724,726.66","-891,666.66","-21,256,249.99","-22,052,077.77","-16,416,231.20","-718,416.66","-50,586,749.99","-66,315,083.32","-30,562,727.56","-516,375.00","-35,887,312.50","7,056,395.83","5,512,396.35",,"-49,725,000.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-1,803,098.90","121,213.69","-96,626.89","192,389.70","-26,224.45","-973,090.32","-1,842,319.02","430,857.33","-732,270.88","415,858.85","-756,403.45","-1,213,355.42","-2,243,604.70","-2,973,206.48","-3,832,213.93","130,892.41","850,730.25","589,155.16","1,065,633.46","943,684.03","1,395,996.20","4,564,484.72","6,599,794.62","-1,126,808.57","5,033,192.14","6,600,583.98","17,452,976.99","-1,484,028.61","-6,536,068.38","-14,196,099.28","-16,365,496.24","-8,252,851.04","-1,962,510.90"
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,"71,000,000.00","389,052,465.47","796,683,051.09","974,341,427.72","148,230,779.33","258,970,779.33","396,340,779.33","396,340,779.33","31,330,000.00","31,330,000.00","92,830,000.00","180,830,000.00","60,000,000.00","80,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,,"4,579.91",,"11,832.33","11,832.33","19,332.33",,,"9,361.76","9,361.76","2,400.00","2,400.00","4,400.00","4,400.00",,,,"3,828.89","72,511,958.90","389,052,465.47","796,683,051.09","985,541,409.09","150,973,029.61","262,438,699.72","404,567,742.02","404,578,634.25","31,777,470.75","31,777,470.75","95,101,347.75","183,544,169.67","61,209,500.00","81,292,277.78"
五、现金及现金等价物净增加额,"62,375,562.29","40,402,992.74","48,182,439.17","-10,334,440.88","863,669,606.58","841,462,582.11","864,200,524.57","22,189,621.35","-27,238,750.94","-32,290,865.63","4,307,107.61","-30,035,458.91","-69,065,236.67","-107,723,024.42","-142,717,844.23","-19,650,420.38","-68,253,079.88","-181,707,070.27","-210,804,949.82","-407,264,404.05","-426,151,861.12","-389,710,622.74","-361,850,012.38","71,627,912.81","33,698,377.16","18,495,895.53","29,027,665.20","66,621,403.72","34,306,801.11","-49,930,943.14","31,831,721.89","-535,704.98","-99,641,174.72"
购建固定资产、无形资产和其他长期资产支付的现金,"5,139,037.87","4,610,301.56","7,062,100.06","1,032,293.52","31,602,314.17","34,327,431.63","38,751,526.15","4,428,404.28","13,823,065.52","19,323,407.15","24,018,989.14","26,670,234.76","37,626,095.49","71,047,330.31","116,853,383.61","27,065,577.41","61,514,413.73","83,670,892.35","106,888,236.57","29,629,416.22","51,603,168.68","76,516,368.37","112,310,214.15","31,332,607.36","55,579,043.09","83,113,755.58","107,928,784.97","12,979,531.01","23,747,570.32","35,304,552.12","41,601,608.06","8,688,133.81","15,919,362.70"
期初现金及现金等价物余额,"31,743,239.81","94,118,802.10","134,521,794.84","182,704,234.01","182,704,234.01","182,704,234.01","182,704,234.01","1,046,904,758.58","1,046,904,758.58","1,046,904,758.58","1,046,904,758.58","1,051,211,866.19","1,051,211,866.19","1,051,211,866.19","1,051,211,866.19","908,494,021.96","908,494,021.96","908,494,021.96","908,494,021.96","697,689,072.14","697,689,072.14","697,689,072.14","697,689,072.14","335,839,059.75","335,839,059.76","335,839,059.75","335,839,059.76","364,866,724.96","364,866,724.96","363,393,810.78","364,866,724.96","396,698,446.85","396,698,446.85"
投资支付的现金,,,"175,009.00",,"2,000,000.00","2,000,000.00","2,000,000.00",,,,"8,300,000.00","1,261,717.20","5,002,652.10","4,999,566.75","6,238,862.40",,"3,750,000.00","3,750,000.00","6,248,398.09",,,,"57,263,268.22",,,"6,588,389.53","8,061,973.72",,"3,773,917.80","3,734,817.38","3,714,455.08","27,916,670.11","28,630,291.65"
期末现金及现金等价物余额,"94,118,802.10","134,521,794.84","182,704,234.01","172,369,793.13","1,046,373,840.59","1,024,166,816.12","1,046,904,758.58","1,069,094,379.93","1,019,666,007.64","1,014,613,892.95","1,051,211,866.19","1,021,176,407.28","982,146,629.52","943,488,841.77","908,494,021.96","888,843,601.58","840,240,942.08","726,786,951.69","697,689,072.14","290,424,668.09","271,537,211.02","307,978,449.40","335,839,059.76","407,466,972.56","369,537,436.92","354,334,955.28","364,866,724.96","431,488,128.68","399,173,526.07","313,462,867.64","396,698,446.85","396,162,741.87","297,057,272.13"
