科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"526,924,548.46","624,702,933.33","359,237,028.12","541,017,570.95","743,341,320.90","234,352,144.19","435,619,182.62","658,783,188.76","944,782,161.03","319,094,403.43","595,187,523.26","880,968,428.26","1,275,464,109.00","346,016,302.88","642,803,778.14","981,706,887.71","1,381,143,715.54","231,988,163.68","410,113,755.48","581,403,192.54","766,388,185.02","218,314,533.82","356,314,141.45","466,481,457.34","600,607,741.97","87,024,373.63","174,006,800.81","252,167,664.12","394,563,433.18","20,146,022.86","49,271,465.67","71,933,853.39","107,036,189.65","21,453,813.29","50,639,576.34","72,706,666.77","120,431,082.73","24,755,069.73"
取得子公司及其他营业单位支付的现金净额,"6,958,082.91","9,520,000.00",,,,"23,827,820.67",,,"15,326,883.71","49,728,520.00",,,,,,,"171,000,563.57",,"-995,160.04","-502,095.31","-82,095.31","37,723,071.71","37,723,071.71","37,723,071.71","37,704,587.82",,,,,,,,,,,,,
收到的税费返还,"355,987.79","1,373,958.97",,,,"2,523.90",,,"368,385.08",,,"805,218.08","492,169.74",,"472,901.25","472,901.25",,,"610,000.00","978,443.45","1,078,829.83",,,,"1,387,533.80",,,,"1,027,749.88",,,,,,,,,
支付其他与投资活动有关的现金,,"700,000.00","10,500,000.00","14,839,541.18","13,976,521.00","54,218,047.67","100,052,135.48",230.00,,"17,834,470.26",,"3,024,000.00",,"7,243,923.53",,"1,700,000.00","42,580,516.99",,,"22,426,041.00",,"6,000,000.00",,,"44,000,000.00",,,,,,,,,,,"26,850.00",,
收到其他与经营活动有关的现金,"9,728,924.26","3,065,435.02","7,989,429.43","13,912,857.43","10,966,269.74","5,636,710.36","67,788,762.80","60,821,937.43","9,661,970.28","6,656,069.72","47,255,268.55","59,626,719.16","8,259,004.47","32,422,948.51","45,833,646.19","274,907,478.05","22,578,728.92","90,275,573.22","110,387,249.42","128,306,018.41","155,053,228.61","186,361,001.71","143,399,360.09","213,266,988.68","245,922,341.44","36,952,234.04","60,461,742.00","87,359,244.70","96,384,674.93","10,668,828.10","4,227,768.32","6,603,168.76","6,051,071.35","2,541,546.05","3,546,963.69","6,044,216.85","13,922,391.89","3,309,435.57"
投资活动现金流出小计,"57,118,402.11","156,898,150.76","53,122,420.87","111,733,451.08","131,874,249.02","150,827,399.01","212,911,180.77","277,865,341.54","335,487,979.28","136,720,154.05","493,269,317.22","612,087,170.87","800,673,356.08","70,225,747.99","191,739,061.24","599,485,172.10","686,542,039.92","157,130,021.70","234,265,195.31","459,723,141.14","453,354,662.89","72,539,968.39","97,032,712.26","134,064,624.07","147,268,376.79","1,736,763.99","1,907,720.09","2,043,290.41","2,432,246.37","102,041.60","196,819.37","646,076.44","1,049,010.47","42,600.00","143,793.00","177,843.00","415,003.00","1,267,231.00"
经营活动现金流入小计,"537,009,460.51","629,142,327.32","367,226,457.55","554,930,428.38","754,307,590.64","239,991,378.45","503,407,945.42","719,605,126.19","954,812,516.39","325,750,473.15","642,442,791.81","941,400,365.50","1,284,215,283.21","378,439,251.39","689,110,325.58","1,257,087,267.01","1,403,722,444.46","322,263,736.90","521,111,004.90","710,687,654.40","922,520,243.46","404,675,535.53","499,713,501.54","679,748,446.02","847,917,617.21","123,976,607.67","234,468,542.81","339,526,908.82","491,975,857.99","30,814,850.96","53,499,233.99","78,537,022.15","113,087,261.00","23,995,359.34","54,186,540.03","78,750,883.62","134,353,474.62","28,064,505.30"
投资活动产生的现金流量净额,"-53,409,082.93","-156,684,932.76","-49,288,077.89","-107,833,839.75","-127,475,139.19","-150,737,399.01","-212,596,977.77","-277,551,138.54","-335,251,971.28","-136,550,743.02","-493,259,736.16","-604,031,413.49","-799,775,000.06","-65,206,197.99","-71,734,361.24","-424,771,387.10","-425,993,517.92","-157,130,021.70","-161,318,723.86","-94,569,717.92","-86,266,417.75","21,331,916.31","78,743,799.87","114,764,943.42","186,934,613.52","28,251,079.60","34,239,766.21","45,792,866.94","28,322,336.16","2,097,958.40","43,073,180.63","45,623,923.56","47,520,989.53","-42,600.00","-143,793.00","3,856,259.94","3,619,099.94","-1,214,927.37"
购买商品、接受劳务支付的现金,"252,178,359.03","232,408,192.69","107,386,621.63","197,020,231.23","259,900,109.11","76,705,447.88","166,319,367.05","248,323,204.45","346,314,066.25","96,909,736.02","214,206,194.52","313,236,663.82","498,855,024.86","111,242,788.12","249,331,615.60","400,378,325.70","501,208,154.07","100,198,039.70","174,795,726.21","279,845,704.41","322,940,998.82","109,871,406.22","217,803,092.49","257,898,419.10","316,932,404.49","42,691,137.40","90,778,243.09","127,177,276.05","183,568,047.46","10,206,798.94","22,411,808.93","35,087,175.48","53,855,504.14","10,716,318.70","20,653,656.07","35,609,334.51","62,527,850.33","15,329,707.12"
吸收投资收到的现金,"93,000,000.00",,,,"909,500,000.00",,,,,,,"400,000.00","1,040,000.00",,,"3,000,000.00","1,400,000.00",,"20,000.00","129,117,672.41","2,850,000.00",,"490,000.00","490,000.00","2,490,000.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"55,690,393.84","103,576,434.11","58,514,357.02","83,894,969.19","120,110,225.66","36,381,532.89","79,254,378.68","119,396,164.20","191,579,689.90","57,632,313.95","116,597,973.92","161,673,076.11","227,807,084.17","53,714,789.70","109,106,594.86","167,160,121.76","232,106,209.07","69,272,261.75","121,410,175.01","170,848,275.03","223,557,759.07","48,201,179.36","96,834,249.14","143,031,074.26","207,391,337.51","37,724,441.30","68,458,036.00","95,180,385.92","128,163,404.80","8,840,419.54","17,244,868.64","26,145,615.30","34,817,648.59","8,558,409.08","16,712,038.75","25,348,220.23","33,885,395.00","7,646,131.45"
取得借款收到的现金,,"10,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,"90,000,000.00","154,700,000.00","184,000,000.00","140,300,000.00","140,300,000.00","140,300,000.00","227,739,553.72","80,000,000.00","180,000,000.00","180,000,000.00","250,000,000.00",,"170,000,000.00","170,000,000.00","170,000,000.00",,,,,,,,,,,,,
支付的各项税费,"57,696,809.99","50,717,953.64","39,297,258.01","58,252,249.97","74,318,775.42","20,751,222.33","46,656,040.22","64,062,170.34","81,136,170.11","27,454,802.32","57,508,052.66","84,018,564.23","105,839,881.25","35,707,742.33","83,851,528.78","114,648,936.46","126,356,225.08","23,806,607.45","40,559,743.25","50,820,781.59","64,480,461.63","13,198,934.85","35,565,789.73","43,846,408.59","55,715,656.94","8,468,906.48","14,016,067.23","19,121,856.49","24,715,019.98","1,878,612.23","4,078,465.06","5,555,268.58","6,851,582.94","1,576,179.36","2,385,091.94","3,321,392.31","4,014,166.65","918,403.67"
收到其他与筹资活动有关的现金,"36,005,977.92","5,828,750.00","442,047.14","442,367.15",,,"827,780.62",,,,,,,"32,350,000.00",,"61,764,614.94","6,377,073.34","168,000.00",,"6,772,252.83","50,325,640.00","50,050,000.00","50,000,000.00","65,000,000.00","130,000,000.00",,"3,300,000.00","8,900,000.00","13,213,000.00","4,110,000.00","4,918,985.52","4,918,985.52","5,558,131.00",,"330,000.00","780,000.00","16,280,000.00",
支付其他与经营活动有关的现金,"81,019,294.83","120,605,655.29","61,857,692.49","79,608,575.86","158,258,788.92","52,509,930.08","137,495,483.00","197,620,190.57","216,220,078.81","67,920,611.61","143,477,404.00","224,904,611.39","163,791,041.59","144,930,466.08","159,651,214.74","417,320,096.25","384,760,686.18","153,992,409.05","278,265,164.64","490,454,267.42","490,081,265.90","126,893,609.18","164,842,048.06","292,973,586.19","342,410,975.29","46,638,473.68","84,885,546.89","128,391,051.24","195,143,444.46","12,871,314.26","20,498,616.90","31,215,212.91","35,711,782.17","13,814,835.17","23,776,146.51","31,957,191.24","43,970,582.99","24,373,648.94"
筹资活动现金流入小计,"129,005,977.92","15,828,750.00","20,442,047.14","20,442,367.15","929,500,000.00",,"827,780.62",,,,"90,000,000.00","155,100,000.00","185,040,000.00","172,650,000.00","614,060,000.00","678,824,614.94","709,276,627.06","80,168,000.00","180,020,000.00","315,889,925.24","303,175,640.00","50,050,000.00","220,490,000.00","235,490,000.00","302,490,000.00",,"3,300,000.00","8,900,000.00","13,213,000.00","4,110,000.00","4,918,985.52","4,918,985.52","5,558,131.00",,"330,000.00","780,000.00","16,280,000.00",
经营活动现金流出小计,"446,584,857.69","507,308,235.73","267,055,929.15","418,776,026.25","612,587,899.11","186,348,133.18","429,725,268.95","629,401,729.56","835,250,005.07","249,917,463.90","531,789,625.10","783,832,915.55","996,293,031.87","345,595,786.23","601,940,953.98","1,099,507,480.17","1,244,431,274.40","347,269,317.95","615,030,809.11","991,969,028.45","1,101,060,485.42","298,165,129.61","515,045,179.42","737,749,488.14","922,450,374.23","135,522,958.86","258,137,893.21","369,870,569.70","531,589,916.70","33,797,144.97","64,233,759.53","98,003,272.27","131,236,517.84","34,665,742.31","63,526,933.27","96,236,138.29","144,397,994.97","48,267,891.18"
偿还债务支付的现金,"25,000,000.00",,"10,000,000.00","10,000,000.00","30,000,000.00",,,,,,,,,,"90,796,522.22","274,796,522.22","324,000,000.00",,,"12,473,577.60","118,237,476.88","150,000,000.00","150,000,000.00","160,000,000.00","230,000,000.00","67,571,500.00","77,071,596.97","77,571,596.97","71,050,221.79",,,,,,,,,
经营活动产生的现金流量净额,"90,424,602.82","121,834,091.59","100,170,528.40","136,154,402.13","141,719,691.53","53,643,245.27","73,682,676.47","90,203,396.63","119,562,511.32","75,833,009.25","110,653,166.71","157,567,449.95","287,922,251.34","32,843,465.16","87,169,371.60","157,579,786.84","159,291,170.06","-25,005,581.05","-93,919,804.21","-281,281,374.05","-178,540,241.96","106,510,405.92","-15,331,677.88","-58,001,042.12","-74,532,757.02","-11,546,351.19","-23,669,350.40","-30,343,660.88","-39,614,058.71","-2,982,294.01","-10,734,525.54","-19,466,250.12","-18,149,256.84","-10,670,382.97","-9,340,393.24","-17,485,254.67","-10,044,520.35","-20,203,385.88"
分配股利、利润或偿还利息支付的现金,"4,518,323.42","23,355,720.56","57,274,656.00","57,371,660.90","57,767,306.00",,"59,160,000.00","59,198,639.16","63,660,000.00",,,"1,773,604.16","5,231,378.84","1,000,582.24","102,612,988.56","107,079,069.07","119,521,471.63","810,791.68","68,583,197.06","72,041,117.32","75,148,087.12","2,709,708.99","36,524,454.93","41,308,454.92","44,901,788.26","3,573,624.82","3,574,574.32","3,574,574.32","600,949.50",,"318,737.60","318,737.60","318,737.60",,,,,
收回投资收到的现金,,,"818,000.00","818,000.00","818,000.00",,,,,,,,,"2,000,000.00",,"34,000,000.00","1,975,000.00",,"60,443,600.00","330,900,383.56","345,905,205.48","83,300,000.00","95,012,072.65","105,012,072.65","124,462,072.65","27,500,000.00","32,500,000.00","32,500,000.00","27,500,000.00","2,000,000.00","1,000,000.00","1,000,000.00",,,,"4,034,102.94","4,034,102.94",
支付其他与筹资活动有关的现金,"40,180,421.00","6,285,000.00","200,000.00","200,000.00","20,566,964.00","13,000,000.00","17,222,727.60","1,000,000.00","2,000,000.00",,,"529,800.26",,"37,000,000.00",,"26,883,751.26","5,000,080.40","9,853,200.00",,"26,692,478.20","44,450,000.00","15,000,000.00","75,000,000.00","75,000,000.00","125,000,000.00",,,"2,990,000.00","8,775,000.00","3,410,000.00","30,886,000.00","33,006,000.00","34,000,000.00","1,000,000.00","1,329,630.21","1,337,694.19","1,304,736.60","2,800,000.00"
取得投资收益收到的现金,,,"2,914,374.98","2,914,374.98","2,914,141.83",,,,,,,,,,,"694,600.00",,,"12,502,871.45","16,877,060.62","16,877,060.62",,,,"16,887.47",,,,"1,025,414.45",,,,,,,,,
筹资活动现金流出小计,"69,698,744.42","29,640,720.56","67,474,656.00","67,571,660.90","108,334,270.00","13,000,000.00","76,382,727.60","60,198,639.16","65,660,000.00",,,"2,303,404.42","5,231,378.84","38,000,582.24","193,409,510.78","408,759,342.55","448,521,552.03","10,663,991.68","68,583,197.06","111,207,173.12","237,835,564.00","167,709,708.99","261,524,454.93","276,308,454.92","399,901,788.26","71,145,124.82","80,646,171.29","84,136,171.29","80,426,171.29","3,410,000.00","31,204,737.60","33,324,737.60","34,318,737.60","1,000,000.00","1,329,630.21","1,337,694.19","1,304,736.60","2,800,000.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,308,578.00","213,218.00","101,968.00","101,968.00","666,968.00",,"117,958.00","117,958.00","236,008.00","169,411.03","9,581.06","83,776.06","898,356.02","4,700.00","4,700.00","19,185.00","73,522.00",,,"4,375,979.04","4,305,979.04","1,530,627.50","74,227.50","41,920.00","133,122,227.50","1,532,364.15","1,692,006.85","7,380,677.90","10,097,891.89","200,000.00","39,270,000.00","39,270,000.00","39,270,000.00",,,,,"52,303.63"
筹资活动产生的现金流量净额,"59,307,233.50","-13,811,970.56","-47,032,608.86","-47,129,293.75","821,165,730.00","-13,000,000.00","-75,554,946.98","-60,198,639.16","-65,660,000.00",,"90,000,000.00","152,796,595.58","179,808,621.16","134,649,417.76","420,650,489.22","270,065,272.39","260,755,075.03","69,504,008.32","111,436,802.94","204,682,752.12","65,340,076.00","-117,659,708.99","-41,034,454.93","-40,818,454.92","-97,411,788.26","-71,145,124.82","-77,346,171.29","-75,236,171.29","-67,213,171.29","700,000.00","-26,285,752.08","-28,405,752.08","-28,760,606.60","-1,000,000.00","-999,630.21","-557,694.19","14,975,263.40","-2,800,000.00"
处置子公司及其他营业单位收到的现金净额,"2,400,741.18",,,,,,,,,,,,,,,,,,,,,,"39,648,954.78","62,734,317.64","67,601,802.69",,"1,000,000.00","7,000,000.00","-18,868,723.81",,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,"-179,287.84",,"-77,550.31","-157,439.10","-125,803.29","615,098.87","243,198.75","633,058.59","518,702.36","-288,541.60","-300,833.32","-504,419.28","687,090.54",,,,,,,,,
收到其他与投资活动有关的现金,,,,"65,268.35",,"90,000.00","196,245.00","196,245.00",,,,"7,971,981.32",,"3,014,850.00","120,000,000.00","140,000,000.00","258,500,000.00",,,"13,000,000.00",,"9,041,257.20","41,041,257.20","81,041,257.20","9,000,000.00","955,479.44","955,479.45","955,479.45","11,000,000.00",,"3,000,000.00","6,000,000.00","9,300,000.00",,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,709,319.18","213,218.00","3,834,342.98","3,899,611.33","4,399,109.83","90,000.00","314,203.00","314,203.00","236,008.00","169,411.03","9,581.06","8,055,757.38","898,356.02","5,019,550.00","120,004,700.00","174,713,785.00","260,548,522.00",,"72,946,471.45","365,153,423.22","367,088,245.14","93,871,884.70","175,776,512.13","248,829,567.49","334,202,990.31","29,987,843.59","36,147,486.30","47,836,157.35","30,754,582.53","2,200,000.00","43,270,000.00","46,270,000.00","48,570,000.00",,,"4,034,102.94","4,034,102.94","52,303.63"
五、现金及现金等价物净增加额,"96,322,753.39","-48,662,811.73","3,849,841.65","-18,808,731.37","835,410,282.34","-110,094,153.74","-214,469,248.28","-247,546,381.07","-281,349,459.96","-60,717,733.77","-292,606,569.45","-293,667,367.96","-332,044,127.56","102,286,684.93","436,085,499.58","2,873,672.13","-6,126,560.67","-112,631,594.43","-143,879,275.44","-171,325,778.95","-199,592,387.00","10,797,712.11","22,620,865.81","16,578,504.97","15,508,770.60","-54,728,938.01","-67,076,588.80","-60,291,384.51","-77,817,803.30","-184,335.61","6,052,903.01","-2,248,078.64","611,126.09","-11,712,982.97","-10,483,816.45","-14,186,688.92","8,549,842.99","-24,218,313.25"
购建固定资产、无形资产和其他长期资产支付的现金,"41,207,319.20","146,678,150.76","42,622,420.87","96,893,909.90","106,487,728.02","72,781,530.67","112,859,045.29","257,775,111.54","310,161,095.57","69,157,163.79","236,898,517.22","340,492,370.87","439,352,923.08","39,681,824.46","78,426,432.27","135,235,143.13","339,070,959.36","29,639,339.86","76,589,673.51","103,790,841.20","140,566,076.36","2,816,896.68","9,309,640.55","28,841,552.36","32,063,788.97","1,736,763.99","1,907,720.09","2,043,290.41","2,432,246.37","102,041.60","196,819.37","646,076.44","1,049,010.47","42,600.00","143,793.00","150,993.00","415,003.00","1,267,231.00"
期初现金及现金等价物余额,"18,130,210.38","114,452,963.77","65,790,152.04",,"65,790,152.04","901,736,963.37","905,963,550.67","905,963,550.67","901,200,434.38","619,850,974.42","619,850,974.42","619,850,974.42","619,850,974.42","287,806,846.86","287,806,846.86","287,806,846.86","287,806,846.86","281,680,286.19","281,680,286.19","281,680,286.19","281,680,286.19","82,087,899.19","82,087,899.19","82,087,899.19","82,087,899.19","97,596,669.79","97,596,669.79","97,624,244.18","97,596,669.79","19,778,866.49","19,778,866.49","19,778,866.49","19,778,866.49","20,389,992.58","20,389,992.58","20,389,992.58","20,389,992.58","28,939,835.57"
投资支付的现金,"8,953,000.00",,,,"11,410,000.00",,,"20,090,000.00","10,000,000.00",,"256,370,800.00","268,570,800.00","361,320,433.00","23,300,000.00","113,312,628.97","462,550,028.97","133,890,000.00","127,490,681.84","158,670,681.84","334,008,354.25","312,870,681.84","26,000,000.00","50,000,000.00","67,500,000.00","33,500,000.00",,,,,,,,,,,,,
期末现金及现金等价物余额,"114,452,963.77","65,790,152.04","69,639,993.69",,"901,200,434.38","791,642,809.63","691,494,302.39","658,417,169.60","619,850,974.42","559,133,240.65","327,244,404.97","326,183,606.46","287,806,846.86","390,093,531.79","723,892,346.44","290,680,518.99","281,680,286.19","169,048,691.76","137,801,010.75","110,354,507.24","82,087,899.19","92,885,611.30","104,708,765.00","98,666,404.16","97,596,669.79","42,867,731.78","30,520,080.99","37,332,859.67","19,778,866.49","19,594,530.88","25,831,769.50","17,530,787.85","20,389,992.58","8,677,009.61","9,906,176.13","6,203,303.66","28,939,835.57","4,721,522.32"
