科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"31,951,380,969.00","43,946,814,248.00","68,709,203,153.00","32,740,111,293.00","48,659,815,236.00","66,651,594,861.00","18,075,563,555.00","34,449,164,538.00","51,408,546,191.00","69,337,896,212.00","19,786,608,286.00","38,556,071,454.00","58,077,589,933.00","82,514,970,169.00","20,927,328,222.00","39,524,168,400.00","58,152,898,978.00","76,533,349,159.00","16,879,978,320.00","34,275,133,372.00","50,377,783,228.00","71,037,085,642.00","17,863,260,153.00","36,124,099,203.00","55,530,076,456.00","83,155,479,124.00","19,798,067,216.00","41,736,899,544.00","64,642,732,177.00","88,893,655,565.00","17,834,843,866.00","33,444,426,742.00","44,407,777,152.00","51,142,633,105.00","5,611,228,589.00"
取得子公司及其他营业单位支付的现金净额,"478,343,684.00",,,,,,"53,187,616.00","72,167,522.00","97,956,088.00",,,"106,980,106.00","106,980,106.00",,,,,,"10,517,623.00","21,509,025.00",,"64,686,598.00",,,,"740,036.00",,"24,947,497.00",,"20,447,898.00",,,,"567,417,492.00",
收到的税费返还,,,,,"19,576,011.00",,,,"37,200,998.00",,"5,603,502.00",,"5,303,772.00",,"21,553,015.00",,"19,612,673.00",,"8,183,556.00",,,,"9,834,302.00",,,,"3,369,869.00",,,,,,,,
支付其他与投资活动有关的现金,"19,352,059.00","41,639,204.00",,"43,520,907.00","40,669,838.00","610,838,027.00",,,,"177,863,286.00",,,,"148,955,686.00","1,060,852.00","18,021,009.00","32,831,696.00",,,"8,152,156.00","74,343,230.00","1,652,156.00",,,,,,"10,000,000.00","34,947,497.00","12,000,000.00",,,,,
收到其他与经营活动有关的现金,"41,506,913.00","58,274,882.00","60,896,013.00","21,502,438.00","13,120,461.00","52,949,712.00","13,331,059.00","60,067,950.00","59,349,035.00","91,749,183.00","14,759,184.00","44,541,048.00","56,534,344.00","106,690,021.00","6,403,999.00","33,320,924.00","28,369,132.00","92,209,454.00","10,919,609.00","27,455,813.00","62,537,295.00","89,873,159.00","15,269,197.00","70,784,478.00","100,001,869.00","207,330,880.00","2,671,507.00","50,669,554.00","62,899,844.00","695,566,312.00","22,879,931.00","41,432,965.00","58,365,021.00","84,186,067.00","6,454,349.00"
投资活动现金流出小计,"1,591,331,632.00","2,066,278,883.00","3,597,817,008.00","3,589,304,189.00","4,944,081,625.00","5,301,913,442.00","1,173,942,813.00","2,324,751,286.00","3,534,238,365.00","4,879,734,569.00","896,398,108.00","1,367,403,746.00","1,736,833,204.00","3,225,291,015.00","528,846,323.00","1,080,088,391.00","1,571,212,533.00","2,892,896,373.00","587,925,814.00","5,301,466,020.00","7,034,200,707.00","7,840,299,959.00","413,088,248.00","682,334,969.00","1,256,313,360.00","2,012,441,087.00","161,113,614.00","608,991,398.00","912,821,427.00","1,819,864,350.00","319,174,915.00","482,945,007.00","710,112,471.00","1,127,903,921.00","198,030,967.00"
经营活动现金流入小计,"31,992,887,882.00","44,005,089,130.00","68,770,099,166.00","32,761,613,731.00","48,692,511,708.00","66,704,544,573.00","18,088,894,614.00","34,509,232,488.00","51,505,096,224.00","69,429,645,395.00","19,806,970,972.00","38,600,612,502.00","58,139,428,049.00","82,621,660,190.00","20,955,285,236.00","39,557,489,324.00","58,200,880,783.00","76,625,558,613.00","16,899,081,485.00","34,302,589,185.00","50,440,320,523.00","71,126,958,801.00","17,888,363,652.00","36,194,883,681.00","55,630,078,325.00","83,362,810,004.00","19,804,108,592.00","41,787,569,098.00","64,705,632,021.00","89,589,221,877.00","17,857,723,797.00","33,485,859,707.00","44,466,142,173.00","51,226,819,172.00","5,617,682,938.00"
投资活动产生的现金流量净额,"-1,354,230,993.00","-1,963,842,811.00","-3,363,510,518.00","-3,462,231,168.00","-4,055,426,382.00","-4,920,147,101.00","-1,063,907,625.00","-1,881,337,175.00","-2,991,433,670.00","-4,033,122,273.00","-539,902,946.00","-675,960,167.00","-759,653,636.00","-1,859,109,855.00","-140,819,988.00","-397,756,366.00","-572,800,126.00","-1,683,959,884.00","203,247,122.00","-4,850,698,700.00","-6,238,830,673.00","-583,829,569.00","842,820,648.00","1,268,181,395.00","1,179,170,100.00","385,067,607.00","740,128,243.00","792,658,446.00","1,015,054,148.00","401,743,449.00","1,903,425,599.00","2,886,766,580.00","2,894,733,743.00","3,166,117,627.00","56,072,698.00"
购买商品、接受劳务支付的现金,"28,338,505,003.00","38,106,991,362.00","59,738,429,569.00","32,942,498,681.00","46,515,748,325.00","61,054,357,340.00","16,699,245,059.00","31,789,841,774.00","50,688,535,994.00","64,943,677,157.00","11,596,071,084.00","28,336,281,311.00","44,475,785,397.00","64,810,484,055.00","16,965,824,736.00","32,833,311,202.00","49,247,164,894.00","65,258,619,808.00","15,985,661,510.00","27,150,806,560.00","43,847,192,703.00","67,330,595,561.00","17,446,262,032.00","35,124,368,491.00","53,861,977,489.00","76,741,584,676.00","23,300,377,158.00","48,287,958,007.00","66,997,625,602.00","86,221,250,219.00","20,073,805,055.00","37,859,047,784.00","51,402,434,998.00","56,699,126,050.00","5,802,853,272.00"
吸收投资收到的现金,"6,406,070.00",,"3,000,000.00","6,040,006,746.00","6,040,006,746.00","6,040,006,746.00",,"4,900,000.00","4,900,000.00","4,900,000.00",,,,"12,400,000.00",,"42,000,000.00","42,000,000.00","42,000,000.00",,,,"13,500,000.00",,"7,750,000.00","7,750,000.00","10,250,000.00",,"980,000.00","980,000.00","1,130,000.00",,,,,
