科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"111,557,657.43","76,148,684.39","57,911,111.14","50,808,556.09","55,536,961.50","64,687,256.62","58,045,272.20","85,867,646.58","130,670,108.42","151,730,234.40","215,303,573.20","143,913,515.09","137,171,961.49","156,070,066.81","120,435,707.54","114,113,747.67","133,564,594.63","136,308,667.87","114,619,377.89","490,607,444.07","392,573,938.85","392,302,609.13","348,908,240.23","321,550,861.89","275,481,808.32","144,594,616.44","154,767,577.45","156,354,630.94","188,277,650.41","197,316,744.44","99,566,564.87","92,901,010.17","86,278,637.58","85,128,096.04","98,977,158.65","113,698,962.65","99,127,829.66","144,263,085.28","90,223,593.34","151,536,829.49","130,963,913.32","175,937,118.71","82,236,880.46","128,002,167.18","111,942,665.41","141,684,256.51"
短期借款,"248,700,000.00","192,780,000.00","184,113,483.39","168,556,832.93","172,050,191.14","198,111,458.95","199,837,578.15","199,808,690.26","216,415,878.12","263,905,508.74","340,944,390.51","336,793,614.23","363,527,258.39","344,550,096.18","344,322,335.82","347,464,659.13","356,626,688.42","375,683,137.81","333,901,330.34","303,311,210.81","229,289,065.25","285,386,694.81","211,820,410.20","194,820,410.20","280,568,254.76","188,257,869.72","204,250,000.00","229,800,000.00","247,337,689.35","229,631,875.44","151,300,000.00","140,000,000.00","173,724,429.39","122,197,788.90","167,719,712.19","177,211,120.27","162,920,256.19","219,932,703.01","198,680,159.99","185,984,346.31","185,984,346.31","214,888,266.54","210,761,693.15","196,096,067.50","197,644,501.18","198,438,297.04"
交易性金融资产,,,,,,,,"23,019.81","200,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,"9,440.56","1,620.00",,,,,,,,,,,,,,,,,,,,,,,
应收票据,"18,844,780.34","15,632,607.33","23,319,234.64","18,491,655.87","24,776,262.33","21,343,013.48","27,720,508.19","31,923,862.35","31,882,940.42","35,615,146.10","27,261,839.75","43,334,103.55","51,016,174.71","69,690,841.06","56,017,893.69","80,728,764.64","92,592,360.67","104,367,125.71","84,139,407.23","95,939,920.89","80,389,897.89","110,498,188.23","90,816,391.18","108,635,646.91","84,282,996.15","110,607,473.83","137,021,557.91","178,503,306.96","129,180,089.10","152,180,010.63","164,992,085.17","151,878,999.18","125,285,847.09","135,342,171.65","141,833,519.84","149,979,795.92","120,413,987.13","123,756,378.79","135,566,471.10","168,612,428.89","181,748,558.74","176,602,342.96","207,897,355.38","271,758,235.86","215,973,359.41","223,537,578.64"
应付票据,"118,939,923.70","86,417,628.00","54,957,628.00","62,000,000.00","56,000,000.00","56,300,000.00","42,300,000.00","65,000,000.00","94,000,000.00","140,824,000.00","117,433,000.00","107,579,000.00","96,330,000.00","93,502,000.00","18,049,860.22","41,340,860.22","32,313,000.00","23,360,000.00","21,870,000.00","39,590,000.00","30,510,000.00","44,970,000.00","42,179,162.10","29,680,162.10","34,440,000.00","39,130,000.00","30,190,000.00","13,450,000.00","9,347,000.00","11,652,000.00","9,225,000.00","7,810,000.00","12,096,117.79","18,403,026.67","14,435,178.10","15,843,333.90","31,378,921.65","21,855,687.47","30,122,128.05","39,748,150.31","23,128,226.40","32,020,219.64","41,352,198.97","44,059,246.11","44,574,722.47","33,986,621.05"
应收账款,"72,382,334.00","69,294,692.71","64,851,657.62","60,807,284.52","63,519,552.08","72,229,969.88","83,084,107.11","56,261,658.82","73,374,225.16","108,426,116.27","124,379,641.50","118,648,548.67","146,285,107.55","151,411,695.65","155,212,808.64","149,755,432.06","156,562,916.99","146,152,737.14","165,483,199.91","145,952,193.27","173,232,008.47","180,752,774.50","205,947,502.68","182,324,520.59","198,177,521.13","204,737,922.92","208,863,836.81","218,400,423.90","219,926,476.64","228,802,579.82","206,647,334.98","206,680,731.47","220,872,898.50","235,743,820.54","245,166,072.39","247,709,543.49","246,389,463.77","250,679,759.33","251,971,547.74","256,452,218.01","226,081,695.13","242,293,720.01","221,326,989.82","193,677,283.08","247,113,468.02","210,801,226.15"
应付账款,"46,575,761.94","30,927,504.21","20,981,998.11","28,459,860.70","25,056,928.03","19,088,589.05","27,686,285.44","24,532,017.43","18,421,428.89","56,679,329.21","50,473,241.62","75,134,049.62","66,006,920.49","83,054,969.77","85,606,910.91","87,119,229.87","95,301,554.47","71,933,416.35","79,607,689.93","74,142,145.35","99,547,781.86","85,031,532.35","98,970,884.16","123,156,062.48","124,718,566.77","123,024,870.58","101,319,545.88","122,280,641.12","90,784,614.96","95,067,122.16","99,660,320.93","106,450,742.78","80,623,282.89","83,531,408.72","90,318,881.45","90,316,483.12","88,071,256.64","113,015,408.52","111,478,896.69","107,561,253.51","83,394,323.74","82,598,506.94","68,655,458.12","86,897,616.89","80,673,169.98","71,778,486.19"
预付款项,"13,680,468.68","7,310,239.19","5,617,638.97","6,430,792.17","9,442,710.35","8,049,577.87","9,745,271.67","3,742,118.85","4,038,541.60","17,214,869.96","16,737,134.85","22,496,827.82","32,846,394.38","23,273,932.48","35,795,853.85","35,930,090.81","46,647,781.52","26,245,974.02","35,050,135.97","20,657,267.84","21,216,401.90","20,042,257.95","20,006,655.43","9,701,976.08","12,617,214.44","25,709,116.06","11,866,322.45","5,014,150.35","25,933,321.16","9,681,248.57","13,132,646.63","20,353,494.14","17,362,494.72","16,492,178.26","19,232,424.12","18,072,569.96","23,299,061.17","30,914,403.36","29,047,019.07","21,243,175.68","40,519,932.09","20,527,415.07","58,000,106.38","13,121,321.62","45,036,266.80","30,808,843.20"
预收款项,"25,621,137.18","4,369,046.12","6,710,201.82","3,310,411.38","2,913,090.32","3,536,674.70","4,035,812.97","3,102,535.32","2,788,228.82","2,817,258.59","2,830,220.05","3,837,363.36","5,607,527.92","3,719,614.46","2,704,938.97","4,106,978.42","7,220,090.14","8,649,132.02","3,864,831.82","4,042,891.86","1,865,905.31","2,466,675.06","4,767,847.65","3,102,060.21","2,403,734.83","4,796,309.46","5,021,716.40","4,436,950.57","8,302,193.07","5,607,602.64","4,198,927.81","5,163,343.74","5,187,467.87","5,444,214.13","5,415,926.05","4,758,602.67","4,794,546.08","5,757,859.81","7,147,317.58","6,282,574.77","6,724,794.86","4,466,609.42","8,762,815.66","10,544,786.81","9,249,239.70","3,952,308.59"
