科目,2008-12-31,2009-12-31,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"62,938,835.19","56,565,105.33","200,746,604.79","64,228,369.12","103,793,014.57","712,583,306.72","745,144,819.48","555,191,548.82","416,754,332.85","439,630,642.83","466,003,451.45","521,834,604.50","450,647,810.18","479,877,416.09","514,212,636.17","480,800,833.31","435,082,125.02","531,163,296.20","532,525,724.29","479,973,237.94","463,946,299.58","528,228,702.39","560,388,682.04","901,010,843.40","610,091,490.34","788,822,663.10","575,098,636.56","564,024,238.71","631,387,426.57","726,078,969.74","1,403,716,761.24","1,272,760,777.71","1,453,200,487.49"
短期借款,"22,000,000.00","31,575,069.76","33,030,492.12","27,000,000.00","40,613,590.90","43,613,590.90","160,165,563.34","81,165,563.34","50,000,000.00","80,000,000.00","86,000,000.00","56,000,000.00","66,000,000.00","89,500,000.00","119,000,000.00","155,500,000.00","164,500,000.00","182,500,000.00","170,500,000.00","170,500,000.00","148,500,000.00","137,000,000.00","133,000,000.00","162,000,000.00","182,000,000.00","173,000,000.00","275,000,000.00","439,000,000.00","252,000,000.00","380,187,300.00","388,194,120.00","353,116,217.65","240,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,"35,995,621.92","39,620,034.54","35,687,902.67","174,207,237.32","10,000,000.00","39,595,000.00","82,185,000.00","281,746,308.69","179,769,940.50","222,475,034.50","72,167,683.00","269,556,180.20","177,937,244.04","204,049,500.00"
交易性金融负债,,,,,,,"209,880.00","321,990.00","22,352.62","65,934.80","475,100.00",,,,,,,,"620,567.63",,,,"368,602.46","368,602.46","368,602.46","368,602.46","3,536,772.00","903,608.00",,,"6,941,308.00","1,239,300.00","825,250.00"
应收票据,"51,151,545.52","56,991,401.20","57,733,912.86","143,816,741.46","177,085,263.80","283,800,466.69","314,802,178.69","343,886,285.37","357,584,519.05","397,277,633.19","330,220,656.45","286,513,420.27","270,227,020.70","202,595,421.11","289,652,243.33","219,349,024.44","232,971,839.98","251,472,318.81","279,500,851.28","298,485,741.12","428,446,598.24","382,668,083.70","412,088,248.49","315,456,128.78","315,026,210.96","355,686,175.04","363,735,101.49","469,466,066.83","534,061,820.18","596,892,542.48","745,587,652.70","722,517,627.96","811,870,746.52"
应付票据,,,,,,,,,,,,"4,400,000.00","2,160,000.00","15,760,000.00","11,500,000.00",,"1,000,000.00","6,500,000.00","8,600,000.00","74,111,484.31","159,342,242.29","156,534,442.98","267,386,737.00","390,571,846.70","324,590,827.70","394,653,364.60","377,226,971.26","345,198,192.98","340,028,705.78","457,862,649.71","560,567,096.78","526,869,921.73","637,558,522.78"
应收账款,"31,808,209.53","42,887,439.61","41,770,106.28","79,521,293.63","72,663,939.30","82,831,118.36","72,296,347.33","124,380,762.36","107,056,776.29","117,816,752.01","85,774,297.68","140,792,847.17","106,194,296.51","132,790,124.73","104,305,314.83","156,050,491.72","135,923,467.46","174,579,607.94","116,683,217.00","186,489,782.37","135,978,009.42","180,446,526.18","125,498,069.89","243,651,519.53","191,503,428.75","211,165,452.05","144,545,274.35","217,647,773.69","164,677,664.05","233,642,413.33","152,001,367.84","237,668,089.38","252,036,353.33"
应付账款,"112,978,173.65","114,706,037.36","139,520,499.09","124,191,820.69","149,308,916.08","129,685,158.73","168,277,635.07","149,806,960.21","172,081,928.73","195,048,369.11","210,458,656.22","209,192,630.40","221,916,073.10","280,584,017.86","308,396,010.56","259,355,023.98","278,534,858.96","297,214,566.77","255,237,084.80","253,672,497.52","281,609,712.49","315,466,489.68","264,337,743.65","327,281,577.98","319,078,457.79","296,167,145.37","351,416,182.48","425,328,289.12","462,371,763.89","405,229,500.30","409,173,284.70","315,750,995.47","310,617,700.39"
预付款项,"50,104,342.80","93,055,303.22","85,328,508.24","104,921,159.54","67,230,473.12","82,256,552.17","118,426,179.32","165,271,251.50","191,708,700.94","172,988,176.03","180,690,907.05","242,427,286.81","141,183,529.52","190,349,398.31","210,774,195.08","111,414,787.01","115,716,508.03","144,133,630.96","234,849,199.87","277,173,706.77","101,806,511.14","178,571,706.53","85,327,157.31","103,341,393.28","92,704,981.11","121,809,193.44","100,566,402.07","126,633,526.13","115,741,649.54","129,658,376.43","91,130,855.12","97,145,292.62","113,069,583.03"
预收款项,"39,086,835.34","42,505,655.01","34,146,681.18","38,571,073.02","42,162,095.94","41,777,970.01","55,366,972.17","57,542,227.85","33,559,867.50","39,280,297.11","43,386,189.32","44,583,704.93","21,945,291.16","33,304,764.88","30,010,906.94","52,381,196.44","82,399,143.64","89,588,954.47","79,790,969.44","92,784,991.78","91,783,334.69","96,534,253.91","103,747,890.95","77,624,077.93","26,876,569.60","44,492,426.70","51,359,497.38","59,363,349.10","38,213,296.00","65,930,004.60","29,918,772.97","34,693,410.16","37,355,510.84"
