科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"52,644,941.40","48,877,889.35","79,970,788.74","58,320,140.43","141,272,459.05","114,361,179.93","140,126,581.69","187,079,834.43","150,707,523.22","68,659,778.90"
短期借款,"22,193,800.00","13,142,261.41","100,419,704.00","90,000,000.00","15,000,000.00","35,000,000.00",,"41,395,800.00","70,646,400.00","10,000,000.00"
交易性金融资产,,"279,250.00",,,"3,134,700.00","3,015,250.00","6,000.00",,,
交易性金融负债,,"9,082,834.78","7,715,355.55","1,636,100.00",,,,,,
应收票据,,,,,,,,,,
应付票据,"8,765,480.00",,,,,,,,,
应收账款,"63,674,617.13","84,798,981.29","113,263,316.84","125,897,668.03","135,996,942.63","133,399,592.92","106,343,887.82","152,849,196.82","160,677,501.19","168,072,942.29"
应付账款,"61,644,621.74","68,414,997.53","77,123,765.20","63,738,096.40","96,889,166.98","71,522,753.12","74,487,769.99","103,959,454.43","104,116,544.76","50,467,560.26"
预付款项,"3,925,418.93","961,735.17","7,998,580.80","6,785,433.40","24,787,745.80","36,367,649.66","24,963,385.42","29,486,678.64","19,271,502.46","16,093,700.18"
预收款项,"6,752,654.20","8,446,681.98","8,259,765.54","17,670,163.43","16,999,183.10","22,114,579.76","17,431,767.66","30,541,814.94","23,152,414.84","14,425,086.76"
其他应收款,"9,720,755.07","13,623,678.74","5,213,844.57","5,612,938.52","7,633,175.27","4,223,247.43","2,238,967.77","43,181,346.03","15,993,966.32","14,247,573.35"
应付职工薪酬,"6,273,385.44","7,599,063.48","9,667,583.27","7,423,734.66","9,235,535.63","7,681,227.29","9,547,499.80","11,938,051.29","10,893,267.21","7,123,682.58"
应收关联公司款,,,,,,,,,,
应交税费,"3,576,334.66","5,577,339.19","6,431,004.88","5,376,266.52","8,588,976.63","6,919,746.68","9,631,816.33","8,728,117.07","14,493,105.74","9,476,050.51"
应收利息,,,,,,,,,,
应付利息,"72,247.13","115,652.35","314,452.44","120,427.77","29,000.00","42,291.66",,"49,444.98","231,529.84","11,841.67"
应收股利,,,,,,,,,,
应付股利,,,,,,,,,,
存货,"81,436,048.47","97,794,180.45","106,888,530.08","103,465,742.62","114,591,365.77","146,040,437.87","150,580,121.37","170,849,456.04","175,488,662.97","152,561,597.84"
其他应付款,"2,523,425.09","1,980,451.31","172,298.33","415,756.44","591,942.66","306,421.59","767,506.34","650,048.85","831,288.86","122,488.85"
其中:消耗性生物资产,,,,,,,,,,
应付关联公司款,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,
其他流动资产,"200,582.18","678,154.19","2,429,891.86","4,026,904.19","100,181,308.81","100,280,368.74","102,141,752.08","50,007,964.36","215,057.13","173,571.31"
其他流动负债,,,,,,,,,,
流动资产合计,"211,602,363.18","247,013,869.19","315,764,952.89","304,108,827.19","527,597,697.33","537,687,726.55","526,400,696.15","633,454,476.32","522,354,213.29","419,809,163.87"
流动负债合计,"111,801,948.26","114,359,282.03","210,103,929.21","186,380,545.22","147,333,805.00","143,587,020.10","111,866,360.12","197,262,731.56","224,364,551.25","91,626,710.63"
可供出售金融资产,,,,,,,,,,
长期借款,,"18,000,000.00",,,,,,,,
持有至到期投资,,,,,,,,,,
应付债券,,,,,,,,,,
长期应收款,,,,,,,,,,
长期应付款,,,,,,,,,,
长期股权投资,,,,,,,,,,
专项应付款,,,,,,,,,,
投资性房地产,,,,,,,,,,
预计负债,,,,,,,,,,
固定资产,"62,768,143.37","58,738,775.80","133,978,389.23","132,184,677.86","145,238,826.77","148,341,113.88","205,142,918.77","204,337,978.44","201,184,501.23","200,653,426.89"
递延所得税负债,,"41,887.50",,,"470,205.00","452,287.50",900.00,,,
在建工程,"13,225,867.98","65,527,965.55","24,129,438.33","30,694,287.31","50,527,980.56","55,044,004.40","2,715,604.33","6,589,024.33","8,731,724.99","8,328,641.82"
其他非流动负债,,,,,,,,,,
工程物资,,,,,,,,,,
非流动负债合计,,"18,041,887.50",,,"470,205.00","452,287.50","2,692,810.71","2,654,866.07","2,885,341.43","2,841,256.79"
固定资产清理,,,,,,,,,,
负债合计,"111,801,948.26","132,401,169.53","210,103,929.21","186,380,545.22","147,804,010.00","144,039,307.60","114,559,170.83","199,917,597.63","227,249,892.68","94,467,967.42"
生产性生物资产,,,,,,,,,,
实收资本(或股本),"75,000,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","200,000,000.00","200,000,000.00"
油气资产,,,,,,,,,,
资本公积,"76,869,296.72","76,869,296.72","76,869,296.72","76,869,296.72","310,336,393.22","310,343,702.31","310,343,702.31","310,343,702.31","210,343,702.31","210,343,702.31"
无形资产,"74,512,229.02","73,163,842.94","71,634,374.71","71,198,179.27","71,322,552.23","72,413,044.94","74,462,262.93","74,045,218.14","193,607,210.64","192,505,834.69"
盈余公积,"9,963,035.04","16,340,669.67","24,479,026.05","26,049,066.35","29,719,229.84","31,950,528.05","34,478,460.22","36,949,508.94","40,975,147.28","43,773,699.91"
开发支出,,,,,,,,,,
减:库存股,,,,,,,,,,
商誉,,,,,,,,,,
未分配利润,"89,667,315.31","147,249,033.42","163,148,059.43","177,109,754.55","210,474,241.23","230,784,079.92","253,511,407.23","275,700,412.56","251,983,516.83","277,201,903.27"
长期待摊费用,,,,"159,250.00","251,417.62","216,855.69","193,771.74","170,687.79","147,603.84","124,519.89"
少数股东权益,,,,,,,,,,
递延所得税资产,"1,192,991.78","3,415,715.86","4,093,156.25","3,063,441.21","3,395,399.78","3,414,872.42","3,977,486.67","4,313,836.42","4,527,005.11","4,365,685.75"
外币报表折算价差,,,,,,,,,,
其他非流动资产,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,
非流动资产合计,"151,699,232.15","200,846,300.15","233,835,358.52","237,299,835.65","270,736,176.96","279,429,891.33","286,492,044.44","289,456,745.12","408,198,045.81","405,978,109.04"
