科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"11,702,331.90","11,377,576.38","59,806,727.06","10,623,750.89","13,875,920.65","43,043,341.49","154,178,390.19","128,740,434.88","100,693,600.66","104,904,395.39","97,350,853.68","70,913,518.87","60,689,757.59","189,909,570.34","86,345,512.92"
短期借款,"18,850,000.00","4,721,059.03","17,140,000.00","12,925,801.00","16,925,801.00","17,725,870.60",,,,,,"15,448,675.22","23,823,070.38",,
交易性金融资产,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,"200,000.00",,,,,,"1,000,000.00",,,,
应付票据,,"1,451,114.40","3,005,000.00",,,"728,083.00","625,821.30","85,773.00","7,124,238.20","16,921,497.20","5,785,631.20","5,685,539.90",,"26,983,841.49",
应收账款,"31,877,904.87","60,438,048.66","77,880,509.37","83,814,235.91","83,519,283.30","78,865,305.94","66,846,592.72","77,599,562.94","115,573,849.02","109,469,336.41","94,694,040.69","111,591,682.23","115,070,303.12","113,011,366.62","105,389,031.62"
应付账款,"63,518,982.30","97,067,665.51","115,352,237.50","86,511,176.95","96,999,881.22","110,327,848.97","75,755,355.39","113,888,174.80","132,974,666.72","119,915,168.01","101,926,539.34","115,690,338.64",,"170,747,283.91",
预付款项,"8,802,175.40","18,221,274.38","9,756,827.82","16,066,545.74","15,629,549.60","9,149,567.82","14,616,990.29","30,770,466.83","34,783,156.14","31,024,287.63","35,297,296.00","26,579,821.37","33,730,532.71","21,335,846.70","25,714,847.91"
预收款项,"17,441,585.24","20,741,885.25","29,160,754.69","21,487,884.27","14,131,217.24","19,328,668.56","12,327,481.59","29,873,503.20","14,559,532.32","26,783,755.45","31,414,648.82","43,468,072.79","46,719,146.85","67,645,368.30","68,903,869.09"
其他应收款,"22,127,351.14","13,053,654.21","14,272,766.69","16,091,080.25","17,870,629.88","14,799,134.58","15,456,695.27","15,537,690.15","16,972,272.51","14,667,953.22","18,406,774.58","14,011,046.64","17,647,726.30","14,008,725.32","11,077,532.55"
应付职工薪酬,"4,649,347.48","5,771,078.09","6,912,334.04","3,160,720.56","2,646,469.68","7,757,746.45","1,886,109.78","2,238,732.16","2,590,587.62","9,479,943.95","3,354,696.44","3,451,946.64","3,386,817.49","17,952,333.93","3,628,650.83"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"8,211,002.87","10,443,358.00","10,270,232.44","9,387,629.37","11,820,545.51","14,688,621.59","9,489,065.54","18,453,769.93","19,979,300.14","5,562,176.58","6,154,000.47","2,381,339.97","2,249,530.10","5,163,965.16","5,203,146.30"
应收利息,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,"4,200,000.00",,,,"5,040,000.00",,,
存货,"123,468,653.91","178,775,950.12","186,622,306.05","173,154,690.75","189,757,934.27","217,184,076.96","223,584,081.14","288,273,917.21","296,550,708.30","331,457,315.80","311,877,372.69","389,359,285.48","419,307,583.99","417,717,225.78","440,524,744.41"
其他应付款,"35,902,840.08","20,344,534.88","10,531,887.77","800,939.56","877,772.95","566,253.39","4,164,813.54","1,242,002.74","2,490,033.63","373,442.47","589,462.49","499,404.34","269,897.58","12,024,011.36","9,238,559.44"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"100,077.49",,,,,,,,,,,,,
其他流动资产,,,"971,698.11","2,055,679.97","2,206,129.78","2,203,292.31",,,,"10,427,352.57","13,905,517.41","16,311,614.59","19,635,404.32","17,586,764.32","25,336,598.12"
其他流动负债,,,,,,,,,,"25,266,354.65","22,192,792.16","28,070,288.79","29,207,855.39","30,897,435.71","30,071,817.21"
流动资产合计,"197,978,417.22","281,866,503.75","349,310,835.10","301,805,983.51","323,059,447.48","365,244,719.10","474,682,749.61","540,922,072.01","564,573,586.63","601,950,641.02","572,531,855.05","628,766,969.18","666,081,308.03","773,569,499.08","694,388,267.53"
流动负债合计,"148,573,757.97","160,640,772.65","192,372,446.44","134,274,151.71","143,401,687.60","171,123,092.56","104,248,647.14","169,981,955.83","179,718,358.63","204,302,338.31","171,417,770.92","219,735,606.29","238,199,679.62","331,414,239.86","248,035,919.07"
可供出售金融资产,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,"277,205.12",,,,,,,,,,,"6,658,120.00","6,658,120.00",,
长期股权投资,,,,,,,,,,,,"3,000,000.00","3,000,000.00","2,605,040.62","2,605,040.62"
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
固定资产,"24,383,132.00","35,079,533.34","34,689,173.03","34,812,006.03","34,310,563.66","34,843,956.17","34,587,577.29","36,029,750.58","40,554,096.13","43,309,663.28","42,649,128.96","43,470,307.89","43,013,921.22","42,034,734.25","43,043,526.45"
递延所得税负债,,,,,,,,,,,,,,,
在建工程,"2,419,822.84",,"180,267.72","988,205.23","1,021,431.23","1,456,754.80","1,729,708.00","6,512,218.58","2,297,753.41","28,974.36","521,030.23","1,341,940.01","1,653,708.00","1,993,553.42",
其他非流动负债,,,,,,,,,,,,,"2,853,480.00",,
