科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"155,136,227.86","199,852,030.61","254,433,426.18","269,332,218.31","1,590,164,405.16","1,581,522,499.15","1,563,406,091.71","1,540,457,809.85","1,472,565,283.94","1,499,409,978.25","1,519,834,849.80","1,481,400,991.53","1,544,720,791.75","1,509,557,502.33","1,503,271,447.04","1,526,871,263.72","1,524,211,548.09","1,388,662,109.12","1,541,681,580.32","1,746,259,555.95","1,637,323,554.24","2,164,366,684.92","3,816,201,727.13","4,028,492,765.76","5,890,699,043.27","6,499,114,281.38","3,629,535,311.38","12,248,736,007.30","11,015,229,579.07","13,598,584,580.86","9,354,229,951.62","9,694,128,963.32","10,963,051,464.80","12,302,694,412.75","11,654,930,517.35","12,080,276,919.84"
短期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103,188,563.77","100,000,000.00","73,576,307.62","88,534,615.77","433,497,502.42","570,119,276.54","297,985,533.82"
交易性金融资产,,"87,240.00",,,,,,,,,,,,,,,,,,,,,,,,,,"1,967,549,345.37","1,935,380,352.06","988,087,596.61","2,750,983,237.56","1,172,490,555.81","2,747,175,372.63","2,424,046,537.46","2,722,765,911.42","2,668,824,820.53"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198,239,390.00",,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"13,326,556.45","17,332,565.67","18,483,981.55","24,598,576.20","25,256,510.70","31,391,100.10","30,787,117.48","27,794,364.00","26,115,733.51","38,670,365.04","32,751,225.73","32,826,369.27","37,194,869.54","40,971,155.06","37,838,830.29","37,581,406.96","49,729,888.38","39,948,162.87","37,126,946.02","49,190,109.27","76,999,241.93","65,150,629.96","82,248,242.83","103,973,294.49","180,708,844.47","352,703,211.19","353,963,658.93","328,419,125.85","363,376,734.32","236,332,579.37","245,340,229.27","276,748,365.75","329,904,943.54","305,891,262.97","318,793,984.89","329,333,537.27"
应付账款,,"1,498,757.00","557,877.42","983,039.64","6,288,983.12","1,600,828.74","1,709,013.02","1,888,180.36","5,171,133.14","3,445,749.38","6,250,156.59","9,142,545.40","13,634,910.00","11,329,341.43","13,553,512.83","17,136,191.80","42,307,666.15","43,089,771.14","36,790,766.27","29,715,054.46","70,921,030.95","49,822,365.76","58,032,414.19","51,004,796.57","120,447,384.72","183,074,371.68","174,760,917.13","103,019,246.47","93,420,497.61","113,163,358.82","88,993,649.20","111,846,208.49","138,958,941.08","94,610,145.32","125,924,528.20","81,971,812.86"
预付款项,"1,987,363.55","3,801,305.08","5,216,444.68","5,243,440.99","3,505,280.86","4,158,724.66","4,845,949.01","46,304,061.16","143,899,471.84","146,976,557.82","147,835,723.66","11,286,952.27","11,638,792.23","12,353,928.90","10,267,944.12","11,499,508.74","12,898,780.76","13,383,918.85","6,297,701.63","7,809,903.97","11,964,914.79","10,930,458.52","13,575,765.66","20,582,565.24","17,842,369.50","38,236,935.02","44,000,812.06","59,423,295.60","53,937,433.66","43,673,626.90","58,781,334.61","67,471,031.31","90,211,238.52","71,319,183.03","61,113,152.34","56,668,882.82"
预收款项,"40,501,316.32","42,844,434.30","51,485,603.98","47,209,191.77","46,328,491.82","42,999,344.61","49,996,922.24","68,934,686.80","84,826,977.88","93,508,411.55","95,877,336.11","109,372,252.58","79,028,611.63","61,990,299.01","59,322,694.81","60,618,740.76","61,435,481.38","77,992,547.17","89,384,976.67","97,472,800.37","95,396,676.17","94,238,898.16","121,057,393.92","137,252,963.04","152,760,906.00","185,323,315.21","177,944,328.86","184,877,351.32","167,001,149.76","147,585,902.32","132,034,000.96","127,064,939.98","129,841,984.41","122,170,140.47","122,312,908.12","135,198,335.97"
其他应收款,"668,909.30","1,882,729.44","1,343,226.06","1,325,894.12","1,249,077.53","1,210,619.22","1,165,251.81","1,064,815.89","1,760,599.58","1,566,885.18","1,675,246.01","2,627,988.56","2,772,765.72","2,682,792.68","2,379,818.20","2,604,463.44","3,077,335.67","3,439,259.86","34,153,932.74","209,371,845.25","507,015,068.14","458,951,665.07","167,159,555.51","1,556,989,021.19","1,864,408,725.42","11,813,137,674.07","740,841,426.36","1,451,449,900.30","1,793,681,155.04","2,807,159,716.96","1,273,615,982.88","1,679,267,563.64","2,069,146,586.03","1,465,649,905.84","1,602,006,873.94","2,295,419,855.40"
应付职工薪酬,,,,,,,,,,,,,"2,261,678.14","1,159,074.66","1,879,074.66",,,"136,428.88",,"6,829,098.00","99,277.22","1,970,411.18","7,787,747.87","11,011,867.40","1,060,176.03","754,935.90","13,170,959.35","212,814,779.30","92,750,028.70","99,224,053.40","108,759,520.15","211,134,013.79","127,314,941.51","125,604,817.26","124,436,876.66","235,607,717.95"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"36,711.67","-3,280,186.80","-776,335.38","-17,866.43","817,423.98","901,378.76","968,592.51","-2,913,641.17","-4,242,964.05","1,233,530.80","-118,168.83","2,866,924.53","6,476,356.20","2,384,664.61","-264,220.58","434,179.73","-160,469.02","-1,430,567.69","-1,081,092.00","4,480,967.65","3,839,171.30","1,352,051.26","6,475,585.99","46,779,816.70","74,847,951.82","204,852,684.45","91,347,214.13","54,263,168.79","34,104,560.03","22,406,277.02","45,692,461.69","28,000,622.80","39,177,595.78","35,280,037.74","46,485,217.80","62,179,585.67"
应收利息,,,"2,526,725.00","259,112.50","959,728.50","8,205,843.45","16,374,554.94","21,017,757.81","29,593,530.12","18,870,246.97","29,486,260.51","31,529,216.22","30,970,548.35","35,319,688.30","47,390,688.82","23,090,855.74","24,787,228.35","19,517,670.13","22,780,477.17","15,988,578.68","17,733,338.66","9,776,840.67","17,672,233.04","14,370,767.27","25,900,297.13","22,568,928.08","12,441,344.09","50,979,569.53","51,307,129.57","23,200,033.55","50,459,458.58","59,345,159.34","108,122,322.48","122,482,349.15","144,346,515.13","184,989,231.61"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,568,988.10","14,103,865.70","19,571,719.13","25,431,649.58","5,906,982.41","20,827,777.02","38,679,035.92","66,319,929.11","78,593,355.18"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,"28,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134,922,022.30","138,042,466.06","140,613,689.58","141,616,399.80","142,249,974.42"
其他应付款,"16,077.00","1,843,008.04","463,202.80","194,758.90","164,393.20","292,272.45","182,028.07","866,539.91","526,183.88","928,961.94","1,641,975.70","1,978,112.03","2,076,377.98","1,016,449.90","1,124,820.25","1,827,194.41","507,685.40","869,832.32","1,611,685.86","675,121.07","405,333.42","605,751.15","591,140.42","859,097.97","1,379,467.42","1,969,302.36","1,808,231.16","737,466,727.99","782,807,612.01","847,269,922.02","545,235,915.80","781,229,249.40","696,491,650.09","728,019,758.07","867,813,911.76","887,252,735.90"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,"2,000,000.00",,,,,,,,,"60,000,000.00",,,,,,"130,000,000.00","200,000,000.00","200,130,656.22","210,834,408.00","70,525,590.60","5,059,364.04","226,001,647.20","299,768,113.70","334,264,400.20","157,077,348.03","2,147,598,436.63","1,882,800,218.48","2,373,123,332.62","3,750,286,634.10","5,277,548,001.56","5,924,204,239.77","6,696,789,016.06","8,496,229,730.36","10,778,864,083.64"
其他流动负债,,,,,,,,,,,,,,,,,,,"249,727,079.24","598,874,803.34","783,114,853.93","1,119,630,051.14","2,363,090,151.31","4,051,570,322.77","6,179,103,788.83","16,219,458,148.88",,"200,000,000.00","400,000,000.00","200,000,000.00",,"600,000,000.00","1,487,737,000.00","3,262,835,000.00","3,055,848,000.00","3,136,802,000.00"
流动资产合计,"171,119,057.16","222,955,870.80","284,003,803.47","300,759,242.12","1,621,135,002.75","1,626,488,786.58","1,616,578,964.95","1,636,638,808.71","1,673,934,618.99","1,705,494,033.26","1,731,583,305.71","1,619,671,517.85","1,627,297,767.59","1,600,885,067.27","1,601,148,728.47","1,601,647,498.60","1,614,704,781.25","1,594,951,120.83","1,842,040,637.88","2,228,750,649.34","2,461,870,525.76","2,779,701,869.74","4,101,916,888.21","5,950,410,061.15","8,279,327,393.49","19,060,025,429.94","4,980,197,705.79","19,744,043,759.03","18,777,164,841.71","21,997,663,878.19","19,732,436,723.75","21,646,358,303.69","26,301,998,819.16","27,514,209,773.16","31,066,517,421.96","36,340,062,510.69"
流动负债合计,"40,554,104.99","42,906,012.54","51,730,348.82","48,369,123.88","53,599,292.12","73,793,824.56","52,856,555.84","68,775,765.90","86,281,330.85","99,116,653.67","103,651,299.57","123,359,834.54","103,477,933.95","77,879,829.61","75,615,881.97","80,016,306.70","104,090,363.91","120,658,011.82","376,433,416.04","738,047,844.89","953,776,342.99","1,267,619,528.65","2,557,034,433.70","4,298,478,864.45","6,529,599,674.82","16,795,432,758.48","2,626,761,812.64","15,034,500,985.99","13,957,597,106.44","14,361,976,849.99","11,938,778,512.95","13,838,586,515.84","18,436,187,278.78","19,564,614,101.48","21,391,167,723.12","21,744,303,219.42"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,"28,200,000.00","47,700,000.00","375,000,000.00","431,337,926.50","97,916,135.18","96,924,117.10","121,592,014.48","121,792,018.12","96,598,416.96","96,510,847.73","96,318,568.63","96,253,584.20","89,988,086.30"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,"500,000,000.00","500,000,000.00","500,000,000.00","500,000,000.00","300,000,000.00","300,000,000.00","300,000,000.00","1,820,042,472.04","5,407,605,746.32"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,"256,302,038.49","266,256,761.83","273,202,455.03","285,469,456.36","299,213,550.55","305,774,379.29","355,420,874.86","357,367,791.99","375,598,461.56","410,436,340.87"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"7,613,152.37","8,975,198.83","10,629,654.05","11,426,491.13","12,115,016.41","16,092,501.26","19,117,018.86","36,826,811.73","38,056,266.84","36,641,762.06","36,608,854.41","54,183,301.07","52,714,079.74","52,810,953.93","50,781,339.79","50,022,555.22","48,284,157.12","49,227,570.78","49,383,546.34","51,847,286.09","52,535,365.26","51,769,413.42","50,545,855.04","48,481,119.22","68,658,726.14","93,826,856.12","126,114,369.56","395,582,020.64","404,021,140.03","443,643,069.38","1,743,852,516.69","1,780,672,047.58","1,816,149,886.02","1,813,677,785.90","1,785,537,483.90","1,761,274,524.65"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,717,629.92","15,162,343.52","14,315,293.13","18,770,801.10","11,594,043.34","11,415,317.03","11,171,691.44","10,946,052.08","11,209,363.27"
在建工程,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,076,072.84","13,252,020.00","14,756,456.51","24,489,792.25","29,261,765.95","29,259,278.08","49,448,342.25","71,871,891.75","43,834,230.95"
其他非流动负债,,,,,,,,,,,,,,,,"1,800,000.00","1,800,000.00","2,760,000.00","2,760,000.00","5,560,000.00","5,560,000.00","5,560,000.00","5,800,000.00","4,587,666.67",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,,,,,,,,,,,,,,"1,800,000.00","1,800,000.00","2,760,000.00","2,760,000.00","5,560,000.00","5,560,000.00","5,560,000.00","5,800,000.00","4,587,666.67","4,587,666.67","4,505,666.67","5,004,666.66","522,181,296.57","519,851,951.71","518,944,865.71","523,340,338.07","316,103,544.70","313,424,605.36","313,058,944.18","1,832,753,741.27","5,420,005,291.15"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"40,554,104.99","42,906,012.54","51,730,348.82","48,369,123.88","53,599,292.12","73,793,824.56","52,856,555.84","68,775,765.90","86,281,330.85","99,116,653.67","103,651,299.57","123,359,834.54","103,477,933.95","77,879,829.61","75,615,881.97","81,816,306.70","105,890,363.91","123,418,011.82","379,193,416.04","743,607,844.89","959,336,342.99","1,273,179,528.65","2,562,834,433.70","4,303,066,531.12","6,534,187,341.49","16,799,938,425.15","2,631,766,479.30","15,556,682,282.56","14,477,449,058.15","14,880,921,715.70","12,462,118,851.02","14,154,690,060.54","18,749,611,884.14","19,877,673,045.66","23,223,921,464.39","27,164,308,510.57"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"100,000,000.00","100,000,000.00","105,000,000.00","105,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","140,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","210,000,000.00","336,000,000.00","336,000,000.00","336,000,000.00","336,000,000.00","672,000,000.00","672,000,000.00","672,000,000.00","672,000,000.00","1,209,600,000.00","1,209,600,000.00","1,209,600,000.00","1,693,440,000.00","1,699,506,144.00","1,699,506,144.00","1,853,892,052.00","1,853,892,052.00","3,558,321,299.00","3,558,321,299.00","3,558,321,299.00","3,558,321,299.00","4,288,779,718.00","4,288,779,718.00","4,288,779,718.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"3,692,140.30","3,692,140.30","53,692,140.30","52,902,666.55","1,313,454,666.55","1,313,454,666.55","1,312,232,696.94","1,321,415,562.76","1,321,415,562.76","1,251,694,362.76","1,252,427,262.76","1,253,160,162.76","1,253,622,862.76","1,128,272,148.76","1,129,016,472.76","1,129,760,796.76","1,130,206,999.12","794,653,201.48","795,099,403.84","791,982,903.84","791,982,903.84","254,382,903.84","254,819,203.84","292,695,462.76","60,426,387.76","90,338,233.72","99,132,289.72","4,403,784,930.45","4,413,963,846.89","6,777,284,345.27","6,787,712,237.77","6,827,161,958.67","6,837,407,291.67","6,195,194,704.27","6,224,730,093.54","6,244,200,290.32"
无形资产,"161,878.38","243,722.27","199,122.77","184,256.27","443,770.72","894,037.32","860,968.85","804,583.79","748,198.73","923,813.67","855,428.61","139,427,540.64","138,459,111.61","137,891,816.02","138,307,109.43","137,482,410.16","136,396,385.00","135,437,676.16","134,543,478.48","133,690,035.63","132,768,016.85","131,777,078.24","131,122,673.69","130,497,913.04","129,793,668.49","132,755,295.97","140,638,346.59","186,733,944.30","184,602,447.44","184,513,474.67","183,999,164.85","68,267,343.86","64,019,214.66","59,940,651.32","59,619,387.82","69,204,453.22"
盈余公积,"374,300.04","6,198,503.42","11,508,996.72","15,889,044.72","15,889,044.72","15,889,044.72","15,889,044.72","22,693,585.27","22,693,585.27","22,693,585.27","22,693,585.27","34,103,025.45","34,103,025.45","34,103,025.45","34,103,025.45","38,712,755.29","38,712,755.29","38,712,755.29","38,712,755.29","40,684,059.60","40,684,059.60","40,684,059.60","40,684,059.60","58,056,660.66","58,056,660.66","58,056,660.66","58,056,660.66","230,856,472.11","230,856,472.11","230,856,472.11","230,856,472.11","265,104,673.98","265,104,673.98","265,104,673.98","265,104,673.98","311,419,309.73"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,"4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","4,731,868.08","7,503,908.52","7,503,908.52","2,932,170,828.21","2,932,170,828.21","2,932,170,828.21","2,932,170,828.21","2,932,170,828.21","2,932,170,828.21","2,932,170,828.21","2,932,170,828.21","2,932,170,828.21"
未分配利润,"34,268,542.58","84,019,393.02","80,267,527.76","96,984,688.47","117,296,092.62","106,644,649.94","123,485,926.06","128,920,660.80","149,630,789.63","166,758,956.10","191,121,117.26","203,039,431.55","227,189,752.98","224,639,806.11","228,293,990.50","215,011,562.69","200,160,920.67","164,685,769.47","158,457,611.57","184,441,595.79","202,319,485.13","203,865,616.03","233,647,443.04","319,352,816.30","203,613,284.23","1,046,746,894.37","1,480,266,591.28","1,680,628,191.27","1,797,673,820.01","1,832,038,290.28","2,070,270,991.65","2,174,759,588.07","2,275,283,923.79","2,292,527,751.82","2,490,012,931.64","2,623,013,744.38"
长期待摊费用,,"4,804,184.53","3,982,096.03","3,749,057.07","3,506,761.89","3,204,430.35","2,902,098.81","2,599,767.27","2,332,159.57","2,120,145.07","5,837,304.76","5,232,372.82","4,627,440.88","4,022,508.94","7,413,045.83","6,724,625.00","6,107,816.43","8,251,390.09","11,689,005.11","12,803,959.79","13,442,028.82","12,695,091.44","12,042,583.01","11,361,946.48","10,818,011.90","15,106,033.25","18,988,987.53","39,551,848.69","46,313,364.17","45,474,885.68","43,210,020.74","38,572,430.85","35,858,223.23","34,707,590.38","38,864,416.09","78,638,925.85"
少数股东权益,"5,000.00","162,927.15","1,507,129.58","1,958,942.50","1,951,277.35","1,935,199.84","38,242.25","40,098.05","15,706.19","39,527.71","75,266.24","48,688.69","13,166.48","19,917.64","13,041.32","69,599.46","16,032.73","-66,407.59","-114,417.30","65,993.28","19,312.40",520.15,,,,,,"7,503,914.09","7,291,102.31","7,175,818.19","23,364,009.52","6,145,495.83","5,668,727.50","5,261,313.75","4,759,825.33","2,579,711.48"
递延所得税资产,,,"159,598.78","253,551.45","257,953.51","305,762.02","311,546.26","243,833.20","233,862.49","391,463.37","351,769.53","464,542.53","576,473.72","572,513.33","660,320.40","762,063.84","762,063.84","803,704.53","960,233.55","958,598.47","994,299.19","1,037,307.35","1,225,272.15","9,091,090.87","8,944,374.36","10,493,743.45","13,848,272.36","52,144,287.09","52,938,736.21","49,007,848.51","50,471,607.34","51,294,614.57","53,540,253.04","56,736,722.03","57,887,527.60","116,258,682.21"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,211,231,734.13",,"36,900,160.63","5,000,000.00","5,000,000.00","5,000,000.00",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"7,775,030.75","14,023,105.63","19,702,339.71","20,345,224.00","21,055,370.61","25,228,599.03","27,923,500.86","45,206,864.07","46,102,355.71","44,809,052.25","48,385,225.39","204,039,625.14","201,108,974.03","200,029,660.30","201,893,683.53","199,723,522.30","196,282,290.47","198,452,209.64","201,308,131.56","204,031,748.06","204,471,578.20","202,010,758.53","199,668,251.97","232,363,937.69","270,646,648.97","634,685,837.31","994,733,849.55","3,989,431,898.78","4,003,425,108.19","5,287,859,767.93","5,399,199,498.75","5,339,511,987.90","5,387,929,405.83","5,405,368,280.71","5,422,803,581.13","5,504,692,615.26"
所有者权益(或股东权益)合计,"138,339,982.92","194,072,963.89","251,975,794.36","272,735,342.24","1,588,591,081.24","1,577,923,561.05","1,591,645,909.97","1,613,069,906.88","1,633,755,643.85","1,651,186,431.84","1,676,317,231.53","1,700,351,308.45","1,724,928,807.67","1,723,034,897.96","1,727,426,530.03","1,719,554,714.20","1,705,096,707.81","1,669,985,318.65","1,664,155,353.40","1,689,174,552.51","1,707,005,760.97","1,708,533,099.62","1,738,750,706.48","1,879,707,467.72","2,015,786,700.97","2,894,772,842.10","3,343,165,076.04","8,176,793,375.25","8,303,140,891.75","12,404,601,930.42","12,669,517,371.48","12,831,180,231.05","12,940,316,340.85","13,041,905,008.21","13,265,399,538.70","14,680,446,615.38"
资产总计,"178,894,087.91","236,978,976.43","303,706,143.18","321,104,466.12","1,642,190,373.36","1,651,717,385.61","1,644,502,465.81","1,681,845,672.78","1,720,036,974.70","1,750,303,085.51","1,779,968,531.10","1,823,711,142.99","1,828,406,741.62","1,800,914,727.57","1,803,042,412.00","1,801,371,020.90","1,810,987,071.72","1,793,403,330.47","2,043,348,769.44","2,432,782,397.40","2,666,342,103.96","2,981,712,628.27","4,301,585,140.18","6,182,773,998.84","8,549,974,042.46","19,694,711,267.25","5,974,931,555.34","23,733,475,657.81","22,780,589,949.90","27,285,523,646.12","25,131,636,222.50","26,985,870,291.59","31,689,928,224.99","32,919,578,053.87","36,489,321,003.09","41,844,755,125.95"
负债和所有者(或股东权益)合计,"178,894,087.91","236,978,976.43","303,706,143.18","321,104,466.12","1,642,190,373.36","1,651,717,385.61","1,644,502,465.81","1,681,845,672.78","1,720,036,974.70","1,750,303,085.51","1,779,968,531.10","1,823,711,142.99","1,828,406,741.62","1,800,914,727.57","1,803,042,412.00","1,801,371,020.90","1,810,987,071.72","1,793,403,330.47","2,043,348,769.44","2,432,782,397.40","2,666,342,103.96","2,981,712,628.27","4,301,585,140.18","6,182,773,998.84","8,549,974,042.46","19,694,711,267.25","5,974,931,555.34","23,733,475,657.81","22,780,589,949.90","27,285,523,646.12","25,131,636,222.50","26,985,870,291.59","31,689,928,224.99","32,919,578,053.87","36,489,321,003.09","41,844,755,125.95"
