科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"1,355,667,054.53","1,468,126,669.30","1,893,184,857.76","943,171,941.61","1,638,478,334.37","2,205,887,575.40","371,501,345.46","871,101,960.51","1,251,965,010.22","1,996,304,290.20","536,633,214.52","994,118,265.62","1,505,446,000.74","2,315,269,001.67","338,154,775.52","1,192,348,941.20","1,774,945,115.45","2,718,782,297.42","475,393,110.81","1,133,905,167.12","1,845,453,416.67","2,768,170,527.28","493,338,722.03","1,132,937,290.38","2,184,230,363.51","3,794,637,851.28","731,282,452.14","1,689,966,020.59","2,728,092,155.83","4,307,004,339.04","949,543,912.17","2,538,948,456.94"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"16,541,949.36",,,,,,,,"100,664,274.14",,,,"74,485,423.75",,,,,,,,"60,736,648.78",,
收到的税费返还,"23,268,851.43","25,551,198.30","64,498,868.23","38,385,205.45","46,953,629.62","53,088,587.61","18,703,757.11","41,696,152.63","74,157,683.99","94,317,824.26","12,359,063.89","40,759,511.21","75,304,377.94","93,650,913.22","16,288,922.19","37,492,055.02","41,646,620.07","51,134,542.35","11,777,402.71","34,339,210.34","40,149,859.05","56,739,991.09","22,025,729.95","40,753,787.29","46,860,258.77","53,511,708.84","22,967,399.38","53,611,837.83","72,851,891.66","94,602,300.09","25,092,459.18","52,683,007.76"
支付其他与投资活动有关的现金,"34,640,000.00","5,650,000.00",,,,,,,,"200,000,000.00",,,,,,"150,000,000.00","150,000,000.00","700,900,000.00","-1,721,059.24",,,"202,473,334.41","200,000,000.00","201,990,000.00","288,740,000.00","1,741,550,000.00",,,,"1,122,999,683.23","1,364,443.79",
收到其他与经营活动有关的现金,"29,929,090.50","6,277,777.83","17,281,763.91","4,615,768.87","4,289,443.91","11,386,453.60","30,121,245.53","98,807,657.37","103,497,009.32","94,877,830.42","466,187.02","18,027,153.95","10,910,031.98","164,622,801.56","27,123,064.23","5,232,590.93","12,794,202.80","168,838,978.22","7,273,095.25","10,059,170.04","105,429,634.46","54,751,649.19","-47,740,258.94","29,227,298.93","68,466,753.10","26,321,482.53","9,892,417.25","8,380,489.30","9,496,371.09","18,161,719.73","7,210,775.38","11,134,274.64"
投资活动现金流出小计,"136,358,722.28","110,460,776.88","69,528,234.49","58,645,204.09","122,922,557.35","274,842,067.30","141,797,175.03","613,749,963.51","730,787,162.35","767,153,633.15","120,076,751.45","222,686,289.57","1,002,680,691.86","1,642,862,210.64","26,205,450.13","349,442,328.25","260,607,736.73","954,080,867.70","19,938,522.21","73,013,415.88","338,123,911.22","350,918,338.03","207,227,742.32","224,015,161.32","327,861,628.19","1,986,853,263.65","43,306,066.15","71,422,547.39","102,583,035.54","1,756,011,995.75","124,684,887.67","62,516,882.04"
经营活动现金流入小计,"1,408,864,996.46","1,499,955,645.43","1,974,965,489.90","986,172,915.93","1,689,721,407.90","2,270,362,616.61","420,326,348.10","1,011,605,770.51","1,429,619,703.53","2,185,499,944.88","549,458,465.43","1,052,904,930.78","1,591,660,410.66","2,573,542,716.45","381,566,761.94","1,235,073,587.15","1,829,385,938.32","2,938,755,817.99","494,443,608.77","1,178,303,547.50","1,991,032,910.18","2,879,662,167.56","467,624,193.04","1,202,918,376.60","2,299,557,375.38","3,874,471,042.65","764,142,268.77","1,751,958,347.72","2,810,440,418.58","4,419,768,358.86","981,847,146.73","2,602,765,739.34"
投资活动产生的现金流量净额,"-133,573,062.61","-6,868,936.32","-65,907,267.78","-58,300,204.09","-121,803,903.50","-213,038,644.86","-141,475,835.88","-610,073,068.80","-712,902,957.16","-753,508,427.47","-60,029,443.20","50,557,730.93","-5,173,408.97","-147,990,045.77","-8,137,312.89","-203,919,815.91","-189,678,192.67","-274,892,592.62","66,649,458.15","-58,668,995.31","-19,367,959.27","-99,164,355.92","-192,703,750.39","-202,473,179.15","-109,028,749.59","-471,707,403.70","-24,620,273.37","-45,235,972.37","-80,687,346.63","-789,257,396.82","-123,933,615.87","132,634,157.05"
购买商品、接受劳务支付的现金,"1,206,639,317.23","1,277,076,173.91","1,689,169,236.33","910,640,513.11","1,442,893,488.21","1,929,807,200.81","444,931,835.68","764,785,513.79","1,073,820,479.96","1,736,094,811.28","429,029,737.71","689,219,744.95","1,113,725,122.05","1,809,652,363.78","354,883,730.24","913,569,456.42","1,318,368,087.36","2,015,655,879.51","516,475,386.84","737,595,987.99","1,501,312,578.18","2,179,614,013.69","556,868,343.27","1,379,937,172.21","2,591,286,483.91","3,551,695,320.92","1,075,833,174.51","2,198,664,432.01","2,994,827,515.98","4,009,216,778.62","762,751,476.40","2,430,556,995.36"
吸收投资收到的现金,"63,419,000.00",,,"481,993,000.00","481,993,000.00","490,200,000.00","3,200,000.00","6,400,000.00","6,400,000.00","6,400,000.00","8,300,000.00","15,700,000.00","15,700,000.00","15,700,000.00",,"2,000,000.00","2,500,000.00","141,910,565.84",,,,"26,581,128.00","983,455,502.90","983,455,502.90","983,455,502.90","984,330,722.65","-2,573,122.73","-2,573,122.73",,,,"4,327,458.74"
支付给职工以及为职工支付的现金,"82,612,768.01","91,134,478.67","117,777,307.96","78,992,544.31","116,771,131.82","156,780,598.22","50,978,673.54","82,871,549.93","96,288,464.98","192,596,803.35","54,496,183.51","106,953,414.26","157,723,530.53","221,312,850.65","61,575,671.85","123,292,827.78","173,207,214.09","247,335,531.91","75,706,233.55","145,985,047.63","212,680,646.24","297,415,628.92","80,537,555.48","137,164,012.11","233,582,360.80","319,016,860.88","83,250,588.49","161,414,722.76","186,551,812.41","327,988,939.11","110,548,175.83","187,396,274.00"
取得借款收到的现金,"668,874,900.00","500,086,002.01","564,711,701.42","351,650,419.42","421,947,775.66","706,308,493.25","156,991,779.83","305,884,648.45","463,125,158.45","581,769,164.69","166,513,039.15","368,926,725.77","517,365,333.52","839,148,416.59","182,025,131.65","549,786,980.18","658,973,414.54","860,713,277.21","214,347,173.97","655,277,579.54","1,033,812,964.51","1,301,764,654.62","330,038,028.72","719,313,371.90","974,006,928.72","1,525,391,065.16","835,866,005.71","1,816,504,384.52","2,525,729,565.24","3,383,352,191.15","883,201,019.41","1,318,261,547.15"
支付的各项税费,"32,529,085.81","30,244,208.75","41,735,022.93","25,902,563.94","53,074,648.90","71,687,250.08","8,231,440.94","21,452,105.20","24,249,498.28","38,775,139.96","4,275,776.43","12,141,581.18","24,691,757.41","28,454,249.10","5,727,024.85","13,285,616.96","50,579,339.59","65,535,157.30","12,999,971.72","25,038,990.83","70,835,518.33","95,926,835.07","17,063,070.34","26,369,582.57","77,035,233.42","109,618,650.95","31,623,766.68","44,119,700.74","72,288,656.79","129,190,318.96","24,422,557.85","46,092,814.87"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"23,605,900.00",,,,,,
支付其他与经营活动有关的现金,"57,267,395.14","81,128,160.52","55,269,415.86","44,982,335.99","51,896,798.52","139,891,758.85","19,789,204.77","40,442,244.90","53,488,867.48","88,918,042.93","21,912,246.64","45,903,215.04","73,521,231.87","278,429,130.17","27,985,024.06","60,642,175.47","76,169,397.53","282,202,885.30","26,081,981.81","99,235,528.93","89,121,248.34","117,432,010.14","47,337,631.63","95,492,594.02","159,817,591.18","196,412,766.37","106,637,523.67","12,867,298.69","309,262,492.31","351,270,595.55","8,308,360.07","110,488,908.96"
筹资活动现金流入小计,"732,293,900.00","500,086,002.01","564,711,701.42","833,643,419.42","903,940,775.66","1,196,508,493.25","160,191,779.83","702,284,648.45","859,525,158.45","978,169,164.69","174,813,039.15","384,626,725.77","533,065,333.52","854,848,416.59","182,025,131.65","551,786,980.18","661,473,414.54","1,002,623,843.05","214,347,173.97","655,277,579.54","1,033,812,964.51","1,328,345,782.62","1,313,493,531.62","1,702,768,874.80","1,957,462,431.62","2,533,327,687.81","833,292,882.98","1,813,931,261.79","2,525,729,565.24","3,383,352,191.15","883,201,019.41","1,322,589,005.89"
经营活动现金流出小计,"1,379,048,566.19","1,479,583,021.85","1,903,950,983.08","1,060,517,957.35","1,664,636,067.45","2,298,166,807.96","523,931,154.93","909,551,413.82","1,247,847,310.70","2,056,384,797.52","509,713,944.29","854,217,955.43","1,369,661,641.86","2,337,848,593.70","450,171,451.00","1,110,790,076.63","1,618,324,038.57","2,610,729,454.02","631,263,573.92","1,007,855,555.38","1,873,949,991.09","2,690,388,487.82","701,806,600.72","1,638,963,360.91","3,061,721,669.31","4,176,743,599.12","1,297,345,053.35","2,417,066,154.20","3,562,930,477.49","4,817,666,632.24","906,030,570.15","2,774,534,993.19"
偿还债务支付的现金,"593,171,100.00","490,987,788.23","478,307,429.83","261,956,201.27","603,056,394.02","727,611,782.22","51,862,945.87","284,262,552.36","412,695,154.85","455,991,474.64","54,328,989.04","290,613,283.25","396,284,716.88","699,494,854.82","260,549,077.62","543,642,347.53","726,709,151.33","1,036,958,074.78","204,534,488.35","452,185,000.64","839,632,873.98","1,276,760,655.82","492,424,335.12","575,750,621.35","746,325,478.17","1,277,863,714.61","473,319,870.71","988,732,535.29","1,560,018,803.53","2,198,352,801.11","718,902,019.20","1,363,458,042.18"
经营活动产生的现金流量净额,"29,816,430.27","20,372,623.58","71,014,506.82","-74,345,041.42","25,085,340.45","-27,804,191.35","-103,604,806.83","102,054,356.69","181,772,392.83","129,115,147.36","39,744,521.14","198,686,975.35","221,998,768.80","235,694,122.75","-68,604,689.06","124,283,510.52","211,061,899.75","328,026,363.97","-136,819,965.15","170,447,992.12","117,082,919.09","189,273,679.74","-234,182,407.68","-436,044,984.31","-762,164,293.93","-302,272,556.47","-533,202,784.58","-665,107,806.48","-752,490,058.91","-397,898,273.38","75,816,576.58","-171,769,253.85"
分配股利、利润或偿还利息支付的现金,"46,636,587.60","24,379,900.61","40,257,730.46","14,458,015.56","17,848,629.02","21,690,756.21","5,570,020.92","60,782,038.32","73,921,201.96","67,395,765.56","8,127,259.86","46,733,830.83","49,125,575.67","82,804,963.90","12,344,356.61","70,013,037.72","77,702,644.39","88,162,989.92","14,970,461.69","249,776,346.81","260,670,504.90","110,984,600.29","10,215,838.62","80,039,724.88","93,721,908.84","142,333,026.62","16,991,072.11","119,460,237.05","76,461,698.64","175,300,706.94","40,724,616.38","74,635,653.64"
收回投资收到的现金,"467,685.93","2,970,750.25","100,000.00",,,"60,000,000.00",,,,,"60,035,350.00","263,035,350.00","986,035,350.00","1,289,494,850.00","7,050,000.00","134,087,000.00","58,293,847.06","30,807,140.00",,,"254,800,000.00",,,,,"9,198,807.51","2,970,000.00","7,707,382.24","2,970,000.00","72,133,485.14",,
支付其他与筹资活动有关的现金,,,,,"14,779,279.45","8,207,000.00","5,420,000.00","4,500,000.00",,,,"37,835,132.30","50,846,838.15",,,,,,,,,"294,207.02",,,,"95,360,000.00",,,,"13,716,800.00",,
取得投资收益收到的现金,,"13,100.31","12,755.18",,,"374,753.47",,,,,"11,852.72","42,003.85","1,305,266.24","2,528,717.67","10,913,060.32","10,962,521.77","11,010,873.47","11,584,554.23","12,932,042.16","12,955,439.41","13,012,064.09","13,332,833.96","12,314,402.93","13,043,229.00","15,514,068.54","17,646,847.47","15,305,743.90","18,275,743.90","18,275,743.90","50,064,329.83","653,754.09","19,043,853.52"
筹资活动现金流出小计,"639,807,687.60","515,367,688.84","518,565,160.29","276,414,216.83","635,684,302.49","757,509,538.43","62,852,966.79","349,544,590.68","486,616,356.81","523,387,240.20","62,456,248.90","375,182,246.38","496,257,130.70","782,299,818.72","272,893,434.23","613,655,385.25","804,411,795.72","1,125,121,064.70","219,504,950.04","701,961,347.45","1,100,303,378.88","1,388,039,463.13","502,640,173.74","655,790,346.23","840,047,387.01","1,515,556,741.23","490,310,942.82","1,108,192,772.34","1,636,480,502.17","2,387,370,308.05","759,626,635.58","1,438,093,695.82"
处置固定资产、无形资产和其他长期资产收回的现金净额,"317,973.74","21,746,400.00","3,508,211.53","345,000.00","1,118,653.85","1,428,668.97","321,339.15","1,621,339.15",,"4,575,205.68",105.53,,,"1,400,478.20","105,076.92","472,990.57","1,624,823.53","15,896,580.85","1,284,141.60","1,388,981.16","1,392,884.35","16,121,148.15","42,120.00","6,331,284.17","8,663,253.55","5,950,204.97","410,048.88","203,448.88","649,945.01","11,976,783.96","97,517.71","71,325,332.98"
