科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
筹资活动现金流出小计,"226,865,158.12","229,344,808.99","115,831,621.38","26,109,926.12","40,221,865.01","45,343,859.69","45,343,859.69",,"25,828,898.78","44,490,160.66","91,110,280.51","58,350,262.21","103,562,705.02","112,085,147.95","165,315,235.38","38,416,995.65","198,649,633.16","239,995,596.73","289,994,996.96","52,151,823.49","241,403,586.06","312,750,266.09","443,671,674.31","300,722,879.26","479,397,910.57","1,046,386,302.19","1,144,633,323.56","183,726,095.25","225,990,905.46","255,473,995.49","276,284,500.84","92,220,233.78","189,103,810.89","308,579,878.67","131,916,688.89","293,541,627.14","430,750,949.26"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"17,500.00","37,269.23",,,"122,721.54","128,480.77",,"6,417.29","12,259.61","12,259.61",,,,"59,846.16","7,849.99","7,849.99","7,849.99","3,354.23","56,884.61","302,076.92","294,297.40","391,987.17","134,474.89","29,551.77","29,551.77","284,391.64",,"77,294.87","146,948.81","1,943,722.34","2,765.00","26,999.54","44,304.18",,"189,857.36","352,891.10"
筹资活动产生的现金流量净额,"-18,005,478.66","-37,545,211.35","-50,264,925.35","-12,104,699.71","450,934,633.57","463,724,263.89","455,141,638.89","30,392,600.00","22,357,845.26","50,876,719.53","21,920,471.61","-13,750,866.59","653,031,566.32","689,845,940.06","683,831,717.90","60,158,327.58","-16,372,271.51","1,699,903.10","27,700,470.78","46,277,264.02","82,647,937.33","218,040,666.22","226,727,359.31","58,937,701.17","111,973,690.42","877,080,261.70","799,602,439.98","82,363,368.04","35,914,233.61","19,114,036.23","49,529,201.61","85,671,097.30","90,966,312.10","124,433,064.04","256,565,998.64","-10,276,285.64","-23,850,262.22"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,"-365,869.30",,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,"6,750,306.75",,,,"64,283,237.70",,"501,458,082.00","935,283,454.64","1,455,342,708.78","206,240,157.10","496,091,600.05","707,074,996.55","886,321,857.11","88,009,490.48","122,207,302.98","161,263,734.99","837,227,748.41","191,579,830.00","276,560,950.01","396,940,269.72","854,353,931.88","240,675,924.26","706,301,806.50","908,995,372.01","106,899,190.13","162,813,612.01","534,664,190.12"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,000,000.00","17,500.00","37,269.23",,,"122,721.54","128,480.77",,"6,417.29","12,259.61","6,762,566.36",,,,"64,343,083.86","7,849.99","501,555,242.97","935,380,615.61","1,455,346,063.01","206,297,041.71","496,393,676.97","707,369,293.95","886,713,844.28","88,143,965.37","122,236,854.75","161,293,286.76","837,512,140.05","191,579,830.00","276,638,244.88","397,087,218.53","856,297,654.22","240,678,689.26","706,328,806.04","909,039,676.19","106,899,190.13","163,003,469.37","535,017,081.22"
五、现金及现金等价物净增加额,"8,151,314.63","7,732,813.26","14,465,549.92","-6,295,290.20","437,952,172.06","390,719,277.25","345,563,867.75","-67,035,383.59","-71,953,256.19","-86,479,905.93","-203,771,120.49","-80,384,713.89","613,680,093.12","564,164,585.47","-54,974,462.84","-39,348,143.67","73,848,092.30","-79,647,426.14","-71,575,590.94","18,085,289.33","53,507,002.64","212,321,526.73","2,936,800.82","57,813,126.65","2,717,471.10","679,455,436.42","3,569,751.25","1,335,219.56","-20,481,308.86","41,294,704.45","20,443,590.78","-32,025,995.76","-14,361,276.02","-32,538,379.20","207,519,759.20","-119,851,127.71","-158,711,913.70"
购建固定资产、无形资产和其他长期资产支付的现金,"11,193,809.01","13,594,838.81","8,778,899.91","15,371,397.37","33,439,292.71","56,529,471.89","124,796,217.18","93,867,518.30","109,179,489.83","126,304,154.36","239,753,901.22","77,470,528.48","118,917,233.74","187,644,023.63","204,186,113.50","169,038,808.04","245,607,261.69","326,275,006.57","315,962,085.99","88,584,289.76","169,196,558.73","360,192,737.40","592,671,490.37","114,815,306.92","237,286,691.24","410,430,773.99","485,928,396.55","67,933,984.36","68,369,443.75","133,537,345.23","340,104,907.76","79,034,350.03","134,229,685.14","208,560,340.63","145,850,277.27","60,762,277.18","100,966,981.04"
期初现金及现金等价物余额,"6,602,283.32","14,753,597.95","22,486,411.21","36,951,961.13","36,951,961.13","36,951,961.13","36,951,961.13","382,515,828.88","382,515,828.88","382,515,828.88","382,515,828.88","178,744,708.39","178,744,708.39","178,744,708.39","178,744,708.39","123,770,245.55","123,770,245.55","123,770,245.55","123,770,245.55","43,694,654.61","52,194,654.61","57,182,178.26","52,194,654.61","55,131,455.43","55,131,455.43","55,131,455.43","55,131,455.43","58,701,206.68","58,701,206.68","58,701,206.68","58,701,206.68","79,144,797.46","79,144,797.46","79,144,797.46","139,870,518.86","347,390,278.06","347,390,278.06"
投资支付的现金,,,,,,,,,,"6,498,000.00","6,498,000.00",,,"6,720,000.00","7,310,000.00",,,,,,,"20,090,000.00","20,090,000.00",,"4,000,000.00","4,000,000.00","4,645,000.00","6,000,000.00","6,000,000.00","6,000,000.00","6,000,000.00",,,,"2,723,255.57",,
期末现金及现金等价物余额,"14,753,597.95","22,486,411.21","36,951,961.13","30,656,670.93","474,904,133.19","427,671,238.38","382,515,828.88","315,480,445.29","310,562,572.69","296,035,922.95","178,744,708.39","98,359,994.50","792,424,801.51","742,909,293.86","123,770,245.55","84,422,101.88","197,618,337.85","44,122,819.41","52,194,654.61","61,779,943.94","105,701,657.25","269,503,704.99","55,131,455.43","112,944,582.08","57,848,926.53","734,586,891.85","58,701,206.68","60,036,426.24","38,219,897.82","99,995,911.13","79,144,797.46","47,118,801.70","64,783,521.44","46,606,418.26","347,390,278.06","227,539,150.35","188,678,364.36"
