科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"268,140,005.37","247,333,289.28","241,243,461.49","55,124,618.18","110,547,498.52","155,537,764.41","241,266,200.64","62,203,224.09","147,306,147.85","244,650,901.72","366,434,179.13","119,530,062.78","229,933,157.46","297,539,143.98","468,853,091.93","166,658,763.13","249,933,479.12","256,705,084.35","455,613,194.86","162,042,266.86","373,268,428.67","570,092,343.28","822,305,987.13","243,148,008.42","480,776,742.13","734,297,998.15","984,154,806.70","260,544,233.80","627,041,298.17","976,013,956.56","1,309,907,360.45","310,640,566.50","687,857,334.11","1,143,843,701.58","1,618,766,637.94","471,967,033.81","885,330,403.59"
取得子公司及其他营业单位支付的现金净额,,,,,,"12,750,000.00",,,,,,"4,333,600.00","4,333,600.00","4,333,600.00",,,,,,,,,"61,012,476.35",,,,,,,,,,,,,,
收到的税费返还,,,"982,557.55",,,,"243,258.41","70,077.04","70,077.04","330,920.04","330,920.04",,,"187,454.48","247,316.68","94,724.90","94,724.90","192,115.82","359,208.04","187,099.41","315,890.82","315,890.82","2,088,836.64","2,419,767.43","3,808,107.86","8,287,815.90","14,447,370.05","426,672.92","1,277,023.72","1,521,929.09","6,128,866.87","373,303.49","1,233,920.11","1,515,675.18","727,953.77","614,330.32","1,333,413.35"
支付其他与投资活动有关的现金,,,,,,,,,,,"29,150,000.00",,"24,529.35","39,174.78","661,066,493.82",,"250,000,000.00","756,000,000.00","1,252,227,000.00","137,224,321.87","394,430,000.00","467,411,561.95","583,863,250.60","4,117,047.02","42,314,867.82","59,603,170.01","1,238,670,349.04","209,265,010.45","228,209,199.13","271,698,988.69","642,108,034.21","234,080,053.24","633,099,016.30","870,179,671.91","164,659,822.19","151,289,843.11","431,296,903.15"
收到其他与经营活动有关的现金,"105,489,990.72","19,181,209.50","21,579,164.78","6,986,998.23","12,037,506.11","13,863,362.76","22,748,277.65","7,081,415.86","19,535,279.15","28,694,403.57","44,774,809.55","16,656,781.23","33,422,070.01","40,375,196.23","48,944,207.08","32,819,011.07","62,631,917.81","34,195,803.17","82,160,331.95","11,674,510.60","22,623,753.45","49,277,841.29","12,084,890.42","19,114,738.27","34,573,186.68","299,445,616.88","32,446,769.73","56,353,387.62","7,698,587.25","63,288,873.51","35,910,852.90","17,754,860.51","29,885,421.73","21,074,767.23","18,803,352.08","8,748,870.31","17,525,480.50"
投资活动现金流出小计,"11,193,809.01","13,594,838.81","8,778,899.91","15,371,397.37","33,439,292.71","69,279,471.89","124,796,217.18","93,867,518.30","109,179,489.83","132,802,154.36","275,401,901.22","81,804,128.48","123,275,363.09","198,736,798.41","872,562,607.32","169,038,808.04","495,607,261.69","1,082,275,006.57","1,568,189,085.99","225,808,611.63","563,626,558.73","847,694,299.35","1,257,637,217.32","118,932,353.94","283,601,559.06","474,033,944.00","1,729,243,745.59","283,198,994.81","302,578,642.88","411,236,333.92","988,212,941.97","313,114,403.27","767,328,701.44","1,078,740,012.54","313,233,355.03","212,052,120.29","532,263,884.19"
经营活动现金流入小计,"373,629,996.09","266,514,498.78","263,805,183.82","62,111,616.41","122,585,004.63","169,401,127.17","264,257,736.70","69,354,716.99","166,911,504.04","273,676,225.33","411,539,908.72","136,186,844.01","263,355,227.47","338,101,794.69","518,044,615.69","199,572,499.10","312,660,121.83","291,093,003.34","538,132,734.85","173,903,876.87","396,208,072.94","619,686,075.39","836,479,714.19","264,682,514.12","519,158,036.67","1,042,031,430.93","1,031,048,946.48","317,324,294.34","636,016,909.14","1,040,824,759.16","1,351,947,080.22","328,768,730.50","718,976,675.95","1,166,434,143.99","1,638,297,943.79","481,330,234.44","904,189,297.44"
投资活动产生的现金流量净额,"-8,193,809.01","-13,577,338.81","-8,741,630.68","-15,371,397.37","-33,439,292.71","-69,156,750.35","-124,667,736.41","-93,867,518.30","-109,173,072.54","-132,789,894.75","-268,639,334.86","-81,804,128.48","-123,275,363.09","-198,736,798.41","-808,219,523.46","-169,030,958.05","5,947,981.28","-146,894,390.96","-112,843,022.98","-19,511,569.92","-67,232,881.76","-140,325,005.40","-370,923,373.04","-30,788,388.57","-161,364,704.31","-312,740,657.24","-891,731,605.54","-91,619,164.81","-25,940,398.00","-14,149,115.39","-131,915,287.75","-72,435,714.01","-60,999,895.40","-169,700,336.35","-206,334,164.90","-49,048,650.92","2,753,197.03"
购买商品、接受劳务支付的现金,"225,569,138.08","148,732,316.06","131,060,452.79","25,421,265.30","68,281,211.75","116,447,961.22","161,548,743.64","60,328,434.63","105,558,463.85","188,049,485.51","249,081,136.87","91,678,614.62","133,907,579.92","189,573,260.82","336,780,858.26","83,667,358.75","146,788,286.19","132,951,384.85","404,987,560.88","156,174,932.04","280,103,895.04","349,285,815.63","559,814,727.23","160,309,550.70","348,566,355.45","485,014,118.83","724,867,023.64","244,930,170.70","515,993,136.77","763,899,070.71","965,240,906.54","295,184,257.70","570,643,626.59","891,731,410.09","1,272,653,521.02","436,648,773.81","794,872,746.12"
吸收投资收到的现金,,,,,"477,150,000.00","495,061,625.00","486,479,000.00","2,250,000.00","2,250,000.00","2,250,000.00","2,250,000.00",,"699,999,992.94","699,999,992.94","703,909,992.94",,,,,,"10,182,120.00","124,868,546.50","139,538,357.82",,,"1,127,836,550.98","1,128,273,317.16",,,,,,,,"156,710,859.13",,
支付给职工以及为职工支付的现金,"6,396,059.80","8,822,862.50","7,838,346.97","3,384,920.90","5,439,005.36","8,986,887.83","12,451,607.63","2,940,413.11","8,771,868.09","15,237,161.59","20,969,419.29","6,283,053.54","15,254,548.22","19,096,830.73","30,707,725.18","7,922,191.21","14,650,653.96","22,428,772.88","37,598,614.87","12,100,941.13","21,186,539.53","29,341,081.86","49,417,485.78","17,773,112.77","35,147,275.07","54,416,037.78","89,883,067.65","31,141,133.41","57,768,187.35","80,982,046.06","120,383,604.38","39,343,080.09","72,854,700.15","103,212,804.44","93,982,218.65","60,552,366.26","116,963,454.35"
取得借款收到的现金,"208,859,679.46","191,799,597.64","65,566,696.03","14,005,226.41","14,006,498.58","14,006,498.58","14,006,498.58","28,142,600.00","45,936,744.04","93,116,880.19","110,780,752.12","44,599,395.62","56,594,278.40","101,931,095.07","145,236,960.34","98,575,323.23","182,277,361.65","241,695,499.83","317,695,467.74","98,429,087.51","313,869,403.39","405,922,385.81","530,860,675.80","357,236,571.98","591,371,600.99","776,475,928.45","796,808,361.92","266,089,463.29","261,905,139.07","274,588,031.72","325,813,702.45","177,891,331.08","280,070,122.99","433,012,942.71","231,771,828.40","283,265,341.50","406,900,687.04"
支付的各项税费,"14,305,796.30","27,560,353.29","25,865,028.98","6,182,318.91","14,939,484.57","23,443,922.11","30,015,978.32","3,042,085.72","15,288,831.04","35,734,885.18","44,951,952.67","12,937,568.31","10,601,604.68","24,099,554.53","26,629,714.50","34,761,902.19","11,383,039.24","15,426,580.10","18,506,871.62","6,242,468.30","9,872,886.60","43,266,683.41","38,704,526.55","20,775,846.47","17,123,732.79","28,672,305.72","38,421,755.02","17,899,239.91","50,303,849.84","58,907,088.71","82,375,346.23","18,304,113.85","36,523,508.67","77,454,279.08","21,354,637.64","32,096,685.86","78,749,546.90"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,"2,424,008.45",,"19,154,084.46","19,154,084.46",,,,,,,,,,
支付其他与经营活动有关的现金,"93,008,399.61","22,543,603.51","25,569,249.13","5,942,304.42","13,468,471.75","24,370,592.30","45,151,441.84","6,604,248.82","22,430,369.97","39,221,423.76","53,589,657.13","10,117,326.36","19,667,604.76","32,276,704.79","54,512,975.03","3,696,560.15","55,565,759.91","54,373,334.49","63,472,726.22","8,065,940.17","46,952,804.70","63,186,628.58","41,410,160.08","36,160,190.13","66,212,188.37","358,813,136.64","82,178,183.36","12,762,733.99","42,406,879.65","100,706,770.07","81,117,546.15","21,198,657.91","83,282,533.26","81,306,757.27","93,019,641.02","12,558,599.66","51,218,398.58"
筹资活动现金流入小计,"208,859,679.46","191,799,597.64","65,566,696.03","14,005,226.41","491,156,498.58","509,068,123.58","500,485,498.58","30,392,600.00","48,186,744.04","95,366,880.19","113,030,752.12","44,599,395.62","756,594,271.34","801,931,088.01","849,146,953.28","98,575,323.23","182,277,361.65","241,695,499.83","317,695,467.74","98,429,087.51","324,051,523.39","530,790,932.31","670,399,033.62","359,660,580.43","591,371,600.99","1,923,466,563.89","1,944,235,763.54","266,089,463.29","261,905,139.07","274,588,031.72","325,813,702.45","177,891,331.08","280,070,122.99","433,012,942.71","388,482,687.53","283,265,341.50","406,900,687.04"
经营活动现金流出小计,"339,279,393.79","207,659,135.36","190,333,077.87","40,930,809.53","102,128,173.43","173,249,363.46","249,167,771.43","72,915,182.28","152,049,532.95","278,242,956.04","368,592,165.96","121,016,562.83","179,431,337.58","265,046,350.87","448,631,272.97","130,048,012.30","228,387,739.30","225,180,072.32","524,565,773.59","182,584,281.64","358,116,125.87","485,080,209.48","689,346,899.64","235,018,700.07","467,049,551.68","926,915,598.97","935,350,029.67","306,733,278.01","666,472,053.61","1,004,494,975.55","1,249,117,403.30","374,030,109.55","763,304,368.67","1,153,705,250.88","1,481,010,018.33","541,856,425.59","1,041,804,145.95"
偿还债务支付的现金,"219,641,328.64","221,956,572.50","113,910,279.76","26,000,523.83","40,028,287.13","45,110,168.39","45,110,168.39",,"12,232,382.89","30,544,187.02","76,521,026.07","30,610,281.90","75,986,292.77","84,310,581.16","128,330,875.71","38,011,784.36","177,031,465.90","217,886,729.75","267,083,950.14","50,535,973.68","225,270,141.86","269,822,019.42","372,129,006.91","285,793,536.74","457,663,589.62","1,017,784,475.26","1,107,558,783.61","179,579,818.25","210,736,846.13","238,301,563.09","255,473,512.28","90,862,428.12","175,463,139.18","278,082,021.27","123,940,588.18","288,548,393.10","377,974,049.50"
经营活动产生的现金流量净额,"34,350,602.30","58,855,363.42","73,472,105.95","21,180,806.88","20,456,831.20","-3,848,236.29","15,089,965.27","-3,560,465.29","14,861,971.09","-4,566,730.71","42,947,742.76","15,170,281.18","83,923,889.89","73,055,443.82","69,413,342.72","69,524,486.80","84,272,382.53","65,912,931.02","13,566,961.26","-8,680,404.77","38,091,947.07","134,605,865.91","147,132,814.55","29,663,814.05","52,108,484.99","115,115,831.96","95,698,916.81","10,591,016.33","-30,455,144.47","36,329,783.61","102,829,676.92","-45,261,379.05","-44,327,692.72","12,728,893.11","157,287,925.46","-60,526,191.15","-137,614,848.51"
分配股利、利润或偿还利息支付的现金,"7,223,829.48","7,388,236.49","1,921,341.62","109,402.29","193,577.88","233,691.30","233,691.30",,"13,596,515.89","13,945,973.64","14,589,254.44","27,739,980.31","27,576,412.25","27,774,566.79","28,740,759.67","494,522.27","21,618,167.26","22,108,866.98","22,911,046.82","1,615,849.81","16,133,444.20","42,928,246.67","47,718,771.62","4,601,862.73","21,734,320.95","28,601,826.93","29,642,805.29","582,535.00","15,254,059.33","20,248,532.40","16,662,276.49","1,357,805.66","13,120,668.00","29,977,853.69","7,889,209.76","4,993,234.04","52,776,899.76"
收回投资收到的现金,"3,000,000.00",,,,,,,,,,,,,,,,"89,310.98","89,310.98",,,,,,,,,,,,,,,,,,,
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,,"8,243,600.00","-89,310.98",,,,,,,"23,823,895.78","10,327,479.79",,,"7,431,734.66","3,563,742.00",,"-3,076,100.00","4,148,712.07",,"520,003.71","520,003.71","86,890.95",,
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
