科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"153,795,452.42","292,769,322.51","776,696,159.66","245,086,965.96","430,838,854.10","416,215,823.60","254,694,975.31","137,043,899.87","396,659,314.17","283,884,232.36","193,478,970.77","130,366,129.08","186,582,036.69","259,805,299.04","282,660,465.21","538,860,470.96","279,983,993.66","276,321,862.52","265,384,916.97","362,732,909.73","646,315,973.84","539,047,272.96","495,512,318.23","259,929,690.43","334,644,225.99","290,916,811.44","257,900,974.82","274,665,464.38","260,720,979.50","384,266,211.06","276,712,930.53","221,909,921.12","230,358,271.11","487,341,084.89","436,147,740.90","461,090,805.60","449,430,855.64","465,925,407.81","484,581,558.60","697,174,387.97","938,251,249.21","1,200,354,724.11","1,040,474,185.33"
短期借款,"338,700,000.00","358,700,000.00","378,000,000.00","431,000,000.00","736,000,000.00","816,000,000.00","733,000,000.00","520,000,000.00","560,000,000.00","509,500,000.00","619,500,000.00","472,000,000.00","678,000,000.00","708,000,000.00","758,000,000.00","882,950,000.00","874,775,447.19","1,016,177,420.89","1,093,104,972.44","1,521,045,268.09","1,407,029,946.43","1,177,850,729.11","1,212,108,540.04","1,186,957,952.40","1,093,352,488.68","996,497,099.00","1,090,247,527.60","1,219,904,603.80","1,252,629,600.00","1,182,094,000.00","1,036,300,000.00","984,410,000.00","964,869,768.52","970,000,000.00","1,301,900,000.00","1,255,255,055.28","1,217,800,000.00","1,279,139,500.80","1,290,900,000.00","862,000,000.00","1,195,080,000.00","1,367,057,000.00","1,491,611,808.22"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"85,721,582.77","146,653,372.30","137,857,070.96","73,271,261.24","75,045,161.12","81,650,004.21","124,026,860.54","46,198,710.87","73,843,133.40","46,644,090.48","68,069,269.89","68,907,327.56","121,071,383.50","198,548,027.94","492,245,779.05","444,276,156.38","159,765,660.44","185,716,016.58","328,891,564.11","504,499,139.90","607,811,592.17","281,355,967.54","131,201,142.54","328,323,948.56","149,740,322.72","201,466,195.27","266,260,434.44","358,644,559.94","262,335,909.51","284,943,806.64","209,947,139.82","132,579,507.31","169,606,295.31","191,843,263.05","143,579,359.27","120,697,269.10","156,050,051.45","241,548,439.47","193,305,001.55","231,483,997.91","279,812,484.10","628,551,261.96","652,238,484.42"
应付票据,"173,200,000.00","168,300,000.00","100,000,000.00","141,600,000.00","217,800,000.00","178,000,000.00","131,843,677.63","141,993,677.63","269,807,000.00","280,014,400.00","190,610,883.72","162,910,000.00","227,240,000.00","298,104,247.20","300,354,006.80","295,949,759.60","394,280,000.00","416,175,921.60","550,500,000.00","477,505,000.00","894,514,869.30","651,009,869.30","423,600,000.00","229,850,000.00","382,390,158.79","312,814,803.67","289,319,959.44","203,348,140.86","190,367,621.18","264,154,974.36","212,044,281.09","136,683,846.49","212,494,035.90","162,144,035.90","290,240,000.00","347,180,000.00","374,720,000.00","328,100,000.00","336,280,000.00","329,370,000.00","679,191,075.40","813,139,626.39","765,032,735.99"
应收账款,"60,537,193.85","68,023,246.20","75,858,196.02","57,786,449.27","82,420,207.29","101,722,659.11","87,895,054.08","55,034,255.43","58,366,004.71","74,842,205.35","58,990,526.57","43,034,418.78","49,163,355.94","48,705,285.84","50,330,435.33","69,597,148.78","30,621,168.84","42,700,722.31","34,282,011.06","49,105,589.27","45,888,417.43","50,811,679.11","52,918,594.54","40,311,621.78","53,702,229.88","65,749,372.05","55,390,385.79","61,029,325.95","72,209,043.59","69,972,676.85","59,964,742.49","43,958,702.95","42,097,936.71","50,760,478.51","348,215,780.37","281,869,285.98","300,921,279.49","287,542,081.01","400,965,011.22","287,068,852.85","298,018,973.52","241,927,681.69","298,639,188.92"
应付账款,"188,451,470.57","169,384,768.22","178,968,845.85","326,769,528.33","424,425,768.46","398,376,035.12","348,423,853.82","305,262,323.30","337,765,530.41","387,418,953.38","542,784,549.91","474,531,579.11","667,595,393.95","762,566,201.04","517,859,018.31","604,671,926.56","838,545,082.59","1,005,230,932.50","733,378,191.52","556,739,415.99","609,231,902.58","676,954,860.90","623,459,833.49","435,873,438.90","508,333,327.38","461,184,036.42","439,923,173.12","412,360,172.17","452,453,514.33","469,466,209.83","418,645,557.87","432,426,390.02","418,998,287.41","403,633,788.34","528,810,748.12","543,319,630.88","547,930,561.15","557,202,406.81","624,939,979.04","601,198,868.31","614,797,224.73","617,704,585.62","610,624,406.10"
预付款项,"14,809,338.89","11,043,414.93","153,731,830.42","167,373,803.52","180,282,837.18","252,442,579.29","264,140,265.34","85,600,387.55","129,600,545.47","132,101,703.37","213,533,827.07","121,783,702.30","292,883,255.99","129,701,588.57","231,820,794.88","160,823,789.99","325,453,341.96","246,001,961.68","201,389,631.35","77,631,429.40","142,912,688.22","107,311,601.96","123,753,967.88","116,199,843.85","139,664,571.25","157,377,474.89","126,124,642.05","40,201,015.74","69,287,806.83","55,745,883.76","93,534,679.81","24,867,304.44","28,928,946.37","52,087,214.54","71,495,923.20","59,695,874.05","126,952,318.27","129,067,522.08","205,148,475.19","172,000,693.87","209,614,522.78","201,630,317.74","166,027,694.09"
预收款项,"31,344,042.96","35,524,175.99","61,832,512.26","21,667,375.22","28,185,695.26","44,897,331.33","23,815,703.79","9,811,142.15","34,276,314.90","33,872,402.45","71,205,988.09","33,868,810.61","131,230,884.26","127,083,701.32","203,417,247.40","170,442,911.01","115,691,349.13","250,517,398.53","55,361,581.69","80,745,511.27","193,093,414.36","99,842,194.65","110,648,637.93","159,109,692.92","94,493,328.65","137,102,058.08","106,380,436.42","129,690,594.33","103,341,073.31","155,243,286.40","126,611,458.21","52,341,155.73","109,920,579.64","128,127,671.30","146,874,430.06","84,618,100.76","240,058,348.47","137,741,805.06","231,691,498.84","432,807,078.36","120,658,699.57","312,664,836.57","193,393,782.78"
