科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"3,921,017.25","4,809,988.61","8,630,678.91","5,194,753.76","7,236,666.74","9,979,705.05","3,712,695.26","6,630,534.46","9,677,370.65","15,441,166.42","6,661,034.27","13,327,887.02","20,554,155.97","27,747,495.10","9,512,434.37","18,288,472.35","27,154,008.96","35,633,094.26","10,028,039.48","18,948,921.21","28,286,031.73","38,759,635.71","13,088,220.58","25,798,224.98","37,099,059.33","46,044,972.36","11,396,548.19","18,679,705.23","26,752,258.29","34,835,105.94","12,062,382.89","19,324,271.06","26,412,188.39"
取得借款收到的现金,"6,300,000.00","25,475,300.00","31,700,000.00","12,000,000.00","15,988,981.00","16,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,"5,000,000.00","3,000,000.00","5,000,000.00","7,200,000.00","7,000,000.00",,,,,"4,585,056.73","4,585,056.73","8,365,056.73","8,365,056.73",,,,,,,
支付的各项税费,"6,974,472.51","9,031,126.36","12,395,768.77","9,376,758.83","14,926,971.98","18,830,710.34","3,313,781.07","5,814,165.92","8,931,941.00","14,960,911.07","4,821,436.12","13,570,028.58","20,449,155.44","24,566,788.30","2,339,266.79","12,326,880.51","20,604,254.72","23,933,071.73","3,554,305.32","13,981,317.78","24,034,412.57","34,631,723.73","6,041,139.63","18,518,830.78","29,644,790.99","40,311,301.83","9,548,860.55","19,544,486.23","29,352,206.80","40,520,221.41","8,488,126.36","16,249,137.45","27,290,615.49"
收到其他与筹资活动有关的现金,,,,,,,,"52,366.66","52,366.66",,,,,,,,,,,,,,,,,"4,191,679.25",,,,"1,000,000.00","10,000,000.00",,
支付其他与经营活动有关的现金,"13,686,320.19","14,317,401.23","8,838,592.40","5,681,928.78","7,898,343.13","14,536,799.53","6,126,922.45","10,055,616.74","11,571,037.15","20,811,944.75","9,002,302.41","17,328,957.84","25,383,404.58","34,110,360.91","11,498,551.23","21,065,297.85","35,747,242.67","34,214,549.49","11,113,580.40","23,433,428.47","40,800,405.47","37,400,622.02","15,671,189.91","31,991,444.20","48,407,591.38","39,542,112.09","6,829,180.49","12,384,534.72","18,268,292.43","24,527,485.48","6,601,303.66","14,703,064.04","23,594,990.47"
筹资活动现金流入小计,"6,300,000.00","36,294,160.00","49,944,660.07","12,000,000.00","15,988,981.00","464,580,000.00","2,000,000.00","2,052,366.66","2,052,366.66","2,000,000.00",,,,"5,000,000.00","3,000,000.00","6,200,000.00","7,200,000.00","13,200,000.00",,,,,"5,585,056.73","4,685,056.73","8,465,056.73","12,656,735.98",,,,"1,000,000.00","10,052,631.00","22,500,000.00","25,500,000.00"
经营活动现金流出小计,"64,972,063.34","87,505,002.63","95,991,892.81","37,375,581.84","70,180,200.93","103,028,634.46","35,627,814.32","75,079,270.48","107,156,869.27","192,604,960.39","51,823,695.92","113,065,040.64","182,056,678.71","232,987,021.50","54,415,561.17","120,554,905.71","194,476,624.54","249,245,936.47","52,482,293.63","114,914,793.20","182,845,123.52","249,017,227.70","61,180,219.94","140,018,964.83","229,798,108.05","265,086,977.54","46,720,642.47","104,345,893.12","160,373,192.86","225,700,656.08","59,560,318.39","110,808,439.34","178,646,502.05"
偿还债务支付的现金,"3,600,000.00","36,080,700.00","30,750,000.00","27,000,000.00","31,000,000.00","31,000,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,000,000.00",,,,"2,000,000.00",,,"2,000,000.00","4,000,000.00",,,,,,"4,603,061.22","4,603,061.22","4,585,056.73",,,,,,,
经营活动产生的现金流量净额,"22,186,205.84","21,698,947.83","13,285,650.06","36,147,508.21","22,746,490.51","20,812,701.09","-9,814,050.23","-252,373.14","12,883,434.88","11,663,482.49","11,573,102.16","27,884,867.81","37,877,558.83","55,090,811.47","-4,454,045.82","9,962,754.39","30,069,068.94","46,320,824.69","3,493,982.37","30,824,618.65","41,114,392.60","59,633,875.40","30,254,507.68","60,796,167.99","77,351,368.96","100,685,094.61","21,767,393.42","34,344,746.25","58,378,677.47","71,256,382.16","5,702,234.38","36,760,732.41","43,669,714.03"
分配股利、利润或偿还利息支付的现金,"337,645.30","980,354.88","4,761,228.43","6,063,729.50","6,056,959.50","6,068,479.00",,"8,901,093.27","9,111,764.40","9,059,228.89",,"5,715,516.00","8,040,000.00","8,040,000.00","81,499.99","10,225,009.64","10,349,459.65","10,435,195.36",,"12,173,181.57","12,173,181.57","12,060,000.00",,"11,944,672.89","11,954,603.27","12,114,522.45",,"21,105,000.00","21,105,000.00","21,105,000.00",,"21,105,000.00","21,105,000.00"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,"17,000,000.00",,"17,180,000.00",,"35,760,000.00",1.00,,,,,,,
支付其他与筹资活动有关的现金,,,"239,000.00","410,000.00","179,706.97","5,500,000.00","622,000.00","814,127.36","814,127.36","330,000.00",,"283,012.48","283,012.48",,"648,833.33","80,000.00","80,000.00","2,200,000.00",,,,"4,191,679.25",,,,"6,818,871.57",,"45,325.53","45,325.53","527,530.96",,"115,326.04","115,326.04"
取得投资收益收到的现金,,,,,,,,,"63,013.70",,,,,,,,"294,143.84","678,721.92","720,205.48","886,095.89","1,178,030.03","1,502,309.72","131,698.60","211,166.39","318,026.13","4,757,288.14","960,887.67","2,475,767.12","3,931,997.26","7,642,181.73","920,348.28","1,163,910.68","6,209,600.98"
筹资活动现金流出小计,"3,937,645.30","37,061,054.88","35,750,228.43","33,473,729.50","37,236,666.47","42,568,479.00","2,922,000.00","12,015,220.63","12,225,891.76","11,389,228.89",,"5,998,528.48","8,323,012.48","10,040,000.00","730,333.32","10,305,009.64","12,429,459.65","16,635,195.36",,"12,173,181.57","12,173,181.57","16,251,679.25",,"16,547,734.11","16,557,664.49","23,518,450.75",,"21,150,325.53","21,150,325.53","21,632,530.96",,"21,220,326.04","21,220,326.04"
处置固定资产、无形资产和其他长期资产收回的现金净额,"100,000.00","89,080.00",,"82,384.62","84,000.00","84,000.00",,"77,155.00","77,155.00",,,"17,000.00","17,000.00","10,000.00",,,"29,200.00","29,200.00",,,"9,000.00","81,100.00","8,382.00","8,582.00","8,582.00","8,582.00",,,,"110,000.00","30,000.00","90,000.00","90,000.00"
筹资活动产生的现金流量净额,"2,362,354.70","-766,894.88","14,194,431.64","-21,473,729.50","-21,247,685.47","422,011,521.00","-922,000.00","-9,962,853.97","-10,173,525.10","-9,389,228.89",,"-5,998,528.48","-8,323,012.48","-5,040,000.00","2,269,666.68","-4,105,009.64","-5,229,459.65","-3,435,195.36",,"-12,173,181.57","-12,173,181.57","-16,251,679.25","5,585,056.73","-11,862,677.38","-8,092,607.76","-10,861,714.77",,"-21,150,325.53","-21,150,325.53","-20,632,530.96","10,052,631.00","1,279,673.96","4,279,673.96"
处置子公司及其他营业单位收到的现金净额,,,"1,375,694.73",,,,,,,,,,,,,,,,,,,,,,,"8,271,303.05",,,,,,,"1,000,000.00"
四、汇率变动对现金的影响,"-32,244.60","-14,863.40","-17,628.09",-595.95,-738.29,"-1,081.50",-191.80,-368.18,"-1,240.53",,,,,,,,,,,,,,,,,,,,,"27,112.92","-27,112.92","-12,954.12","-65,967.42"
收到其他与投资活动有关的现金,,,,,687.00,,,,,,,,"46,800.00",,"2,276,059.58","2,276,059.58","2,292,552.73",,"20,000,000.00","17,206,748.00","50,207,177.36","10,000,000.00","3,011,721.55",,"100,356,246.58","1,000,000.00","418,119,500.29","36,144,579.74","86,144,579.74","15,000,000.00","474,582,466.05","316,087,991.67","313,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"100,000.00","89,080.00","1,375,694.73","82,384.62","84,687.00","84,000.00",,"77,155.00","140,168.70",,,"17,000.00","63,800.00","10,000.00","2,276,059.58","2,276,059.58","2,615,896.57","707,921.92","20,720,205.48","18,092,843.89","68,394,207.39","11,583,409.72","20,331,802.15","219,748.39","136,442,854.71","14,037,174.19","419,080,387.96","38,620,346.86","90,076,577.00","22,752,181.73","475,532,814.33","317,341,902.35","320,299,600.98"
五、现金及现金等价物净增加额,"17,787,941.11","-3,908,598.05","10,009,283.32","8,429,877.08","-12,082,660.59","426,021,475.31","-16,312,194.23","-21,901,693.49","-11,426,145.50","-20,356,959.84","-22,498,301.64","-53,259,690.16","-79,157,398.42","-76,228,214.62","-15,015,263.97","-18,734,348.86","-25,442,181.08","-65,651,254.06","3,965,049.70","-11,928,467.97","2,748,802.44","-24,963,197.62","-369,710.11","-50,495,476.25","-36,974,577.28","-217,472,035.42","65,439,671.38","46,877,959.45","117,470,610.95","61,450,489.96","320,895,014.35","354,317,343.16","305,007,544.77"
购建固定资产、无形资产和其他长期资产支付的现金,"6,449,463.85","24,331,081.71","18,828,865.02","6,325,690.30","13,396,030.18","16,885,665.28","5,556,623.20","11,239,589.20","13,716,419.45","21,063,280.05","33,871,525.08","74,858,950.77","107,897,220.86","124,910,502.18","15,021,393.81","26,480,989.77","42,483,163.35","63,173,780.63","20,213,422.00","48,407,273.60","56,227,623.76","76,928,803.49","4,764,392.99","11,680,089.19","15,715,583.54","25,332,589.45","3,408,110.00","4,936,808.13","7,334,317.99","10,452,655.89","365,552.44","992,011.44","2,130,396.04"
期初现金及现金等价物余额,"4,833,865.92","22,621,807.03","18,713,208.98","28,722,492.30",,"28,722,492.30","454,743,967.61","454,743,967.61","454,743,967.61","454,743,967.61","434,387,007.77","434,387,007.77","434,387,007.77","434,387,007.77","358,158,793.15","358,158,793.15","358,158,793.15","358,158,793.15","292,507,539.09","292,507,539.09","292,507,539.09","292,507,539.09","271,736,020.72","271,736,020.72","271,736,020.72","267,544,341.47","50,072,306.05","50,072,306.05","50,072,306.05","50,072,306.05","112,050,326.97","111,522,796.01","111,522,796.01"
投资支付的现金,,"583,785.89",,,,,,,,,,,,,,,,"400,000.00",,,"38,000,000.00",,"900,000.00",,"44,060,000.00",,,,,"1,500,000.00",,,
期末现金及现金等价物余额,"22,621,807.03","18,713,208.98","28,722,492.30","37,152,369.38",,"454,743,967.61","438,431,773.38","432,842,274.12","443,317,822.11","434,387,007.77","411,888,706.13","381,127,317.61","355,229,609.35","358,158,793.15","343,143,529.18","339,424,444.29","332,716,612.07","292,507,539.09","296,472,588.79","280,579,071.12","295,256,341.53","267,544,341.47","271,366,310.61","221,240,544.47","234,761,443.44","50,072,306.05","115,511,977.43","96,950,265.50","167,542,917.00","111,522,796.01","432,945,341.32","465,840,139.17","416,530,340.78"
