科目,2008-12-31,2009-12-31,2010-12-31,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"4,666,740.30","14,434,242.24","31,364,063.93","36,802,437.85","29,574,499.33","22,365,922.31","257,931,537.61","237,132,020.49","240,108,002.89","230,828,557.21","239,149,807.40","207,681,826.54","209,221,095.24","194,083,996.34","215,950,536.56","221,877,443.54","182,578,621.22","143,045,096.54","132,115,867.49","133,608,354.48","114,108,594.67","159,323,462.26","191,835,886.49","164,545,918.56","162,215,426.16","167,225,557.82","92,723,584.30","96,495,837.65","28,498,651.46","24,421,910.26","592,687,570.58","681,825,639.10","241,876,045.26","151,993,956.75"
短期借款,,,"22,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00",,,"5,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","7,000,000.00","16,600,000.00","45,500,000.00","74,900,000.00","96,040,502.37","121,882,239.37","160,126,963.26","223,060,692.56","299,608,347.11","344,685,790.37","250,126,649.12","261,304,563.30","240,502,576.01","262,329,083.28","230,908,431.21","237,877,049.60","165,438,039.30","112,003,584.15","397,079,833.53","515,519,090.58","354,186,609.00","331,095,974.61"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,"285,107.37",,"747,040.60",,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,"159,963.07",,,,,,"355,010.29","559,423.76",,,,,,
应收票据,,,,,,"500,000.00",,,,,,,"704,000.00","158,000.00","322,000.00","115,000.00","272,400.00","2,019,625.00","1,882,775.00",,"3,440,785.00",,"40,000.00",,"218,000.00","650,000.00",,"50,000.00",,"50,000.00","1,448,013.50","21,398,013.50","150,000.00","300,001.00"
应付票据,,,,,,,,,,"7,988,800.00","7,988,800.00","61,200,000.00","76,200,000.00","1,131,810.00","11,381,810.00","865,000.00","615,000.00","27,665,000.00",,"42,000,000.00",,,"75,000,000.00","3,100,000.00","3,100,000.00",,,,,,"23,897,000.00",,"10,501,767.92",
应收账款,"2,835,234.99","3,056,953.65","6,476,971.15","9,869,704.97","8,897,661.53","14,778,897.10","13,491,856.04","19,772,844.92","17,828,002.60","17,478,888.77","18,335,430.45","23,720,664.57","21,555,001.93","17,161,097.86","18,918,377.53","24,288,037.64","33,102,956.76","27,616,811.62","23,690,023.17","54,475,419.47","54,674,268.66","46,727,459.42","56,971,120.41","44,415,395.40","43,238,756.33","39,114,712.50","36,520,206.37","39,323,171.95","25,873,854.87","29,625,511.65","492,526,278.81","590,648,288.45","11,774,994.37","17,936,825.21"
应付账款,"831,401.38","6,705,298.19","3,614,353.92","5,033,995.98","11,183,758.09","8,801,510.94","7,481,062.06","9,404,474.89","11,019,261.55","6,236,813.83","6,927,622.31","13,389,892.11","22,497,861.44","23,424,245.47","12,225,206.00","14,537,596.88","17,660,586.37","13,194,354.92","29,335,072.74","24,038,354.49","83,803,387.92","68,765,604.27","67,968,913.69","64,402,768.54","68,309,191.62","57,177,608.72","54,321,746.05","54,175,212.76","45,283,889.84","48,327,251.20","77,449,055.13",,"32,640,570.13",
预付款项,"32,482.95","5,740,034.08","5,089,822.16","3,717,245.70","5,921,399.29","8,142,407.07","5,851,474.91","11,067,270.11","2,291,175.76","16,550,474.24","13,813,761.51","80,712,882.16","94,306,199.52","35,422,496.10","45,021,526.17","58,594,205.34","826,122.50","29,276,826.59","70,055,722.46","123,585,460.43","68,209,660.19","40,430,782.03","21,507,932.85","12,412,465.98","3,429,567.08","4,923,817.17","379,143.37","10,468,467.37","9,034,514.94","9,200,740.03","17,119,107.85","41,832,151.27","1,112,084.30","5,133,963.78"
预收款项,"4,389,618.00","660,113.00","1,050,823.00","709,094.27","490,768.64","1,238,113.32","2,498,893.04","4,301,192.24","5,178,315.54","3,608,230.97","2,462,404.05","1,151,840.60","9,056,137.00","11,364,343.12","597,292.47","13,362,383.37","2,671,317.56","1,815,560.91","23,632,892.38","36,743,721.98","28,949,558.73","33,889,098.47","37,571,494.46","9,951,013.99","18,912,840.43","17,933,172.91","14,149,369.65","8,250,726.72","14,739,538.76","9,707,911.84","19,633,197.45","60,306,174.26","74,683,024.80","87,297,456.56"
