科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"164,465,786.05","164,719,256.73","197,808,288.82","183,045,445.89","194,260,630.97","226,660,588.28","191,429,685.19","228,192,345.13","296,107,053.80","277,161,315.07","377,944,105.16","374,862,044.34","630,469,411.75","1,001,720,945.56","576,860,077.74","535,497,225.28","716,541,260.22","930,107,110.48","847,523,448.90","713,555,823.03","963,744,316.25","971,454,851.83","850,746,091.72","556,753,080.48","1,036,317,832.52","1,128,259,651.01","856,134,601.63","830,049,964.64","998,477,983.14","974,362,688.03","908,686,449.53","739,971,442.74","857,365,357.77","1,118,839,303.96","1,179,222,839.72","1,026,909,072.80","1,482,156,823.78","1,481,589,108.76","1,570,238,002.92","1,860,904,273.65","1,677,177,226.31","1,631,567,091.00","1,564,315,015.58","2,163,006,461.63","1,682,657,015.24"
短期借款,"382,470,000.00","367,780,000.00","365,800,000.00","302,800,000.00","263,900,000.00","253,900,000.00","486,050,000.00","559,000,000.00","669,000,000.00","590,000,000.00","525,500,000.00","517,847,366.83","737,598,458.32","676,215,702.72","571,271,926.16","584,866,093.90","988,593,259.93","725,526,498.67","638,712,499.53","685,079,262.89","841,020,253.93","619,866,696.92","392,454,509.54","128,787,254.89","451,287,479.85","189,227,788.66","268,509,882.53","80,043,578.90","252,713,006.74","195,000,000.00","147,228,402.08","275,002,559.28","547,503,829.00","1,141,794,109.01","880,059,229.37","586,981,181.83","1,383,225,421.50","1,861,194,485.91","2,287,699,451.78","1,389,278,307.05","2,131,062,642.32","2,853,600,096.89","3,347,770,308.58","2,585,344,554.12","3,151,353,075.98"
交易性金融资产,,,,,,,"1,000,000.00",,,,"300,000.00","28,061,218.00",,"18,385,730.00","34,635,510.00","44,019,395.00","147,921,400.00","15,367,050.00","20,266,056.00","1,890,450.00","4,316,300.00","5,691,000.00","18,554,250.00","66,076,483.20","6,224,892.68","7,171,565.65",,,,,"12,093,500.00","17,981,238.00","37,321,630.80","35,043,715.00","46,683,858.00",,"21,622,860.00","56,358,555.33","71,048,385.41","55,472,984.68","90,387,139.63","125,016,026.53","108,276,674.10","23,935,989.34","31,187,312.70"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"533,330.50","521,949.07",,"2,209,621.94","308,133.73","79,843,938.79","143,894,244.20","145,609,550.43","116,034,709.28","14,071,448.39","17,466,965.76"
应收票据,"3,470,770.07","2,238,133.90","5,733,100.00","3,030,803.66","1,110,000.00","236,628.23","6,987,250.00","3,300,000.00","68,336,833.67","14,053,831.00","61,753,903.60","1,600,000.00","64,059,244.86","76,521,034.37","49,165,830.42","38,023,086.45","120,786,671.78","60,974,697.11","133,880,138.52","150,796,398.53","77,379,511.34","115,905,556.55","179,149,250.83","110,717,422.95","47,397,428.00","175,602,165.18","301,093,681.45","105,986,983.51","231,806,865.80","359,428,519.50","400,267,003.06","326,294,647.27","291,881,089.82","330,172,177.00","299,776,247.74","214,311,972.25","54,750,809.55","79,891,911.76","81,114,192.69","126,838,020.82","105,322,467.98","282,669,330.35","662,237,806.10","345,129,891.53","193,962,269.34"
应付票据,"331,810,000.00","305,840,000.00","342,540,000.00","355,320,000.00","378,040,000.00","430,090,000.00","330,520,000.00","422,850,000.00","371,960,000.00","461,790,000.00","669,422,285.71","699,602,285.71","984,546,751.20","1,171,272,598.47","1,419,975,847.27","919,279,188.46","1,369,600,015.86","2,077,909,718.36","2,097,132,811.96","1,564,041,742.88","2,235,594,086.50","2,466,939,569.80","2,048,507,424.14","1,603,170,620.34","2,525,073,580.67","2,529,372,584.34","2,365,072,771.64","2,049,718,000.00","2,440,647,642.86","2,713,947,720.70","2,322,764,330.96","1,832,587,407.35","1,886,051,189.41","1,982,654,627.02","1,811,116,451.41","1,854,511,697.14","1,925,916,697.14","2,049,791,569.21","2,207,892,557.21","2,158,070,988.00","2,289,901,000.00","2,231,225,932.06","2,333,047,829.41","2,121,294,029.41","1,576,244,029.41"
应收账款,"49,974,702.09","42,255,639.67","44,140,793.08","25,734,478.74","37,444,474.81","31,364,274.64","120,177,332.58","117,409,095.72","173,614,219.34","202,969,337.90","237,004,688.45","72,787,749.59","34,187,621.43","165,848,456.80","192,532,927.19","150,436,869.39","361,620,828.78","388,061,879.87","406,092,900.34","262,114,359.67","437,162,249.97","483,637,373.41","382,136,456.56","420,124,319.12","448,512,801.93","694,344,998.78","640,056,107.41","493,570,928.01","777,710,262.65","1,126,499,814.45","951,983,427.48","916,451,001.43","825,436,474.77","996,114,359.88","1,211,449,495.62","1,175,850,143.36","1,469,385,345.48","1,624,296,792.64","1,896,399,494.45","1,431,011,433.43","2,049,800,094.46","2,013,191,809.16","2,434,223,387.99","2,355,164,322.70","2,792,484,026.24"
应付账款,"106,295,930.22","72,341,433.73","67,034,614.35","101,524,382.18","107,295,776.86","85,705,080.91","142,465,243.95","62,187,907.62","83,387,111.00","305,522,196.10","142,102,605.65","49,947,686.72","43,691,758.70","98,909,619.27","55,906,541.98","92,207,165.72","199,747,761.97","466,869,809.67","600,200,979.12","237,062,219.51","585,049,228.58","361,039,254.47","125,745,741.94","105,162,854.93","176,106,690.60","92,959,083.98","128,474,348.55","87,579,658.62","253,399,589.15","210,624,442.67","238,333,413.99","247,347,238.14","323,737,415.86","487,133,629.61","193,523,399.30","307,752,470.27","311,944,335.41","237,106,854.15","520,370,880.08","294,090,234.27","1,029,780,599.58","710,667,133.20","363,054,222.63","394,703,372.93","950,189,814.89"
预付款项,"173,474,513.01","139,155,546.79","136,278,456.76","128,858,217.18","126,712,926.47","105,242,517.17","130,114,014.84","360,678,306.61","402,030,602.44","354,784,261.85","360,754,138.46","335,615,966.48","520,506,941.96","1,043,326,538.42","1,134,152,035.00","930,292,342.80","1,095,920,038.48","1,521,760,360.89","1,884,140,095.47","1,092,172,801.54","1,463,771,017.11","1,503,470,433.16","1,621,144,436.12","1,126,823,460.44","1,560,848,713.28","1,541,137,184.62","1,394,463,440.12","1,047,578,658.77","1,327,452,646.87","1,289,053,745.53","1,205,457,159.58","1,190,113,387.83","1,248,030,756.56","1,026,808,883.17","1,288,227,283.73","1,206,851,981.87","1,359,035,046.39","1,519,164,907.39","1,748,482,662.78","1,003,680,677.83","1,532,396,757.76","1,683,349,263.49","1,966,753,414.67","1,854,031,950.22","2,538,949,474.32"
预收款项,"56,820,594.70","69,364,794.80","69,175,309.76","51,280,514.44","48,740,606.52","36,905,759.55","59,375,882.04","71,699,919.60","422,669,966.77","211,551,652.63","146,182,251.23","113,759,630.40","217,312,964.55","1,285,400,662.41","1,071,173,213.23","442,691,430.19","531,773,357.07","142,295,877.09","379,238,046.11","184,444,127.17","321,497,029.69","298,573,544.67","427,474,441.11","432,586,626.85","914,050,704.89","1,070,871,905.54","946,770,221.69","277,108,441.26","867,133,832.76","825,995,983.46","648,259,016.87","520,505,888.80","842,636,895.71","658,326,319.29","933,445,607.71","540,962,295.95","716,500,552.56","405,725,659.39","562,363,068.00","667,776,133.00","524,221,802.13","588,121,037.60","457,968,637.62","1,615,916,542.95","1,522,802,685.75"
其他应收款,"34,324,923.74","33,516,738.60","35,179,720.85","52,457,709.33","42,927,315.68","53,000,928.88","119,960,673.50","27,723,347.36","32,880,826.96","32,121,589.00","44,219,065.24","35,614,204.20","19,207,027.90","52,764,575.60","68,414,852.89","38,001,105.98","76,084,296.39","67,699,230.42","85,932,487.24","37,473,524.17","56,540,742.17","108,111,756.46","107,277,515.48","77,797,714.67","112,959,670.92","76,169,685.61","71,272,310.83","192,314,484.41","166,186,629.84","165,851,837.20","185,850,840.49","120,621,882.63","141,327,420.65","110,247,326.46","90,930,961.40","235,256,999.61","204,659,536.60","182,005,552.12","179,273,822.86","121,418,819.13","153,189,213.86","123,949,423.73","108,141,403.70","49,904,781.57","51,239,780.70"
