科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"257,685,460.22","405,577,289.18","261,615,523.47","389,043,660.76","330,640,338.83","1,053,395,913.88","1,210,508,539.58","774,938,548.01","901,140,020.01","624,810,985.78","474,916,565.43","634,752,504.34","658,473,980.70","462,136,250.72","380,957,080.22","432,824,112.61","582,208,126.72","1,052,668,639.33","623,861,202.18","623,411,880.41","579,139,027.69","647,122,474.77","642,088,799.97","476,350,802.11","852,152,009.02","1,437,081,295.10","1,390,974,887.06","1,809,874,829.10","1,833,829,589.63"
短期借款,"454,000,000.00","309,000,000.00","449,000,000.00","780,552,413.18","846,761,019.52","749,000,000.00","811,836,345.00","391,000,000.00","444,664,590.00","231,000,000.00","393,604,400.00","559,083,000.00","504,000,000.00","558,000,000.00","651,369,850.00","797,911,700.00","553,851,250.00","408,000,000.00","321,630,693.49","373,229,800.00","232,061,890.76","287,000,000.00","260,000,000.00","310,500,000.00","330,500,000.00","250,000,000.00","50,000,000.00","20,000,000.00",
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"52,883,653.00","27,557,218.71","45,722,695.85","66,404,534.21","62,968,256.54","97,072,304.89","106,618,479.98","53,206,455.30","93,703,022.48","139,411,073.55","93,352,877.18","118,857,659.82","76,312,982.43","86,386,886.25","86,715,922.12","83,069,573.02","93,633,008.28","90,067,396.19","70,418,066.83","69,929,435.49","75,602,780.86","114,325,076.25","106,045,705.03","71,852,920.23","114,117,949.58","148,693,775.24","88,315,405.61","72,520,506.90","73,859,353.02"
应付票据,"196,550,000.00","465,639,168.40","385,139,811.08","240,614,000.00","271,401,900.00","145,944,780.00","210,401,161.31","406,267,358.11","608,143,884.52","485,332,406.00","517,016,841.80","1,047,006,521.80","873,838,716.70","415,375,999.95","544,169,777.71","252,407,059.85","531,414,977.52","765,214,039.26","716,390,760.53","593,678,220.89","297,396,039.50","151,524,060.00","207,286,031.85","131,713,307.80","176,940,000.00","134,499,300.00","71,259,300.00",,
应收账款,"125,190,282.35","146,185,536.14","214,764,584.31","295,157,439.19","325,546,215.87","383,743,845.11","224,802,896.28","251,569,599.02","349,261,565.09","333,563,996.99","348,119,175.76","440,978,957.15","444,513,054.28","453,845,153.29","425,900,427.13","379,623,704.77","370,036,475.76","666,883,145.22","648,809,279.94","688,908,136.51","598,828,449.60","404,334,617.79","406,599,851.21","409,247,711.56","451,212,036.82","249,316,567.05","264,265,715.50","281,635,818.33","147,211,111.03"
应付账款,"45,423,347.38","15,320,619.59","14,692,303.07","16,825,973.28","15,398,710.85","37,881,964.48","46,249,778.80","48,923,022.46","70,544,562.24","62,042,525.79","34,343,612.19","22,731,371.30","33,908,724.45","78,366,497.40","42,080,012.93","64,708,951.67","89,899,179.41","74,514,450.22","71,866,856.57","48,513,944.14","48,135,888.61","45,339,146.35","45,290,225.99","59,045,896.92","73,439,989.11","304,830,339.84","363,099,499.94","456,791,552.80","233,637,511.89"
预付款项,"110,441,095.24","207,909,567.27","329,183,704.29","291,905,337.92","327,512,615.72","185,152,469.26","249,295,083.55","385,271,609.76","256,376,420.52","337,967,914.57","452,491,448.07","500,066,832.92","246,218,157.50","216,606,697.05","443,178,188.88","274,649,763.96","258,294,434.65","310,069,788.97","313,624,581.88","248,762,502.97","184,646,353.47","141,077,559.12","197,365,772.62","395,456,796.46","173,288,082.19","47,673,628.23","36,630,766.38","41,579,807.02","55,845,761.37"
预收款项,"152,256,133.90","164,061,688.55","93,820,463.86","60,893,119.00","124,692,914.69","57,666,965.63","104,819,712.95","99,968,220.42","151,660,812.28","91,273,436.59","86,062,916.60","116,924,585.37","93,378,981.32","77,248,266.17","79,795,689.93","71,380,396.21","78,295,916.93","117,750,208.85","70,483,123.09","93,116,067.55","80,591,190.29","77,212,329.34","86,690,134.45","93,445,549.71","91,111,832.36","71,752,545.67","73,101,399.46","96,293,957.17","101,378,078.98"
其他应收款,"3,914,022.20","5,468,928.80","10,071,058.78","7,010,578.42","32,468,556.99","5,269,387.35","4,898,537.06","7,322,672.53","16,985,767.17","16,272,893.20","8,974,514.27","7,871,958.68","8,277,019.84","11,205,107.82","14,493,781.70","11,291,072.06","10,420,630.11","7,711,138.94","9,025,473.82","15,515,337.95","14,558,199.71","17,931,767.11","16,068,581.16","13,048,516.01","13,128,667.43","373,924,999.03","378,111,456.13","16,565,316.74","73,234,274.64"
应付职工薪酬,"15,392,934.04","20,706,982.30","13,935,259.64","8,464,080.29","7,057,688.86","8,608,915.49","7,579,512.95","6,697,372.53","4,780,622.50","10,000,043.40","9,297,045.88","8,166,685.18","4,934,840.40","10,141,690.65","9,969,389.61","3,029,082.40","3,269,789.67","6,635,175.76","7,840,278.89","5,108,483.99","6,710,347.76","5,100,265.25","3,562,655.46","4,064,196.23","4,495,015.89","2,220,155.51","2,753,228.88","1,922,331.44","3,382,086.91"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"25,742,941.83","-11,302,179.65","21,746,230.78","20,526,923.39","198,300.68","5,805,539.79","-14,034,535.37","-4,194,074.52","-18,983,563.50","14,055,880.74","-19,902,521.12","-37,101,482.54","-53,705,709.84","-30,215,470.87","-28,390,699.44","-24,618,553.90","-25,506,031.70","18,012,980.78","3,639,021.13","9,099,363.70","4,371,864.32","7,141,567.71","16,869,494.63","6,684,506.63","8,828,651.64","7,606,404.19","483,006.39","1,014,160.10","451,727.52"
应收利息,,,,,,,,,,,,,,,,,,,,,,"1,307,934.55",,"2,447,945.21",,,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"31,177,702.38",,"34,000,099.61",,,,,,,"1,392,000.00","1,392,000.00","1,392,000.00","479,561.14","1,392,000.00","1,392,000.00","1,392,000.00","1,392,000.00","1,860,750.00","860,750.00","1,295,750.00","903,750.00","903,750.00","903,750.00","1,064,350.00","1,064,350.00","1,064,350.00","1,064,350.00","1,064,350.00","1,064,350.00"
存货,"408,886,820.61","413,463,101.80","474,756,152.54","442,782,533.87","603,471,849.00","520,051,074.06","648,031,209.96","592,152,135.12","715,810,188.47","447,885,961.24","614,751,255.13","873,614,704.02","891,895,147.75","742,219,755.48","863,751,808.32","871,689,073.67","851,662,785.29","709,171,729.81","734,007,930.22","735,527,371.94","579,151,412.39","498,539,219.01","428,497,429.99","434,927,634.74","343,781,320.49","153,217,878.17","165,327,310.82","150,544,974.81","129,292,251.40"
其他应付款,"2,386,674.64","21,944,667.81","10,260,117.46","12,055,812.83","9,404,180.82","6,012,009.40","7,481,050.58","5,644,817.03","9,313,604.43","2,324,921.56","3,793,663.76","2,128,552.20","3,362,347.14","2,360,005.13","3,958,131.52","2,959,197.77","3,043,512.39","1,575,018.41","1,638,476.92","39,539,599.65","10,918,730.97","3,090,325.72","3,276,112.92","6,736,181.55","6,519,762.35","367,067,747.55","379,084,484.43","398,238,311.08","28,628,044.27"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,"183,102.63","163,279.30","470,275.82","160,773.23","375,206.98","1,864,746.95","234,255.31","130,728.19","587,550.15","753,916.73","272,383.47","128,346.47","726,935.33","31,669,018.62","11,492,361.91","210,132.88","645,437.24","33,866,308.96","329,667,951.08","243,653,477.99","168,570,615.67","308,459,442.16","405,077,255.73","270,002,439.80","119,935,503.63","108,983,020.58","7,169,871.98","9,273,434.43","11,417,532.49"
其他流动负债,,,,,"467,961.63","690,451.00","762,467.79","379,881.45","48,261.89",,"44,180.00",,,,,,,,,,,,,,,,,,
流动资产合计,"959,184,436.25","1,206,324,921.20","1,336,583,995.06","1,492,464,857.60","1,682,983,039.93","2,246,549,741.50","2,444,389,001.72","2,064,591,747.93","2,333,864,533.89","1,900,666,742.06","1,992,878,219.31","2,576,270,963.40","2,326,417,277.83","2,004,068,869.23","2,226,489,570.28","2,053,357,432.97","2,166,900,898.05","2,870,438,147.42","2,729,414,485.95","2,625,708,143.26","2,200,496,839.39","2,133,098,090.76","2,201,743,395.71","2,073,334,766.12","2,067,615,569.16","2,518,891,163.40","2,330,795,413.48","2,381,994,687.33","2,324,689,873.58"
流动负债合计,"922,929,734.17","985,370,947.00","1,022,594,285.50","1,139,932,321.97","1,275,382,677.05","1,011,610,625.79","1,175,095,494.01","954,686,597.48","1,270,172,774.36","897,421,214.08","1,025,652,139.11","1,720,331,233.31","1,460,197,461.31","1,112,668,988.43","1,304,344,152.26","1,169,169,834.00","1,235,660,594.22","1,393,562,623.28","1,194,349,960.62","1,163,581,229.92","681,089,702.21","577,311,444.37","623,878,405.30","613,253,988.84","692,899,601.35","1,139,040,842.76","940,845,269.10","975,324,662.59","368,541,799.57"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,"5,000,000.00","9,636,065.65","9,636,065.65","9,659,824.32","9,671,769.76","8,873,029.91","8,604,437.37","8,445,584.70","11,069,552.76","7,087,272.09","6,699,830.12","6,970,907.80",
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,"1,817,056.91","1,817,056.91","1,817,056.91","1,817,056.91"
固定资产,"318,749,840.56","456,614,421.27","421,525,835.34","422,485,629.78","416,193,809.17","552,333,899.86","539,121,782.85","524,723,927.27","523,629,689.48","503,070,864.76","483,811,031.69","561,300,229.24","613,890,122.00","805,865,341.69","872,734,826.41","869,507,787.77","859,245,645.18","871,369,500.18","867,871,065.53","845,946,153.41","820,423,627.44","851,029,291.16","841,279,995.81","826,022,843.94","527,393,925.72","195,175,464.62","183,015,077.47","175,927,590.14","16,974,628.03"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,"8,039,569.93","7,962,205.36","7,782,378.50","8,766,476.22","1,437,783.70","1,437,783.70","1,437,783.70","250,909.35"
在建工程,"148,798,006.44","11,237,400.00","122,877,394.78","128,671,333.31","128,431,245.09","6,965,062.96","12,041,555.38","150,503,053.94","226,353,184.62","335,475,973.78","415,841,447.45","355,835,619.19","318,142,467.11","152,860,393.28","83,551,811.07","71,161,696.21","64,597,968.14","39,891,493.63","30,728,686.90","74,504,115.22","89,768,348.84","13,483,196.70","17,055,597.68","97,325,076.13","167,961,950.76","205,403,372.06","208,851,463.53","196,589,208.23",
其他非流动负债,"2,000,000.00",,,,,,,,,,,,,,,,,"9,727,500.00","9,727,500.00","9,727,500.00","6,548,000.00","6,548,000.00","6,548,000.00","6,548,000.00","3,179,500.00","3,368,500.00","3,368,500.00","3,368,500.00","3,368,500.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"2,000,000.00",,,,,,,,,,,,,,,,,"14,286,602.56","14,286,602.56","14,286,602.56","12,107,102.56","23,348,072.49","20,301,683.06","20,121,856.20","19,374,477.83","9,784,537.51","9,784,537.51","9,784,537.51","8,597,663.16"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"924,929,734.17","985,370,947.00","1,022,594,285.50","1,139,932,321.97","1,275,382,677.05","1,011,610,625.79","1,175,095,494.01","954,686,597.48","1,270,172,774.36","897,421,214.08","1,025,652,139.11","1,720,331,233.31","1,460,197,461.31","1,112,668,988.43","1,304,344,152.26","1,169,169,834.00","1,235,660,594.22","1,407,849,225.84","1,208,636,563.18","1,177,867,832.48","693,196,804.77","600,659,516.86","644,180,088.36","633,375,845.04","712,274,079.18","1,148,825,380.27","950,629,806.61","985,109,200.10","377,139,462.73"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"238,000,000.00","238,000,000.00","238,000,000.00","238,000,000.00","238,000,000.00","317,500,000.00","317,500,000.00","317,500,000.00","317,500,000.00","317,500,000.00","317,500,000.00","317,500,000.00","320,120,000.00","320,120,000.00","320,120,000.00","320,120,000.00","320,300,000.00","358,095,800.00","358,095,800.00","787,810,760.00","786,237,760.00","786,237,760.00","786,237,760.00","786,237,760.00","784,664,760.00","784,664,760.00","784,664,760.00","784,664,760.00","783,025,760.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"74,535,939.32","74,535,939.32","74,535,939.32","112,586,503.45","112,586,503.45","845,833,304.31","845,833,304.31","845,833,304.31","845,833,304.31","845,833,304.31","845,833,304.31","845,833,304.31","854,164,904.31","856,839,487.64","856,839,487.64","856,839,487.64","858,047,887.64","1,342,769,382.76","1,342,769,382.76","913,054,422.76","911,447,922.76","910,317,984.39","910,317,984.39","910,317,984.39","905,881,434.01","905,881,434.01","905,881,434.01","905,881,434.01","904,151,934.01"
无形资产,"96,521,635.32","106,087,248.31","103,782,777.46","102,621,628.06","102,041,053.36","101,460,478.66","100,879,903.96","100,299,329.26","99,718,754.56","99,185,379.99","98,893,155.93","149,492,378.43","175,602,608.37","175,725,045.01","174,740,195.23","173,789,859.19","172,825,495.85","171,886,479.42","170,931,476.49","209,303,033.90","208,309,089.89","218,781,823.32","217,654,843.91","239,707,990.60","237,994,920.07","164,279,556.78","163,199,749.31","162,296,289.74","42,893,560.13"
盈余公积,"20,944,061.36","35,712,079.44","56,153,942.47","56,153,942.47","56,153,942.47","68,661,530.53","68,661,530.53","68,661,530.53","68,661,530.53","82,555,407.44","82,555,407.44","82,555,407.44","82,555,407.44","95,734,085.24","95,734,085.24","95,734,085.24","95,734,085.24","109,246,062.02","109,246,062.02","109,246,062.02","109,246,062.02","124,182,154.41","124,182,154.41","124,182,154.41","124,182,154.41","124,182,154.41","124,182,154.41","124,182,154.41","124,182,154.41"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,"9,727,500.00","9,727,500.00","9,727,500.00","6,548,000.00","6,548,000.00","6,548,000.00","6,548,000.00","3,179,500.00","3,368,500.00","3,368,500.00","3,368,500.00","3,368,500.00"
商誉,,,,,,,,,,,,,,,,,,,,,,"4,964,016.83","4,964,016.83","4,964,016.83",,,,,
未分配利润,"200,443,001.98","362,836,540.87","521,016,409.65","593,834,673.34","641,747,248.54","649,905,098.86","673,527,633.38","642,932,710.65","671,543,246.14","690,211,163.38","715,506,047.63","675,520,903.29","714,100,475.35","746,396,719.55","773,112,823.59","719,379,691.79","752,735,158.62","769,151,081.51","813,523,058.73","784,460,902.54","825,413,372.90","812,824,799.43","840,100,569.47","801,293,803.12","476,749,467.92","133,163,253.33","134,107,551.04","132,900,398.94","206,460,536.16"
长期待摊费用,,,,,,,,,,,,,,"877,551.65","713,010.71","548,469.77","442,509.71","1,074,869.23",,,,,,,,,,,
