科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"197,166,990.70","143,742,328.92","98,565,467.98","291,018,842.12","131,627,837.32","20,654,677.68","45,347,627.90","139,328,592.04","175,416,073.01","141,747,111.22","74,666,842.48","137,066,718.11","88,452,064.40","169,125,300.58","41,862,942.81","131,902,948.64","121,225,643.51","123,827,995.71","94,057,555.20","151,444,619.79","155,653,176.53","177,577,391.90","136,646,230.35","572,649,882.52","239,374,411.48","296,978,671.01","169,791,624.32","4,106,387,455.65","3,297,163,139.65","2,510,988,388.52","2,009,909,663.88","3,260,800,087.97","2,042,998,023.85","2,254,279,713.97","1,945,952,436.08","3,722,352,063.02","3,824,336,839.22","2,612,443,681.61","2,084,360,693.79","2,610,300,060.33","3,046,091,863.02","3,008,146,818.96","2,555,362,100.01","3,535,853,787.93","2,896,172,547.20","3,276,700,311.03"
短期借款,,"50,000,000.00","50,000,000.00",,,,"200,000,000.00",,,,,,,,,,,,,,,,,,,,,"495,000,000.00","595,000,000.00","346,166,400.00","521,935,000.00","375,000,000.00","475,000,000.00","515,000,000.00","515,000,000.00","415,000,000.00","315,000,000.00","440,000,000.00","640,000,000.00","390,000,000.00","390,000,000.00","570,000,000.00","640,000,000.00","340,000,000.00","290,000,000.00","320,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"11,662,000.00","200,000,000.00","217,900,000.00",,,"100,000,000.00","100,000,000.00","500,000,000.00","380,000,000.00","200,000,000.00","505,500,000.00","200,000,000.00","200,500,000.00",,"600,000.00","926,648.40","647,680.60","816,520.20","1,132,788.00","52,515,292.83","19,605,000.00","17,527,441.10","29,327,441.10","119,591,060.00","173,700,000.00","39,600,000.00","95,050,000.00","70,131,066.59","47,949,119.38","76,282,499.96","90,741,396.99","54,417,842.40","84,601,144.52","58,597,128.23","87,565,090.92","120,807,406.36","102,906,621.67","117,454,744.06","112,240,800.00","134,131,291.32","160,287,063.12","162,673,974.00","183,320,260.00","264,796,805.24","286,373,754.84","547,521,319.00"
应付票据,"69,996,850.00","96,884,800.00","127,294,750.00","160,400,000.00","114,000,000.00","31,000,000.00","26,000,000.00","243,185,800.00","333,050,400.00","267,140,500.00","311,599,020.00","300,391,689.98","183,068,569.98","76,160,000.00","161,581,786.00","176,337,486.00","106,579,400.00","99,163,700.00","190,938,800.00","180,924,708.00","112,880,100.00","123,070,700.00","178,843,000.00","397,343,040.00","303,232,400.00","430,471,800.00","538,836,102.00","2,663,554,633.81","2,300,983,219.87","1,467,086,217.20","1,956,381,391.88","3,129,084,446.32","1,892,961,895.53","1,195,149,657.66","1,720,773,980.30","3,031,334,532.47","3,339,445,412.44","2,411,572,054.34","2,390,234,242.66","3,994,143,764.62","3,014,403,868.54","2,127,014,824.04","1,855,339,810.58","3,599,101,026.88","3,229,469,913.72","2,161,676,841.24"
应收账款,"340,033,176.87","327,090,603.90","628,650,229.97","119,322,072.94","218,546,124.23","133,026,399.85","632,758,718.84","438,632,356.06","452,149,514.80","624,562,570.63","521,959,452.74","544,215,217.25","304,702,822.19","531,770,012.99","891,108,714.83","647,006,167.89","227,920,640.71","192,438,788.51","377,289,521.37","642,916,337.33","350,589,132.31","538,034,608.06","464,345,323.35","726,152,811.66","562,140,306.17","367,708,734.65","464,844,541.71","1,239,948,071.62","777,067,175.54","835,092,937.72","814,238,144.66","1,428,400,253.11","1,349,973,154.59","3,438,145,584.54","2,872,085,690.52","3,413,192,313.86","2,438,334,543.72","1,108,092,575.27","885,532,645.35","1,783,341,417.45","953,392,276.35","985,760,054.24","970,701,968.05","1,723,907,297.56","1,741,212,869.13","1,137,779,620.60"
应付账款,"669,693,897.98","1,003,042,452.36","1,131,586,854.43","777,065,895.39","800,432,966.06","856,906,998.54","1,141,521,855.11","1,018,134,720.94","941,989,414.87","1,028,768,527.55","1,302,629,318.37","854,998,170.36","929,770,929.85","1,085,244,550.37","1,284,907,205.81","884,332,766.50","727,768,468.55","1,141,946,425.80","1,499,316,709.32","848,396,970.98","1,097,228,482.11","1,627,145,950.92","1,781,689,199.91","1,336,023,311.84","1,595,857,270.76","1,754,658,286.59","1,978,187,156.14","6,143,594,714.45","6,938,878,993.11","7,063,881,590.91","8,125,812,698.16","5,123,231,204.08","6,381,891,774.74","6,170,457,872.42","6,050,594,342.44","5,634,302,758.32","5,117,738,053.97","5,469,408,434.76","6,282,221,968.91","4,411,965,318.77","5,734,853,965.20","6,719,603,910.34","7,987,943,297.04","4,953,255,443.34","5,579,417,421.08","6,433,777,204.05"
预付款项,"19,225,275.54","2,686,865.41","9,808,273.28","13,704,517.40","9,368,328.88","13,522,723.99","19,637,254.34","18,693,520.28","19,057,213.87","31,725,524.49","31,886,355.75","81,220,114.67","70,578,651.42","42,240,466.79","19,846,177.65","92,884,472.37","121,578,237.99","171,833,045.86","177,469,592.73","139,629,721.55","141,017,661.07","116,493,026.57","104,982,434.50","76,850,043.66","94,809,019.30","91,563,990.51","125,732,825.89","731,876,783.20","905,636,232.65","307,170,889.77","926,962,388.95","619,780,256.45","450,267,064.25","284,391,085.52","295,540,112.81","360,931,426.19","608,175,643.21","355,580,415.16","361,579,446.31","1,153,017,622.42","819,109,041.26","459,549,635.12","446,967,756.63","391,621,078.75","381,924,810.33","330,340,390.41"
预收款项,"271,563,678.71","170,606,133.64","266,484,945.54","137,667,729.43","132,022,182.11","195,157,573.28","326,027,661.37","187,144,645.82","263,514,209.98","261,467,783.74","272,098,511.33","80,538,136.82","87,718,750.63","96,040,842.98","128,864,936.66","127,983,692.33","433,052,750.44","343,054,207.10","267,040,736.83","450,163,555.30","502,521,921.00","666,203,636.89","638,510,849.41","1,504,830,863.03","1,670,919,984.60","1,771,009,666.40","1,726,138,060.03","4,189,971,038.58","2,225,860,462.11","2,310,742,037.60","1,958,976,047.55","4,096,920,407.36","2,208,748,889.98","5,251,246,691.66","3,884,245,381.83","5,447,943,348.82","4,927,614,228.55","2,354,183,801.99","1,528,603,329.00","2,462,200,910.14","3,115,064,888.22","2,694,685,036.12","2,024,746,578.11","4,729,625,353.72","3,774,985,039.64","4,132,568,738.81"
