科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"124,956,174.44","262,234,718.84","410,836,279.48","303,532,629.43","675,903,368.03","225,428,945.89","457,167,101.01","735,892,431.42","1,073,257,535.40","395,733,505.22","797,079,457.74","1,224,939,234.70","1,648,212,501.55","475,300,317.50","911,332,960.70","1,413,267,823.26","2,035,669,435.76","591,982,540.05","1,269,431,609.71","1,912,838,973.95","2,564,585,211.71","912,918,532.13","1,645,504,749.75","2,430,149,309.25","3,130,436,222.11","980,035,194.26","1,896,250,746.87","2,707,819,095.08","3,654,612,175.05","1,165,760,189.26","2,279,071,483.57","3,414,788,670.55","4,630,356,121.77","1,466,150,157.43","2,937,863,469.28","4,461,359,005.91","6,077,874,296.07","1,590,679,198.34"
取得借款收到的现金,"168,000,000.00","683,643,120.73","1,647,000,000.00","1,078,000,000.00","1,848,000,000.00","57,500,000.00","57,500,000.00","801,500,000.00","2,247,500,000.00","1,140,000,000.00","1,541,000,000.00","1,691,000,000.00","2,730,000,000.00","742,500,000.00","1,642,500,000.00","1,677,500,000.00","2,887,318,000.00","97,500,000.00","1,470,500,000.00","1,851,400,000.00","2,111,500,000.00","447,000,000.00","181,020,000.00","235,200,346.00",,,,,,"689,090,000.00","677,440,000.00","677,440,000.00","237,718,800.00","400,000,000.00","600,000,000.00","3,590,000,000.00","3,790,000,000.00","1,201,095,606.00"
支付的各项税费,"95,743,956.52","174,270,553.35","251,974,110.11","192,083,737.47","367,955,786.57","124,106,209.05","253,812,597.51","384,935,056.05","500,289,770.96","173,689,992.05","343,887,435.00","545,934,315.36","741,018,954.31","289,187,149.77","422,490,767.40","636,138,845.66","904,926,189.67","348,413,567.82","570,657,691.73","765,500,674.74","1,102,277,058.76","398,326,025.05","740,885,536.83","984,362,312.83","1,300,836,855.77","351,583,166.03","696,221,643.08","1,070,030,192.73","1,525,658,095.10","515,780,516.32","1,004,641,387.54","1,394,199,191.47","1,631,028,815.93","609,091,118.14","1,150,101,042.31","1,508,793,684.05","1,874,855,756.65","564,893,150.74"
收到其他与筹资活动有关的现金,"120,500,000.00","72,893,567.00","18,126,515.57","178,200,000.00","167,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,"40,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,,,,"26,600,000.00","26,600,000.00","26,600,000.00",,,,,,,,,,,,"728,815,400.00","760,566,635.00",
支付其他与经营活动有关的现金,"305,419,725.46","386,667,214.85","551,826,282.77","335,532,608.24","879,097,494.88","376,712,277.84","651,767,434.36","1,018,382,125.41","1,523,026,654.42","530,669,354.82","1,258,388,254.56","1,718,735,364.21","1,856,203,630.09","517,189,407.69","1,297,874,854.59","1,518,391,505.91","2,128,592,105.99","1,034,082,741.12","1,432,876,904.09","2,122,110,587.37","2,733,428,376.14","782,246,016.20","1,642,818,901.57","2,740,863,951.66","2,863,515,479.46","887,995,668.74","1,822,678,620.46","3,021,693,392.31","3,544,046,286.56","1,202,707,638.62","2,087,775,143.37","3,449,876,462.78","4,700,816,022.53","1,865,993,528.39","2,905,278,023.19","4,069,141,375.79","6,940,878,121.43","1,065,832,005.64"
筹资活动现金流入小计,"578,209,997.64","1,004,737,004.05","1,665,126,515.57","1,256,200,000.00","4,537,010,686.64","84,500,000.00","84,500,000.00","828,500,000.00","2,247,500,000.00","1,180,000,000.00","1,581,000,000.00","1,731,000,000.00","2,770,000,000.00","742,500,000.00","1,642,500,000.00","2,683,152,000.00","3,889,998,242.00","97,500,000.00","1,470,500,000.00","1,851,400,000.00","2,113,546,187.67","6,144,294,298.75","5,878,314,298.75","5,932,494,644.75","5,704,094,298.75",,,"6,356,939,733.11","6,356,939,733.11","839,090,000.00","977,440,000.00","1,142,440,000.00","798,718,800.00","400,000,000.00","1,556,250,000.00","5,287,965,400.00","5,526,716,635.00","1,201,095,606.00"
经营活动现金流出小计,"4,387,614,281.76","6,658,924,570.27","9,954,987,501.35","6,356,873,408.55","13,633,933,044.15","4,334,325,760.91","8,770,333,938.49","13,783,083,560.97","20,005,589,898.33","6,915,449,653.18","13,118,527,071.66","19,720,442,082.93","26,598,065,620.81","8,486,694,121.38","14,521,579,067.19","21,846,434,660.65","32,308,002,638.69","9,752,557,687.40","19,239,614,354.41","29,283,202,734.13","39,297,677,672.66","11,523,888,330.27","22,632,582,833.37","33,885,090,464.49","48,986,382,511.99","13,946,691,429.48","26,306,378,481.29","39,408,505,490.56","56,917,863,615.76","16,250,343,946.74","29,846,845,231.54","46,126,050,958.38","67,240,730,060.60","20,140,092,721.87","37,701,398,295.12","56,838,186,076.02","82,982,810,521.01","23,784,942,711.19"
偿还债务支付的现金,"183,000,000.00","336,000,000.00","1,035,643,120.73","892,000,000.00","1,880,000,000.00","745,000,000.00","745,000,000.00","879,000,000.00","1,181,000,000.00","740,000,000.00","1,240,500,000.00","1,619,000,000.00","3,382,500,000.00","1,125,000,000.00","1,725,000,000.00","2,534,000,000.00","3,466,000,000.00","60,000,000.00","720,000,000.00","1,406,900,000.00","1,578,020,000.00","1,022,000,000.00","1,584,020,000.00","1,645,318,000.00","1,443,798,000.00",,,,,,,"660,847,750.00","237,718,800.00",,,,"100,000,000.00",
经营活动产生的现金流量净额,"54,035,107.61","180,638,817.07","205,414,977.16","332,721,027.80","682,609,645.05","410,359,573.66","472,302,971.63","730,632,128.72","579,115,896.33","317,871,242.38","395,020,229.09","1,037,302,351.03","1,832,405,302.48","572,459,702.39","1,206,077,856.35","1,598,842,339.29","1,769,278,121.77","871,743,590.90","599,792,965.97","1,276,406,571.90","2,016,093,844.46","1,340,797,626.83","981,565,075.47","1,591,788,503.37","1,538,355,678.44","1,324,796,994.76","1,247,253,479.35","2,370,853,696.62","1,928,186,576.21","901,759,429.33","2,605,463,252.27","3,130,165,201.91","2,641,028,564.92","1,518,783,863.60","1,308,273,929.47","2,391,849,420.69","1,760,909,317.46","1,617,906,293.30"
分配股利、利润或偿还利息支付的现金,"12,534,755.44","110,822,002.69","62,528,383.98","87,215,593.14","126,810,852.05","7,444,789.08","81,302,213.18","105,624,964.83","118,621,724.40","17,210,015.01","180,185,113.63","198,460,789.77","270,646,368.23","64,185,593.80","306,779,086.01","324,914,635.51","335,991,364.26","21,128,087.59","365,659,344.99","390,160,166.42","405,848,127.70","16,344,003.42","23,962,350.49","24,025,796.10","512,697,720.77",,"610,130,416.20","611,170,416.20","611,170,416.20","400,000.00","1,152,133,975.65","1,155,242,730.59","1,157,226,754.88","1,486,247.02","1,136,971,419.80","1,442,500,547.85","1,483,220,426.78","40,341,781.25"
收回投资收到的现金,"1,525,705.00",,,,,,,,"13,000,000.00",,,"31,500,000.00","299,993,901.72",,,"30,000,000.00",,"20,347,885.08","51,347,885.08","61,347,885.08","20,347,885.08",,"64,593,291.55","64,593,291.55",,,,,"434,557,442.00","976,653,608.68","504,550,823.38","925,966,908.47","524,925,345.38",,,,,
支付其他与筹资活动有关的现金,"162,096,531.15","273,526,515.57","4,772,567.00",,,,,"50,000,000.00","30,000,000.00",,"2,800,000.00","17,800,000.00","2,800,000.00",,,,,,,,"26,600,000.00",,,,,,,,,,,,"35,050,000.00","1,625,695,074.01","1,625,695,074.01","1,625,695,074.01","1,638,837,235.59",
取得投资收益收到的现金,"522,660.51","963,775.93",,,,,,,"21,584,900.00",,"808,547.73","14,282,747.73","13,480,298.28",,"705,950.47","1,051,645.14",,,"13,183,843.08","13,837,433.08","14,448,885.16",,"10,896,345.20","10,896,345.20","19,759,118.75",,,"21,577,631.44","1,326,795.00","4,556,109.59","61,991,964.59","100,282,609.84","12,131,122.48","1,700,000.00","24,003,727.56","25,703,727.56","27,290,172.82",
筹资活动现金流出小计,"357,631,286.59","720,348,518.26","1,102,944,071.71","979,215,593.14","2,006,810,852.05","752,444,789.08","826,302,213.18","1,034,624,964.83","1,329,621,724.40","757,210,015.01","1,423,485,113.63","1,835,260,789.77","3,655,946,368.23","1,189,185,593.80","2,031,779,086.01","2,858,914,635.51","3,801,991,364.26","81,128,087.59","1,085,659,344.99","1,797,060,166.42","2,010,468,127.70","1,038,344,003.42","1,607,982,350.49","1,669,343,796.10","1,956,495,720.77",,"610,130,416.20","611,170,416.20","611,170,416.20","400,000.00","1,152,133,975.65","1,816,090,480.59","1,429,995,554.88","1,627,181,321.03","2,762,666,493.81","3,068,195,621.86","3,222,057,662.37","40,341,781.25"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,100,918.10","312,560.47","909,045.45","193,095.38","963,299.08","6,943.63","5,531.77","6,943.63","1,026,209.17",,"199,784.32","577,072.62","708,054.44",,,,"3,280,228.41","7,501.64","81,692.97","497,592.46","1,735,795.02","1,815,028.26","7,837,126.18","7,837,126.18","2,718,093.72","1,116,177.84","3,112,934.32","5,021,343.46","3,838,067.09","2,995,378.60","4,046,888.54","6,539,682.42","4,059,180.93","6,351,202.71","6,682,038.37","8,414,471.44","5,011,131.33","621,767.04"
筹资活动产生的现金流量净额,"220,578,711.05","284,388,485.79","562,182,443.86","276,984,406.86","2,530,199,834.59","-667,944,789.08","-741,802,213.18","-206,124,964.83","917,878,275.60","422,789,984.99","157,514,886.37","-104,260,789.77","-885,946,368.23","-446,685,593.80","-389,279,086.01","-175,762,635.51","88,006,877.74","16,371,912.41","384,840,655.01","54,339,833.58","103,078,059.97","5,105,950,295.33","4,270,331,948.26","4,263,150,848.65","3,747,598,577.98",,"-610,130,416.20","5,745,769,316.91","5,745,769,316.91","838,690,000.00","-174,693,975.65","-673,650,480.59","-631,276,754.88","-1,227,181,321.03","-1,206,416,493.81","2,219,769,778.14","2,304,658,972.63","1,160,753,824.75"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104,338,920.44",
四、汇率变动对现金的影响,"-1,730,663.48","358,673.83","856,633.72","153,899.95","-36,027.27","-8,229.06","-28,919.93","-28,919.93","18,719.18",,,,"-2,390.82",,"-12,239.12","-12,239.12","-32,302.25",,,,,,"-35,542.76","-35,541.33","317,742.70",,"-92,514.97","-6,300.01","443,382.65","-2,688.13","-6,160,154.31","-8,659,857.72","-3,331,667.95","-5,985,752.30","1,463,790.00","8,599,078.56","8,860,998.08","-370,070.32"
收到其他与投资活动有关的现金,,,"74,096,168.00",,"1,500,000.00",,,,,"308,735,337.26","399,600,000.00","661,980,000.00","385,000,000.00","177,000,000.00","107,085,503.00","107,085,503.00","230,085,503.00",,,,"41,000,000.00",,,,"65,340,000.00",,"989,001,250.00","989,001,250.00","1,128,282,731.95",,"1,291,709,085.09","2,471,655,501.28","2,107,245,971.24","2,637,018,629.84","2,816,207,336.00","638,643,840.72","5,320,924,873.06","2,302,148,457.62"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,149,283.61","1,276,336.40","75,005,213.45","193,095.38","2,463,299.08","6,943.63","5,531.77","6,943.63","35,611,109.17","308,735,337.26","400,608,332.05","708,339,820.35","699,182,254.44","177,000,000.00","107,791,453.47","138,137,148.14","233,365,731.41","20,355,386.72","64,613,421.13","75,682,910.62","77,532,565.26","1,815,028.26","83,326,762.93","83,326,762.93","87,817,212.47","1,116,177.84","992,114,184.32","1,015,600,224.90","1,568,005,036.04","984,205,096.87","1,862,298,761.60","3,504,444,702.01","2,648,361,620.03","2,645,069,832.55","2,846,893,101.93","672,762,039.72","5,457,565,097.65","2,302,770,224.66"
五、现金及现金等价物净增加额,"90,581,596.33","87,501,947.76","76,453,164.21","142,544,946.92","2,270,970,585.03","-473,098,675.35","-922,021,082.99","-563,239,718.21","-1,057,148,871.55","636,382,464.00","392,048,775.01","431,092,215.05","-197,723,035.63","86,571,342.94","238,500,041.00","742,635,916.72","524,350,866.35","225,053,030.67","16,263,330.67","49,106,358.50","165,354,307.38","5,936,328,999.51","4,489,611,015.70","4,432,269,610.50","2,218,926,932.75","998,226,049.73","806,948,018.52","7,065,683,367.77","3,791,542,524.60","-585,056,838.10","-3,042,781,120.17","-2,320,254,675.22","-3,775,652,239.58","1,307,741,884.00","311,216,326.83","1,430,718,510.34","405,649,347.29","574,369,740.82"
购建固定资产、无形资产和其他长期资产支付的现金,"178,925,137.46","379,160,365.33","759,006,103.98","453,507,483.07","930,266,166.42","215,512,174.50","472,498,453.28","807,724,905.80","1,724,361,275.23","382,459,697.23","496,562,808.08","1,145,757,302.14","1,781,780,830.17","216,202,765.65","686,077,943.69","818,568,696.08","1,321,811,316.00","209,443,797.79","381,263,319.35","637,626,740.59","1,198,298,614.83","512,233,950.91","582,564,645.53","707,055,785.04","1,312,887,142.54","327,687,122.87","799,696,713.98","1,018,033,570.65","1,439,652,702.12","425,726,676.17","1,610,830,118.99","1,683,229,063.74","2,255,610,633.34","908,945,240.91","1,382,200,023.29","2,260,259,945.11","3,029,246,523.66","616,791,454.11"
期初现金及现金等价物余额,"93,073,511.41","183,655,107.74","271,157,055.50","347,610,219.71","347,610,219.71","2,618,580,804.74","2,618,580,804.74","2,618,580,804.74","2,621,207,778.02","1,564,058,906.47","1,564,058,906.47","1,564,058,906.47","1,564,058,906.47","1,366,335,870.84","1,366,335,870.84","1,366,335,870.84","1,366,335,870.84","1,890,686,737.19","1,890,686,737.19","1,890,686,737.19","1,890,686,737.19","2,056,041,044.57","2,056,041,044.57","2,056,041,044.57","2,056,041,044.57","4,274,967,977.32","4,274,967,977.32","4,274,967,977.32","4,274,967,977.32","8,066,510,501.92","8,066,510,501.92","8,066,510,501.92","8,066,510,501.92","4,290,858,262.34","4,290,858,262.34","4,290,858,262.34","4,290,858,262.34","4,696,507,609.63"
投资支付的现金,"1,525,705.00",,,,,,,,"223,000,000.00",,"33,977,461.02","33,977,461.02","29,977,461.02",,,,"244,456,246.32","473,974,061.57","651,720,392.09","719,696,217.01","828,250,482.80",,"263,012,582.67","798,905,178.08","818,275,136.30",,"22,500,000.00","1,048,500,000.00","2,090,209,085.09","398,982,000.00","697,214,885.09","1,213,611,177.09","2,289,874,457.24","713,999,497.91","1,256,797,977.47","1,584,178,880.37","1,620,422,322.72","3,842,331,129.00"
期末现金及现金等价物余额,"183,655,107.74","271,157,055.50","347,610,219.71","490,155,166.63","2,618,580,804.74","2,145,482,129.39","1,696,559,721.75","2,055,341,086.53","1,564,058,906.47","2,200,441,370.47","1,956,107,681.48","1,995,151,121.52","1,366,335,870.84","1,452,907,213.78","1,604,835,911.84","2,108,971,787.56","1,890,686,737.19","2,115,739,767.86","1,906,950,067.86","1,939,793,095.69","2,056,041,044.57","7,992,370,044.08","6,545,652,060.27","6,488,310,655.07","4,274,967,977.32","5,273,194,027.05","5,081,915,995.84","11,340,651,345.09","8,066,510,501.92","7,481,453,663.82","5,023,729,381.75","5,746,255,826.70","4,290,858,262.34","5,598,600,146.34","4,602,074,589.17","5,721,576,772.68","4,696,507,609.63","5,270,877,350.45"
