科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"281,282,932.80","317,949,432.62","333,381,606.14",,"93,405,224.63","176,417,541.79","280,362,104.87","46,423,334.00","100,655,697.64","181,402,229.16","332,524,836.53","65,896,988.30","161,679,991.40","263,621,004.05","447,689,198.90","75,125,682.45","217,442,927.65","326,712,036.67","498,994,673.11","127,921,909.65"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,,,,,,,,,,,,"4,702,248.82",,,,"285,613.93","3,745,610.55",
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"4,513,201.74","4,236,939.27","5,244,403.14",,"874,274.63","2,590,061.64","5,012,237.07","764,646.65","2,011,553.40","3,960,551.78","5,753,593.70","1,936,666.83","3,126,086.02","6,923,032.55","9,047,863.36","3,441,490.49","5,870,268.75","7,213,838.91","10,699,746.00","4,416,157.29"
投资活动现金流出小计,"6,274,194.72","13,233,080.05","33,010,356.25",,"41,657,987.51","75,866,352.69","89,768,839.55","43,295,478.60","67,812,142.64","104,275,897.41","113,204,515.51","13,710,351.05","23,289,883.24","34,536,964.47","165,861,720.17","18,568,945.97","27,616,335.93","51,829,954.70","66,020,130.40","2,631,173.71"
经营活动现金流入小计,"285,796,134.54","322,186,371.89","338,626,009.28",,"94,279,499.26","179,007,603.43","285,374,341.94","47,187,980.65","102,667,251.04","185,362,780.94","338,278,430.23","67,833,655.13","164,806,077.42","275,246,285.42","456,737,062.26","78,567,172.94","223,313,196.40","334,211,489.51","513,440,029.66","132,338,066.94"
投资活动产生的现金流量净额,"-6,274,194.72","-13,233,080.05","-33,010,356.25","-13,499,950.04","-41,657,987.51","-75,866,352.69","-89,768,839.55","-43,295,478.60","-67,812,142.64","-104,274,788.21","-113,203,406.31","-13,710,351.05","-23,289,883.24","-34,536,964.47","-165,861,720.17","-18,568,945.97","-25,469,335.93","-49,682,954.70","-63,873,130.40","-2,381,173.71"
购买商品、接受劳务支付的现金,"52,680,321.90","68,887,944.97","68,016,499.16",,"22,571,902.66","30,482,350.96","39,045,895.24","6,076,276.05","10,506,824.15","15,271,040.10","25,268,968.27","6,304,844.96","13,441,673.00","57,052,277.45","73,519,148.39","10,605,423.02","22,893,620.34","40,929,325.42","60,715,670.41","756,654.91"
吸收投资收到的现金,,,,,"437,000,000.00","437,000,000.00","437,000,000.00","9,121,072.00","100,351,185.00","100,351,185.00","100,351,185.00","43,546,520.00","43,546,520.00","43,546,520.00","96,981,404.00","6,574,320.00","6,574,320.00","6,574,320.00","6,574,320.00",
支付给职工以及为职工支付的现金,"121,225,094.88","154,469,975.57","170,102,323.45",,"101,387,662.05","155,496,453.49","194,725,361.34","60,885,699.87","108,443,088.33","164,346,098.53","224,583,817.91","81,385,899.09","146,864,174.30","219,252,986.66","292,270,371.69","100,158,946.91","173,262,744.02","247,649,414.97","330,025,184.19","117,598,264.41"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,
