科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付利息,"619,814.13","478,475.63","905,122.63","831,473.63","1,094,448.38","1,185,252.22","1,315,249.98","2,123,308.09","2,787,176.33","991,634.45","429,075.00","555,865.00","691,642.50","648,987.00","775,973.89","861,959.37","825,471.90","812,627.91","995,611.07","1,296,814.47","1,242,450.00","1,136,901.09","1,250,598.76","1,238,324.53","1,174,275.44","1,039,707.28","1,270,639.89","2,172,993.84","3,192,782.76","4,488,829.88","1,130,944.47","1,041,716.33","1,114,695.98","1,830,665.90","4,961,323.82","4,954,907.15","11,950,270.69","15,628,081.10","20,533,440.01","13,855,376.35","17,356,611.49","18,721,396.14","25,278,700.61","27,349,525.08",,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"3,488,182.24","5,989,820.24",,,,,"6,902,805.31","6,892,805.31","3,736,563.26","3,051,888.26","3,051,888.26","9,051,888.26","5,088,616.60","5,088,616.60","5,222,953.80","5,221,487.14","7,686,637.24","5,424,987.36","5,432,134.13","5,432,134.13","7,900,772.99","7,900,772.99","2,966,984.03","2,966,984.03","6,183,830.21","5,862,954.61","5,862,954.61","5,862,145.59","14,341,478.16","2,967,793.05","2,967,793.05","2,967,793.05","2,967,793.05","2,967,793.05","3,354,656.44","3,154,656.44","3,054,656.44","11,958,113.84","11,958,113.84","11,958,113.84","13,185,963.94","11,523,006.81","11,178,021.76","11,178,021.76",,,,
存货,"26,153,485.39","49,720,016.66","71,221,516.01","77,898,852.52","81,893,929.35","84,285,666.48","97,209,223.31","99,262,689.25","102,177,304.85","103,586,044.19","186,485,241.74","194,740,689.63","184,731,687.53","185,468,002.11","181,727,343.44","184,610,030.75","184,444,314.50","186,968,955.50","182,339,686.47","191,362,132.44","193,763,595.67","137,668,273.69","138,143,286.90","142,727,483.45","142,513,929.84","144,721,469.31","56,805,439.39","56,344,998.24","57,325,914.47","56,352,765.54","54,461,059.83","65,226,675.75","67,952,332.77","71,502,039.53","100,214,405.20","150,262,751.06","153,746,891.21","162,527,208.57","256,156,872.40","266,592,069.86","270,318,777.06","228,448,217.35","256,201,694.06","258,425,068.23","160,755,046.38","161,946,559.84","127,119,902.60","2,492,451.69"
其他应付款,"28,327,301.73","35,386,042.76","25,405,809.40","24,184,802.84","7,661,702.21","11,639,752.70","27,547,107.07","25,753,748.18","42,583,915.63","52,354,915.53","45,545,641.63","33,095,708.34","39,041,281.43","45,049,239.63","60,051,557.51","78,857,579.52","69,194,258.66","64,012,194.68","82,979,334.00","80,616,715.81","87,530,163.24","78,196,541.14","47,653,625.40","35,872,496.22","31,349,597.83","88,837,244.46","42,332,769.79","35,990,802.41","100,793,669.49","104,635,010.61","107,757,891.69","170,464,167.80","172,335,524.00","147,512,721.11","237,977,108.74","221,532,602.72","238,314,003.16","303,178,141.78","407,625,791.59","331,029,467.90","376,233,841.99","319,924,213.22","361,766,540.27","408,375,460.93","310,450,073.18","289,292,816.97","186,867,198.57","135,879,624.71"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,"531,630.00","103,000.00","319,630.00","219,630.00","1,747,523.91","1,542,055.07","924,652.96","189,717.62","594,588.64","493,561.47","154,214.36","45,073.84","987,594.77","815,999.75","640,154.77","466,434.76","826,201.10","586,041.43","359,488.09","175,934.77","1,319,145.92","1,151,590.71","1,126,372.18","1,033,262.59","1,252,813.59","1,108,093.60","2,276,425.92","2,031,247.43",,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"17,000,000.00",,"16,800,000.00","7,000,000.00","7,000,000.00",,"58,000,000.00","58,000,000.00","54,000,000.00","54,000,000.00","19,000,000.00",,"10,000,000.00","10,000,000.00","16,000,000.00","13,000,000.00","6,000,000.00",,"126,000,000.00","99,000,000.00","175,000,000.00","173,500,000.00","78,500,000.00","78,500,000.00","21,500,000.00","2,000,000.00","81,100,000.00","85,600,000.00","113,700,000.00","111,200,000.00","275,526,655.97","265,926,655.97","310,784,460.77","209,409,500.14","197,339,114.06","197,317,664.34","250,817,664.34","240,817,664.34","221,692,664.34","216,192,664.34","230,192,664.34","230,192,664.34","252,692,664.34","235,858,138.32","241,478,561.71","230,875,000.00","196,963,189.69","189,017,211.47"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,000,000.00",,"5,500,000.00",,"1,000,000.00","536,055.83",,,,,,,"878,447.81","878,447.81","1,569,320.75","1,569,320.75","2,162,466.06","2,159,716.04","430,357.38","458,283.05","116,528.06","116,528.06"
其他流动负债,,,"5,899,714.58",,"8,417,185.71","8,237,452.27",,,,,,,,,,,,,"104,285,416.67","105,814,722.22",,,"136,666.63","136,666.63","136,666.63","136,666.63","136,666.63","136,666.63","186,666.67","186,666.67",,,,,"49,350,000.00","49,350,000.00","49,350,000.00","49,350,000.00",,,,,,,,,,
流动资产合计,"144,219,509.24","299,998,842.17","245,010,425.88","236,523,266.95","198,937,549.50","210,330,629.40","209,257,593.29","224,570,590.80","217,562,893.33","239,437,907.10","298,713,788.13","326,807,384.78","330,311,705.15","346,638,631.87","290,196,758.43","270,630,056.49","298,546,463.02","295,741,788.17","322,973,316.45","439,861,046.63","337,541,792.02","354,194,541.43","345,544,544.67","333,526,774.67","485,494,147.90","506,484,844.80","316,775,242.32","289,278,336.14","290,000,588.62","281,771,682.49","561,269,604.30","504,401,111.89","489,991,202.37","280,818,964.56","386,409,561.91","324,134,287.84","358,410,907.92","435,522,890.45","418,269,640.47","430,659,331.83","398,736,855.29","494,425,943.46","415,118,440.54","404,611,450.45","544,495,067.87","702,104,105.08","945,223,715.80","966,721,629.93"
流动负债合计,"315,875,709.46","250,760,359.12","218,307,591.18","180,718,371.13","148,364,842.05","174,095,543.38","240,518,766.99","243,731,064.99","260,417,559.15","282,093,333.82","241,544,028.76","228,534,567.92","237,005,969.46","278,880,491.75","282,127,207.83","310,732,657.44","258,811,550.35","238,163,458.96","501,624,117.11","637,577,082.17","612,478,238.41","588,042,456.01","454,179,606.89","431,055,519.71","361,766,631.92","429,088,149.48","444,007,043.97","542,825,972.70","556,643,196.36","592,158,333.02","733,425,228.80","758,974,141.89","794,891,081.11","664,150,302.96","832,218,126.66","828,484,099.46","881,464,707.39","955,802,599.45","829,296,599.30","896,903,951.38","968,636,961.89","1,038,438,268.03","1,107,256,533.42","1,146,512,834.89","1,049,552,709.77","1,185,507,002.52","845,681,038.26","808,187,458.68"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28,380,000.00","26,280,000.00","26,280,000.00","45,780,000.00","45,780,000.00","45,780,000.00","45,780,000.00","45,780,000.00","45,780,000.00","45,780,000.00","45,780,000.00","45,780,000.00","45,780,000.00","42,780,000.00","42,780,000.00","42,780,000.00","42,780,000.00","42,780,000.00",
长期借款,"49,800,000.00","119,800,000.00","124,000,000.00","168,000,000.00","178,000,000.00","182,000,000.00","124,000,000.00","154,000,000.00","154,000,000.00","152,000,000.00","172,000,000.00","253,000,000.00","253,000,000.00","244,000,000.00","270,000,000.00","270,000,000.00","294,000,000.00","290,000,000.00","202,000,000.00","247,000,000.00","188,500,000.00","172,500,000.00","343,000,000.00","417,100,000.00","428,200,000.00","439,700,000.00","346,100,000.00","343,100,000.00","352,500,000.00","331,000,000.00","143,000,000.00","147,500,000.00","192,500,000.00","236,500,000.00","142,500,000.00","142,000,000.00","476,600,000.00","494,600,000.00","825,207,500.00","806,587,500.00","747,570,000.00","737,712,500.00","650,832,500.00","630,212,500.00","510,695,000.00","466,275,000.00","351,957,500.00","342,100,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,"101,193,194.45","102,739,305.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"658,665,052.21","636,665,052.21"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50,000,000.00","50,000,000.00"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48,500,000.00","43,460,855.29","35,250,360.34","30,140,836.07","30,429,227.55","23,081,292.82","23,626,279.73","18,442,048.40","18,837,855.77","14,005,670.97","13,904,534.78","8,575,406.42","8,837,211.11","3,440,183.63","3,632,244.89",,,,,
长期股权投资,"15,400,635.46","7,320,350.12","2,880,000.00","2,880,000.00","2,880,000.00","2,880,000.00","2,880,000.00","2,880,000.00","2,880,000.00","2,880,000.00","2,880,000.00","15,574,881.73","15,220,108.95","22,628,327.40","43,093,688.03","68,939,857.90","83,349,935.76","83,927,461.78","82,528,245.82","81,612,905.60","82,283,714.64","109,196,023.97","106,777,057.92","104,555,066.02","89,924,047.46","124,479,190.06","188,483,072.94","197,676,682.90","187,952,171.19","156,752,102.22","155,300,931.14","152,607,788.84","150,039,345.81","234,323,378.35","265,949,877.90","263,688,037.81","262,690,757.16","262,936,354.95","235,678,884.70","233,261,010.11","232,678,268.99","232,268,495.67","247,437,533.46","245,229,098.46","243,211,596.45","243,282,307.75","237,794,560.60","241,417,037.11"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,"6,280,006.32","6,228,388.47","6,467,230.10","6,413,204.36","6,353,515.19","6,299,065.64","6,244,616.09","6,190,166.54","6,135,716.99","6,081,267.44","6,026,817.89","5,972,368.34","5,917,918.79","5,863,469.24","5,809,019.69","5,754,570.14","5,700,120.59","5,645,671.04","5,591,221.49","5,536,771.94","5,484,976.78","5,430,527.23","5,376,077.68","5,321,628.13","5,269,832.97","5,215,383.42","5,160,933.87","5,106,484.32","5,054,689.16","5,000,460.81","4,947,117.25","4,893,331.30","4,839,545.35","4,785,759.40","4,731,973.45","4,678,187.50","490,272.05","484,249.10","102,643,738.26","101,798,307.00","102,519,667.90","460,157.30"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"193,267,029.31","231,258,523.48","225,391,647.44","220,922,133.19","217,651,076.08","222,553,251.53","205,032,314.54","200,770,868.31","334,033,807.29","363,412,404.34","399,331,107.19","391,787,796.81","389,597,759.86","421,248,424.37","482,031,952.00","473,953,919.84","470,706,658.22","469,339,321.77","518,265,799.27","540,311,905.42","532,539,372.58","513,246,008.40","606,844,631.58","597,110,446.58","587,076,384.52","597,019,953.58","690,666,284.60","679,457,317.29","705,428,937.67","696,825,988.46","784,591,526.33","795,017,683.53","784,320,906.80","783,019,133.55","838,497,756.26","815,985,987.73","865,833,862.81","839,298,310.61","1,182,219,827.55","1,155,450,405.96","1,193,150,046.57","1,182,142,970.15","1,299,192,125.21","1,281,686,067.53","1,046,487,893.00","1,037,493,216.32","1,127,508,814.83","1,107,112,710.99"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,833,172.65","1,833,172.65","1,789,035.59","1,777,400.36","1,771,089.49","1,695,309.70","1,692,224.81","1,714,801.91",,
在建工程,"178,920,400.47","153,840,632.10","193,239,267.11","208,936,774.70","230,501,173.89","245,632,010.96","269,121,329.46","289,996,413.68","178,783,706.51","161,722,820.21","56,853,158.91","73,045,000.26","88,284,341.74","81,723,264.33","97,815,802.50","112,341,288.16","156,632,719.54","182,634,196.39","177,974,226.57","190,167,916.56","228,203,301.94","268,588,915.03","220,343,939.20","261,947,284.23","288,400,844.90","326,855,663.22","335,167,737.49","374,905,731.39","410,237,302.85","453,384,402.80","423,432,838.32","475,854,953.33","554,367,093.59","593,918,151.57","549,426,229.88","612,817,904.31","609,548,467.63","658,491,946.11","502,812,875.32","535,001,504.47","530,965,867.91","558,807,944.39","450,725,984.09","470,534,858.02","373,296,230.84","388,041,657.12","159,817,816.15","146,425,803.67"
其他非流动负债,,,,,,,,,,,,,,,"2,893,333.33","2,893,333.33","2,893,333.33","2,893,333.33","15,881,666.66","17,441,326.67","21,534,520.21","20,698,053.62","24,542,907.91","24,510,407.92","24,477,907.93","24,945,407.94","26,906,241.28","28,061,241.28","31,566,241.24","33,021,241.24","31,437,306.64",,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"49,800,000.00","119,800,000.00","124,000,000.00","168,000,000.00","178,000,000.00","182,000,000.00","124,000,000.00","154,000,000.00","154,000,000.00","152,000,000.00","172,000,000.00","253,000,000.00","253,000,000.00","244,000,000.00","272,893,333.33","272,893,333.33","398,086,527.78","395,632,638.89","217,881,666.66","264,441,326.67","210,034,520.21","193,198,053.62","367,542,907.91","441,610,407.92","452,677,907.93","464,645,407.94","373,006,241.28","371,161,241.28","432,566,241.24","407,482,096.53","209,687,666.98","211,466,476.05","256,026,174.81","299,888,660.38","205,069,247.72","201,809,615.76","535,907,277.96","549,452,070.92","882,022,691.84","858,000,178.29","798,412,416.53","782,969,882.53","696,253,070.24","673,377,578.03","543,804,602.19","499,085,190.93","1,042,252,420.71","1,010,007,666.20"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"365,675,709.46","370,560,359.12","342,307,591.18","348,718,371.13","326,364,842.05","356,095,543.38","364,518,766.99","397,731,064.99","414,417,559.15","434,093,333.82","413,544,028.76","481,534,567.92","490,005,969.46","522,880,491.75","555,020,541.16","583,625,990.77","656,898,078.13","633,796,097.85","719,505,783.77","902,018,408.84","822,512,758.62","781,240,509.63","821,722,514.80","872,665,927.63","814,444,539.85","893,733,557.42","817,013,285.25","913,987,213.98","989,209,437.60","999,640,429.55","943,112,895.78","970,440,617.94","1,050,917,255.92","964,038,963.34","1,037,287,374.38","1,030,293,715.22","1,417,371,985.35","1,505,254,670.37","1,711,319,291.14","1,754,904,129.67","1,767,049,378.42","1,821,408,150.56","1,803,509,603.66","1,819,890,412.92","1,593,357,311.96","1,684,592,193.45","1,887,933,458.97","1,818,195,124.88"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","120,000,000.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00","138,666,666.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"55,417,727.12","180,918,627.12","179,493,636.66","179,493,636.66","153,893,636.66","153,893,636.66","153,893,636.66","153,893,636.66","153,893,636.66","153,893,636.66","153,893,636.66","153,893,636.66","153,893,636.66","150,151,781.76","150,151,781.76","150,151,781.76","150,151,781.76","150,151,781.76","150,154,680.27","150,154,680.27","150,154,680.27","150,154,680.27","158,080,939.00","158,080,939.00","178,849,766.71","179,017,002.98","179,083,897.49","166,740,053.66","157,685,910.76","157,683,012.25","542,159,205.99","542,159,205.99","542,159,205.99","542,159,205.99","542,159,205.99","542,159,205.99","461,250,899.94","461,250,899.94","460,903,755.89","460,903,755.89","458,722,011.94","458,722,011.94","458,722,011.94","458,722,011.94","458,722,011.94","458,722,011.94","458,722,011.94","458,722,011.94"
无形资产,"43,260,347.69","40,933,516.07","42,270,406.01","41,998,661.33","41,726,916.65","41,455,171.97","41,169,222.29","40,897,477.61","44,735,768.80","44,442,543.07","44,069,442.97","43,789,854.09","43,597,193.39","43,228,699.04","43,021,915.16","42,719,650.28","42,417,385.40","42,115,120.52","61,889,079.53","61,453,253.87","60,541,150.21","42,977,814.59","43,952,005.08","43,592,164.91","43,237,844.42","42,883,523.93","42,646,818.13","42,291,610.48","41,938,777.82","41,583,445.16","41,227,088.28","40,871,755.62","40,520,064.62","40,164,494.45","39,808,924.28","39,453,354.11","39,097,783.94","38,742,213.77","48,333,939.11","47,959,744.10","50,908,269.55","50,570,193.34","51,069,489.94","50,566,217.04","34,246,446.27","31,268,843.14","57,473,037.16","56,913,972.71"
盈余公积,"54,052,934.91","54,052,934.91","43,148,408.41","43,148,408.41","43,148,408.41","43,148,408.41","44,778,245.39","44,778,245.39","44,778,245.39","44,778,245.39","45,737,552.87","45,737,552.87","45,629,791.29","45,629,791.29","47,303,475.95","47,303,475.95","47,303,475.95","47,303,475.95","49,378,527.45","49,378,527.45","49,378,527.45","49,378,527.45","53,619,928.83","53,619,928.83","53,619,928.83","53,619,928.83","59,499,199.08","59,499,199.08","59,499,199.08","59,499,199.08","59,499,199.08","59,499,199.08","59,499,199.08","59,499,199.08","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","63,019,655.33","77,883,444.33","77,883,444.33"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,"19,330,373.07","27,537,601.61","29,890,932.95","29,890,932.95","29,890,932.95","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","33,317,868.44","34,157,868.44","34,157,868.44","34,157,868.44","34,157,868.44","85,399,061.07","85,399,061.07","85,399,061.07","85,399,061.07","85,399,061.07","85,399,061.07","85,399,061.07","85,399,061.07","86,398,695.18","86,398,695.18","86,398,695.18","86,398,695.18","86,398,695.18","86,398,695.18","86,398,695.18","86,398,695.18","87,869,851.09","87,869,851.09","87,869,851.09","84,442,915.60","84,384,347.53","84,384,347.53","84,384,347.53","84,384,347.53","82,073,191.62","82,073,191.62"
