科目,2008年度,2009年度,2010年度,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"291,969,302.58","386,536,752.76","491,008,791.03","248,818,785.25","439,062,837.61","649,848,268.02","126,689,071.34","345,105,950.71","537,173,701.84","798,715,283.22","147,000,178.00","373,922,767.71","553,968,341.97","767,819,661.38","148,302,256.12","386,828,496.17","611,387,402.49","856,841,087.89","160,887,712.12","443,496,895.05","700,993,658.97","979,030,089.90","175,021,698.06","479,810,897.45","800,574,549.01","1,452,833,756.71","346,998,666.09","768,783,328.03","1,120,669,343.28","1,516,466,077.34","375,425,928.84","815,204,160.70","1,157,196,734.08","1,606,941,898.09","291,630,035.78"
二、营业利润,"16,799,031.89","24,199,182.30","33,163,863.97","21,888,577.62","31,801,713.62","47,293,580.29","12,866,611.48","26,513,461.45","43,749,965.77","51,842,871.24","11,909,325.31","18,953,599.49","25,888,260.00","29,648,111.53","10,848,707.32","15,484,332.73","27,944,137.27","32,989,465.13","12,402,901.24","21,997,057.24","44,348,872.32","99,063,017.78","25,264,208.63","77,515,114.87","95,627,791.98","112,248,202.47","13,362,761.56","42,559,257.06","66,302,340.70","52,601,960.27","7,390,569.28","29,517,380.88","38,058,169.55","47,624,200.93","6,869,823.51"
减:营业成本,"217,203,434.18","288,585,162.37","364,325,984.87","171,979,327.10","316,745,996.23","461,255,158.62","77,088,516.25","233,953,669.70","372,938,196.23","572,101,389.04","108,033,558.39","280,167,813.27","420,722,379.24","563,639,865.39","109,024,747.75","284,915,438.85","449,109,773.69","632,476,679.18","105,415,398.75","314,162,082.57","490,570,100.56","666,640,391.68","103,566,227.29","296,303,810.70","525,166,185.12","1,044,221,511.65","276,071,064.59","604,389,779.67","877,747,364.16","1,217,696,693.09","311,302,921.42","664,960,414.25","928,980,554.12","1,275,109,124.70","217,927,513.04"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,113,072.69","905,582.24","1,628,143.28","1,600,015.80","2,404,087.30","3,883,183.84","706,984.46","2,377,898.56","2,934,233.21","4,120,976.31","544,883.58","1,788,147.24","2,178,862.31","3,004,863.69","383,891.15","1,785,061.76","2,733,037.16","3,786,588.51","806,057.40","2,000,974.54","3,057,661.17","5,253,777.56","987,025.63","2,857,393.87","5,242,511.86","9,868,196.88","1,566,726.85","4,755,380.76","6,430,163.02","9,168,488.63","1,832,918.60","4,923,780.89","7,423,365.57","11,302,036.35","2,020,457.86"
营业外收入,"2,124,467.73","3,187,459.57","22,382,534.27","1,558,114.52","2,597,857.04","3,095,234.04","2,043,353.92","10,629,604.96","24,350,913.65","23,844,657.81","618,804.04","17,099,082.81","19,243,913.11","21,190,285.43","882,247.34","1,914,671.74","4,487,557.34","8,594,710.38","1,549,899.11","3,697,243.96","4,011,437.60","6,695,638.70","1,956,905.85","3,952,025.62","9,836,219.44","12,773,864.36","1,604,097.64","2,286,848.70","11,825,893.13","507,138.86","42,773.44","71,271.04","104,489.36","242,176.81","33,032.69"
销售费用,"28,469,581.83","35,160,310.56","44,061,150.95","26,901,104.30","44,342,383.21","68,101,820.35","22,158,699.95","47,424,922.77","71,018,065.89","99,808,551.46","12,823,396.89","31,736,508.29","51,191,299.02","77,169,609.98","9,455,034.33","38,986,151.69","62,261,819.93","85,487,223.23","17,692,564.02","44,470,843.84","71,607,101.72","89,264,389.88","20,625,842.34","47,139,257.38","77,250,979.97","124,272,625.60","28,467,231.46","58,769,173.52","87,566,106.63","119,598,267.46","22,295,310.90","51,193,737.82","83,775,185.67","120,235,929.26","26,624,667.06"
减:营业外支出,"306,220.43","10,017.70",,,"32,020.00","35,134.62",,"134,636.42","134,636.42","134,636.42","387,903.05","74,271.05","74,271.05","181,425.27",,,"37,000.00","230,033.22","7,925.93","22,123.31","27,207.39","212,017.35",,"228,817.84","251,200.99","442,221.70","1,240,118.76","1,295,628.23","1,330,009.26","1,638,496.32","223,864.19","298,209.16","679,166.78","1,370,855.80","782,980.16"
管理费用,"21,618,009.05","29,052,922.48","35,208,898.21","20,604,072.23","31,699,971.52","48,839,948.99","12,583,088.00","25,418,424.06","39,057,448.94","55,292,712.08","13,365,615.23","33,973,679.12","46,562,633.01","81,872,875.18","15,744,900.97","37,828,462.07","57,673,757.85","84,047,989.77","19,963,432.10","45,939,912.61","68,443,477.74","92,787,591.88","20,565,405.22","48,852,279.23","77,967,570.02","144,193,225.71","29,181,201.19","59,430,203.66","93,362,048.77","135,000,946.66","28,020,187.08","60,252,063.09","48,604,598.50","67,356,608.97","18,574,074.46"
其中:非流动资产处置净损失,"22,877.70",,,,,,,"134,636.42","134,636.42","134,636.42",,,,,,,,,,,,"61,948.08",,"228,606.29","228,606.29","228,606.29","4,614.37","4,614.37","11,224.48",,,,,,
