科目,2012年度,2013年度,2014年度,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
经营活动现金流出小计,"205,241,668.65","243,297,319.43","295,553,706.62","165,943,516.04",,"290,872,074.19","101,637,268.93","161,356,501.38","245,582,924.47","314,183,258.06","137,749,268.98","225,223,515.20","318,290,713.72","425,593,363.35","183,716,986.79"
偿还债务支付的现金,,,,,,,,,,,,,,,"4,903,235.36"
经营活动产生的现金流量净额,"66,168,801.78","68,668,052.68","47,294,713.84","-17,884,401.08","-11,598,900.00","29,430,767.18","-6,239,370.27","5,952,557.46","15,590,328.40","101,559,641.10","-52,184,609.06","-41,513,608.05","-15,029,615.37","85,132,823.50","-37,699,644.07"
分配股利、利润或偿还利息支付的现金,"11,491,210.34","7,875,000.00","14,087,500.00","11,250,000.00",,"11,250,000.00",,"12,400,000.00","12,400,000.00","12,400,000.00",,"15,920,600.00","17,390,600.00","20,330,600.00","887,798.20"
收回投资收到的现金,,"10,000,000.00","1,780,000.00",,,,,,,,,"218,787,145.45","377,787,145.45",,
支付其他与筹资活动有关的现金,,,,,,"722,909.17","3,738,901.70","35,869,478.50","36,309,578.86","7,477,478.50",,,"669,000.00","669,000.00","480,334.06"
取得投资收益收到的现金,"1,500,000.00","2,125,401.57","2,000,000.00","2,000,000.00",,"2,000,000.00",,"1,000,000.00","1,000,000.00","1,000,000.00",,"2,035,000.00","3,583,991.77","4,698,142.36","322,500.00"
筹资活动现金流出小计,"11,491,210.34","7,875,000.00","14,087,500.00","11,250,000.00",,"11,972,909.17","3,738,901.70","48,269,478.50","48,709,578.86","19,877,478.50",,"15,920,600.00","18,059,600.00","20,999,600.00","6,271,367.62"
处置固定资产、无形资产和其他长期资产收回的现金净额,"51,000.00",870.00,"1,225.00","2,000.00",,"12,239.96","2,000.00","16,604.86","34,264.86","82,502.72","174,757.29","204,563.12","208,598.17","219,570.00",
筹资活动产生的现金流量净额,"18,308,789.66","-7,875,000.00","-14,087,500.00","-11,250,000.00","-11,250,000.00","-11,972,909.17","280,819,098.30","314,560,521.50","315,490,421.14","315,230,521.50",,"-15,920,600.00","-17,079,600.00","-17,819,600.00","116,728,632.38"
处置子公司及其他营业单位收到的现金净额,"1,532,569.41",,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,"12,160.41",,,,"-48,072.17",
收到其他与投资活动有关的现金,"400,000.00","400,000.00",,,,,,,,,"4,500,000.00",,,"316,175,000.00","27,000,000.00"
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"3,483,569.41","12,526,271.57","3,781,225.00","2,002,000.00",,"2,012,239.96","2,000.00","1,016,604.86","1,034,264.86","1,082,502.72","4,674,757.29","221,026,708.57","381,579,735.39","321,092,712.36","27,322,500.00"
五、现金及现金等价物净增加额,"80,694,903.62","48,975,997.01","17,948,523.38","-30,757,375.90","-27,697,700.00","9,333,564.40","271,774,248.03","308,145,757.47","311,924,141.89","314,507,858.36","-87,428,649.77","-262,402,571.69","-132,037,930.19","-38,934,278.62","-91,009,870.12"
购建固定资产、无形资产和其他长期资产支付的现金,"7,266,257.23","14,343,327.24","9,788,483.89","3,624,974.82",,"10,136,533.57","2,807,480.00","6,583,926.35","13,390,872.51","14,765,689.61","343,798.00","2,545,072.21","3,058,450.21","9,657,142.31","6,842,475.25"
期初现金及现金等价物余额,"43,448,325.12","124,143,228.74","173,119,225.75","191,067,749.13",,"191,067,749.13","202,764,293.53","200,401,313.53","200,401,313.53","200,401,313.53","516,721,700.89","514,909,171.89","514,909,171.89","514,909,171.89","503,764,680.33"
投资支付的现金,,"10,000,000.00",,,,,,"6,800,000.00","6,800,000.00","6,800,000.00",,"423,450,000.00","478,450,000.00","76,460,000.00",
期末现金及现金等价物余额,"124,143,228.74","173,119,225.75","191,067,749.13","160,310,373.23",,"200,401,313.53","474,538,541.56","508,547,071.00","512,325,455.42","514,909,171.89","429,293,051.12","252,506,600.20","382,871,241.70","475,974,893.27","412,754,810.21"
