科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
堪探费用,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,
财务费用,"-247,062.89","5,242.52","-156,844.52",,"-251,529.70","-465,920.84","-604,250.75","-91,207.86","-1,247,216.37","-1,512,411.53","-1,823,098.03","-549,662.61","-715,664.46","-907,661.06","-1,017,166.24","-36,167.39","-269,886.66","-449,542.82","-500,264.28","-23,386.32"
三、利润总额,"37,324,586.63","40,787,040.52","40,772,885.50","11,711,800.00","23,822,805.86","36,102,153.66","51,807,244.79","14,717,557.56","31,917,717.51","42,021,451.92","57,041,666.78","13,632,533.92","29,404,102.98","40,811,423.06","62,562,207.19","21,195,553.99","43,949,480.88","65,471,695.51","90,390,677.19","23,705,476.79"
资产减值损失,"256,464.01","176,478.09","241,528.28",,"126,421.65","792,144.00","59,379.26","906,527.65","274,119.63","661,279.41","187,766.05","838,100.96","407,885.09","852,085.00","-322,539.21","1,305,421.14","828,452.09","1,156,499.39","371,676.22","1,463,538.07"
减:所得税,"5,161,605.32","5,766,655.08","5,840,432.13",,"3,412,045.56","5,209,794.90","7,534,275.14","2,134,650.60","4,623,676.00","6,049,157.66","8,256,073.17","1,969,933.08","4,259,894.21","6,071,189.05","9,678,617.38","3,329,462.30","6,857,923.04","9,583,363.96","13,192,270.29","3,302,455.85"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,
投资收益,,,"116,245.25",,"47,288.95","1,244,150.25","2,228,321.49","1,305,116.44","1,501,773.98","2,360,020.56","3,357,116.46","1,057,739.73","2,585,410.96","3,382,526.83","4,739,334.48","1,139,542.82","2,413,535.57","4,333,013.70","5,889,864.32","1,556,391.28"
四、净利润,"32,162,981.31","35,020,385.44","34,932,453.37","9,879,900.00","20,410,760.30","30,892,358.76","44,272,969.65","12,582,906.96","27,294,041.51","35,972,294.26","48,785,593.61","11,662,600.84","25,144,208.77","34,740,234.01","52,883,589.81","17,866,091.69","37,091,557.84","55,888,331.55","77,198,406.90","20,403,020.94"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,
归属于母公司所有者的净利润,"32,162,981.31","35,020,385.44","34,932,453.37","9,879,900.00","20,410,760.30","30,892,358.76","44,272,969.65","12,582,906.96","27,294,041.51","35,972,294.26","48,785,593.61","11,662,600.84","25,144,208.77","34,094,488.69","50,335,766.64","15,829,612.45","33,491,008.00","50,193,338.87","70,109,458.06","19,453,773.39"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,"645,745.32","2,547,823.17","2,036,479.24","3,600,549.84","5,694,992.68","7,088,948.84","949,247.55"
