科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"42,464,312.41","67,302,530.05","75,005,535.73","434,910,224.25","149,816,965.51","115,214,584.63","140,740,463.16","286,803,293.20","194,623,051.19","191,789,722.16","221,979,308.23","326,088,461.56","298,933,073.89","290,972,404.74","327,122,183.48","345,793,788.54","297,851,882.06"
短期借款,,,,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,
应收票据,"23,157,393.71","33,549,993.43","54,163,095.24","43,323,753.03","54,586,330.55","60,457,204.79","57,871,888.44","45,546,317.42","45,870,198.10","33,606,285.89","35,404,077.48","41,249,117.71","50,182,672.50","53,516,924.47","45,837,544.15","47,823,536.85","68,224,397.29"
应付票据,"2,495,543.50",,"1,451,734.65",,,,,,,"1,294,382.24","6,348,521.24","3,860,955.92","576,003.99","8,835,612.40","10,097,731.53","11,239,747.78","11,986,681.66"
应收账款,"54,242,430.31","64,125,516.19","67,903,641.56","79,941,047.20","75,292,580.60","72,288,932.09","82,218,692.76","94,790,675.51","88,543,686.38","93,604,918.50","102,976,387.03","103,787,104.88","89,022,775.68","91,195,785.32","96,110,309.85","120,561,596.12","128,176,936.77"
应付账款,"5,586,735.63","6,790,074.39","7,366,706.47","9,553,226.41","9,569,741.37","9,121,651.28","16,168,573.70","16,640,162.13","24,882,986.08","25,200,123.79","25,781,887.06","19,592,363.62","23,932,120.94","26,062,465.72","29,648,175.04","41,268,946.00","53,690,360.23"
预付款项,"461,138.38","510,348.75","7,319,675.64","13,229,303.95","1,099,894.81","1,588,683.22","1,870,729.30","1,569,536.90","1,909,396.27","1,394,019.67","1,226,959.35","2,488,470.32","1,999,229.15","3,229,794.31","1,626,424.33","2,591,498.16","1,270,008.48"
预收款项,"64,237.69","7,000.30","166,590.42","75,465.26","85,330.82","58,314.27","85,247.07","325,751.34","129,381.28","204,615.75","1,104,017.95","160,734.87","339,560.12","1,427,745.64","1,081,463.46","2,526,186.20","2,463,635.90"
其他应收款,"138,544.44","208,193.47","1,036,248.04","2,717,905.65","1,013,001.28","805,601.28","770,659.91","634,558.76","697,200.00","742,287.50","836,694.54","656,468.74","360,195.38","344,949.78","361,719.21","519,067.77","451,350.70"
应付职工薪酬,"4,476,892.64","3,210,621.34","4,290,710.39","5,051,483.59","4,018,354.87","4,141,698.83","5,777,164.89","8,538,573.91","10,595,361.46","12,726,695.05","14,560,059.56","17,663,765.27","13,518,724.46","13,564,076.80","13,387,417.59","15,310,198.32","12,688,436.01"
应收关联公司款,,,,,,,,,,,,,,,,,
应交税费,"3,275,091.07","4,841,455.91","6,305,053.16","5,924,474.07","6,496,101.75","6,415,796.08","7,741,395.29","8,293,167.03","7,100,893.10","6,411,151.92","9,277,708.06","9,445,364.64","7,639,445.41","6,608,381.95","7,004,306.38","7,874,503.98","8,940,799.80"
应收利息,,,,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,
存货,"21,979,169.95","20,587,710.78","30,690,987.41","36,158,836.53","38,513,660.62","38,195,813.01","34,618,907.37","33,564,266.77","39,284,531.25","42,478,377.60","44,923,101.57","45,599,894.55","49,078,645.48","56,188,303.75","59,235,515.43","58,707,673.53","59,702,903.68"
其他应付款,"27,075.00",,,"68,278,860.50",,"50,352.00",,,"159,127.90","62,223.60","190,735.23",30.00,30.00,"2,718.00","22,122.18","21,854.00","23,089.14"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,
