科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"996,094,212.30","2,312,743,648.36","3,770,605,157.90","5,475,205,392.79","2,093,533,565.81","4,712,200,517.14","7,545,785,768.51","9,401,430,535.80","1,979,526,303.06","4,031,744,142.55","7,083,870,775.71","10,976,710,202.51","3,302,859,605.57","7,154,411,254.05","10,851,476,376.08","15,154,065,398.81","4,401,773,821.83","9,375,228,013.89","14,644,720,320.44","19,533,549,653.86","5,309,112,380.77","10,375,129,859.85","14,565,671,581.55","19,091,266,723.97","4,543,626,276.75","8,758,672,441.46","12,932,037,190.04","17,176,166,706.91","3,582,853,822.49","7,432,334,968.55","11,029,971,741.36","14,296,165,542.62","2,902,649,850.58","5,812,921,415.81","8,301,050,747.73","10,419,596,684.98","2,611,748,142.74","4,813,996,425.60","7,645,900,760.64","11,728,770,121.67","4,700,160,915.71","9,051,280,624.34","14,144,222,286.20","18,561,577,800.73","4,853,683,348.64","10,017,459,827.12","15,449,975,699.96","20,460,011,690.10","5,702,373,735.25"
二、营业利润,"146,649,997.87","318,238,389.25","527,669,344.45","811,346,965.29","443,142,873.80","1,058,716,433.87","1,550,979,196.74","1,135,520,036.88","348,062,962.95","583,943,973.49","886,299,680.83","1,182,255,729.03","268,982,226.20","567,205,570.29","837,752,185.64","1,137,710,920.39","288,107,587.36","612,604,158.12","868,648,300.48","1,014,632,982.78","333,295,375.20","657,883,310.42","704,553,858.21","711,704,195.03","177,185,542.03","263,115,787.74","317,309,127.35","399,901,777.57","61,766,413.59","182,661,697.42","232,898,826.58","235,735,097.45","-29,317,647.63","-171,205,615.22","-449,665,569.01","-481,149,638.05","17,631,404.40","75,341,472.93","315,988,819.92","616,416,614.20","195,100,854.28","325,197,491.86","495,309,625.63","839,242,618.45","376,660,051.30","876,295,365.12","1,489,734,478.57","2,074,701,424.02","556,240,442.43"
减:营业成本,"737,597,987.26","1,764,917,055.26","2,801,732,040.46","4,065,328,846.92","1,438,774,386.03","3,232,323,194.28","5,313,799,436.11","7,130,505,336.83","1,429,164,673.48","3,020,600,335.97","5,519,958,510.96","8,832,784,379.80","2,744,319,787.25","5,983,431,360.93","9,084,333,997.19","12,739,407,807.69","3,764,902,835.71","8,054,317,923.89","12,641,605,253.52","17,022,648,124.58","4,567,415,289.22","8,922,734,680.56","12,667,230,689.96","16,795,351,229.70","3,936,945,525.65","7,706,952,509.01","11,417,997,406.35","15,150,118,098.44","3,142,272,463.00","6,573,989,956.13","9,721,640,375.03","12,553,061,171.23","2,700,161,100.33","5,439,713,996.53","7,880,639,277.47","9,795,166,853.36","2,329,902,593.68","4,213,440,150.85","6,536,164,006.05","9,966,734,004.68","4,195,546,275.88","8,117,401,943.61","12,742,873,552.06","16,517,812,067.22","4,158,022,160.62","8,536,480,765.45","13,044,330,013.43","17,099,750,557.07","4,815,014,063.65"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"13,711,579.03","30,229,797.11","48,489,340.26","72,694,672.47","27,383,457.10","58,796,093.42","91,508,408.26","108,472,323.99","27,961,416.13","45,440,562.46","65,865,182.17","86,480,152.09","25,887,994.80","53,092,243.47","83,635,069.20","106,901,517.76","29,073,703.40","62,873,166.96","91,255,893.81","109,807,525.45","34,761,809.96","68,230,588.39","93,287,962.10","118,781,125.01","30,921,103.12","59,933,550.06","90,886,712.08","110,438,161.99","27,299,355.33","51,835,681.92","78,547,666.35","99,171,365.48","24,933,037.69","52,206,028.45","71,331,134.60","86,375,633.85","17,673,877.11","30,397,989.67","56,438,312.50","92,938,725.98","53,352,656.59","94,849,563.45","150,422,209.08","195,815,797.34","63,492,479.05","122,899,666.52","194,976,296.51","244,391,691.11","62,415,579.79"
营业外收入,"5,300.00","13,997.31","37,787.31","590,765.11","98,755.00","421,298.23","1,599,233.23","3,118,277.03","700,003.77","1,667,337.91","1,768,174.00","3,926,825.26","1,736,417.50","4,189,727.19","15,089,061.44","11,978,152.16","1,885,501.04","5,734,308.83","10,038,821.99","21,893,366.26","256,175.32","684,995.24","1,914,530.10","10,025,104.24","671,926.93","1,175,601.14","2,332,688.20","9,341,138.34","1,999,765.79","2,591,425.38","6,575,317.11","20,091,746.16","1,132,461.65","3,039,814.53","4,259,744.62","9,463,488.71","1,993,317.15","7,510,332.93","8,844,205.81","13,274,609.11","1,140,597.71","4,741,214.55","6,058,877.40","1,277,429.47","149,393.99","377,113.99","517,353.56","2,253,034.47","124,522.01"
销售费用,"19,485,690.05","42,861,553.34","69,084,978.29","106,821,592.08","29,035,871.79","58,234,131.38","90,392,353.65","143,073,195.03","30,343,809.67","56,990,855.03","112,270,009.77","152,463,463.39","35,599,781.58","80,932,794.73","125,496,707.81","184,536,761.54","50,599,261.54","93,838,550.33","143,302,825.34","198,666,180.69","46,783,277.69","95,719,507.80","136,021,100.82","195,557,705.77","62,817,842.46","110,674,656.61","168,980,867.01","238,884,270.77","42,144,220.05","83,452,062.30","130,724,878.38","189,196,503.81","42,471,958.18","88,264,548.23","130,452,747.71","170,598,685.69","37,970,552.70","76,058,773.17","129,061,969.97","205,423,464.70","66,037,674.25","134,406,165.82","198,463,786.30","254,924,997.01","57,673,605.39","129,947,979.43","202,220,155.25","274,810,480.52","65,633,691.43"
减:营业外支出,"562,977.72","1,087,176.00","1,928,025.46","9,805,390.25","490,679.85","2,344,924.07","2,511,339.67","3,743,191.29","640,455.59","5,072,014.06","10,685,445.41","11,318,192.78","4,541,970.77","2,337,450.90","2,880,463.15","5,772,252.77","749,162.72","1,426,566.46","1,957,148.11","5,695,717.21","789,661.66","1,513,996.91","8,381,651.98","10,463,159.30","1,184,780.91","2,001,110.22","2,462,805.16","8,184,456.72","503,704.18","3,235,064.83","4,269,841.16","21,292,240.08","1,789,736.37","7,098,876.19","7,679,314.04","7,978,209.72","2,112,521.82","3,388,491.84","5,303,611.46","6,670,835.32","2,125,000.00","4,125,613.81","20,263,435.86","26,016,346.62","1,795,502.18","5,311,157.04","7,455,180.66","37,009,583.78","2,110,430.47"
管理费用,"53,340,960.74","106,645,871.95","240,805,336.65","309,611,404.19","98,624,233.30","210,005,115.01","335,417,839.42","584,140,502.40","117,225,398.79","247,061,764.04","382,878,212.32","566,587,190.62","159,891,777.82","320,490,740.89","503,185,734.17","715,724,135.73","172,142,809.37","364,802,848.36","588,847,593.84","801,515,153.00","189,500,343.25","414,848,021.16","613,358,561.02","849,909,658.18","194,839,244.33","389,389,081.67","612,271,473.72","870,624,759.11","179,394,202.76","352,703,557.76","560,181,085.27","808,235,439.40","142,706,704.89","286,292,794.28","445,206,397.34","584,286,537.71","115,206,836.12","223,306,736.33","342,603,167.99","512,184,779.43","90,997,378.68","211,423,959.74","325,257,206.22","472,650,981.95","109,020,318.23","222,967,397.70","329,302,270.12","474,599,194.05","114,274,781.98"
其中:非流动资产处置净损失,,"489,144.75","523,994.21","7,769,211.53",,"1,204,653.61","1,204,653.61","2,198,455.69","92,190.79","3,341,237.63","8,091,961.50","8,249,014.57","3,699,387.19",,"296,588.30","2,625,685.13","378,850.40","449,243.65","477,892.97","3,629,153.85",,"11,426.65","5,910,141.29","7,062,392.33",337.39,"91,758.56","99,975.49","4,536,593.66","26,851.84","441,114.44","441,852.14","4,828,146.94","648,433.05","948,950.64","949,808.14","949,808.14",,"228,159.89","228,159.89","710,078.54",,"262,590.37","13,350,719.83","240,026,021.30",,,,,
