科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"87,355,222.31","100,488,917.58","168,848,144.13","503,008,712.17","322,844,406.14","347,386,832.48","448,411,173.70","329,311,720.97","269,065,280.94","230,425,194.97","408,677,824.12","282,509,118.98","263,725,725.52","190,271,105.50","357,652,024.59","200,735,889.13","315,360,688.85","296,375,296.58","527,020,911.27","538,179,943.03","1,757,517,078.25","1,632,488,351.37","2,093,269,865.40","1,494,233,892.98","1,459,141,953.02","977,714,142.59","1,666,726,210.53","684,604,478.71","620,212,531.42"
短期借款,,"18,000,000.00","92,500,000.00","92,500,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","113,500,000.00","132,900,000.00","162,900,000.00","158,400,000.00","149,400,000.00","160,000,000.00","223,213,027.00","333,633,027.00","323,134,440.00","426,134,440.00","345,000,000.00","360,000,000.00","645,000,000.00","834,000,000.00","725,000,000.00","828,000,000.00","918,500,000.00","839,500,000.00","1,282,072,500.00","1,474,572,500.00","1,799,072,500.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,"307,269.00",,,"11,344,863.00","5,425,635.30","8,866,484.30","11,257,978.90","16,668,747.51","3,389,386.00","12,956,308.60","16,164,034.70","7,908,589.16","7,491,964.15","15,844,491.80","17,087,520.75","11,922,144.63"
应付票据,,,,,,"2,830,544.00","3,119,184.00","3,119,184.00","3,128,605.20","2,274,730.00","13,806,725.02","33,927,014.00","46,729,153.50","22,174,713.50","37,959,555.58","25,978,358.00",,"50,000.00","12,569,974.00","10,042,800.00",,,"27,679,731.27","32,147,642.06","27,807,357.00","58,574,801.96","206,868,507.64","42,788,166.46","29,377,839.55"
应收账款,"37,619,405.27","52,268,341.64","78,418,839.75","133,328,730.17","178,402,371.62","213,812,101.47","160,272,515.94","224,493,534.56","240,109,623.60","267,216,791.75","204,929,839.53","251,061,769.71","284,012,246.14","395,831,693.70","303,019,792.35","364,436,855.30","545,055,857.32","643,150,389.84","602,628,189.14","717,276,605.27","930,256,191.36","1,073,059,519.82","1,018,355,088.38","1,460,261,761.08","1,861,271,229.75","2,303,706,930.86","1,897,924,097.05","2,123,744,958.27","2,391,847,492.45"
应付账款,"5,222,265.45","12,057,674.10","18,709,726.49","64,777,938.57","69,641,146.71","72,039,419.44","57,663,826.26","65,030,563.95","48,514,887.27","66,521,989.13","81,692,664.01","91,401,853.48","102,925,713.47","111,707,832.96","115,042,753.36","105,474,084.39","138,741,223.72","148,777,030.69","192,616,285.42","170,735,706.51","177,752,369.67","150,365,442.18","224,560,656.16","183,683,901.12","294,277,357.31","269,036,324.11","347,505,504.80","245,427,176.77","263,803,599.47"
预付款项,"27,919,685.45","7,286,728.59","14,190,385.59","17,523,069.35","40,327,592.94","131,030,044.43","2,923,511.54","21,379,705.26","26,371,558.67","32,661,197.71","15,812,663.54","66,480,607.73","36,220,208.07","53,726,152.19","61,322,431.14","115,277,438.82","143,958,366.14","181,867,164.32","45,785,855.56","217,063,667.63","859,082,847.21","1,119,222,324.29","710,114,900.90","879,872,495.59","1,085,455,177.79","975,066,153.65","1,113,465,705.13","1,177,948,743.36","1,149,849,272.47"
预收款项,"13,537,409.88","8,414,561.95","18,546,106.65","7,588,333.74","12,769,599.45","9,148,030.31","14,640,567.90","28,200,279.90","28,649,691.00","27,175,571.44","22,697,527.02","22,870,522.32","24,350,831.73","25,885,779.40","74,548,785.27","43,538,843.79","54,149,510.89","50,536,121.12","108,763,703.18","175,713,625.12","446,809,444.53","476,932,633.99","460,651,715.80","500,258,293.32","507,289,772.30","614,672,113.24","823,447,861.62","674,829,153.58","664,966,259.74"
