科目,2012-12-31,2013-12-31,2014-12-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"35,000,181.61","20,284,135.26","24,057,267.91","190,302,632.82","118,422,094.12","108,870,019.50","98,408,912.63","59,686,688.40","532,141,323.47","295,189,915.86","258,128,506.84","372,470,755.86","400,522,898.78","124,278,389.66","33,388,257.86"
短期借款,"57,000,000.00","67,500,000.00","48,640,230.00","47,600,000.00",,,,,,,"20,000,000.00","15,000,000.00","60,000,000.00","90,000,000.00","139,000,000.00"
交易性金融资产,"70,896.48",,,,,,,,,,,,,,
交易性金融负债,,,"113,066.40",,,,,,,,,,,,
应收票据,"20,561,363.39","33,947,237.27","49,068,093.60","41,203,994.17","40,948,142.49","55,057,805.78","34,780,025.80","30,729,255.84","36,375,299.80","36,291,005.34","36,898,281.09","61,445,849.07","68,863,823.42","113,015,549.08","147,907,249.95"
应付票据,"19,230,000.00","25,724,053.14","28,740,000.00","28,200,000.00","36,310,000.00","36,826,550.39","30,216,550.39","20,050,000.00","21,156,799.40","32,286,799.40","35,010,000.00","51,370,000.00","87,525,140.00","109,735,140.00","112,220,000.00"
应收账款,"58,465,911.86","86,911,504.50","90,073,180.52","103,227,387.03","89,117,683.16","92,072,173.15","95,980,159.72","110,451,838.46","113,589,469.33","124,424,002.56","129,873,738.07","180,527,001.02","263,838,018.93","317,193,057.00","299,395,716.46"
应付账款,"33,989,359.22","59,903,293.54","79,543,872.17","81,562,393.58","64,392,149.73","71,382,703.81","82,208,777.27","100,877,784.43","108,840,682.45","120,866,388.40","145,636,553.02","181,387,003.06","233,107,011.29","323,031,935.03","318,013,953.79"
预付款项,"2,455,906.95","2,512,603.69","1,453,199.46","4,491,060.48","4,133,949.19","2,686,882.98","5,328,901.18","4,796,820.78","5,530,453.04","2,970,033.87","7,292,021.08","7,344,630.59","8,778,225.08","4,599,108.52","27,743,918.76"
预收款项,"2,942,961.04","3,344,899.89","3,877,847.71","5,171,713.29","5,264,245.77","5,699,072.15","5,853,866.53","6,031,377.90","5,947,267.46","5,831,406.69","5,736,692.16","5,361,757.84","5,138,778.13","4,641,905.08","5,002,614.12"
其他应收款,"1,680,549.67","1,584,497.44","5,138,698.77","1,054,302.62","1,473,972.73","3,038,409.78","2,856,230.08","3,740,545.21","6,802,086.17","3,266,608.09","4,201,087.79","3,699,170.96","4,227,440.55","5,463,845.72","4,477,818.01"
应付职工薪酬,"3,010,359.99","3,347,247.48","4,362,922.90","2,156,477.59","2,731,731.84","3,906,937.05","1,880,909.88","2,849,560.27","3,844,826.10","5,098,522.76","2,267,881.74","3,590,914.25","6,107,820.54","6,946,776.84","2,757,020.95"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"711,777.50","2,919,958.90","2,041,390.78","2,164,463.61","1,306,448.53","1,843,973.07","1,865,359.40","984,041.81","163,749.57","1,133,963.40","-58,594.30","4,143,508.62","4,490,278.61","3,431,730.94","5,082,988.41"
应收利息,,,,,,,,,,,,,,,
应付利息,"111,969.61","113,894.44","131,610.55","170,837.25",,,,"18,075.56","14,460.46",,"75,666.67","54,375.00","72,500.00","80,116.67","172,786.11"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,"10,500,000.00",,,,,,,,
存货,"27,185,405.82","36,674,106.60","48,438,167.08","51,266,831.05","49,266,536.19","51,627,392.11","57,981,859.50","60,681,499.37","64,156,363.80","75,853,780.34","104,279,736.72","115,311,955.66","126,234,190.78","170,176,193.25","219,294,233.33"
其他应付款,"4,994,759.17","4,704,849.11","4,928,413.31","13,653,561.10","6,066,070.19","4,017,626.30","5,937,753.21","2,012,668.26","3,299,884.42","2,131,460.05","1,377,492.50","2,921,925.90","1,902,086.12","6,607,469.61","6,301,653.76"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,
其他流动资产,,"146,313.50","1,927,441.02","3,287,527.17","6,345,931.50","6,978,463.69","5,876,187.59","8,880,614.12","8,361,915.77","214,874,484.75","216,077,368.84","41,617,808.00","24,213,687.78","230,742,440.14","245,054,881.87"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"145,420,215.78","182,060,398.26","220,156,048.36","394,833,735.34","309,708,309.38","320,331,146.99","301,212,276.50","278,967,262.18","766,956,911.38","752,869,830.81","756,750,740.43","782,417,171.16","896,678,285.32","965,468,583.37","977,262,076.24"
流动负债合计,"121,991,186.53","167,558,196.50","172,379,353.82","180,679,446.42","116,070,646.06","123,676,862.77","138,463,216.68","132,823,508.23","143,267,669.86","167,348,540.70","210,045,691.79","263,829,484.67","398,343,614.69","544,475,074.17","588,551,017.14"
可供出售金融资产,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00"
长期借款,,,"11,500,000.00","19,000,000.00",,,"5,500,000.00","13,280,000.00","13,280,000.00",,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,
