科目,2012-12-31,2013-12-31,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
在建工程,"191,736,539.45","208,183,226.25",,,,,,,,,"2,412,337.91","2,412,337.91","2,993,405.87","2,993,405.87","8,212,399.32","8,188,775.26"
其他非流动负债,"34,368,996.77","44,292,416.53",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,"6,532.08"
非流动负债合计,"44,534,544.63","121,457,964.39","141,037,039.35",,"141,032,988.90",,"138,151,808.04","137,466,292.45","130,255,905.48","71,809,703.91","79,782,152.19","78,900,432.59","77,844,266.48","76,818,155.61","76,232,903.38","75,794,846.53"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"205,242,619.73","286,905,810.85","334,400,441.53","308,702,000.00","283,412,364.24","323,429,500.00","271,162,902.25","262,979,209.52","272,069,125.47","234,937,218.52","241,402,599.02","239,016,153.79","263,611,802.61","274,346,088.31","241,765,007.52","283,381,278.96"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"180,000,000.00","180,000,000.00","180,000,000.00",,"180,000,000.00",,"240,000,000.00","240,000,000.00","288,000,000.00","288,000,000.00","288,000,000.00","288,000,000.00","288,000,000.00","576,000,000.00","576,000,000.00","576,000,000.00"
油气资产,,,,,,,,,,,,,,,,
资本公积,"166,456,176.15","166,456,176.15","166,538,950.08",,"172,538,950.08",,"616,483,950.08","616,483,950.08","568,483,950.08","568,483,950.08","568,483,950.08","568,483,950.08","568,483,950.08","280,483,950.08","280,483,980.08","280,483,980.08"
无形资产,"31,769,147.35","30,569,103.15","29,491,090.66",,"28,776,499.41",,"28,079,247.67","27,733,366.67","27,393,384.53","27,144,485.57","27,504,131.59","27,274,644.49","27,235,871.94","27,109,213.87","29,803,956.87","29,495,406.08"
盈余公积,"42,382,295.33","58,009,979.77","72,467,717.29",,"72,467,717.29",,"85,413,336.47","85,413,336.47","85,413,336.47","85,413,336.47","93,958,076.39","93,958,076.39","93,958,076.39","93,958,076.39","103,110,416.82","103,110,416.82"
开发支出,,,"6,811,134.45",,"9,837,772.67",,"10,903,694.02","11,402,325.42","12,517,497.49","14,760,598.81","11,560,988.74","12,043,265.44","12,131,869.63","12,689,519.72","8,585,045.41","8,614,939.02"
减:库存股,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,
未分配利润,"348,016,634.69","469,287,149.93","560,026,598.68",,"601,981,741.97",,"648,641,186.27","660,467,878.29","649,395,458.77","679,727,798.62","693,148,909.44","707,419,735.39","699,353,180.33","717,583,909.01","730,477,478.97","734,614,770.53"
长期待摊费用,"3,626,002.45","141,005.51",,,"1,000,000.00",,"702,219.42","571,802.01","441,384.60","310,967.19","106,977.00","86,918.82","66,860.64","46,802.46","1,164,337.12","1,056,165.60"
少数股东权益,"29,933,116.60","27,684,263.01","24,324,477.46",,"56,701,786.12","54,209,300.00","56,292,297.60","55,247,613.58","55,514,393.75","55,253,415.88","52,291,214.59","51,396,375.12","51,487,638.87","50,666,634.02","51,794,845.99","51,455,553.91"
递延所得税资产,"13,069.14","599,213.25","871,556.75",,"2,618,248.79",,"1,836,816.24","1,836,816.24","2,048,003.54","2,048,003.54","19,174.47","19,174.47","19,174.47","19,174.47","48,292.77","48,292.77"
外币报表折算价差,,,,,,,,,,,,,,,,
其他非流动资产,"52,440,000.00","77,319,053.00","28,028,810.83",,"28,311,829.69",,"14,809,286.01","14,809,286.02","15,251,604.01","15,251,604.01","5,119,300.00",,,,"840,000.00","840,000.00"
非正常经营项目收益调整,,,,,,,,,,,,,,,,
非流动资产合计,"373,499,528.65","410,910,283.38","421,494,261.50",,"425,251,258.57",,"405,676,237.49","401,749,090.02","399,755,611.89","398,187,395.38","588,630,332.40","579,581,408.76","784,067,771.10","782,476,177.65","796,327,703.39","792,182,718.67"
所有者权益(或股东权益)合计,"766,788,222.77","901,437,568.86","1,003,357,743.51","1,034,041,500.00","1,083,690,195.46","1,101,991,700.00","1,646,830,770.42","1,657,612,778.42","1,646,807,139.07","1,676,878,501.05","1,695,882,150.50","1,709,258,136.98","1,701,282,845.67","1,718,692,569.50","1,741,866,721.86","1,745,664,721.34"
资产总计,"972,030,842.50","1,188,343,379.71","1,337,758,185.04","1,342,743,500.00","1,367,102,559.71","1,425,421,200.00","1,917,993,672.67","1,920,591,987.94","1,918,876,264.54","1,911,815,719.57","1,937,284,749.52","1,948,274,290.77","1,964,894,648.28","1,993,038,657.81","1,983,631,729.38","2,029,046,000.30"
负债和所有者(或股东权益)合计,"972,030,842.50","1,188,343,379.71","1,337,758,185.04","1,342,743,500.00","1,367,102,559.71","1,425,421,200.00","1,917,993,672.67","1,920,591,987.94","1,918,876,264.54","1,911,815,719.57","1,937,284,749.52","1,948,274,290.77","1,964,894,648.28","1,993,038,657.81","1,983,631,729.38","2,029,046,000.30"
