科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
销售商品、提供劳务收到的现金,"84,830,638.97","294,861,773.43","617,262,469.99","840,657,229.50","148,885,370.34","463,475,173.30","838,222,006.12","1,135,087,802.80","149,316,700.14","570,994,535.52","1,080,544,599.80","1,403,770,955.78","217,194,379.31","797,358,787.46","1,538,110,490.31","2,063,695,231.44","475,400,765.30","1,248,946,975.40","2,007,346,372.15","2,567,007,822.04","299,181,124.95","941,412,933.01","1,957,206,622.14","2,485,585,945.15","352,912,892.44","1,139,754,004.48","1,927,537,673.16","2,116,095,967.71","388,397,632.07","1,208,919,101.43","2,115,588,238.83","1,638,834,830.51","179,794,328.15","654,696,745.70","1,215,219,823.75","1,703,004,859.27","146,172,272.13","691,755,990.43","1,316,677,624.59","1,858,866,054.81","239,671,155.12","825,294,176.20","1,423,745,415.03","1,819,924,639.19"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"189,243,547.26",,"2,910,352.13","2,910,352.13",,,,,,,,,,,,,
收到的税费返还,"5,248,091.47","16,291,470.41","29,201,608.92","51,462,230.61","3,162,494.04","10,355,120.37","32,314,676.58","55,837,962.48","8,684,463.76","12,971,850.87","41,409,032.90","78,244,926.20","6,119,298.93","16,058,005.67","32,618,514.54","107,455,354.08","10,703,447.90","25,313,084.08","76,112,292.69","109,814,767.39",,"5,661,269.88","27,821,384.37","73,923,546.78","796,551.21","26,987,626.42","63,249,894.92","114,319,686.37","3,481,123.42","25,252,161.54","72,778,154.73","114,995,480.36","6,400,336.01","23,441,207.18","60,436,840.01","88,185,707.09","17,814,045.40","30,085,014.40","54,891,718.65","87,017,338.71","2,247,557.46","24,563,271.94","72,508,218.55","63,550,640.94"
支付其他与投资活动有关的现金,,,,,,,,,"12,862,500.00",,,,,,,,,,,,,,,,"200,000,000.00","200,000,000.00","200,000,000.00",,,,,"2,910,352.13",,,,"43,542.15",,,,"397,130.29",,,,
收到其他与经营活动有关的现金,"30,688,034.74","31,283,980.12","1,624,917.57","20,587,420.94","1,138,392.58","1,788,400.71","3,045,088.91","100,858,998.23","2,437,220.82","89,038,751.14","259,519,295.20","203,708,626.98","35,020,041.18","301,412,285.66","312,913,145.94","106,839,309.32","3,819,280.81","60,208,097.59","68,325,571.26","112,604,186.17","9,362,220.18","23,358,240.27","32,584,815.89","271,127,221.07","9,431,870.60","25,245,981.36","41,131,102.86","335,574,974.09","80,611,988.86","3,768,537.13","101,314,797.51","396,011,007.44","3,127,019.72","25,701,988.17","30,769,124.03","250,293,168.73","2,875,222.07","7,926,702.86","21,928,202.73","299,703,434.75","79,033,053.86","8,435,959.79","36,009,622.09","315,956,120.66"
投资活动现金流出小计,"31,101,600.51","103,764,225.66","182,483,602.27","305,331,692.02","110,188,505.02","233,243,842.83","368,740,314.21","520,082,860.17","213,201,175.48","395,804,199.82","628,822,693.06","784,201,560.76","172,571,860.97","334,089,323.29","334,595,305.73","881,793,544.74","382,550,760.06","1,074,531,367.97","1,349,933,296.52","1,821,032,233.88","326,728,469.16","882,058,092.20","1,727,075,351.58","2,080,477,210.22","503,349,888.80","690,600,899.61","1,129,346,962.14","1,281,335,053.40","121,445,747.12","277,679,175.59","564,472,962.09","756,657,874.24","99,745,593.48","173,616,515.11","274,228,085.79","230,404,392.93","18,570,043.74","38,431,699.96","64,642,291.91","156,589,001.76","4,041,569.33","24,542,999.58","45,151,038.44","175,982,067.16"
经营活动现金流入小计,"120,766,765.18","342,437,223.96","648,088,996.48","912,706,881.05","153,186,256.96","475,618,694.38","873,581,771.61","1,291,784,763.51","160,438,384.72","673,005,137.53","1,381,472,927.90","1,685,724,508.96","258,333,719.42","1,114,829,078.79","1,883,642,150.79","2,277,989,894.84","489,923,494.01","1,334,468,157.07","2,151,784,236.10","2,789,426,775.60","308,543,345.13","970,432,443.16","2,017,612,822.40","2,830,636,713.00","363,141,314.25","1,191,987,612.26","2,031,918,670.94","2,565,990,628.17","472,490,744.35","1,237,939,800.10","2,289,681,191.07","2,149,841,318.31","189,321,683.88","703,839,941.05","1,306,425,787.79","2,041,483,735.09","166,861,539.60","729,767,707.69","1,393,497,545.97","2,245,586,828.27","320,951,766.44","858,293,407.93","1,532,263,255.67","2,199,431,400.79"
投资活动产生的现金流量净额,"-31,101,600.51","-103,764,225.66","-180,548,801.53","-281,474,295.20","-110,188,505.02","-210,201,424.81","-345,041,314.21","-493,287,380.88","-213,180,524.76","-395,357,944.39","-628,802,042.34","-773,649,185.66","-172,571,860.97","-334,089,323.29","-334,595,305.73","-856,057,316.28","-382,550,760.06","-1,046,091,051.78","-1,347,777,976.82","-1,757,300,510.46","-326,728,469.16","-882,058,092.20","-1,727,075,351.58","-2,061,270,679.27","-503,335,578.78","-690,586,589.59","-1,129,289,962.14","-1,267,589,831.26","-121,215,747.12","-272,522,961.25","-551,569,722.09","-752,544,193.60","-99,698,581.48","-173,575,927.11","-274,151,880.77","42,150,065.36","-18,479,140.43","-38,007,642.39","-64,056,433.28","-110,398,851.29","-4,041,569.33","-24,542,999.58","-44,951,038.44","726,574,891.82"
购买商品、接受劳务支付的现金,"87,471,024.22","189,098,905.09","321,405,506.50","474,018,088.22","96,284,642.20","210,473,232.19","433,221,499.85","663,095,639.49","93,420,063.48","364,011,969.76","571,014,959.27","770,728,309.37","193,590,504.89","515,510,515.18","868,707,216.13","1,136,069,623.75","252,997,435.28","595,917,382.33","930,866,447.65","1,534,282,924.06","319,710,359.74","687,947,557.18","1,214,981,584.74","1,851,566,558.87","380,633,597.42","841,444,035.87","1,327,938,176.07","1,359,329,052.95","366,774,357.16","867,488,316.38","1,465,452,216.86","785,318,343.11","271,651,558.12","579,336,937.68","851,605,915.25","1,264,196,946.22","18,383,839.86","337,593,511.74","596,424,476.47","831,011,107.59","222,179,616.78","408,299,854.27","803,860,153.11","835,373,198.38"
吸收投资收到的现金,,"896,000.00","896,000.00","684,043,100.00",,,,"11,200,000.00","22,400,000.00","22,400,000.00","22,400,000.00","42,400,000.00","10,500,000.00","26,500,000.00","718,589,424.04","786,070,596.09","57,785,000.00","71,006,500.00","81,506,500.00","88,606,500.00","16,000,000.00","2,812,312,353.30","2,812,312,353.30","2,844,647,689.85",,,"4,900,000.00","4,900,000.00",,,,"1,394,800,000.00",,"800,000,000.00","800,000,000.00",,,,,,,,,
支付给职工以及为职工支付的现金,"22,996,069.78","49,048,324.96","97,585,190.61","123,476,588.02","29,110,843.45","64,730,667.46","98,559,147.35","138,751,341.93","43,319,895.45","76,396,159.50","136,710,722.62","176,965,758.22","39,640,935.17","102,038,898.29","172,150,320.83","219,864,145.24","60,987,280.70","121,346,690.68","222,268,823.21","294,614,707.44","69,319,095.27","155,591,265.87","292,733,592.46","360,134,127.01","88,242,372.38","192,386,696.29","289,389,603.00","376,486,256.22","115,053,647.68","233,519,153.91","386,735,836.76","475,065,916.69","109,514,534.04","206,357,971.68","328,380,937.29","342,692,588.05","83,180,500.90","170,540,579.73","255,144,270.96","313,815,059.44","67,923,611.46","131,919,158.40","233,973,646.66","290,291,523.77"
取得借款收到的现金,,"408,000,000.00","458,000,000.00","673,000,000.00","90,000,000.00","185,000,000.00","225,000,000.00","345,000,000.00","317,000,000.00","567,000,000.00","707,000,000.00","884,933,989.00","199,769,457.68","362,066,011.00","412,066,011.00","580,000,000.00","130,000,000.00","773,200,000.00","662,000,000.00","1,230,900,000.00","918,500,000.00","1,679,000,000.00","2,159,000,000.00","2,574,400,000.00","160,000,000.00","480,000,000.00","620,000,000.00","1,094,600,000.00","682,000,000.00","1,296,800,000.00","1,546,800,000.00","1,699,499,999.97","379,000,000.00","1,030,000,000.00","1,122,000,000.00","1,752,000,000.00","537,000,000.00","1,077,000,000.00","1,287,000,000.00","1,776,000,000.00","393,000,000.00","694,000,000.00","1,236,000,000.00","2,186,000,000.00"
支付的各项税费,"10,041,247.85","20,087,563.41","55,645,242.94","89,109,168.37","6,264,182.40","63,967,527.43","144,053,385.37","132,103,477.92","31,061,187.80","54,502,569.97","135,638,912.27","180,743,970.09","18,580,019.77","68,162,495.76","134,268,159.05","221,855,753.83","22,392,246.54","63,979,678.79","180,246,710.49","264,900,288.35","19,771,005.93","55,896,387.67","128,269,738.30","195,039,547.94","14,274,766.64","40,393,782.72","75,108,540.04","213,195,265.94","14,855,077.88","66,194,522.68","143,221,706.42","223,820,070.59","12,318,785.07","56,408,777.89","118,021,108.30","181,908,935.71","5,744,711.15","68,738,425.63","114,596,836.42","228,487,434.82","10,475,637.46","74,342,898.87","147,863,384.49","237,769,257.53"
收到其他与筹资活动有关的现金,"115,000,000.00",,,"33,749,424.21",,,"1,542,668.15","5,725,906.64",,,,"5,080,563.79",,,,"550,000.00",,"29,013,771.00","13,326,081.00","29,013,771.00",,,,"2,805,927.55",,,,"16,825,200.00","9,800,000.00","126,894,000.00","126,894,000.00",,"4,800,000.00","9,728,000.00","89,728,000.00","14,226,000.00","65,912,449.94","271,912,449.94","273,768,449.94","203,280,000.00","210,098,300.00","179,927,100.00","192,927,100.00","50,750,000.00"
支付其他与经营活动有关的现金,"19,471,269.13","33,194,401.97","31,231,828.22","72,977,949.86","7,190,435.27","21,375,000.28","33,155,093.10","161,150,547.31","9,330,607.65","61,210,149.95","252,174,486.45","225,438,465.15","47,762,707.05","251,412,818.27","326,338,699.95","185,876,733.18","16,488,730.53","106,455,792.57","115,805,962.15","108,641,071.52","16,599,958.40","45,530,399.33","81,168,201.49","121,096,911.20","20,078,595.63","42,549,953.97","69,707,595.52","490,403,946.61","79,629,506.35","52,557,620.53","139,951,430.53","158,832,180.10","25,826,654.36","47,834,657.68","70,478,579.90","185,645,534.94","75,454,455.88","28,681,774.92","55,108,196.73","162,463,767.09","11,986,831.21","31,345,239.55","50,567,038.44","271,789,829.32"
筹资活动现金流入小计,"115,000,000.00","408,896,000.00","458,896,000.00","1,390,792,524.21","90,000,000.00","185,000,000.00","226,542,668.15","361,925,906.64","339,400,000.00","589,400,000.00","729,400,000.00","932,414,552.79","210,269,457.68","388,566,011.00","1,130,655,435.04","1,366,620,596.09","187,785,000.00","873,220,271.00","756,832,581.00","1,348,520,271.00","934,500,000.00","4,491,312,353.30","4,971,312,353.30","7,621,853,617.40","160,000,000.00","480,000,000.00","624,900,000.00","1,116,325,200.00","691,800,000.00","2,419,694,000.00","2,669,694,000.00","3,094,299,999.97","383,800,000.00","1,839,728,000.00","2,011,728,000.00","2,566,226,000.00","602,912,449.94","1,348,912,449.94","1,560,768,449.94","1,979,280,000.00","603,098,300.00","873,927,100.00","1,428,927,100.00","2,236,750,000.00"
经营活动现金流出小计,"139,979,610.98","291,429,195.43","505,867,768.27","759,581,794.47","138,850,103.32","360,546,427.36","708,989,125.67","1,095,101,006.65","177,131,754.38","556,120,849.18","1,095,539,080.61","1,353,876,502.83","299,574,166.88","937,124,727.50","1,501,464,395.96","1,763,666,256.00","352,865,693.05","887,699,544.37","1,449,187,943.50","2,202,438,991.37","425,400,419.34","944,965,610.05","1,717,153,116.99","2,527,837,145.02","503,229,332.07","1,116,774,468.85","1,762,143,914.63","2,439,414,521.72","576,312,589.07","1,219,759,613.50","2,135,361,190.57","1,643,036,510.49","419,311,531.59","889,938,344.93","1,368,486,540.74","1,974,444,004.92","182,763,507.79","605,554,292.02","1,021,273,780.58","1,535,777,368.94","312,565,696.91","645,907,151.09","1,236,264,222.70","1,635,223,809.00"
偿还债务支付的现金,"163,000,000.00","333,000,000.00","437,000,000.00","701,000,000.00","180,000,000.00","338,000,000.00","338,000,000.00","361,000,000.00","88,000,000.00","295,000,000.00","355,000,000.00","446,250,000.00","31,250,000.00","82,500,000.00","133,750,000.00","294,933,989.00","108,250,000.00","239,500,000.00","272,350,000.00","345,800,000.00","221,850,000.00","718,850,000.00","1,782,650,000.00","2,483,760,008.03","1,632,200,000.00","1,950,700,000.00","2,301,950,000.00","2,631,750,000.00","355,340,920.00","992,300,000.00","1,888,200,000.00","2,328,100,000.00","281,300,000.00","1,363,500,000.00","1,572,000,000.00","2,644,970,400.00","285,846,620.88","1,307,846,620.88","1,542,046,620.88","2,293,245,129.55","461,300,000.00","759,764,407.70","1,206,864,407.70","2,687,921,598.92"
