科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
应付职工薪酬,"4,448,924.21","5,121,904.73","152,285.44","196,921.05","6,646,345.61","50,233.89","96,986.74","161,221.82","3,121,907.73","582,878.17","342,486.01","280,624.15","8,864,312.10","3,152,454.68","1,435,179.36","1,357,495.55","12,182,562.41","2,016,933.23","1,766,286.58","2,051,481.35","13,202,665.68","1,939,220.87","1,731,383.88","1,734,278.80","18,758,154.32","5,593,566.06","6,018,160.59","6,108,342.11","19,845,723.48","8,524,920.76","6,285,959.70","6,102,827.46","17,306,149.08","4,406,763.03","4,477,721.23","7,200,441.06","17,023,487.87"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,428,603.22","3,070,369.72","4,848,404.11","5,363,784.79","2,817,688.35","163,431.41","4,078,658.37","6,950,388.39","2,915,657.31","-2,622,353.73","2,826,512.44","3,534,796.69","6,846,401.99","1,164,626.08","5,386,801.38","6,479,418.82","5,629,118.02","3,668,829.75","7,758,915.69","9,308,390.70","2,358,789.69","-1,330,573.64","-288,684.23","-3,692,206.46","10,156,895.04","6,090,886.94","9,712,057.37","7,060,635.36","7,872,076.92","5,520,004.56","9,250,049.07","10,038,305.78","7,168,129.79","3,472,198.69","4,622,534.75","4,829,518.79","8,507,180.19"
应收利息,,,,,,,,,"153,102.22","82,097.22",,,"110,742.25","19,512.01","19,512.01",,"16,748.66",,"2,151,877.43",,"142,139.03",,"1,200,000.00",,"81,918.50",,,,"145,382.78",,,,"5,967.11",,,,
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,"136,199.99","35,365.83","27,958.33","27,958.33","111,867.51","27,244.72","26,090.56","26,090.62","105,981.88","25,096.75","15,672.16","82,404.75","78,009.70"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,"4,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"8,934,911.21","9,536,026.20","11,611,119.29","11,510,747.96","12,430,579.49","24,525,251.74","23,914,235.38","26,706,449.69","26,002,710.57","48,920,114.88","44,611,898.59","51,656,579.96","39,101,888.83","50,593,168.10","46,816,118.89","50,557,838.55","47,093,376.41","47,817,372.42","58,523,020.16","72,482,272.94","57,671,411.63","75,692,018.11","71,156,771.08","87,935,099.29","70,768,208.99","76,192,486.39","74,640,819.73","82,657,926.13","66,542,165.84","67,759,172.08","83,213,858.98","99,248,113.88","71,658,547.04","104,743,956.92","96,002,018.33","105,478,367.86","81,635,453.08"
其他应付款,"1,442,285.00","19,247,123.44","10,263,526.20","6,181,649.07","6,051,649.07","2,796,949.07","2,792,589.07","4,565,227.36","4,775,168.32","8,957,687.22","4,553,643.85","1,889,503.49","6,747,879.10","2,281,314.41","1,325,893.65","3,316,119.05","2,992,001.87","2,761,217.53","2,648,745.75","756,085.39","1,564,886.51","1,962,224.60","1,055,917.19","869,240.03","1,152,663.97","1,669,541.55","790,290.19","408,014.47","1,592,713.27","362,317.48","887,307.18","672,774.47","6,273,628.74","5,758,037.84","5,914,859.53","709,386.33","2,482,547.77"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"15,623,606.20","14,671,384.85","14,319,922.89","11,834,313.99","8,730,557.22","6,770,041.09","6,394,854.21","4,678,058.18","7,710,690.52","10,378,819.17","9,802,269.67","11,036,246.40","10,302,888.46"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"39,498,450.91","65,516,479.20","65,384,970.25","73,222,332.19","332,104,507.99","328,701,535.19","335,649,073.52","366,938,815.41","367,610,185.32","366,029,573.26","365,241,286.20","373,815,259.40","369,747,446.60","365,299,891.59","371,525,821.27","398,273,887.37","386,717,619.15","360,790,918.22","388,540,484.18","425,088,633.92","394,557,858.89","382,304,292.31","344,982,826.48","390,758,708.03","403,988,271.33","385,071,884.55","390,618,793.68","414,815,549.78","442,716,142.34","409,968,005.48","401,696,830.66","461,933,577.48","433,134,898.35","433,538,690.37","430,904,627.60","438,100,190.18","467,017,257.94"
流动负债合计,"23,898,332.75","71,943,882.54","54,363,928.44","51,441,519.64","28,107,430.17","20,167,372.04","27,137,714.79","46,779,179.15","40,384,918.41","39,219,887.54","46,143,428.92","43,957,867.88","51,322,797.37","40,493,111.59","53,519,174.33","64,240,701.65","71,367,581.06","49,752,646.00","85,628,826.66","97,484,456.26","90,793,148.18","84,113,675.39","106,313,844.57","104,984,546.40","126,268,741.94","106,599,293.63","128,969,775.62","139,361,524.72","150,672,996.91","109,319,366.68","127,702,400.10","144,294,561.95","113,763,140.94","128,073,420.11","151,295,714.13","136,581,620.73","147,276,817.66"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,,,,,,,,,"30,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","58,000,000.00","58,000,000.00","56,000,000.00","56,000,000.00","54,000,000.00","54,000,000.00","52,000,000.00","52,000,000.00","49,000,000.00","51,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,750,000.00","6,600,497.42","6,600,497.42","6,200,671.91","6,180,263.84","6,156,831.57","12,884,491.24","12,898,473.80","12,878,976.79","12,528,639.08"
专项应付款,,,,,,,,,,,,"-190,921.56",,"23,448.70",,,,,,"112,476.16",,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"634,983.00"
固定资产,"5,230,615.59","68,216,369.93","67,255,261.91","67,624,561.77","69,993,133.43","69,445,488.55","69,311,470.58","71,534,651.39","74,540,708.33","88,099,789.23","92,931,117.01","93,832,551.96","98,090,768.87","101,304,955.02","103,697,523.50","106,469,913.23","109,202,491.62","142,775,956.82","165,068,277.90","166,863,504.31","168,149,876.66","164,591,658.84","162,021,759.66","160,004,628.13","163,622,281.61","160,054,890.59","163,645,421.15","162,125,602.37","207,256,000.76","202,981,586.87","196,236,700.33","192,432,085.33","286,182,836.88","282,646,777.33","280,154,249.20","275,230,728.45","390,699,323.73"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,"22,649,436.46",,,"763,208.80","3,615,657.24","5,315,346.82","8,196,412.64","10,478,906.92","11,794,036.53","15,621,192.43","15,816,176.89","19,123,778.18","37,209,517.61","35,381,677.21","36,904,876.12","40,414,156.61","69,215,695.50","49,700,363.21","29,768,877.51","30,571,658.62","69,640,543.95","91,809,200.40","123,399,703.13","136,698,088.53","178,121,205.38","196,800,442.41","198,912,224.26","207,648,431.46","180,004,250.55","183,560,962.95","192,622,669.83","209,474,587.93","130,637,388.12","138,274,437.47","146,917,598.01","151,022,758.05","39,548,494.50"
其他非流动负债,"1,390,000.00","2,540,000.00","6,680,260.86","6,451,387.12","6,322,513.38","6,283,639.64","6,244,765.90","6,005,892.16","8,997,018.42","8,958,144.68","6,009,270.94","5,970,397.20","6,011,523.46","5,952,649.72","5,933,775.98","5,894,902.24","18,676,028.50","18,306,646.87","18,548,281.02","18,759,407.28","22,654,099.54","22,390,225.80","23,926,352.06","23,403,590.91",,,,,,"981,700.00",,,,,,,
工程物资,,,,,,,,,,,,,,,,,"1,267,000.00",,,,"124,467.94","54,550.79","43,179.80","109,652.81","96,475.81","336,619.58","9,584.26","5,874.13","5,858.13","5,763.63","18,214.81","16,607.10","14,761.27","14,761.27","13,629.47","19,612.37","18,740.58"
非流动负债合计,"1,390,000.00","2,540,000.00","6,680,260.86","6,451,387.12","6,322,513.38","6,283,639.64","6,244,765.90","6,005,892.16","8,997,018.42","8,958,144.68","6,009,270.94","5,779,475.64","6,011,523.46","5,976,098.42","5,933,775.98","5,894,902.24","18,676,028.50","18,306,646.87","18,548,281.02","18,871,883.44","22,654,099.54","22,390,225.80","23,926,352.06","53,403,590.91","82,713,418.58","82,551,769.83","81,970,521.08","79,451,572.33","85,991,413.03","82,739,811.48","82,504,876.54","79,266,334.94","79,428,503.76","76,452,687.13","73,679,035.50","78,474,897.67","82,054,919.56"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"25,288,332.75","74,483,882.54","61,044,189.30","57,892,906.76","34,429,943.55","26,451,011.68","33,382,480.69","52,785,071.31","49,381,936.83","48,178,032.22","52,152,699.86","49,737,343.52","57,334,320.83","46,469,210.01","59,452,950.31","70,135,603.89","90,043,609.56","68,059,292.87","104,177,107.68","116,356,339.70","113,447,247.72","106,503,901.19","130,240,196.63","158,388,137.31","208,982,160.52","189,151,063.46","210,940,296.70","218,813,097.05","236,664,409.94","192,059,178.16","210,207,276.64","223,560,896.89","193,191,644.70","204,526,107.24","224,974,749.63","215,056,518.40","229,331,737.22"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"20,000,000.00","38,000,000.00","38,000,000.00","38,000,000.00","51,000,000.00","51,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","102,000,000.00","163,200,000.00","163,200,000.00","163,200,000.00","163,200,000.00","163,200,000.00","163,200,000.00","163,200,000.00","163,200,000.00","326,400,000.00","326,400,000.00","326,400,000.00","326,400,000.00","326,400,000.00","330,901,951.00","330,901,951.00","330,901,951.00","330,901,951.00","330,901,951.00","330,901,951.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,"18,925,776.09","18,925,776.09","18,925,776.09","287,111,172.84","287,111,172.84","236,111,172.84","236,111,172.84","236,111,172.84","236,111,172.84","236,111,172.84","236,111,172.84","236,418,160.76","236,418,160.76","236,418,160.76","236,418,160.76","236,418,160.76","236,418,160.76","175,218,160.76","175,218,160.76","175,218,160.76","175,218,160.76","175,218,160.76","175,218,160.76","175,218,160.76","175,218,160.76","12,018,160.76","12,018,160.76","12,018,160.76","12,018,160.76","12,018,160.76","43,081,778.74","49,477,383.51","49,477,383.51","49,477,383.51","49,477,383.51","49,477,383.51"
无形资产,"15,060,123.14","14,752,241.87","14,598,299.87","14,521,328.87","14,444,357.87","14,367,386.87","14,404,486.63","14,324,160.61","14,241,150.58","14,232,230.13","14,233,521.04","16,162,237.14","16,182,581.64","16,072,614.36","15,964,730.40","15,856,846.44","28,607,992.58","30,537,210.28","30,737,669.78","30,548,179.35","30,359,769.69","30,171,360.03","49,195,712.08","48,913,994.91","48,624,034.17","48,347,893.98","48,071,656.29","47,795,418.60","47,519,180.91","47,242,943.22","46,969,802.97","46,698,997.06","46,432,750.15","46,168,586.71","45,904,423.27","45,640,259.83","45,376,096.39"
盈余公积,"4,985,761.07","1,801,700.91","1,801,700.91","1,801,700.91","5,340,918.05","5,340,918.05","5,340,918.05","5,340,918.05","9,622,385.18","9,622,385.18","9,622,385.18","9,622,385.18","14,648,862.84","14,648,862.84","14,648,862.84","14,648,862.84","20,720,733.64","20,720,733.64","20,720,733.64","20,720,733.64","27,770,886.54","27,770,886.54","27,770,886.54","27,770,886.54","35,622,676.75","35,622,676.75","35,622,676.75","35,622,676.75","41,952,699.66","41,952,699.66","41,952,699.66","41,952,699.66","47,191,600.08","47,191,600.08","47,191,600.08","47,191,600.08","49,879,701.97"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,"2,832,985.97","8,314,893.17","8,314,893.17","8,258,003.85","8,258,003.85","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05","4,590,474.05"
未分配利润,"32,920,589.33","16,215,308.34","27,747,028.01","39,896,860.97","43,508,262.61","48,167,395.44","51,048,101.63","67,554,769.92","71,841,466.82","77,323,077.08","77,310,176.38","94,823,344.68","101,801,492.71","108,657,303.39","105,327,793.46","127,653,086.13","136,796,230.70","146,254,742.55","140,539,051.72","167,486,344.21","174,343,752.14","184,547,021.80","171,995,280.78","200,733,660.90","213,917,492.99","225,693,531.96","214,444,430.21","243,571,003.56","264,246,661.47","279,126,115.89","252,381,787.47","282,792,261.53","300,691,978.27","304,473,443.67","286,067,568.35","301,553,753.79","316,918,917.51"
长期待摊费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,243,974.23","1,101,805.75","995,179.39","1,013,136.37","898,385.02","2,035,091.80","1,756,984.36","1,517,717.47","1,211,097.18","963,972.66"
少数股东权益,,,,,,,,,,"14,018,425.45","19,908,941.45","19,648,418.15","19,097,649.83","19,171,613.32","15,762,244.75","15,866,463.77","16,043,360.55","16,065,278.37","16,026,408.54","15,997,964.39","16,046,548.60","17,154,925.09","16,692,652.68","16,608,689.68","16,897,669.83","16,679,399.84","16,711,469.84","16,934,461.27","17,284,436.13","17,164,370.83","17,329,232.27","17,325,191.20","1,534,807.98","1,318,070.66","1,247,777.90","1,127,567.69","1,117,589.59"
递延所得税资产,"756,057.05","941,576.88","280,162.28","385,813.10","1,232,640.52","240,740.58","321,229.84","515,397.79","770,880.91","437,321.75","568,381.40","693,944.52","1,812,168.40","1,048,008.29","926,586.78","1,116,899.69","2,420,822.31","1,123,285.61","1,175,678.92","1,317,092.45","2,751,833.77","1,130,501.74","1,299,638.51","1,405,595.84","4,562,379.68","2,721,504.60","2,702,125.25","2,875,073.02","4,583,939.95","2,753,274.08","2,746,734.41","3,036,298.75","4,775,550.90","4,368,799.29","3,300,670.74","3,946,896.51","7,948,210.83"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,"10,799,648.77","8,201,480.42","8,164,524.15","5,973,762.60","4,461,594.00","10,264,345.03","8,341,480.00","14,367,193.12","9,028,782.45","13,765,760.16","13,903,874.05","12,930,681.90","9,103,478.79"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"43,696,232.24","83,910,188.68","82,133,724.06","83,294,912.54","89,285,789.06","89,368,962.82","92,233,599.69","96,853,116.71","101,346,776.35","121,223,519.51","131,864,089.51","138,127,404.97","161,553,040.37","162,065,258.73","162,084,190.85","168,448,290.02","215,304,476.06","228,727,289.97","231,340,978.16","233,890,908.78","275,616,966.06","292,347,745.85","340,550,467.23","351,722,434.27","410,416,499.47","421,053,305.63","426,096,009.41","439,008,610.46","456,123,601.52","458,995,026.64","458,739,884.68","477,694,892.20","489,854,467.19","504,471,071.88","509,201,110.06","507,471,485.13","510,777,430.61"
所有者权益(或股东权益)合计,"57,906,350.40","74,942,785.34","86,474,505.01","98,624,337.97","386,960,353.50","391,619,486.33","394,500,192.52","411,006,860.81","419,575,024.84","439,075,060.55","444,952,675.85","462,205,320.85","473,966,166.14","480,895,940.31","474,157,061.81","496,586,573.50","511,978,485.65","521,458,915.32","515,704,354.66","542,623,203.00","556,727,577.23","568,148,136.97","555,293,097.08","584,093,004.99","605,422,610.28","616,974,126.72","605,774,506.39","635,011,063.19","662,175,333.92","676,903,853.96","650,229,438.70","716,067,572.79","729,797,720.84","733,483,655.01","715,130,988.03","730,515,156.91","748,462,951.33"
资产总计,"83,194,683.15","149,426,667.88","147,518,694.31","156,517,244.73","421,390,297.05","418,070,498.01","427,882,673.21","463,791,932.12","468,956,961.67","487,253,092.77","497,105,375.71","511,942,664.37","531,300,486.97","527,365,150.32","533,610,012.12","566,722,177.39","602,022,095.21","589,518,208.19","619,881,462.34","658,979,542.70","670,174,824.95","674,652,038.16","685,533,293.71","742,481,142.30","814,404,770.80","806,125,190.18","816,714,803.09","853,824,160.24","898,839,743.86","868,963,032.12","860,436,715.34","939,628,469.68","922,989,365.54","938,009,762.25","940,105,737.66","945,571,675.31","977,794,688.55"
负债和所有者(或股东权益)合计,"83,194,683.15","149,426,667.88","147,518,694.31","156,517,244.73","421,390,297.05","418,070,498.01","427,882,673.21","463,791,932.12","468,956,961.67","487,253,092.77","497,105,375.71","511,942,664.37","531,300,486.97","527,365,150.32","533,610,012.12","566,722,177.39","602,022,095.21","589,518,208.19","619,881,462.34","658,979,542.70","670,174,824.95","674,652,038.16","685,533,293.71","742,481,142.30","814,404,770.80","806,125,190.18","816,714,803.09","853,824,160.24","898,839,743.86","868,963,032.12","860,436,715.34","939,628,469.68","922,989,365.54","938,009,762.25","940,105,737.66","945,571,675.31","977,794,688.55"
