科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"61,831,933.41","85,652,722.14","111,207,055.24","207,745,914.92","93,802,900.91","91,366,882.73","113,457,633.65","186,968,003.59","129,934,118.26","136,713,252.71","166,948,632.01","139,251,462.59","177,060,967.97","128,226,760.43","168,757,123.41","248,405,628.93","232,974,581.10","154,941,913.55","197,781,551.53","281,842,011.28","220,879,164.55","223,208,076.09","278,996,054.96","298,465,458.23","226,081,241.79","181,863,939.89","187,693,701.29","190,356,057.52","181,143,928.74","161,981,922.41","158,830,881.74","283,120,467.94","443,508,893.95","245,952,757.88","239,940,015.48","225,146,645.18","182,992,988.03","186,723,958.92","260,366,187.14","338,214,720.30","186,377,407.22","289,671,373.97","151,585,075.50","345,057,871.73"
短期借款,"463,200,000.00","447,200,000.00","448,000,000.00","434,000,000.00","428,300,000.00","466,400,000.00","457,600,000.00","422,100,000.00","433,800,000.00","437,200,000.00","388,100,000.00","316,200,000.00","308,600,000.00","287,700,000.00","95,000,000.00","134,000,000.00","149,000,000.00","157,000,000.00","167,000,000.00","165,000,000.00","81,000,000.00","136,000,000.00","128,000,000.00","84,000,000.00","50,000,000.00",,,,,,,,,,,"17,600,000.00","67,600,000.00","75,000,000.00","20,000,000.00","20,000,000.00","5,000,000.00",,,"20,000,000.00"
交易性金融资产,,,,,,,,,,,"1,000,000.00","1,009,052.90","946,422.03","739,640.75","739,640.75","838,060.69","892,738.43","843,031.39","809,528.85","680,986.44","710,810.66","722,740.35","672,039.18","773,441.53","754,552.86","656,132.92","732,681.76","714,787.23","664,086.05","673,033.31","760,517.71","1,180,045.12",,,,,,,,,,,,"30,104,182.24"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"700,000.00",,"500,000.00","500,000.00",,,,,,,,"15,000,000.00","9,500,000.00","13,000,000.00","12,280,000.00","7,700,000.00","4,100,000.00","14,780,000.00","18,870,000.00","13,071,621.04","6,821,621.04","2,150,000.00",,,,,,,,,,,,,,,,,,,,,"9,400,000.00","9,820,000.00"
应付票据,"15,000,000.00","33,200,000.00","32,300,000.00","20,860,000.00","8,560,000.00",,"5,000,000.00","8,000,000.00","5,000,000.00","13,297,000.00","2,710,000.00",,,"20,000,000.00","20,000,000.00","4,000,000.00","9,000,000.00","5,000,000.00","5,000,000.00","10,000,000.00","7,000,000.00","2,000,000.00",,,,,,,,,,,,,,"7,335,422.60","7,335,422.60",,,,,,,
应收账款,"52,398,032.31","35,552,489.11","28,712,033.80","32,117,572.22","27,997,960.92","21,440,471.44","18,078,492.28","21,484,640.11","13,694,772.82","14,535,343.08","31,412,528.82","20,408,298.59","26,188,552.99","22,011,404.23","12,812,870.08","6,389,544.38","6,514,475.34","8,011,664.56","19,662,363.59","28,782,406.27","33,726,287.47","35,932,846.59","32,035,246.12","35,451,232.22","34,925,218.83","33,679,884.41","31,091,911.45","37,666,261.85","33,805,890.33","19,070,308.28","15,884,185.63","116,087,550.64","109,390,646.90","121,486,027.88","121,572,181.42","417,096,245.50","547,183,362.10","568,658,041.36","575,127,121.58","488,840,417.93","571,015,517.89","635,294,230.25","713,016,775.01","689,459,688.74"
应付账款,"91,241,165.67","82,696,050.68","82,822,125.42","111,532,393.09","97,851,585.61","87,001,286.38","79,774,142.99","85,547,146.22","86,465,602.59","88,168,452.60","74,049,523.06","79,236,624.98","79,306,396.90","130,070,046.91","179,715,460.96","228,013,709.77","184,919,753.66","151,994,911.41","156,225,455.09","167,927,858.75","174,506,778.55","155,324,730.72","165,259,555.36","241,237,068.10","245,429,200.65","276,724,175.99","202,901,643.68","218,146,204.11","212,854,106.89","186,307,953.72","166,949,314.12","296,195,572.40","385,796,528.93","412,170,805.77","362,524,770.19","236,275,673.57","247,193,854.92","309,406,172.31","290,753,325.99","281,530,477.77","244,242,706.04","266,284,759.49","270,419,655.82","314,946,180.67"
预付款项,"247,742,602.62","239,022,458.89","263,263,939.06","186,817,333.63","296,425,833.22","191,223,437.58","218,446,327.29","117,529,433.58","193,361,992.59","199,560,728.47","124,863,503.81","81,935,373.81","113,542,331.45","57,029,703.46","84,626,191.71","33,988,581.00","61,299,379.93","69,684,609.64","45,931,638.80","25,305,839.79","23,304,530.22","30,172,485.88","28,353,074.01","16,927,237.58","88,617,855.87","58,311,928.01","14,473,806.29","4,587,659.51","45,384,678.56","6,735,026.81","5,502,088.20","17,491,670.82","14,504,206.98","217,462,890.96","209,014,730.27","55,823,040.83","39,981,911.23","55,351,666.20","28,822,566.86","29,001,732.45","39,385,639.72","59,111,399.18","38,948,576.18","53,747,534.32"
预收款项,"131,113,480.67","112,745,796.61","152,323,688.09","160,586,610.12","188,701,048.12","158,220,017.27","190,358,152.98","187,048,906.53","225,527,978.82","208,936,838.21","241,539,648.94","224,182,769.57","298,024,868.68","233,076,492.76","296,391,807.45","315,174,849.41","347,627,163.40","306,756,249.63","344,945,396.05","341,888,457.54","340,358,614.93","285,513,992.09","337,666,419.73","290,923,492.26","353,998,961.27","292,339,047.53","322,981,237.47","273,207,456.49","269,624,677.36","232,216,659.00","244,293,911.38","248,605,394.05","263,821,240.30","228,761,463.88","237,006,253.76","62,857,938.02","73,182,216.45","76,376,635.66","87,525,114.62","70,630,774.66","75,562,377.95","68,494,692.07","71,960,292.86","74,553,230.16"
