科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"175,336,794.72","143,447,555.94","45,984,901.07","89,779,771.68","192,657,617.20","38,222,429.04","111,051,279.54","170,129,517.24","274,857,548.41","33,799,911.92","122,652,105.10","204,008,307.30","407,189,180.42","38,816,641.10","75,303,549.76","124,905,590.15","259,802,995.27","36,977,013.20","65,112,737.50","128,230,274.20","257,780,055.51","39,331,983.00","112,089,693.03","199,465,158.37","250,745,683.69","28,693,207.48","95,630,849.49","146,873,555.08","280,524,379.66","179,306,109.55","516,982,782.52","673,413,991.57","1,124,168,277.78","327,721,470.27","4,458,593,466.59","9,238,506,261.08","16,210,035,162.35","4,902,457,074.25"
取得子公司及其他营业单位支付的现金净额,,,,,"33,029,204.02",,,,"10,232,186.79",,,,,,,,,,,,,,,,"1,749,352.49",,"174,083,011.97","242,393,011.97","235,839,506.52",,"80,106,782.55","87,678,570.02","87,678,570.02","568,555,433.73","926,633,852.57","927,713,797.22","955,371,629.74",
收到的税费返还,"2,436,599.19","1,421,205.24","1,946,388.76","2,183,267.66","529,861.64","1,403,905.92","791,538.41","2,040,532.57","2,841,787.44","852,263.81","845,447.62","892,268.88","1,701,181.77","36,854.70","1,904,398.89","2,354,911.71","1,493,842.48","496,094.24","852,675.44","1,208,352.70","1,198,546.73","228,846.16","228,846.16","228,846.16",,,,,,"15,957.48","26,210.72","37,339.30","217,293.00","3,375,715.69","3,408,307.96","3,437,246.06","3,985,339.38","77,291.88"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,"8,000,000.00",,,,"118,000,000.00","80,000,000.00","25,000,000.00","50,000,000.00",,,"600,000.00","1,896,256.27","1,902,247.51","150,000.00","13,636,148.27","18,149,910.97","24,082,239.22","7,863,406.63","1,027,869,082.56","1,024,645,751.26","3,561,129,522.87","119,256.58"
收到其他与经营活动有关的现金,"4,533,382.00","1,625,072.08","3,157,409.33","4,965,997.03","6,634,018.71","2,505,355.98","4,952,569.05","8,364,998.58","9,599,214.20","6,768,526.22","11,416,036.22","19,161,532.34","13,361,795.16","29,377,969.89","28,605,311.90","38,691,140.31","7,661,028.55","33,382,771.56","16,676,038.73","25,378,964.29","56,927,529.46","11,837,666.22","13,232,358.42","35,870,423.52","17,506,868.10","70,557,233.07","124,835,727.64","134,027,386.64","165,702,440.97","48,933,638.76","66,122,881.59","70,288,615.50","208,731,001.02","48,845,196.11","301,809,266.37","644,782,350.83","775,553,879.20","443,874,204.20"
投资活动现金流出小计,"16,348,694.63","17,769,665.08","10,866,903.81","13,248,630.58","68,783,935.65","8,575,810.29","22,886,384.17","54,360,299.51","44,969,222.37","23,551,499.05","34,187,458.42","38,051,009.24","38,802,670.82","15,399,552.41","43,164,197.12","46,077,869.14","58,562,759.15","10,824,399.31","33,562,917.55","35,560,795.11","155,565,531.55","80,925,867.75","155,337,617.18","231,110,267.70","26,241,603.50","42,086,570.52","226,574,657.98","392,431,172.14","485,602,970.94","4,129,574,372.61","13,901,800,122.63","16,823,517,930.56","17,740,514,461.85","4,757,799,951.81","7,372,222,241.20","9,129,479,618.14","12,866,757,970.14","417,024,634.54"
经营活动现金流入小计,"182,306,775.91","146,493,833.26","51,088,699.16","96,929,036.37","199,821,497.55","42,131,690.94","116,795,387.00","180,535,048.39","287,298,550.05","41,420,701.95","134,913,588.94","224,062,108.52","422,252,157.35","68,231,465.69","105,813,260.55","165,951,642.17","268,957,866.30","70,855,879.00","82,641,451.67","154,817,591.19","315,906,131.70","51,398,495.38","125,550,897.61","235,564,428.05","268,252,551.79","99,250,440.55","220,466,577.13","280,900,941.72","446,226,820.63","228,255,705.79","583,131,874.83","743,739,946.37","1,333,116,571.80","379,942,382.07","4,763,811,040.92","9,886,725,857.97","16,989,574,380.93","5,346,408,570.33"
投资活动产生的现金流量净额,"-3,398,694.63","-17,597,665.08","-10,731,903.81","-13,111,330.58","-68,646,635.65","-8,575,810.29","-22,886,384.17","-54,360,299.51","-36,064,986.99","-23,133,444.05","-30,657,569.95","-34,521,086.77","-35,652,409.25","-15,399,552.41","-42,990,947.12","-45,904,619.14","-20,412,851.28","11,146,151.46","11,767,902.04","69,680,514.23","78,039,853.07","-41,956,294.96","-17,517,489.26","3,463,934.42","-7,895,623.50","-42,086,570.52","-223,603,963.88","-389,569,910.99","-482,741,709.79","-1,504,481,002.74","-3,972,719,145.89","-4,381,975,583.96","-3,008,149,435.11","-1,973,744,075.09","-3,074,438,212.50","-2,820,734,127.13","-2,679,193,937.07","379,087,509.17"
购买商品、接受劳务支付的现金,"106,981,512.88","77,184,452.96","43,320,583.53","86,153,094.67","130,942,196.55","37,569,784.01","97,803,918.72","128,051,406.20","171,431,090.36","53,378,683.13","119,662,065.59","183,437,553.11","272,235,174.62","59,049,357.94","91,967,218.88","126,507,883.00","168,605,991.28","55,764,501.38","87,726,993.31","138,918,294.46","199,889,412.51","54,741,490.94","121,045,730.92","194,183,365.57","81,050,247.29","71,452,664.19","48,453,576.63","280,600,674.89","164,327,530.86","251,264,276.53","506,518,519.73","655,243,196.96","716,342,351.31","1,321,964,294.96","4,167,602,834.24","8,441,596,427.77","14,871,544,198.13","4,758,446,159.00"
吸收投资收到的现金,,,,"284,149,100.00","283,649,100.00",,,,,,,,,,,,,,,,,,,,"468,119,996.18",,,,,"4,751,999,992.78","4,751,999,992.78","4,751,999,992.78","4,751,999,992.78",,,"39,000,000.00","52,990,000.00","116,917.50"
支付给职工以及为职工支付的现金,"11,954,637.80","16,764,441.55","11,800,717.17","11,736,657.65","16,221,646.51","5,119,143.74","10,698,188.48","16,623,046.80","21,650,306.71","12,468,769.23","17,445,639.47","24,581,567.47","36,245,565.74","11,476,508.47","20,595,119.14","23,151,896.96","30,827,766.74","9,796,607.37","17,804,398.07","25,342,597.78","36,687,150.60","14,009,334.16","26,180,963.19","31,244,603.74","29,886,478.45","9,689,961.26","18,538,675.14","30,205,358.99","45,749,363.74","20,098,317.11","44,110,342.02","74,008,770.21","106,783,836.75","43,520,949.54","234,840,855.05","433,358,311.48","668,102,327.53","254,568,968.28"
取得借款收到的现金,"12,000,000.00","8,000,000.00",,,,,,,"730,000.00",,"28,895,000.00","28,895,000.00","28,895,000.00","27,060,000.00","47,060,000.00","47,060,000.00","47,060,000.00",,,,,,,,"175,440,000.00",,,"220,000,000.00","500,000,000.00",,,"466,000,000.00","1,567,000,000.00","2,581,308,800.00","4,727,755,600.00","5,002,908,400.00","8,758,592,928.00","277,300,600.00"
支付的各项税费,"14,636,006.98","9,043,734.12","6,558,728.68","8,702,246.10","9,542,161.28","4,114,804.90","10,995,459.52","16,524,024.97","14,026,987.79","5,620,558.92","14,802,073.66","18,965,949.43","17,677,768.14","9,537,402.42","13,634,913.62","21,353,566.62","20,862,186.40","8,919,949.76","10,968,124.35","12,064,421.40","10,520,976.55","5,575,127.79","6,567,959.75","11,661,223.03","12,039,719.16","7,912,256.38","11,903,864.65","20,346,904.56","27,088,627.79","3,066,143.63","36,001,613.59","44,970,895.47","48,714,094.25","4,183,167.89","363,116,713.32","733,885,990.29","190,207,637.28","55,756,584.39"
收到其他与筹资活动有关的现金,,,"852,361.42","1,080,561.39",,,"655,990.79",,,840.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"19,037,656.06","14,826,811.59","8,465,168.59","15,865,855.05","19,591,889.01","6,051,129.96","19,649,636.72","30,801,084.32","33,481,006.80","19,058,589.93","34,741,937.04","48,934,839.96","40,799,716.15","31,213,172.32","38,797,879.17","51,866,926.72","32,772,270.32","34,558,398.37","25,268,591.08","41,033,504.83","83,652,612.57","23,126,377.35","27,817,842.67","61,175,607.45","46,332,906.08","89,409,173.43","141,130,230.45","151,499,941.17","195,191,299.86","62,385,471.13","173,146,545.05","218,344,506.65","320,939,983.30","81,363,805.21","1,007,777,692.08","1,887,440,842.41","2,082,648,451.08","872,109,574.29"
筹资活动现金流入小计,"12,000,000.00","8,000,000.00","852,361.42","285,229,661.39","283,649,100.00",,"655,990.79",,"730,000.00",840.12,"28,895,000.00","28,895,000.00","28,895,000.00","27,060,000.00","47,060,000.00","47,060,000.00","47,060,000.00",,,,,,,,"643,559,996.18",,,"220,000,000.00","500,000,000.00","4,751,999,992.78","4,751,999,992.78","5,217,999,992.78","6,318,999,992.78","2,581,308,800.00","4,727,755,600.00","5,041,908,400.00","8,811,582,928.00","277,417,517.50"
经营活动现金流出小计,"152,609,813.72","117,819,440.22","70,145,197.97","122,457,853.47","176,297,893.35","52,854,862.61","139,147,203.44","191,999,562.29","240,589,391.66","90,526,601.21","186,651,715.76","275,919,909.97","366,958,224.65","111,276,441.15","164,995,130.81","222,880,273.30","253,068,214.74","109,039,456.88","141,768,106.81","217,358,818.47","330,750,152.23","97,452,330.24","181,612,496.53","298,264,799.79","169,309,350.98","178,464,055.26","220,026,346.87","482,652,879.61","432,356,822.25","336,814,208.40","759,777,020.39","992,567,369.29","1,192,780,265.61","1,451,032,217.60","5,773,338,094.69","11,496,281,571.95","17,812,502,614.02","5,940,881,285.96"
偿还债务支付的现金,"13,000,000.00","16,000,000.00",,,,,,,,,,,"28,895,000.00",,"27,060,000.00","47,060,000.00","47,060,000.00",,,,,,,,"160,470,000.00","14,970,000.00","19,970,000.00","19,970,000.00","19,970,000.00","80,000,000.00","500,000,000.00","500,000,000.00","522,625,000.00","110,625,000.00","1,862,340,559.00","2,464,988,885.00","6,521,853,224.00","625,935,352.00"
