科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
未分配利润,"57,710,652.50","106,834,537.27","161,074,189.21","188,575,666.29","196,073,903.10","202,161,358.26","216,534,601.26","221,979,589.89","237,839,808.15","251,179,643.50","268,191,925.48","281,063,283.91","298,423,142.82","321,677,699.42","337,151,070.54","348,440,176.00","365,496,135.54","371,027,002.13","389,473,309.60","401,764,151.61"
长期待摊费用,,,,,,,,,,,,,,,,,,,,
少数股东权益,,,"2,378,060.93","2,365,990.64","2,498,282.64","2,440,047.60","2,407,903.45","6,387,360.77","28,701,972.16","31,290,871.84","36,705,194.29","24,814,451.34","27,955,197.71","7,575,598.46","22,642,284.01","22,107,830.58","20,682,000.36","18,265,041.65","16,665,726.29","17,143,976.09"
递延所得税资产,"935,211.99","1,174,515.57","1,655,759.08","2,225,093.31","2,291,364.76","3,503,108.01","2,448,939.16","4,409,100.78","3,025,166.85","4,649,620.64","3,873,745.50","4,571,411.05","4,909,284.43","6,661,481.71","5,349,538.83","7,040,673.76","8,372,214.52","7,013,613.75","6,642,971.72","7,303,825.71"
外币报表折算价差,-517.85,-468.88,"-42,969.45","-23,397.86","11,863.55",,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,"12,217,539.15",,"14,271,788.96","14,954,090.61","12,704,747.75","14,971,741.88","12,683,522.12",,,,"400,000.00","400,000.00",
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"66,322,631.69","93,595,335.25","113,988,690.32","119,454,066.97","119,521,518.37","125,059,523.38","123,903,633.10","141,262,524.10","257,226,999.47","265,231,383.10","273,184,919.17","282,824,351.03","301,209,141.85","581,912,822.22","602,719,978.24","631,294,378.80","771,117,019.34","723,644,012.20","745,042,740.29","732,191,360.88"
所有者权益(或股东权益)合计,"176,746,837.77","231,380,734.05","293,781,069.82","550,121,848.20","557,787,638.42","568,977,075.32","583,372,494.53","592,743,176.86","662,870,742.81","651,552,824.61","676,827,158.65","604,314,700.80","624,234,110.09","723,840,633.13","751,968,602.80","768,699,151.56","786,420,642.87","802,195,173.81","816,412,384.83","1,114,989,836.07"
资产总计,"268,100,873.79","297,313,301.59","353,384,847.56","664,034,844.11","636,567,881.92","620,219,986.33","632,159,363.61","641,196,578.10","842,458,948.20","863,221,002.48","914,879,404.08","884,220,983.69","875,505,403.79","1,199,717,648.58","1,376,618,875.27","1,413,351,898.31","1,431,330,648.69","1,200,483,094.60","1,491,003,350.99","1,567,431,863.80"
负债和所有者(或股东权益)合计,"268,100,873.79","297,313,301.59","353,384,847.56","664,034,844.11","636,567,881.92","620,219,986.33","632,159,363.61","641,196,578.10","842,458,948.20","863,221,002.48","914,879,404.08","884,220,983.69","875,505,403.79","1,199,717,648.58","1,376,618,875.27","1,413,351,898.31","1,431,330,648.69","1,200,483,094.60","1,491,003,350.99","1,567,431,863.80"
