科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"57,900,853.32","42,782,977.57","34,520,022.41","311,170,707.23","241,990,177.95","218,667,106.60","194,752,796.64","215,191,833.99","276,901,091.82","287,816,841.49","329,526,555.75","290,841,509.45","261,170,726.17","287,976,569.01","417,617,398.10","350,127,422.86","206,884,019.84","104,299,539.03","177,373,581.31","465,443,076.80"
短期借款,"38,790,542.60",,"6,096,900.00","16,493,500.00","23,516,891.00","2,631,537.14","2,631,537.14","6,118,000.00","6,389,300.00",,"11,000,000.00","52,000,000.00","62,940,000.00","100,000,000.00","223,000,000.00","208,900,000.00","186,900,000.00","147,900,000.00","215,000,000.00","192,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"61,713,411.24","66,652,305.23","62,618,545.23","35,378,014.14","53,882,878.34","71,387,701.58","78,589,805.64","65,106,221.15","84,020,365.33","96,288,063.57","44,645,753.63","40,674,130.29","43,703,784.49","76,587,297.88","67,575,727.10","53,133,775.75","73,626,022.73","72,443,410.36","49,769,323.36","29,740,930.73"
应付票据,,,"4,000,000.00",,"4,454,376.45","4,454,376.45",,,,,,"2,010,000.00","2,960,000.00",,,,,,,
应收账款,"45,298,858.10","53,307,452.62","83,843,216.95","132,570,514.58","136,131,210.26","127,290,505.83","141,421,681.20","142,646,830.19","153,601,959.14","133,603,914.51","171,453,403.84","180,354,273.32","178,216,042.03","159,843,562.41","185,075,837.99","201,921,812.48","213,522,299.74","165,912,771.01","272,308,790.72","219,778,448.53"
应付账款,"27,343,843.45","32,386,001.80","25,514,428.91","25,082,937.87","27,632,762.81","28,256,552.76","32,732,499.64","25,292,023.61","33,488,267.71","38,522,219.28","40,886,426.07","33,005,233.37","50,958,757.74","33,583,854.87","51,238,960.39","55,851,821.21","57,596,042.77","44,942,571.36","195,942,019.08","30,231,657.79"
预付款项,"3,945,313.08","5,285,707.51","15,252,897.23","15,910,349.13","20,280,885.32","10,930,715.90","19,180,037.48","5,946,200.30","5,505,523.56","13,482,675.13","24,936,275.13","15,485,840.05","10,483,597.02","6,353,494.05","14,395,012.56","70,101,402.84","38,512,700.52","25,440,281.79","82,037,824.55","24,243,838.54"
预收款项,"4,706,270.00","920,687.78","494,767.06","1,943,514.47","2,099,823.46","5,032,894.89","3,262,349.97","1,943,766.10","3,239,761.46","2,250,665.28","4,845,250.41","2,410,244.03","1,959,918.54","17,113,510.84","9,752,049.45","17,007,185.35","21,728,789.95","7,273,910.60","62,333,023.12","11,524,528.07"
其他应收款,"871,720.37","1,100,489.80","1,243,030.81","2,388,676.95","2,704,977.95","1,903,536.45","2,840,128.08","5,110,564.94","2,723,177.60","6,677,196.65","5,954,918.70","5,898,433.49","4,866,395.34","5,048,082.39","6,775,750.49","7,216,157.68","25,894,434.65","3,214,737.39","3,800,815.59","4,121,991.56"
应付职工薪酬,"4,859,651.78","4,749,954.18","4,530,178.36","2,165,667.20","3,069,233.93","5,357,141.65","2,217,014.48","4,091,391.26","6,114,981.19","8,668,605.78","3,627,181.61","5,095,218.65","7,766,261.25","8,553,735.72","8,490,025.97","5,622,978.82","7,669,855.95","9,864,656.88","6,090,003.64","5,521,306.69"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
应交税费,"2,333,465.54","4,187,638.24","4,700,145.05","4,616,759.00","3,442,419.34","1,001,668.22","2,353,981.42","6,434,366.29","7,366,392.64","6,882,819.22","7,353,522.47","9,330,810.39","6,153,131.84","1,944,898.05","5,914,267.46","1,936,148.85","2,019,831.43","2,788,547.44","2,758,770.36","1,483,190.08"
应收利息,,,,,,"1,019,321.10","75,379.85",,,,,,,,,,,"304,723.66",,"600,000.00"
应付利息,"56,780.47",,,,,,,,,"608,374.55","605,106.84","1,264,738.75","14,211.92","365,303.47","362,567.27","841,198.04",,,,
应收股利,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"8,920,371.46",,,"947,160.11",,,,,
存货,"31,898,837.63","34,589,033.61","41,918,444.61","46,884,553.94","61,774,651.31","63,961,575.49","70,433,463.29","65,932,403.43","62,479,831.28","56,622,990.03","64,856,271.28","67,541,390.04","75,314,942.41","77,215,460.79","78,357,759.52","99,350,914.49","99,015,455.05","92,005,426.67","147,042,511.25","83,567,358.90"
其他应付款,"248,702.28","888,285.54","667,358.36","49,417,643.15","552,129.26","1,108,739.90","1,700,818.50","1,051,686.92","7,880,463.33","40,714,317.31","51,464,946.94","45,962,893.80","45,551,965.06","244,713,303.37","254,656,163.12","280,576,452.86","365,519,098.43","182,564,176.47","189,563,091.92","208,827,287.06"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,"9,000,000.00",,,"10,000,000.00",,,,,,,,,"66,418,927.44","66,418,927.44","70,443,553.94",,,,
其他流动资产,"149,248.36",,,"277,961.17","281,582.42",,"962,438.33",,,"3,497,938.00","321,306.58","601,056.02","540,774.48","4,780,359.83","4,101,411.27","206,033.41","2,758,696.82","13,218,192.49","13,627,763.92","7,744,857.86"
其他流动负债,"14,779.90",,,"692,974.22","562,607.25",,"538,667.93",,,,"618,675.94","1,622,349.11","1,645,572.35",,"736,669.57","389,925.99","442,905.60",,,
流动资产合计,"201,778,242.10","203,717,966.34","239,396,157.24","544,580,777.14","517,046,363.55","495,160,462.95","508,255,730.51","499,934,054.00","585,231,948.73","597,989,619.38","641,694,484.91","601,396,632.66","574,296,261.94","617,804,826.36","773,898,897.03","782,057,519.51","660,213,629.35","476,839,082.40","745,960,610.70","835,240,502.92"
流动负债合计,"78,354,036.02","52,132,567.54","46,003,777.74","100,412,995.91","75,330,243.50","47,842,911.01","45,436,869.08","44,931,234.18","64,479,166.33","97,647,001.42","120,401,110.28","161,621,859.56","179,949,818.70","472,693,533.76","621,516,790.78","641,569,265.06","641,876,524.13","395,333,862.75","671,686,908.12","449,587,969.69"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,
长期借款,"9,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,,"111,636,872.00","110,613,554.38","114,293,513.08","114,976,801.26","68,063,852.93",,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,"1,992,805.56","1,992,805.56","1,774,364.59","1,754,589.99","1,656,573.06","1,641,487.19","1,618,503.21","1,618,503.21","1,990,697.07","11,397,347.07","11,017,585.19"
专项应付款,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,
固定资产,"32,419,991.17","37,650,655.48","60,468,037.14","57,909,726.12","56,283,099.63","56,937,305.17","55,568,423.77","54,459,915.87","54,330,168.96","55,079,540.69","53,653,258.40","87,799,148.48","108,709,017.01","105,469,124.81","109,762,074.87","144,626,973.16","163,168,141.15","178,017,516.04","195,320,222.65","188,047,621.45"
递延所得税负债,,,,,,,,"222,167.06","222,167.06","207,622.07","207,622.07","207,622.07","207,622.07","183,481.69","183,481.69","183,481.69","183,481.69","154,058.04","154,058.04","154,058.04"
在建工程,"3,017,034.17","25,093,739.70","8,220,288.26","13,368,955.79","15,270,015.40","18,631,831.03","20,190,374.07","24,706,027.78","50,092,789.02","39,322,076.16","49,349,072.01","26,649,653.28","22,041,931.80","31,811,137.18","43,640,784.34","16,750,517.73","29,594,751.72","3,670,121.50","4,080,254.19","5,013,948.96"
其他非流动负债,"4,000,000.00","3,800,000.00","3,600,000.00","3,500,000.00","3,450,000.00",,,,,,,,,,,,,,"2,750,000.00",
工程物资,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"13,000,000.00","13,800,000.00","13,600,000.00","13,500,000.00","3,450,000.00","3,400,000.00","3,350,000.00","3,522,167.06","115,109,039.06","114,021,176.45","117,651,135.15","118,284,423.33","71,321,475.00","3,183,481.69","3,133,481.69","3,083,481.69","3,033,481.69","2,954,058.04","2,904,058.04","2,854,058.04"
固定资产清理,,,,,,,,,,,,,,,,,,,,
负债合计,"91,354,036.02","65,932,567.54","59,603,777.74","113,912,995.91","78,780,243.50","51,242,911.01","48,786,869.08","48,453,401.24","179,588,205.39","211,668,177.87","238,052,245.43","279,906,282.89","251,271,293.70","475,877,015.45","624,650,272.47","644,652,746.75","644,910,005.82","398,287,920.79","674,590,966.16","452,442,027.73"
生产性生物资产,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"48,000,000.00","48,000,000.00","48,000,000.00","60,990,000.00","60,990,000.00","60,990,000.00","60,990,000.00","60,990,000.00","124,680,000.00","124,680,000.00","124,680,000.00","124,680,000.00","124,680,000.00","124,972,000.00","124,972,000.00","124,972,000.00","124,942,000.00","124,942,000.00","124,942,000.00","291,258,095.00"
油气资产,,,,,,,,,,,,,,,,,,,,
资本公积,"64,549,052.69","64,549,052.69","64,549,052.69","280,390,852.69","280,390,852.69","280,614,482.55","280,614,482.55","280,614,482.55","248,609,307.55","250,282,700.05","251,344,650.05","179,293,695.36","180,355,645.35","258,632,277.55","258,632,277.55","259,797,077.55","260,057,427.57","260,647,237.59","260,792,037.59","387,665,609.83"
无形资产,"29,950,394.36","29,676,424.50","43,644,605.84","45,950,291.75","45,677,038.58","45,987,279.17","45,695,896.10","45,469,940.52","45,374,092.69","45,638,439.59","45,084,835.57","45,047,914.38","44,545,465.24","44,675,513.48","59,912,718.36","59,337,128.85","58,967,175.50","57,865,352.75","56,366,580.84","56,117,238.02"
盈余公积,"6,487,650.43","11,997,612.97","17,822,736.44","17,822,736.44","17,822,736.44","22,790,748.68","22,790,748.68","22,790,748.68","22,790,748.68","28,209,846.03","28,209,846.03","28,209,846.03","28,209,846.03","32,144,814.11","32,144,814.11","32,144,814.11","32,144,814.11","34,235,398.05","34,235,398.05","36,325,981.99"
开发支出,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,"31,684,500.00","31,684,500.00","31,684,500.00","31,684,500.00","23,373,180.00","23,373,180.00","23,373,180.00","23,021,130.00","12,130,248.00","12,130,248.00","22,729,297.50"
商誉,,,,,,,,,"104,404,781.95","104,277,111.50","104,277,111.52","104,277,111.50","104,277,111.50","378,955,469.86","382,413,374.65","401,920,582.09","509,396,233.24","474,686,711.09","470,835,363.82","464,691,141.55"
