科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"15,566,109.93","27,877,129.72","35,410,698.09","39,289,461.83","346,854.34","346,854.34","346,854.34","3,177,043.02",,,,,,,,"4,808,275.84",,,,,,"1,319,207.61","6,094,590.94","11,908,402.91","6,691,415.39","17,964,899.54","61,190,608.17","82,039,110.53","3,825,542.76","33,662,095.25","60,622,562.29","90,577,099.89","22,458,960.69","67,711,615.61","82,092,004.93","114,506,773.51","19,042,293.13","41,301,184.99","71,550,112.49","91,445,740.46","14,937,014.89","31,790,092.76","53,229,921.87"
二、营业利润,"-2,896,922.45","-7,245,206.17","-5,886,241.85","-5,462,048.70","-1,307,012.07","-1,147,010.02","-1,904,666.86","1,159,113.48","-668,592.11","-3,810,665.75","-5,330,017.42","-9,715,953.13","-1,146,947.91","-2,633,839.74","-3,873,629.36","-5,255,138.70","12,928,646.38","11,574,814.05","11,360,503.94","10,414,037.10","-1,491,638.44","-2,911,289.30","-3,989,612.90","-6,352,426.93","-1,733,772.83","-793,279.26","9,573,591.80","12,097,134.55","-1,833,353.88","5,416,199.10","8,190,293.12","13,896,305.16","3,358,943.83","19,334,726.74","21,660,543.81","25,307,466.26","4,443,595.03","7,934,378.39","12,989,611.85","13,258,350.06","989,721.33","1,195,309.77","3,380,779.57"
减:营业成本,"16,198,875.48","29,650,485.72","37,216,679.44","43,920,563.99","405,819.58","405,819.58","405,819.58","421,785.68",,,,,,,,"4,683,976.08",,,,,,"1,306,146.16","6,034,248.55","11,790,829.75","6,577,425.77","14,482,386.05","43,665,211.41","58,657,126.99","3,004,551.51","23,192,848.75","44,132,913.46","65,085,198.11","16,047,877.57","40,969,774.67","50,444,869.58","72,253,225.18","11,267,106.11","26,630,705.82","48,839,079.24","60,700,924.40","10,315,383.69","22,974,649.67","39,719,533.76"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,,"2,680.74","97,308.92","159,873.70","5,896.53","5,896.53","5,896.53","5,896.53",,,,,,,,"2,952.39",,,,,57.70,324.15,"1,288.69","17,937.14","9,016.82","313,131.41","1,766,483.12","2,064,378.85","111,851.09","1,089,010.50","1,903,101.75","2,248,922.58","636,413.41","1,847,787.48","2,233,609.32","3,044,394.40","511,314.05","357,580.82","430,391.11","1,108,783.50","46,359.65","178,567.32","215,479.46"
营业外收入,"13,628,309.15","48,476,147.81","48,476,147.81","48,479,051.81","8,080.00","1,885,208.15","1,885,208.15","1,885,208.15",,,,,,,"750,000.00","750,000.00",,,"1,777,475.00","6,125,525.06",,,,,,,"2,003.85","9,079.81","1,100.00","7,396.14","12,791.68","92,461.44","56,623.85","67,112.95","68,993.35","71,041.73",900.00,"3,400.00","8,700.00","9,400.00","7,965.28","29,597.97","33,056.97"
销售费用,"96,449.49","234,974.76","292,534.09","298,194.40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:营业外支出,"58,361.00","70,807.19","137,166.17","2,511,121.80","2,852.00","3,272.92","103,272.92","2,004,381.91","598,982.12","795,947.28","797,021.34","1,172,848.95",,,"54,826.91",,,,,,,"6,017.50","6,017.50","6,117.50",,,,,,,92.40,92.40,"4,685.80","9,569.54","9,569.54","5,904.52",,,139.00,139.00,,,806.00
管理费用,"2,735,992.07","4,576,030.03","8,490,248.70","10,650,714.96","1,707,228.05","4,502,837.71","7,079,005.18","8,186,830.92","1,990,615.68","5,160,690.62","6,711,704.37","11,107,942.49","1,205,208.33","2,533,684.82","4,065,423.78","5,573,354.39","1,635,503.80","2,831,657.73","3,285,059.75","4,297,492.20","1,545,100.24","2,794,437.42","3,921,104.69","5,972,467.37","1,844,473.92","3,821,186.77","5,520,584.29","8,076,340.43","2,551,697.97","4,301,967.38","6,205,465.10","10,241,112.78","2,437,398.35","5,594,733.82","7,801,569.42","12,379,197.50","2,855,044.45","6,230,925.94","8,968,174.62","12,500,061.28","3,489,678.42","6,893,489.11","9,710,603.82"
其中:非流动资产处置净损失,,,,,,,,,,"622,333.22","622,333.22",,,,,,,,,,,"6,017.50",,"6,017.50",,,,,,,,92.40,,"5,904.52","5,904.52","5,904.52",,,139.00,139.00,,,806.00
