科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"253,918,524.48","691,922,930.37","1,088,974,551.71","1,151,080,848.38","266,123,525.38","556,157,067.52","782,825,153.18","1,117,485,233.16","260,907,141.29","498,374,249.56","702,463,905.28","1,052,827,034.74","309,739,167.65","1,362,584,232.15","1,653,613,440.63","2,139,380,447.65","439,476,121.74","742,659,283.95","1,132,385,096.44","1,765,307,392.01","451,947,211.76","773,343,455.06","1,134,919,614.77","1,606,923,706.93","465,971,768.51","853,404,951.57","1,163,099,622.49","2,394,363,743.77","478,735,094.67","913,005,336.62","1,444,850,421.30","2,842,337,876.80","578,312,777.39","1,090,569,061.25","1,731,523,561.01","2,651,092,378.36","489,544,476.71","1,336,752,793.35","1,739,552,719.55","3,041,467,180.23","573,283,701.61","1,598,497,812.46","1,989,473,695.50","2,714,103,885.52","692,989,729.90","1,221,652,846.98"
二、营业利润,"19,386,284.31","43,632,167.50","91,228,320.52","135,051,512.33","22,356,679.93","26,981,634.10","36,833,177.73","53,649,937.70","13,922,545.13","25,480,775.57","28,118,409.69","37,731,175.88","17,125,218.72","54,193,382.01","63,921,519.19","106,426,707.54","25,154,048.35","30,743,694.09","42,789,345.56","77,300,246.54","14,261,726.86","13,158,959.62","45,621,613.35","48,544,982.79","23,041,213.08","30,936,315.55","34,567,153.14","51,658,396.38","24,216,499.44","35,979,428.16","37,591,368.44","93,594,824.99","26,644,782.72","44,488,312.18","71,370,828.73","121,616,153.44","20,293,227.95","59,936,470.61","105,803,181.06","204,522,565.53","42,380,353.71","648,418,329.12","734,663,855.85","787,859,301.00","59,247,315.18","131,318,852.12"
减:营业成本,"206,599,832.50","581,385,558.62","902,494,441.97","874,954,424.28","211,325,340.52","452,246,295.75","621,762,298.43","894,135,845.27","200,184,872.84","386,481,979.07","546,313,117.55","814,344,486.02","237,146,677.18","1,116,509,042.56","1,320,785,921.65","1,652,453,459.91","320,922,447.98","537,555,260.13","832,019,589.71","1,285,505,944.86","341,455,559.43","561,054,530.98","792,054,706.75","1,114,507,419.59","336,225,732.89","608,601,197.43","811,901,457.57","1,819,151,780.96","347,838,525.64","658,171,263.12","1,068,765,946.23","2,229,061,015.46","430,958,408.30","800,541,250.89","1,291,914,056.23","2,005,215,525.21","375,019,635.77","1,057,338,041.30","1,338,582,418.37","2,343,226,549.47","406,593,176.25","1,241,293,297.74","1,492,385,612.38","2,028,004,831.77","523,177,139.17","894,858,112.97"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,836,697.73","14,258,564.71","16,852,396.38","24,102,145.40","3,215,846.69","7,433,808.86","11,956,210.57","18,345,990.41","5,486,734.80","8,487,448.95","10,123,696.23","22,111,615.85","10,999,550.37","80,792,581.33","88,645,522.40","102,061,545.31","16,830,117.85","24,281,539.70","34,127,637.47","52,295,726.98","4,454,809.83","17,596,382.06","26,026,374.95","37,052,106.81","5,919,892.58","32,429,768.46","36,293,703.08","125,050,359.65","18,048,083.46","38,758,010.02","64,593,311.05","144,340,681.28","23,967,481.30","48,058,624.86","85,060,034.44","124,676,168.67","5,712,560.44","49,300,565.67","54,404,590.29","114,724,084.78","10,339,997.10","50,459,112.51","52,964,149.67","61,600,230.16","3,841,845.74","8,912,176.74"
营业外收入,"129,361.00","1,432,432.76","1,612,346.66","1,657,516.30","1,229,348.80","1,785,867.58","6,991,383.59","7,071,909.91","918,203.32","1,270,820.26","3,155,865.04","5,605,887.84","672,139.36","1,191,341.26","1,585,208.12","2,192,740.76","990,737.88","2,258,288.17","2,500,730.73","6,498,356.43","550,965.75","1,043,253.87","1,706,309.32","3,464,293.44","886,703.59","1,499,558.36","2,973,080.71","5,358,579.78","959,213.32","7,081,555.69","8,036,358.02","9,265,575.77","881,787.15","1,398,268.61","1,753,464.79","2,184,026.58","21,650,376.79","22,860,974.92","24,376,963.56","28,637,998.14","1,775,469.61","4,673,202.92","5,209,559.04","2,655,306.01","26,900.10","2,236,383.12"
销售费用,"8,746,558.71","18,980,544.10","29,031,413.45","43,415,684.52","9,756,008.30","20,409,722.67","32,784,458.18","41,891,121.73","9,841,144.49","21,383,183.90","36,312,567.15","61,205,425.32","17,019,056.62","51,783,167.57","78,299,342.53","121,598,896.80","25,105,311.44","60,746,417.64","101,550,655.61","163,583,557.54","37,823,703.58","76,090,717.16","118,838,377.60","171,604,958.60","47,251,215.94","93,807,549.10","147,257,271.57","215,274,370.99","42,387,772.57","89,697,251.45","133,107,198.34","186,332,305.23","50,044,046.70","102,499,550.09","148,192,716.53","205,977,335.07","56,688,175.11","109,758,354.99","146,103,572.73","246,303,257.54","73,143,796.57","146,322,272.45","198,110,629.10","290,833,945.36","74,013,984.58","148,098,906.34"
减:营业外支出,"89,403.29","298,346.26","606,778.30","790,091.98","28,529.59","623,133.47","736,998.65","718,445.45","130,606.10","483,039.79","1,502,796.55","2,344,747.97","1,192,645.58","2,096,623.47","3,827,427.52","6,508,282.82","166,863.78","6,297,250.14","6,659,572.69","9,760,080.84","140,778.21","734,387.82","2,020,597.56","2,312,106.74",4.94,"16,872.69","51,730.69","648,979.92","326,079.81","2,089,877.75","2,450,310.56","4,993,479.98","1,247,105.22","1,421,428.46","1,714,759.25","2,968,395.39","67,931.50","380,733.28","706,929.41","1,075,291.50","260,443.83","1,776,517.02","2,100,136.62","2,016,591.75","369,693.31","2,994,052.42"
管理费用,"9,417,313.06","21,040,246.31","32,571,007.73","27,564,838.96","13,084,666.13","27,028,092.27","41,286,045.80","55,221,043.43","15,312,087.84","28,748,183.76","39,963,404.69","53,680,523.39","16,355,263.62","38,898,708.35","66,135,233.04","85,977,026.16","31,274,707.69","57,172,553.05","67,035,207.49","107,371,278.54","35,391,852.15","56,189,443.57","85,897,232.34","126,796,415.88","31,607,220.88","51,068,308.35","80,472,120.29","119,081,751.34","23,822,272.73","51,762,266.45","78,527,348.57","118,768,715.07","28,856,427.78","63,422,270.31","92,409,874.56","142,117,088.74","27,926,676.37","61,834,665.65","96,534,506.09","127,562,109.48","37,802,236.19","74,629,029.38","109,448,175.53","148,357,232.13","41,930,394.23","80,562,782.21"
其中:非流动资产处置净损失,,,,,,,,,"4,873.86",,,"686,309.17",,,,"1,429,232.39",,,,"598,270.69",,"141,328.87",,"204,239.65",,,,"34,521.63",,,,"307,131.81",,"12,000.08","82,064.65","41,322.48","28,286.40","277,791.39","255,378.77","481,268.62","114,212.02","117,317.72","440,877.31",,,
