科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、经营活动产生的现金流量,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收回投资收到的现金,"12,537,500.85","77,428,041.66","14,200,000.00",,,,,,,,,,,,,,"10,080,000.00","10,080,000.00",,"27,000,000.00","18,000,000.00","18,000,000.00","956,811,889.84",,,"46,000,000.00",,,"168,627,425.75","171,000,000.00","1,100,584.66","4,412,384.66","39,700,584.66","6,100,584.66",,"68,960,724.86"
客户存款和同业存放款项净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
取得投资收益收到的现金,"39,842,750.53","75,954,324.93","52,500,000.00","45,000,000.00","45,000,000.00","45,000,000.00",,,"20,000,000.00","30,000,000.00",,,"3,924,559.89","21,424,596.00",,,"3,822,983.05","21,822,983.05","1,613,184.75","2,396,000.00","34,062,418.42","34,062,418.42",,"3,014,000.00","6,340,746.11","39,684,646.11",,"920,000.00","19,899,012.61","40,786,581.65","4,675,705.00","13,201,410.00","24,423,527.43","59,592,111.23",,"224,373,922.28"
向中央银行借款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"12,348,291.47","1,890.00",,,,"141,824.00","9,500.00","9,500.00","60,968.75","25,413,687.99","14,812.26","28,626.09","56,300.58","4,441,680.42","35,749.84","1,355,237.59","1,483,185.07","5,130,605.34","182,060.67","511,902.49","1,141,190.19","183,419,641.60","159,351.49","340,230.04","635,372.42","1,710,499.46","71,229.01","1,249,984,554.42","1,643,579,177.81","1,585,744,306.87","165,903.73","464,135.92","514,182.68","1,566,808.40",,
向其他金融机构拆入资金净增加额,,,,,,,,,,,,,,"200,000,000.00",,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"64,728,542.85","153,384,256.59","66,700,000.00","45,000,000.00","45,000,000.00","45,141,824.00","9,500.00","9,500.00","20,060,968.75","55,413,687.99","14,812.26","28,626.09","3,980,860.47","25,866,276.42","35,749.84","1,355,237.59","15,386,168.12","37,033,588.39","1,795,245.42","29,907,902.49","53,203,608.61","235,482,060.02","956,971,241.33","3,354,230.04","6,976,118.53","87,395,145.57","71,229.01","1,250,904,554.42","1,832,105,616.17","1,797,530,888.52","5,942,193.39","18,077,930.58","64,638,294.77","67,259,504.29","430,165.42","294,571,307.82"
收取利息、手续费及佣金的现金,"3,027,956,951.53","2,097,222,505.44","2,623,074,674.30","1,260,941,985.23","2,036,246,148.86","2,930,672,857.57","799,595,791.96","1,504,404,111.10","2,139,541,369.55","2,691,724,825.36","560,602,087.03","1,096,906,440.50","1,660,747,604.43","2,287,689,319.19","645,067,740.61","1,302,618,582.73","2,090,674,448.74","3,027,137,882.76","917,065,424.81","1,930,020,524.54","3,232,620,444.27","5,189,409,486.83","2,294,520,397.89","6,271,268,774.69","9,218,882,239.96","12,296,686,427.49","2,384,224,423.76","4,668,225,091.19","6,960,511,829.70","9,404,684,388.12","1,852,233,771.57","4,161,412,226.94","6,509,843,585.03","9,251,397,811.84","2,530,107,322.40","4,906,065,013.12"
投资支付的现金,"19,398,900.00",,,,,"160,080,000.00",,,"25,826,000.00","61,826,000.00",,,"8,012,100.00","43,012,100.00",,,"10,355,000.00","80,855,000.00",,"96,000,000.00","171,156,000.00","247,715,000.00","50,000,000.00","280,223,835.76","350,671,594.38","733,206,835.76",,"81,250,001.00","148,003,195.50","299,903,195.50","79,055,000.00","220,453,710.00","220,453,711.00","230,953,711.00","49,394,160.30","181,176,793.12"
处置交易性金融资产净增加额,"-207,106,250.81","465,497,246.83","-1,592,591,941.93","895,474,561.05","926,958,651.47","-2,029,730,493.83","951,810,442.09","-437,870,578.01","125,663,071.57","276,272,664.43","1,283,433.60",,,,,,,,,,,,,,,,"1,083,718,354.50",,"113,258,133.82",,,,"6,722,665,132.26",,"7,212,795.76",
质押贷款净增加额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拆入资金净增加额,,,,,,,,,,,,,,"200,000,000.00",,,,,,,,,,,,,,,,,,,,,,"200,000,000.00"
