科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"411,969,489.79","672,595,262.94","990,288,365.71","1,431,055,229.09","429,932,986.65","702,180,496.63","1,055,928,366.49","1,569,585,059.83","535,471,788.47","965,502,258.87","1,347,321,748.38","2,000,047,441.47","687,366,733.28","1,333,108,727.19","1,977,371,420.38","2,916,533,088.79","925,743,974.19","1,723,683,607.41","2,598,213,560.96","3,860,191,466.55","1,219,002,853.95","2,253,254,497.47","4,440,703,477.54","7,909,721,865.67","1,829,747,740.57","5,061,300,503.22","6,973,090,605.45","9,601,863,391.76","1,811,565,985.69","3,904,434,054.98","5,619,675,237.22","8,276,540,557.12","1,647,649,231.25","3,133,709,431.95","4,851,964,334.41","6,538,699,118.98","1,620,074,545.46","2,948,861,464.80","4,287,240,860.01","6,111,495,996.20","1,501,619,339.50","2,816,738,594.40","4,232,400,516.62"
二、营业利润,"8,967,743.21","15,619,625.44","62,573,107.83","57,489,380.85","6,993,830.04","13,113,054.75","19,298,885.06","60,263,028.21","10,607,706.07","16,612,613.91","17,938,840.71","63,614,754.09","30,099,730.29","50,546,262.91","65,877,338.29","126,769,353.76","45,092,576.58","75,340,740.67","91,175,868.92","159,118,905.25","51,722,645.81","64,904,232.79","310,381,410.47","886,556,264.08","94,186,205.17","650,777,001.80","827,477,370.86","921,462,037.73","69,047,391.77","151,833,078.37","216,061,691.20","369,049,795.00","33,204,846.21","90,938,188.79","97,902,809.98","-10,493,070.81","-151,250.44","-98,466,521.89","-186,486,480.96","-421,409,275.36","-5,230,289.82","-184,567,978.94","-243,761,903.63"
减:营业成本,"334,080,697.72","535,193,655.20","790,271,193.95","1,126,408,819.31","353,755,505.29","558,180,699.91","841,784,738.88","1,226,905,837.72","433,348,364.82","776,262,366.79","1,086,211,194.29","1,587,069,808.32","538,643,205.72","1,042,327,967.22","1,551,744,540.15","2,293,701,486.37","730,041,684.43","1,365,883,516.02","2,065,418,261.40","3,053,753,811.36","972,524,472.90","1,805,154,268.16","3,361,785,769.85","5,660,449,908.52","1,419,624,786.60","3,530,505,290.09","4,881,205,909.85","6,827,846,673.83","1,374,580,852.12","2,953,740,868.46","4,235,479,232.49","6,169,151,813.01","1,297,125,216.85","2,434,305,877.56","3,710,168,419.95","5,039,708,212.81","1,251,879,112.84","2,291,536,478.92","3,337,810,216.17","4,774,180,087.24","1,159,282,352.50","2,181,485,593.91","3,278,666,608.30"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"8,030,897.53","10,592,436.93","13,055,017.47","20,000,143.46","4,198,911.32","8,067,025.58","13,143,607.66","20,763,434.23","5,109,790.09","11,345,982.73","17,671,449.92","26,801,272.63","9,787,777.68","22,221,399.99","35,383,502.85","48,634,642.16","13,308,326.59","21,973,916.72","40,205,095.84","60,313,648.67","15,383,591.41","29,020,175.82","119,130,128.27","258,910,482.12","41,448,873.06","254,417,663.67","339,644,892.78","449,730,703.71","61,403,882.73","179,836,088.99","226,805,464.21","320,655,083.52","30,282,962.93","86,443,372.53","135,422,410.74","158,133,995.63","20,429,548.35","31,656,226.40","65,527,267.99","156,511,779.86","16,776,248.40","40,979,431.06","62,196,732.60"
营业外收入,"427,700.89","556,006.40","731,581.20","11,918,000.35","3,850,278.93","5,207,728.43","9,619,275.08","2,561,799.35","1,504,065.03","8,210,660.72","11,888,175.91","11,414,856.27","551,663.75","1,460,342.51","1,835,612.67","3,407,850.01","487,570.52","762,534.70","1,577,887.90","12,459,342.30","9,528,967.87","11,261,280.11","13,896,998.93","26,914,610.00","2,124,024.14","6,139,718.49","9,978,232.41","75,260,797.08","6,102,755.19","8,863,109.39","14,647,782.67","23,417,603.90","7,278,722.83","8,247,923.79","13,861,884.10","205,184,559.20","3,998,819.14","5,790,292.32","10,700,820.20","15,057,570.51","2,492,149.53","7,575,871.21","9,512,923.07"
销售费用,"24,651,556.53","34,746,005.95","46,745,280.81","61,209,808.98","25,482,789.21","41,280,333.07","55,806,173.60","75,027,851.85","29,979,146.60","45,550,651.95","65,366,443.90","104,820,162.72","37,002,392.76","63,435,866.85","94,638,446.16","139,990,079.89","43,705,269.53","83,969,413.59","129,640,449.31","220,239,626.76","55,856,887.82","104,998,788.97","254,706,815.98","511,883,928.61","100,049,427.36","307,729,269.09","437,249,270.27","644,997,661.28","94,132,218.71","220,842,647.10","341,928,727.35","565,982,383.30","104,394,475.52","215,483,342.80","344,986,240.23","485,600,871.15","106,436,277.97","200,067,284.03","295,295,693.46","442,310,418.06","93,045,259.28","179,669,041.42","271,439,894.52"
减:营业外支出,"232,637.67","318,932.61","4,379,504.52","6,902,827.80","223,048.60","412,672.78","1,306,140.52","2,667,531.60","56,552.82","4,280,735.36","5,156,441.62","5,026,710.62","311,507.24","1,653,196.38","1,874,160.23","3,767,647.44","871,018.58","1,094,184.20","1,456,298.65","3,167,359.28","533,296.71","452,660.92","1,060,900.41","2,196,511.89","800,735.65","2,116,259.53","3,703,625.05","11,760,443.14","905,253.99","2,388,025.33","5,048,576.66","5,353,109.60","313,906.02","3,730,406.38","4,046,454.41","6,507,331.13","58,376.43","979,420.24","1,156,603.35","1,896,282.75","49,189.78","2,800,970.02","9,342,717.60"
管理费用,"29,917,954.08","60,994,621.13","93,884,231.65","124,760,552.45","35,261,967.91","65,706,784.60","98,695,601.31","158,759,672.21","54,226,449.47","111,826,353.63","152,433,537.79","221,582,037.43","69,084,217.71","145,237,981.01","217,481,587.42","295,734,972.61","87,912,013.47","175,969,455.47","263,110,565.12","372,741,136.73","112,913,139.73","235,156,530.57","361,918,423.96","566,544,341.61","149,260,252.80","308,769,086.76","473,762,684.33","720,372,459.64","180,739,631.32","362,894,949.05","551,157,075.43","794,381,591.28","202,901,453.99","438,197,348.23","669,591,815.10","932,986,594.49","208,258,246.92","457,695,241.79","683,121,743.53","977,722,302.86","212,341,015.40","542,705,847.26","772,881,936.98"
其中:非流动资产处置净损失,"22,712.94",,"3,966,391.72",,"223,048.60",,,,,,,"2,578,875.09","194,013.21",,"465,451.37","2,089,735.66","1,156.27","9,112.56","135,897.47","350,527.69",,"109,644.99","452,475.77","893,550.10","104,451.69","106,904.69","111,204.69","199,968.21","87,013.44","601,855.80","885,288.82","868,187.01",,"181,664.00","181,664.00","1,241,224.77",,"335,379.83","335,379.83","959,706.30","8,617.09","235,279.45","1,703,242.06"
