科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"380,717,973.40","484,679,227.38","454,968,052.47","305,522,387.39","482,240,043.12","712,739,884.15","196,811,778.65","421,171,817.08","645,930,176.04","902,555,346.54","248,096,504.88","407,138,907.26","638,970,801.57","811,250,540.34","234,371,925.32","429,468,903.50","723,717,936.21","883,790,747.44","272,923,475.18","543,110,973.21","753,695,618.48","863,036,872.90","214,194,339.63","406,800,979.63","658,098,628.72","728,062,893.46","208,023,681.02","346,214,490.99","543,867,613.16","770,869,328.30","173,856,843.94","408,131,798.85","652,529,830.29","919,510,476.59","184,851,516.97","404,683,221.22","602,607,090.36","885,542,191.74","236,829,448.65"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,"12,957,000.00","12,957,000.00",,,,,,,,,,,,,,,,,,
收到的税费返还,"8,199,707.12","12,277,266.15","27,451,642.01","22,277,416.72","41,761,308.10","51,084,670.90","10,107,231.38","46,512,471.75","64,764,032.04","76,722,714.61","18,361,542.09","32,629,638.64","44,506,814.40","51,566,511.29","15,824,393.63","29,214,805.42","45,213,941.71","54,578,109.77","17,458,238.41","34,675,271.55","49,415,026.21","57,619,593.62","12,003,445.40","23,351,194.73","44,277,314.01","51,198,956.10","17,907,120.30","32,645,485.79","51,396,537.51","60,055,311.65","14,815,978.43","35,151,415.02","54,659,340.43","79,395,733.42","22,527,087.03","43,554,503.14","62,975,114.43","80,070,345.62","8,330,367.75"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,"3,000,000.00",,,,,,,,"8,000,000.00",,,,,,,,,,"38,200.00","38,200.00",,
收到其他与经营活动有关的现金,"4,411,874.09","1,449,327.21","3,173,731.85","2,422,357.78","12,481,061.87","8,261,478.53","2,461,616.46","4,469,156.39","13,697,153.95","7,519,533.71","2,750,141.03","8,564,824.96","20,827,514.15","18,302,472.26","2,662,799.73","5,792,277.34","7,748,195.75","47,332,282.65","6,358,161.28","9,255,573.32","9,715,073.91","15,074,459.31","4,165,228.91","3,626,651.44","7,306,699.55","7,126,249.01","3,871,342.78","4,545,591.06","6,656,249.90","40,443,629.74","86,641,508.31","136,545,418.13","311,350,080.63","18,593,250.40","2,890,215.57","4,087,259.41","8,189,591.54","10,214,972.77","4,090,202.48"
投资活动现金流出小计,"58,640,134.54","38,153,881.75","34,914,313.57","12,196,615.49","31,103,973.09","64,083,320.39","105,502,187.57","140,222,359.56","166,820,280.67","186,756,527.83","43,522,244.80","59,289,220.24","81,046,185.79","102,353,525.97","14,596,222.54","23,297,362.30","51,780,391.87","88,443,185.62","39,946,978.61","77,354,019.95","154,282,692.88","998,930,225.52","94,977,496.34","159,482,160.16","224,703,161.35","212,491,601.55","30,183,785.93","38,367,571.86","66,161,268.91","99,524,185.46","32,337,416.91","45,565,900.35","132,418,556.72","156,828,510.18","665,642,409.46","1,057,276,977.59","1,059,801,344.97","1,067,076,093.95","5,025,862.33"
经营活动现金流入小计,"393,329,554.61","498,405,820.74","485,593,426.33","330,222,161.89","536,482,413.09","772,086,033.58","209,380,626.49","472,153,445.22","724,391,362.03","986,797,594.86","269,208,188.00","448,333,370.86","704,305,130.12","881,119,523.89","252,859,118.68","464,475,986.26","776,680,073.67","985,701,139.86","296,739,874.87","587,041,818.08","812,825,718.60","935,730,925.83","230,363,013.94","433,778,825.80","709,682,642.28","786,388,098.57","229,802,144.10","383,405,567.84","601,920,400.57","871,368,269.69","275,314,330.68","579,828,632.00","1,018,539,251.35","1,017,499,460.41","210,268,819.57","452,324,983.77","673,771,796.33","975,827,510.13","249,250,018.88"
投资活动产生的现金流量净额,"-53,054,118.56","-37,605,911.75","-34,749,867.99","-12,177,384.72","-31,084,742.32","-60,469,089.62","-105,502,187.57","-140,222,359.56","-166,820,280.67","-183,538,797.06","-43,522,244.80","-59,289,220.24","-81,041,185.79","-102,348,525.97","-14,596,222.54","-23,158,362.30","-51,561,591.87","-88,108,704.85","-39,878,978.61","-77,286,019.95","-154,214,692.88","-434,313,653.78","-94,952,496.34","-129,349,160.16","-194,570,161.35","-176,491,851.48","-30,033,785.93","-38,139,071.86","-65,887,068.91","50,143,688.00","-29,374,221.71","-42,583,148.38","-129,053,804.75","413,661,982.60","-334,415,321.79","-63,274,032.39","-5,592,262.78","-12,865,211.76","-4,730,940.33"
购买商品、接受劳务支付的现金,"278,528,435.92","348,040,217.20","307,417,447.48","242,126,179.38","375,336,824.99","565,766,740.88","168,095,259.92","351,155,218.65","493,874,869.95","694,339,827.14","191,028,961.34","318,026,352.15","452,544,406.84","549,586,638.25","218,724,328.98","339,044,419.40","547,437,147.76","607,642,792.60","207,354,046.04","451,333,446.32","643,976,886.85","537,033,164.14","160,905,734.66","338,514,660.51","479,003,462.31","420,927,798.23","127,227,390.32","259,609,841.51","410,689,958.94","496,323,576.67","116,383,805.35","299,278,985.75","491,139,067.48","672,076,158.38","158,856,750.58","345,230,815.72","504,797,824.52","678,930,961.20","170,377,053.85"
吸收投资收到的现金,"31,777,200.00",,,,"533,014,960.00","533,014,960.00",,,,"167,903.39",,,,"788,990.40",,,,,,,,"27,731,768.31",,,,"5,000.00",,,,"2,600,000.00",,,,,,,,,
支付给职工以及为职工支付的现金,"39,983,160.92","54,759,205.78","67,525,532.80","46,234,295.26","70,476,760.67","98,615,230.75","24,776,206.73","65,956,101.77","98,058,330.59","140,456,004.75","31,486,263.94","78,209,889.17","114,340,745.57","151,498,093.13","37,659,043.38","87,358,697.77","117,014,398.31","167,217,114.37","42,439,740.22","99,526,594.67","125,149,567.83","179,386,196.16","44,636,004.62","96,288,135.13","129,077,371.72","221,131,139.61","45,575,954.85","99,670,089.95","136,362,407.38","232,534,916.93","62,188,401.13","127,264,138.02","195,293,834.47","258,480,620.11","52,846,847.63","99,424,692.14","146,314,221.91","192,028,373.22","57,611,936.19"
取得借款收到的现金,"117,500,000.00","215,300,000.00","171,100,000.00","32,500,000.00","32,500,000.00","32,500,000.00",,"65,000,000.00","65,000,000.00","121,000,000.00",,,,"58,701,444.86","15,759,286.13","116,797,554.54","178,797,554.54","231,543,394.13","62,506,347.93","142,396,213.91","239,964,513.91","327,882,153.87","123,231,800.00","249,845,614.05","321,037,046.43","298,457,738.91","40,345,435.20","185,814,641.00","257,923,241.00","310,795,000.34","6,500,000.00","17,500,000.00","37,712,813.13","43,627,000.00","3,841,500.00","3,802,500.00","9,682,200.00","11,560,700.00",
支付的各项税费,"5,076,184.18","6,039,421.05","6,937,358.67","7,238,326.99","14,398,697.98","21,522,533.82","9,065,396.37","17,314,654.53","24,549,181.93","32,533,170.88","6,676,255.80","10,827,193.92","19,148,594.52","29,072,992.61","8,070,436.84","20,251,022.10","25,595,483.62","43,988,659.49","8,386,597.57","18,903,723.37","27,810,347.38","37,126,073.04","2,987,145.36","4,220,568.69","5,209,119.71","22,453,794.15","31,989.25","57,259.73","94,965.65","18,552,068.48","6,863,284.46","13,160,431.77","17,605,941.66","18,422,969.24","10,303,026.96","13,969,653.43","17,203,352.39","17,011,844.50","9,890,153.82"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,"6,285,500.00",,,,"2,122,140.00","2,250,960.00","2,256,305.50","2,256,305.50","837,692.70",,,,"7,115,179.16",,,,"325,787,519.71",,,,"3,294,500.00",
支付其他与经营活动有关的现金,"19,198,563.61","23,352,144.21","28,339,915.12","19,945,460.48","28,448,412.97","43,074,375.75","15,716,928.05","27,478,607.31","37,413,700.36","55,753,310.59","12,057,122.51","17,289,679.53","43,907,036.79","70,260,315.79","10,038,265.70","19,025,169.32","22,245,281.26","89,721,433.84","10,903,672.63","22,815,309.65","47,216,963.07","112,262,125.08","25,281,812.23","28,644,263.07","42,280,155.84","120,455,710.58","47,327,642.05","57,182,363.89","63,105,743.49","112,163,955.04","53,898,157.75","52,543,798.97","75,408,146.57","93,121,316.39","20,063,924.75","41,491,679.61","65,253,429.60","98,578,303.75","31,708,106.23"
筹资活动现金流入小计,"149,277,200.00","215,300,000.00","171,100,000.00","32,500,000.00","565,514,960.00","565,514,960.00",,"65,000,000.00","65,000,000.00","121,167,903.39",,,,"59,490,435.26","15,759,286.13","116,797,554.54","178,797,554.54","237,828,894.13","356,506,347.93","436,396,213.91","533,964,513.91","657,736,062.18","125,482,760.00","252,101,919.55","323,293,351.93","299,300,431.61","40,345,435.20","185,814,641.00","257,923,241.00","320,510,179.50","6,500,000.00","17,500,000.00","37,712,813.13","369,414,519.71","3,841,500.00","3,802,500.00","9,682,200.00","14,855,200.00",
经营活动现金流出小计,"342,786,344.63","432,190,988.24","410,220,254.07","315,544,262.11","488,660,696.61","728,978,881.20","217,653,791.07","461,904,582.26","653,896,082.83","923,082,313.36","241,248,603.59","424,353,114.77","629,940,783.72","800,418,039.78","274,492,074.90","465,679,308.59","712,292,310.95","908,570,000.30","269,084,056.46","592,579,074.01","844,153,765.13","865,807,558.42","233,810,696.87","467,667,627.40","655,570,109.58","784,968,442.57","220,162,976.47","416,519,555.08","610,253,075.46","859,574,517.12","239,333,648.69","492,247,354.51","779,446,990.18","1,042,101,064.12","242,070,549.92","500,116,840.90","733,568,828.42","986,549,482.67","269,587,250.09"
偿还债务支付的现金,"103,368,008.00","207,500,000.00","186,300,000.00","40,000,000.00","40,000,000.00","117,100,000.00","13,500,000.00","13,500,000.00","43,500,000.00","100,500,000.00",,"35,000,000.00","35,000,000.00","91,000,000.00",,"50,342,505.60","104,343,505.60","177,701,444.86","52,543,394.13","152,488,327.12","212,488,327.12","253,764,518.13","82,319,480.00","154,285,930.00","233,558,776.41","244,887,846.43","35,065,440.00","89,697,240.00","199,776,781.42","321,219,778.78","91,453,420.69","126,897,235.49","173,369,164.57","203,610,153.60","3,883,874.70","243,513,389.00","244,083,663.20","250,171,017.30","61,238.70"
经营活动产生的现金流量净额,"50,543,209.98","66,214,832.50","75,373,172.26","14,677,899.78","47,821,716.48","43,107,152.38","-8,273,164.58","10,248,862.96","70,495,279.20","63,715,281.50","27,959,584.41","23,980,256.09","74,364,346.40","80,701,484.11","-21,632,956.22","-1,203,322.33","64,387,762.72","77,131,139.56","27,655,818.41","-5,537,255.93","-31,328,046.53","69,923,367.41","-3,447,682.93","-33,888,801.60","54,112,532.70","1,419,656.00","9,639,167.63","-33,113,987.24","-8,332,674.89","11,793,752.57","35,980,681.99","87,581,277.49","239,092,261.17","-24,601,603.71","-31,801,730.35","-47,791,857.13","-59,797,032.09","-10,721,972.54","-20,337,231.21"
分配股利、利润或偿还利息支付的现金,"28,613,481.10","11,721,751.38","9,052,146.33","3,907,451.74","5,847,608.11","7,325,717.83","828,800.63","32,240,370.80","33,514,666.92","36,469,272.30","1,553,372.43","22,859,662.14","23,481,204.90","29,515,757.08","1,022,469.83","15,915,093.28","17,107,830.12","19,288,569.55","1,285,866.82","36,942,706.11","37,175,269.63","38,813,212.22","23,329,691.74","23,685,093.48","35,834,197.03","43,067,833.54","24,794,424.36","27,826,833.43","30,811,571.68","35,103,086.29","25,421,976.51","28,020,595.06","30,186,734.89","32,177,166.00","18,005,777.49","22,707,090.96","22,740,602.64","22,811,809.74","5,621.82"
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,"550,000,000.00",,"30,000,000.00","30,000,000.00","30,000,000.00",,,,"58,977,658.78","2,963,195.20","2,963,195.20","2,963,195.20","85,203,195.20","330,000,000.00","990,000,000.00","1,050,000,000.00","1,050,000,000.00",
支付其他与筹资活动有关的现金,,,,,,,,,,,,,,"6,285,500.00",,,,,"21,200.00","21,200.00","21,200.00","18,150,000.00",,,,"8,343,016.15",,,,,,"8,388,431.45","9,186,103.65","160,452,398.91","70,000,898.60","112,649,142.41","133,022,142.41","133,022,142.41",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,749,040.87",,,,,"1,218,287.67","4,002,945.20","4,209,082.19","4,209,082.19",
筹资活动现金流出小计,"131,981,489.10","219,221,751.38","195,352,146.33","43,907,451.74","45,847,608.11","124,425,717.83","14,328,800.63","45,740,370.80","77,014,666.92","136,969,272.30","1,553,372.43","57,859,662.14","58,481,204.90","126,801,257.08","1,022,469.83","66,257,598.88","121,451,335.72","196,990,014.41","53,850,460.95","189,452,233.23","249,684,796.75","310,727,730.35","105,649,171.74","177,971,023.48","269,392,973.44","296,298,696.12","59,859,864.36","117,524,073.43","230,588,353.10","356,322,865.07","116,875,397.20","163,306,262.00","212,742,003.11","396,239,718.51","91,890,550.79","378,869,622.37","399,846,408.25","406,004,969.45","66,860.52"
处置固定资产、无形资产和其他长期资产收回的现金净额,"233,944.00","547,970.00","164,445.58","19,230.77","19,230.77","3,614,230.77",,,,"217,730.77",,,"5,000.00","5,000.00",,"139,000.00","218,800.00","334,480.77","68,000.00","68,000.00","68,000.00","616,571.74","25,000.00","133,000.00","133,000.00","2,681,750.07","150,000.00","228,500.00","274,200.00","1,801,454.71",,"19,556.77","401,556.77","9,610,019.36","8,800.00",,,"1,800.00","294,922.00"
筹资活动产生的现金流量净额,"17,295,710.90","-3,921,751.38","-24,252,146.33","-11,407,451.74","519,667,351.89","441,089,242.17","-14,328,800.63","19,259,629.20","-12,014,666.92","-15,801,368.91","-1,553,372.43","-57,859,662.14","-58,481,204.90","-67,310,821.82","14,736,816.30","50,539,955.66","57,346,218.82","40,838,879.72","302,655,886.98","246,943,980.68","284,279,717.16","347,008,331.83","19,833,588.26","74,130,896.07","53,900,378.49","3,001,735.49","-19,514,429.16","68,290,567.57","27,334,887.90","-35,812,685.57","-110,375,397.20","-145,806,262.00","-175,029,189.98","-26,825,198.80","-88,049,050.79","-375,067,122.37","-390,164,208.25","-391,149,769.45","-66,860.52"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85,139,719.10",,,,"220,767,324.35",,,,,
四、汇率变动对现金的影响,"-4,590,050.16","-3,265,212.82","-662,116.14","-618,163.16","-1,588,218.34","-3,697,779.19","-465,132.44","-835,353.89","-1,810,388.50","8,484,045.68","-1,040,485.53","-664,944.59","-719,676.78","68,906.74","-1,346,132.96","-5,763,242.72","-5,907,822.40","-4,174,524.29","2,413,445.11","2,849,233.08","2,782,667.13","-2,908,444.45","152,822.45","3,975,329.06","7,420,645.51","12,942,770.88","-772,256.74","-642,516.76","-418,571.41","9,236,139.95","1,151,765.19","916,820.62","-1,410,155.77","-853,717.60","-1,047,591.81","958,825.36","3,183,553.41","3,028,483.97","-1,357,204.88"
