科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"47,438,567.23","65,995,050.79","136,678,352.22","185,245,259.29","32,134,050.75","43,310,587.58","57,068,798.98","64,990,657.41","5,786,494.47","50,652,976.42","57,244,746.97","70,810,060.20","19,222,118.55","39,533,194.84","84,584,946.75","166,106,207.79","37,165,681.20","56,697,139.28","106,334,076.39","165,731,963.18","7,973,374.07","71,924,895.68","142,828,115.33","185,854,760.66","15,289,830.94","58,081,214.58","131,134,526.76","171,534,514.25","17,801,049.70","54,929,652.88","130,783,028.59","149,987,201.17","16,594,611.36","71,864,344.25","145,478,228.13","156,944,356.53","4,630,189.60","53,517,595.12","127,189,846.45","127,140,818.12","8,116,468.73","55,373,832.94","120,330,595.80"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,"15,490,000.00","15,490,000.00","15,490,000.00","15,476,986.87",,,,,,,,,,,,,,,"13,442,753.03",,,,
收到的税费返还,,,,,,,,,,,,,,,,,,619.22,837.13,,"7,831.42","6,169.40",,,,"1,387.31","1,941.32",,,,,,,,,,,665.99,"364,101.49",,,,
支付其他与投资活动有关的现金,,,,,,,,,"75,145.00",,,,,"16,477,159.64","42,118,207.55",,"2,627,268.58",,,"5,100,000.00",,,,,,,,"1,800,000.00",,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,,,,"1,184,805.30",,,,"23,776,802.70",,,,"52,740,061.22",,"8,965,592.15","58,943,935.36","43,513,300.90","26,308,655.64","10,916,165.27","38,121,301.36","3,484,524.70","37,000,150.00","29,908,026.62","62,487,104.85","15,646,533.73","11,640,016.68","37,885,255.99","48,314,262.74","65,415,554.37","8,503,573.16","34,604,263.20","8,080,714.12","26,172,954.55","3,926,466.90","21,861,208.85","22,374,128.54","30,406,968.62","3,272,950.78","17,835,654.89","29,267,133.86","7,468,806.26","5,121,293.87","17,101,803.51","27,504,144.50"
投资活动现金流出小计,"407,510.00","213,871.00","4,111,648.76","112,254,514.92","780,261.43","42,085,347.62","42,085,347.62","126,622,327.11","77,913.00","27,949,027.24","16,294,812.60","38,606,693.89","1,252,268.25","21,195,848.96","52,343,456.28","86,377,320.46","4,203,625.14","24,575,614.48","72,612,445.86","221,976,100.47","96,391,090.18","151,047,043.45","222,535,579.68","312,922,841.00","42,364,967.33","84,611,078.18","96,283,150.88","181,406,905.48","20,643,652.99","68,209,585.94","78,422,805.65","108,425,026.30","16,748,400.07","30,119,383.02","39,652,599.37","52,733,790.69","27,703,394.61","62,154,383.80","94,235,751.76","108,020,136.50","27,807,574.80","47,570,184.20","63,352,365.88"
经营活动现金流入小计,"47,438,567.23","65,995,050.79","136,678,352.22","186,430,064.59","32,134,050.75","43,310,587.58","57,068,798.98","88,767,460.11","5,786,494.47","50,652,976.42","57,244,746.97","123,550,121.42","19,222,118.55","48,498,786.99","143,528,882.11","209,619,508.69","63,474,336.84","67,613,923.77","144,456,214.88","169,216,487.88","44,981,355.49","101,839,091.70","205,315,220.18","201,501,294.39","26,929,847.62","95,967,857.88","179,450,730.82","236,950,068.62","26,304,622.86","89,533,916.08","138,863,742.71","176,160,155.72","20,521,078.26","93,725,553.10","167,852,356.67","187,351,325.15","7,903,140.38","71,353,916.00","156,821,081.80","134,609,624.38","13,237,762.60","72,475,636.45","147,834,740.30"
投资活动产生的现金流量净额,"-407,510.00","-213,871.00","-4,088,948.76","-112,222,514.92","-780,261.43","-42,085,347.62","-42,085,347.62","-126,613,827.11","73,437.00","-27,797,677.24","-16,292,962.60","-38,572,049.64","-1,252,068.25","-21,195,848.96","-49,712,622.27","-86,356,447.65","-4,175,165.14","-24,562,614.48","-72,599,445.86","-221,888,283.72","-96,391,090.18","-151,039,043.45","-222,524,079.68","-312,915,841.00","-42,364,967.33","-84,597,327.18","-96,269,399.88","-181,402,905.48","-20,643,652.99","-68,201,285.94","-78,417,730.65","-108,236,726.30","-16,748,400.07","-30,116,383.02","-39,660,874.39","14,581,021.27","40,893,453.39","6,453,616.20","-25,627,751.76","-36,697,125.74","-27,807,574.80","-47,570,184.20","-63,352,365.88"
购买商品、接受劳务支付的现金,"36,833,505.17","137,916,501.33","114,235,059.20","90,503,000.82","21,926,548.52","33,281,369.80","33,959,175.01","66,323,963.64","1,642,982.18","29,331,418.45","25,182,030.39","27,455,347.84","14,483,626.22","23,118,696.28","32,858,403.12","45,984,719.55","26,712,307.23","35,354,640.85","60,052,766.66","63,465,429.65","4,618,025.93","11,756,025.60","36,248,142.30","44,152,095.34","5,085,452.47","13,304,978.82","41,171,261.06","54,881,014.99","5,839,968.11","27,429,588.51","42,002,132.04","74,214,211.59","6,127,001.09","24,886,406.11","33,007,588.91","42,693,854.13","1,163,193.10","6,707,611.90","21,070,070.42","37,734,230.95","653,114.57","7,272,922.62","16,588,011.07"
吸收投资收到的现金,"204,810,000.00","204,810,000.00","204,810,000.00","204,280,000.00",,,,,,,,,,,,,,"330,999,999.55","330,999,999.55","331,229,999.55",,,,,,"1,800,000.00","1,800,000.00","2,700,000.00",,,"200,000.00","200,000.00","490,000.00","490,000.00","490,000.00","490,000.00",,,,,,,
