科目,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2015-12-31
流动负债合计,"466,596,696.06","475,224,507.33","475,258,735.87","484,982,474.41","485,272,421.46","487,243,245.57","487,378,961.10","496,051,634.88","495,904,046.70","504,224,728.50","504,766,901.54","513,592,515.12","513,639,453.08","522,254,612.32","522,180,140.85","531,201,520.89","531,728,159.91","542,728,004.73"
可供出售金融资产,,,,,,,,,,,,,,,,,,
长期借款,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,
长期股权投资,"3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86","3,492,722.86"
专项应付款,"954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43","954,107.43"
投资性房地产,,,,,,,,,,,,,,,,,,
预计负债,"15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71","15,818,593.71"
固定资产,"24,994,825.82","24,045,007.56","23,577,675.89","23,748,767.93","23,303,978.93","22,415,926.20","22,002,401.78","22,298,241.71","22,057,159.47","21,821,313.23","21,588,830.86","21,360,447.50","21,132,125.19","20,899,548.22","20,667,431.44","20,432,324.52","20,201,511.10","18,612,750.69"
递延所得税负债,,,,,,,,,,,,,,,,,,
在建工程,"12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00","12,762,085.00"
其他非流动负债,,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,
非流动负债合计,"26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14","26,772,701.14"
固定资产清理,,,,,,,,,,,,,,,,,,
负债合计,"493,369,397.20","501,997,208.47","502,031,437.01","511,755,175.55","512,045,122.60","514,015,946.71","514,151,662.24","522,824,336.02","522,676,747.84","530,997,429.64","531,539,602.68","540,365,216.26","540,412,154.22","549,027,313.46","548,952,841.99","557,974,222.03","558,500,861.05","569,500,705.87"
生产性生物资产,,,,,,,,,,,,,,,,,,
实收资本(或股本),"261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00","261,196,200.00"
油气资产,,,,,,,,,,,,,,,,,,
资本公积,"251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77","251,861,290.77"
无形资产,"1,743,667.20","1,717,248.00","1,717,248.00","1,690,828.80","1,690,828.80","1,664,409.60","1,664,409.60","1,637,990.40","1,637,990.40","1,611,571.20","1,611,571.20","1,585,152.00","1,585,152.00","1,558,732.80","1,558,732.80","1,532,313.60","1,532,313.60","1,426,636.80"
盈余公积,"36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80","36,524,347.80"
开发支出,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,
未分配利润,"-971,979,536.93","-983,408,378.24","-984,715,509.38","-994,091,854.43","-995,436,443.34","-1,005,115,914.71","-1,005,993,913.53","-1,010,895,899.32","-1,012,021,558.77","-1,020,913,776.74","-1,021,600,731.97","-1,032,101,379.22","-1,033,292,164.70","-1,042,260,781.04","-1,042,984,258.92","-1,051,419,315.41","-1,052,139,093.06","-1,064,130,661.31"
长期待摊费用,,,,,,,,,,,,,,,,,,
少数股东权益,"10,256,013.79","10,256,013.79","10,256,013.79","8,967,840.81","8,960,249.15","8,950,006.12","8,941,301.78","8,878,744.79","8,869,304.33","8,861,087.44","8,858,653.24","8,853,023.88","8,834,428.72","8,813,746.46","8,807,491.97","8,795,525.65","8,786,293.52","8,715,922.61"
递延所得税资产,,,,,,,,,,,,,,,,,,
外币报表折算价差,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,
非流动资产合计,"42,993,300.88","42,017,063.42","41,549,731.75","41,694,404.59","41,249,615.59","40,335,143.66","39,921,619.24","40,191,039.97","39,949,957.73","39,687,692.29","39,455,209.92","39,200,407.36","38,972,085.05","38,713,088.88","38,480,972.10","38,219,445.98","37,988,632.56","36,294,195.35"
所有者权益(或股东权益)合计,"-412,141,684.57","-423,570,525.88","-424,877,657.02","-435,542,175.05","-436,894,355.62","-446,584,070.02","-447,470,773.18","-452,435,315.96","-453,570,415.87","-462,470,850.73","-463,160,240.16","-473,666,516.77","-474,875,897.41","-483,865,196.01","-484,594,928.38","-493,041,951.19","-493,770,960.97","-505,832,900.13"
资产总计,"81,227,712.63","78,426,682.59","77,153,779.99","76,213,000.50","75,150,766.98","67,431,876.69","66,680,889.06","70,389,020.06","69,106,331.97","68,526,578.91","68,379,362.52","66,698,699.49","65,536,256.81","65,162,117.45","64,357,913.61","64,932,270.84","64,729,900.08","63,667,805.74"
负债和所有者(或股东权益)合计,"81,227,712.63","78,426,682.59","77,153,779.99","76,213,000.50","75,150,766.98","67,431,876.69","66,680,889.06","70,389,020.06","69,106,331.97","68,526,578.91","68,379,362.52","66,698,699.49","65,536,256.81","65,162,117.45","64,357,913.61","64,932,270.84","64,729,900.08","63,667,805.74"
