科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"53,241,774.06","65,755,777.19","120,088,928.53","25,268,320.12","35,591,617.24","46,173,144.69","53,762,631.39","8,888,306.64","21,939,893.26","27,061,362.42","35,376,209.31","6,288,649.35","14,160,135.93","24,424,418.44","36,846,678.12","10,025,890.68","20,577,321.03","31,603,874.06","44,945,560.70","19,965,337.79","41,483,554.48","63,618,962.54","88,701,098.83","28,942,039.84","64,547,493.59","95,010,719.56","125,692,534.29","28,662,840.75","55,694,241.93","76,156,710.07","86,685,531.82","21,269,110.44","44,831,284.67","68,822,500.53","86,219,182.55","17,706,506.75","48,229,857.97"
三、利润总额,"371,241,160.05","106,487,548.96","359,005,825.30","103,302,947.81","208,522,026.70","295,725,705.30","463,043,527.18","215,406,542.86","482,667,280.39","714,841,987.70","858,176,448.35","183,230,858.03","280,398,833.76","420,714,063.72","492,328,220.26","97,441,679.87","177,273,016.60","244,386,033.04","322,056,965.99","188,555,261.43","299,529,407.40","396,306,655.65","481,686,551.71","160,963,713.11","315,593,899.67","430,005,091.17","547,659,780.84","69,014,418.30","31,751,903.38","140,459,941.11","458,087,520.46","236,438,298.46","478,333,696.53","742,013,391.41","1,104,872,995.45","355,825,820.93","614,875,719.25"
资产减值损失,"-28,788,491.97","4,264,132.72","-1,485,793.20","157,756.40","-1,862,279.32","1,375,118.57","1,240,945.69",,"1,145,185.86","-2,045,382.06","28,972,253.58","2,623,712.53","1,687,218.32","1,477,185.64","25,946,315.47","1,421,084.32","106,293.67","1,762,322.36","22,339,984.65","9,419,379.61","7,019,555.53","20,713,639.97","25,364,496.42","2,469,379.04","4,291,205.43","350,111.61","97,207,281.16","567,772.19","112,357,293.83","163,097,812.66","196,145,048.66","4,782,512.96","4,007,960.31","6,571,147.02","129,363,222.26","1,931,619.85","24,031,051.14"
减:所得税,"104,765,384.64","20,205,513.65","64,357,480.28","16,463,447.25","39,618,343.84","58,772,468.45","95,411,668.65","48,139,790.01","105,267,362.31","173,553,410.73","207,610,351.39","46,017,082.02","69,922,069.85","97,022,515.70","111,081,360.11","24,785,307.37","35,725,671.65","49,715,679.41","69,633,792.25","46,771,460.05","67,372,254.15","81,775,846.16","126,036,160.99","40,355,437.80","76,222,016.49","100,968,768.20","168,465,540.34","20,580,573.56","39,504,529.37","83,603,327.89","93,326,704.61","58,493,608.89","111,999,936.99","177,778,353.86","270,900,944.30","88,732,656.04","150,942,234.08"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"85,718,239.71","300,000.00","37,436,380.00","25,000,000.00","25,836,757.04","27,391,892.60","29,694,748.65","418,157.06","2,939,556.43","33,239,556.43","35,216,459.04",,"3,457,807.85","46,489,124.34","58,934,500.40","8,268,524.52","35,872,468.72","55,907,159.11","61,633,002.92","970,208.89","5,918,813.13","35,634,757.50","41,373,391.21","2,900,326.96","5,540,701.59","19,982,955.51","13,506,015.01","102,976.21","-5,826,671.74","1,763,551.40","80,776,287.74","-102,404.15","4,642,491.10","18,283,068.29","25,574,077.81","8,445,424.88","21,274,650.22"
四、净利润,"266,475,775.41","86,282,035.31","294,648,345.02","86,839,500.56","168,903,682.86","236,953,236.85","367,631,858.53","167,266,752.85","377,399,918.08","541,288,576.97","650,566,096.96","137,213,776.01","210,476,763.91","323,691,548.02","381,246,860.15","72,656,372.50","141,547,344.95","194,670,353.63","252,423,173.74","141,783,801.38","232,157,153.25","314,530,809.49","355,650,390.72","120,608,275.31","239,371,883.18","329,036,322.97","379,194,240.50","48,433,844.74","-7,752,625.99","56,856,613.22","364,760,815.85","177,944,689.57","366,333,759.54","564,235,037.55","833,972,051.15","267,093,164.89","463,933,485.17"
其中:对联营企业和合营企业的投资权益,"8,959,777.67",,,,,,"1,047,941.97",,"2,521,399.37","2,521,399.37","4,498,301.98",,"3,457,807.85","4,189,124.34","11,333,130.40",,"1,574,637.69","2,974,965.07","7,258,973.27",,"2,027,662.43","1,816,620.48","3,345,912.90","-711,078.51","-1,476,429.90","1,187,659.63","-6,956,559.31","-283,140.23","-7,160,718.32","-6,294,915.18","-4,665,553.98","-1,458,385.18","1,501,284.93","2,662,088.29","6,628,028.90","4,921,404.76","8,164,217.62"
归属于母公司所有者的净利润,"258,830,256.81","81,738,360.83","266,747,154.24","82,437,471.82","155,646,058.25","216,219,091.60","337,278,910.85","155,839,711.59","353,202,312.10","506,534,128.65","608,806,138.88","131,826,960.45","200,160,527.27","311,835,458.95","366,438,028.83","72,497,696.75","140,203,311.79","194,515,386.77","252,657,835.88","142,000,186.65","232,342,134.87","315,715,495.89","361,669,581.43","125,554,841.24","247,248,448.54","341,453,165.78","431,001,317.65","52,798,301.97","48,017,190.82","139,619,336.25","358,813,117.75","176,145,706.59","361,598,055.84","559,620,891.58","825,761,324.98","265,495,758.11","460,595,260.56"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"7,645,518.60","4,543,674.48","27,901,190.78","4,402,028.74","13,257,624.61","20,734,145.25","30,352,947.68","11,427,041.26","24,197,605.98","34,754,448.32","41,759,958.08","5,386,815.56","10,316,236.64","11,856,089.07","14,808,831.32","158,675.75","1,344,033.16","154,966.86","-234,662.14","-216,385.27","-184,981.62","-1,184,686.40","-6,019,190.71","-4,946,565.93","-7,876,565.36","-12,416,842.81","-51,807,077.15","-4,364,457.23","-55,769,816.81","-82,762,723.03","5,947,698.10","1,798,982.98","4,735,703.70","4,614,145.97","8,210,726.17","1,597,406.78","3,338,224.61"
