科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
非流动负债合计,"5,433,173.99","4,784,256.63","2,235,474.64","2,295,605.36","2,261,195.93","2,911,125.98","3,486,819.27","2,934,240.28","2,095,763.96","1,611,976.68","1,444,120.90","1,786,605.46"
固定资产清理,,,,,,,,,,,,
负债合计,"98,852,840.46","174,636,502.03","190,182,748.89","165,419,906.63","161,511,512.27","231,740,055.31","332,315,168.08","267,408,340.44","386,964,467.60","544,977,482.96","639,863,384.78","559,757,710.63"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"65,000,000.00","65,000,000.00","65,000,000.00","86,666,700.00","86,666,700.00","86,666,700.00","86,666,700.00","86,666,700.00","130,000,050.00","130,000,050.00","132,407,050.00","132,407,050.00"
油气资产,,,,,,,,,,,,
资本公积,"59,277,913.06","59,277,913.06","59,277,913.06","266,612,237.12","266,612,237.12","266,612,237.12","266,612,237.12","266,612,237.12","223,278,887.12","223,278,887.12","241,016,872.46","243,768,875.81"
无形资产,"1,923,292.87","16,424,933.45","15,515,483.70","16,311,379.21","17,306,253.09","17,013,950.40","16,626,183.17","16,582,596.27","30,408,971.60","29,986,782.02","30,143,343.58","30,299,223.29"
盈余公积,"9,192,377.16","12,799,647.80","18,015,589.72","18,015,589.72","18,015,589.72","18,015,589.72","23,366,936.42","23,366,936.42","23,366,936.42","23,366,936.42","27,991,572.66","27,991,572.66"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,"18,100,640.00","18,100,640.00"
商誉,,,,,,,,,,,,
未分配利润,"64,546,200.58","96,432,707.76","135,320,370.24","141,836,532.17","145,293,527.42","159,964,195.48","173,640,162.64","185,101,832.89","195,970,536.85","211,360,234.77","221,640,631.72","235,591,438.31"
长期待摊费用,"527,542.36","3,845,190.51","2,482,592.09","2,874,097.34","2,471,947.77","2,110,798.17","971,066.39","734,500.21","400,206.26","183,501.40","2,877,446.09","2,760,585.02"
少数股东权益,,,,,,,"4,996,167.75","5,395,352.46","8,437,052.08","14,128,892.73","27,422,375.45","33,044,937.64"
递延所得税资产,"1,363,854.35","1,471,619.36","1,281,020.80","1,374,555.88","1,739,276.31","1,837,894.23","2,082,600.26","2,508,201.18","3,514,981.62","3,635,774.86","3,249,367.11","4,137,349.37"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,"6,594,130.00","809,326.08","1,361,861.59","256,471.87","496,021.79","1,164,995.87","16,420,498.95","16,857,498.31","5,174,593.62","5,929,670.24","4,229,070.05","1,718,668.94"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"44,977,596.61","65,394,911.31","98,357,272.07","103,539,335.52","102,349,687.04","104,118,405.05","138,547,354.85","142,899,245.34","148,254,009.74","151,341,033.23","177,204,212.65","168,740,847.59"
所有者权益(或股东权益)合计,"198,016,490.80","233,510,268.62","277,613,873.02","513,131,059.01","516,588,054.26","531,258,722.32","555,282,203.93","567,143,058.89","581,053,462.47","602,135,001.04","632,377,862.29","654,703,234.42"
资产总计,"296,869,331.26","408,146,770.65","467,796,621.91","678,550,965.64","678,099,566.53","762,998,777.63","887,597,372.01","834,551,399.33","968,017,930.07","1,147,112,484.00","1,272,241,247.07","1,214,460,945.05"
负债和所有者(或股东权益)合计,"296,869,331.26","408,146,770.65","467,796,621.91","678,550,965.64","678,099,566.53","762,998,777.63","887,597,372.01","834,551,399.33","968,017,930.07","1,147,112,484.00","1,272,241,247.07","1,214,460,945.05"
