科目,2014-12-31,2015-12-31,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"115,828,105.68","121,494,152.88","122,621,283.48","270,425,906.25","237,942,579.31","243,466,512.82","300,922,596.71","195,297,090.03","201,375,327.21","174,266,794.31","359,038,262.00","225,940,783.69"
短期借款,"10,000,000.00","10,000,000.00","15,000,000.00",,,,,,"9,500,000.00","39,500,000.00","40,600,000.00","40,100,000.00"
交易性金融资产,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,
应收票据,"3,570,605.90","9,351,763.40",,"5,157,437.61","3,104,453.46","6,617,062.29","24,771,627.38","4,090,484.60","13,831,373.34","19,062,437.36","34,555,062.62","57,460,232.00"
应付票据,"5,000,000.00","15,850,000.00","21,000,000.00","23,000,000.00","33,500,000.00","24,000,000.00","20,856,350.90","58,856,350.90","56,000,000.00",,"75,950,000.00",
应收账款,"72,538,101.01","118,638,203.75","138,472,777.74","181,150,592.55","212,813,682.67","222,561,432.37","233,919,783.67","324,960,143.02","413,342,287.21","489,601,261.29","407,934,236.43","503,852,919.87"
应付账款,"67,943,288.55","133,601,418.36","135,413,349.32","125,924,586.28","118,702,928.94","201,124,944.49","291,312,722.84","192,996,696.59","289,563,657.80",,"468,831,910.31",
预付款项,"468,759.57","476,566.45","436,282.62","479,000.00","1,142,836.79","1,951,285.66","630,166.16","1,341,783.46","4,895,645.87","5,679,037.07","1,677,658.97","1,684,221.99"
预收款项,"1,681,299.27","775,447.43","2,828,317.99","375,731.00","830,997.01","122,491.88","2,876,197.16","4,384,395.25","10,109,803.29","8,007,441.74","11,951,395.20","966,015.83"
其他应收款,"1,770,207.92","4,767,860.48","3,758,450.56","9,670,570.80","8,989,871.82","10,887,386.18","7,945,669.91","6,494,937.01","6,657,995.86","7,687,505.49","6,791,591.80","7,617,530.09"
应付职工薪酬,"3,778,108.77","4,483,844.20","6,296,079.44","588,582.30","575,360.77","697,092.58","8,791,014.54","432,644.09","565,657.18","857,728.64","9,262,944.63","1,267,598.86"
应收关联公司款,,,,,,,,,,,,
应交税费,"3,944,930.56","4,242,353.75","6,541,426.25","2,394,015.05","4,865,577.74","2,336,704.82","4,126,941.94","7,127,349.00","12,212,590.06","12,165,667.67","13,146,252.57","15,231,487.58"
应收利息,,,,,"1,041,068.49","990,916.67",,"1,725,444.44",,,,"687,330.09"
应付利息,"17,111.11","12,083.34","19,664.38",,,,,,,,"50,740.07","55,971.21"
应收股利,,,,,,,,,,,,
应付股利,,,,,,,,,,,,
存货,"57,175,349.69","87,953,405.77","104,051,018.01","108,017,578.14","110,596,174.73","172,270,237.51","178,459,397.21","157,469,434.63","179,286,163.42","292,719,986.71","281,528,441.03","248,763,006.08"
其他应付款,"1,054,928.21","887,098.32","848,436.87","10,841,386.64","775,451.88","547,695.56","865,121.43","676,664.33","6,916,995.31","3,850,043.30","18,676,761.17","21,234,651.05"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,
其他流动资产,"540,604.88","69,906.61","99,537.43","110,544.77","119,212.22","135,539.08","2,400,776.12","272,836.80","375,127.42","6,754,428.54","3,511,781.57","401,403.74"
其他流动负债,,,,,,,,,,,,
流动资产合计,"251,891,734.65","342,751,859.34","369,439,349.84","575,011,630.12","575,749,879.49","658,880,372.58","749,050,017.16","691,652,153.99","819,763,920.33","995,771,450.77","1,095,037,034.42","1,045,720,097.46"
流动负债合计,"93,419,666.47","169,852,245.40","187,947,274.25","163,124,301.27","159,250,316.34","228,828,929.33","328,828,348.81","264,474,100.16","384,868,703.64","543,365,506.28","638,419,263.88","557,971,105.17"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,"8,124,957.85","10,047,873.93","9,916,138.62","9,784,403.31","9,652,668.00","9,520,932.65","9,389,197.32","9,257,461.97","9,125,726.64","8,993,991.29","8,862,255.96"
预计负债,"433,173.99","534,256.63","753,993.16","753,993.16","803,292.74","854,536.41","980,353.21","1,108,882.33","1,469,147.46","1,483,601.68","1,444,120.90","1,683,505.95"
固定资产,"34,568,777.03","27,606,207.25","26,122,780.60","25,217,396.88","25,013,949.41","24,862,793.93","25,213,684.21","24,623,319.91","98,391,284.65","100,619,011.22","117,490,845.60","118,227,935.76"
递延所得税负债,,,,,"156,160.27","148,637.50",,"258,816.67",,"128,375.00",,"103,099.51"
在建工程,,"7,112,676.81","41,545,659.36","47,589,295.72","45,537,835.36","47,475,304.45","67,712,389.22","72,203,932.14","1,106,510.02","1,860,566.85","10,220,148.93","2,734,829.25"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
