科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"58,459,350.33","74,050,137.46","121,989,144.04","134,599,502.75","141,551,847.54","1,548,209,732.53","1,443,783,394.99","1,457,582,026.15","1,385,815,425.24","1,296,355,035.17","1,098,139,922.81","927,832,869.42","966,252,868.50","950,863,709.16","841,205,738.67","631,116,666.26","410,557,945.88","355,190,536.69","348,605,055.68","296,465,632.79","276,469,489.03","318,450,934.05","192,254,577.46","209,119,987.84","324,937,401.84","439,534,538.26","306,525,989.49","247,533,753.53","289,864,953.87","341,714,206.17","390,297,742.28","449,862,572.16"
短期借款,"171,293,078.64","156,619,088.68","149,500,000.00","224,500,000.00","319,500,000.00",,"210,000,000.00","290,000,000.00","290,000,000.00","290,000,000.00","190,000,000.00","60,000,000.00","60,000,000.00","60,000,000.00","45,000,000.00","30,000,000.00","20,000,000.00","20,000,000.00","15,000,000.00","10,000,000.00",,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"7,284,326.00","2,948,800.00","2,760,500.00","6,850,000.00","5,623,463.00","11,433,865.10","17,378,154.21","20,177,450.90","46,569,691.70","14,145,109.65","14,559,287.35","12,520,416.00","30,445,615.06","15,167,992.44","28,314,469.35","19,037,684.26","21,123,392.49","41,100,026.79","62,170,213.83","44,206,297.89","49,620,294.56","47,080,126.00","28,248,713.19","35,386,378.94","32,312,310.22","16,718,670.20","32,373,295.45","22,362,405.11","42,366,779.00","26,844,538.95","25,493,610.99","13,522,290.64"
应付票据,,,"8,000,000.00",,,,,,,,,"3,652,221.02","5,503,312.39","3,732,744.37","4,008,152.56","4,849,501.51","5,190,537.88","1,670,143.28",,,,,,,,,,,,,,
应收账款,"326,152,928.93","432,124,740.60","534,103,292.33","557,180,123.51","719,720,936.79","786,572,056.05","822,233,970.65","897,001,893.97","941,907,207.88","957,119,755.82","957,979,726.57","894,465,425.32","825,081,000.26","878,102,470.41","931,130,500.66","996,828,063.40","874,805,333.77","840,211,756.24","873,392,567.32","861,099,886.21","750,436,755.14","715,165,895.93","763,753,752.07","767,130,965.89","650,997,793.05","661,724,256.39","611,424,690.45","541,673,543.42","470,719,468.61","460,519,250.17","451,752,885.91","425,128,460.14"
应付账款,"345,097,022.64","477,610,150.59","412,195,684.53","368,540,701.33","391,635,775.88","369,504,714.97","407,316,020.64","397,106,957.18","490,276,337.38","460,067,253.08","431,160,086.52","404,101,647.33","381,958,075.36","370,164,090.40","462,180,544.56","479,801,056.97","477,337,718.71","433,500,732.70","409,389,702.90","378,775,699.71","375,050,873.59","312,164,989.08","361,496,624.89","366,324,325.61","320,183,520.30","310,037,725.58","335,434,400.26","307,150,108.92","254,022,858.57","242,353,617.06","221,438,649.40","223,752,327.20"
预付款项,"46,379,452.82","30,487,156.90","48,879,409.80","63,698,318.60","101,031,367.62","89,192,586.80","130,446,007.44","135,006,901.24","200,237,557.83","209,846,256.95","244,729,840.61","255,927,040.12","244,541,632.21","300,880,515.22","288,322,990.22","295,572,175.95","54,907,405.61","50,761,058.44","26,226,470.77","33,091,236.68","16,832,015.68","19,526,056.45","17,853,849.38","23,191,743.80","13,012,171.28","26,936,134.99","17,181,925.42","13,943,460.93","11,568,146.70","26,035,828.88","23,150,371.18","29,052,009.59"
预收款项,"84,318,627.15","109,510,465.35","87,606,133.13","49,488,294.09","46,106,819.97","72,461,164.18","53,125,559.12","90,747,243.22","42,816,864.33","79,224,516.61","46,508,904.04","81,394,371.62","41,317,628.63","129,480,924.24","79,193,212.35","96,900,697.84","23,909,819.80","58,716,520.95","75,205,823.26","65,088,560.52","27,609,188.45","62,132,826.14","56,111,793.28","60,121,687.57","30,260,835.35","56,100,082.33","53,701,206.76","45,045,078.59","36,157,343.34","51,910,919.38","50,771,803.71","58,507,081.25"
其他应收款,"54,761,992.30","71,485,137.88","54,661,465.08","43,669,575.91","45,291,597.63","55,036,715.71","57,479,959.45","60,288,493.43","44,938,982.69","48,134,633.76","59,199,911.85","53,484,864.01","36,927,834.66","39,159,982.55","31,694,114.98","35,204,809.75","23,877,979.06","37,630,627.02","40,943,131.96","40,695,505.51","34,662,186.84","31,725,344.94","37,282,786.85","38,406,893.89","35,675,851.31","30,269,067.32","31,163,601.61","24,065,247.89","24,685,951.16","24,733,820.83","22,640,109.00","20,788,421.87"
应付职工薪酬,"831,598.71","626,721.42","1,306,322.37","761,084.36","1,020,449.62","1,206,378.39","1,018,397.22","1,195,463.34","1,139,242.29","1,258,468.81","2,077,809.23","1,567,415.72","1,517,267.33","1,575,548.45","1,420,905.63","1,272,299.79","2,279,468.00","2,074,866.38","1,959,533.66","1,793,913.16","1,892,181.93","2,057,924.75","2,243,719.94","2,124,760.43","1,929,222.26","6,797,860.25","1,596,112.00","1,221,962.93","1,268,964.54","1,396,243.31","1,338,721.23","1,414,920.60"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"24,389,914.46","-7,100,231.11","14,629,887.99","10,603,641.60","46,170,480.32","21,724,917.85","6,371,157.92","10,969,850.02","23,745,855.74","3,981,766.38","10,423,772.30","-8,768,339.39","-7,428,456.01","-7,496,959.79","4,900,650.21","4,431,242.65","-4,683,399.57","-8,149,871.03","2,009,064.50","-2,253,221.46","3,266,124.16","2,231,428.27","1,270,197.49","3,914,673.11","4,190,064.73","3,475,417.21","4,276,260.11","3,950,684.08","4,119,845.55","2,610,977.85","3,665,396.26","2,652,031.90"
应收利息,,,,,,"4,120,000.00","12,647,097.76","14,510,728.87","21,111,153.97","4,080,783.24","9,626,786.35","3,798,164.66","7,371,333.90","7,182,642.08","10,018,467.69","869,958.24","1,604,112.83","1,605,174.18","2,034,475.59","1,208,313.29","195,534.25","1,209,699.95","1,443,843.79","2,276,343.79","1,140,279.12","450,205.48","448,582.19","742,849.32","767,679.13","1,327,017.36","1,121,024.79","1,956,750.78"
应付利息,,,,"21,084.81",,,,,"560,063.89","393,800.70","477,497.57","5,436.12","88,356.17","147,628.38","42,000.00","165,733.35","25,260.63","149,425.48","70,258.80","43,592.13",,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,"53,460,000.00","10,380,560.00","10,380,560.00",,,,,"21,068,100.00",,,,,,"497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","497,575.25","7,036,118.74"
存货,"237,753,110.48","243,621,066.09","208,473,944.04","180,285,725.70","162,890,581.43","183,059,335.54","163,006,460.70","171,156,995.49","173,536,275.21","246,999,970.38","213,238,668.69","231,873,540.97","173,637,209.06","177,753,067.36","205,197,082.59","225,171,103.46","168,838,711.70","194,852,877.35","182,488,019.05","176,315,251.67","161,987,198.72","181,460,444.94","221,708,385.27","217,313,023.63","181,257,291.15","203,600,865.50","216,276,010.60","221,285,280.84","172,589,437.98","206,659,290.37","172,811,803.51","195,724,834.69"
