科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
其他应收款,"204,337,880.00","97,411,958.00","132,611,175.00","160,807,394.93","139,902,132.92","194,283,308.73","146,240,729.20","172,855,828.19","236,308,430.53","67,658,329.15","90,317,699.08","89,759,651.62","91,937,046.28","228,490,379.91","74,005,985.76","68,657,068.07","85,884,657.29","67,644,192.90","78,398,433.87","69,046,633.15","111,779,879.36","104,926,297.50","84,683,653.68","84,059,191.91","96,294,925.69"
应付职工薪酬,"200,546,192.00","197,424,179.00","108,444,217.00","110,055,716.29","107,415,921.83","105,604,112.25","119,479,161.36","119,144,064.56","132,054,083.88","111,379,298.46","112,356,485.80","118,126,025.33","108,649,868.14","100,709,706.51","99,885,974.81","102,254,019.64","102,674,306.17","102,912,994.81","104,926,632.14","108,263,014.06","109,649,076.82","105,911,905.79","109,265,872.72","118,458,243.17","117,451,988.83"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-73,338,858.00","-221,754,910.00","-251,827,020.00","-267,702,898.05","-222,634,920.35","-301,947,668.43","-257,858,982.49","-290,874,459.04","-273,493,459.98","-351,573,132.54","-294,883,515.06","-341,797,183.03","-322,783,698.14","-326,702,397.31","-241,861,453.99","-266,697,811.97","-212,703,586.90","-347,088,631.55","-233,790,072.28","-272,949,122.87","-257,412,181.87","25,426,038.74","26,599,547.87","21,527,658.02","16,506,618.97"
应收利息,,,,,,,,,,,,,,"133,472.22","343,472.23","335,833.33","1,886,527.78","1,878,611.11","1,357,132.43","8,034,544.85","10,012,557.15","12,027,545.45","18,209,043.38","19,792,145.78","12,034,435.51"
应付利息,"341,256.00","4,296,514.00","4,096,866.00","4,247,865.98","4,322,865.98","5,808,211.60","7,309,250.89","19,638,855.04","37,409,885.19","55,028,515.34","34,014,131.78","19,948,706.69","37,719,736.84","57,516,420.08","42,762,423.87","43,429,021.91","54,113,716.96","53,716,956.57","34,841,216.37","17,660,468.68","38,851,650.51","55,151,085.52","32,317,896.88","21,293,171.22","36,976,568.91"
应收股利,"280,000.00",,,,,"251,357.15",,,,,,,,,,"13,435,000.00",,,,,,,,"1,809,345.00",
应付股利,"16,110,000.00",,,,,"161,702,910.68","152,651,725.20","246,213,400.42","12,960,000.00",,,"59,754,000.00","190,254.60",,,"52,911,893.28",,,,"39,133,747.57",,,,"54,466,423.70",
存货,"1,060,046,603.00","1,376,834,673.00","1,110,557,406.00","945,284,261.92","953,043,320.46","1,363,535,574.88","1,365,914,672.17","1,241,730,306.25","1,229,961,846.13","1,766,106,340.55","1,909,160,489.92","1,558,730,663.52","1,343,641,884.59","1,447,426,253.97","1,455,378,606.61","1,301,977,700.53","1,206,785,342.97","1,168,906,538.26","1,420,486,176.03","1,145,404,608.11","1,276,294,887.38","1,014,713,967.01","1,540,739,320.03","1,103,041,049.43","1,236,765,770.81"
其他应付款,"177,987,730.00","243,879,259.00","455,002,055.00","312,367,646.15","277,098,186.17","304,765,018.11","274,768,180.31","291,222,240.86","324,495,412.93","212,715,923.94","262,738,999.38","285,764,804.06","293,162,928.32","256,876,518.96","259,635,576.22","265,230,270.72","260,184,691.39","242,762,492.73","295,251,046.98","269,835,601.41","247,622,369.49","257,257,848.82","255,072,244.89","253,756,326.69","247,031,268.05"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,"1,018,000.00","1,018,000.00","5,018,000.00","27,018,000.00","83,518,000.00","79,518,000.00","1,018,000.00","1,018,000.00","1,018,000.00","301,018,000.00","301,018,000.00","322,065,250.00","22,065,250.00","30,055,745.54","28,624,245.54","28,576,687.79","32,835,859.69","32,395,168.40","33,838,599.10","37,820,668.40","37,848,668.40","34,422,532.04","833,475,457.97","1,531,585,341.46","1,531,138,982.01"
其他流动资产,,"350,000,000.00",,,,,,"128,210,000.00",,,"100,000,000.00","769,553,391.60","1,199,309,834.44","56,383,561.23","796,942,655.42","1,358,742,287.81","536,719,896.84","468,428,422.33","482,933,990.80","862,988,502.63","860,139,130.18","1,412,930,377.64","1,676,194,221.03","1,056,911,561.56","1,877,307,192.20"
其他流动负债,"326,650,611.00","820,855,589.00","1,354,169,185.00","1,453,424,307.92","904,833,006.32","1,541,577,550.16","863,726,841.07","712,636,883.72","904,911,266.66","1,007,061,134.80","630,881,521.37","894,848,215.74","686,224,742.63","979,489,857.03","884,302,111.92","1,152,079,020.75","143,420,684.00","98,038,848.99","117,720,877.51","110,546,505.83","118,833,439.24","93,369,345.75","94,567,821.56","79,243,264.50","87,248,964.69"
流动资产合计,"3,900,031,082.00","5,364,054,650.00","5,331,994,925.00","5,775,690,340.54","6,182,341,106.39","6,259,112,537.27","6,744,478,410.79","7,102,811,682.71","7,303,019,990.08","6,590,088,874.03","7,031,231,982.97","6,830,377,590.01","7,489,700,071.29","6,197,145,429.82","6,789,715,747.35","6,718,521,998.77","6,570,692,121.36","6,456,183,633.93","6,387,420,003.10","5,840,859,430.00","7,494,788,750.40","7,611,653,175.14","8,143,964,172.21","6,953,956,598.21","8,611,833,687.32"
流动负债合计,"2,824,163,833.00","4,061,094,463.00","5,076,573,982.00","5,288,004,803.37","4,973,994,657.32","5,043,066,521.44","4,751,190,382.07","4,638,823,771.96","4,701,702,727.93","4,635,273,882.37","5,233,386,769.57","5,245,478,457.95","5,708,993,556.03","5,276,332,830.99","5,905,568,953.32","6,172,063,190.75","6,246,107,026.38","6,128,540,029.73","6,562,985,307.25","5,460,388,581.98","6,162,538,423.33","5,990,219,536.09","7,347,958,521.14","6,885,503,907.50","7,897,342,628.87"
可供出售金融资产,"108,679,157.00","186,481,167.00","99,305,985.00","95,684,718.84","81,565,048.72","78,426,012.65","76,618,511.27","76,967,378.59","65,213,576.00","56,737,271.60","52,558,400.00","53,905,200.00","140,146,318.41","285,935,741.41","281,160,741.41","302,342,141.41","271,819,741.41","259,434,541.41","250,445,841.41","250,880,641.41","250,876,041.41","235,733,900.15","238,647,153.50","238,017,835.06","199,837,667.97"
长期借款,"13,472,700.00","600,000,000.00","186,000,000.00","374,000,000.00","317,500,000.00","617,500,000.00","300,000,000.00","382,390,000.00","382,390,000.00","84,189,000.00","84,189,000.00","63,141,750.00","63,141,750.00","46,597,500.00","41,655,000.00","34,349,500.00","35,804,000.00","26,607,000.00","27,492,000.00","18,437,500.00","18,720,000.00","9,133,500.00","9,215,125.00",,"650,000,000.00"
持有至到期投资,"11,139,870.00","1,000,000.00",,"74,407,004.23","127,268,846.97","52,090,083.97","20,837,658.58",,,"25,601,874.77","114,274,148.16","95,363,004.32","74,767,392.18",,,,,,"93,123,683.54","85,707,703.65","86,085,785.84","58,352,738.68","58,722,601.69","57,604,793.48","57,966,437.29"
应付债券,,,,,,,"794,623,022.57","1,488,700,164.75","1,489,236,491.66","1,489,772,818.57","1,490,300,106.07","1,490,847,361.79","1,491,409,550.49","1,491,971,739.19","1,492,525,505.70","1,493,099,161.33","1,493,688,459.76","1,494,277,758.19","1,494,858,233.41","1,495,459,563.42","1,496,077,279.74","1,496,694,996.06","698,413,793.13",,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,"235,318.88",,,,,,,,,
长期股权投资,"74,077,539.00","118,104,764.00","116,717,622.00","81,344,359.66","81,344,359.66","88,833,784.24","89,980,435.11","89,831,684.18","89,816,780.16","90,028,359.61","90,176,098.38","90,239,534.50","8,659,096.50","65,849,170.84","145,925,075.99","149,702,758.77","150,993,230.32","150,640,194.51","156,926,376.01","148,961,759.31","151,155,281.30","149,098,999.76","153,409,567.33","143,978,258.30","142,362,755.67"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,"35,301,758.00","33,861,102.00","33,185,837.12","32,620,577.54","32,510,571.92","32,172,939.32","31,835,306.72","31,497,674.12","31,160,041.52","30,822,408.92","30,484,776.32","30,147,143.72",,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,"13,699,471.42"
固定资产,"1,102,677,528.00","1,177,216,283.00","1,367,283,951.00","1,540,080,431.19","1,513,695,855.37","1,876,983,788.49","2,179,294,325.59","2,158,516,333.20","2,212,694,344.45","2,673,812,970.22","2,668,088,519.61","2,625,757,697.50","2,600,175,912.01","2,738,916,218.10","2,724,758,266.51","2,743,908,472.49","2,759,586,358.31","2,866,761,443.98","2,823,149,894.10","2,778,212,121.05","2,973,775,253.88","2,970,855,427.52","2,944,710,820.03","2,893,274,944.19","2,831,549,164.57"
递延所得税负债,"13,109,169.00","27,061,629.00","15,129,953.00","14,934,642.59","14,839,552.78","15,208,584.43","14,904,984.43","24,017,683.44","13,773,808.61","49,917,073.21","49,239,603.08","48,773,332.95","48,716,262.82","45,336,983.15","43,952,896.34","47,314,809.53","40,638,613.42","39,507,239.32","37,109,424.93","37,079,668.62","36,081,302.71","34,198,365.33","34,407,153.20","33,866,585.81","30,465,869.66"
在建工程,"136,013,179.00","653,334,395.00","696,311,445.00","591,311,587.87","597,141,126.23","537,138,172.45","564,246,592.71","630,551,696.31","591,445,059.86","424,398,469.87","467,671,787.81","579,603,543.83","780,897,705.57","642,813,215.87","722,457,838.04","730,986,394.78","733,190,029.66","613,389,411.85","605,733,020.50","619,106,123.88","385,452,026.84","376,823,261.61","367,920,320.21","460,557,243.50","531,020,791.98"
其他非流动负债,"118,364,774.00","109,515,763.00","114,496,180.00","186,098,837.43","128,992,402.41","164,207,717.39","183,595,695.92","183,699,674.45","178,963,652.98","180,888,548.05","180,760,400.85","175,718,600.40","173,330,493.20",,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"144,946,643.00","736,577,392.00","315,626,133.00","575,033,480.02","461,331,955.19","796,916,301.82","1,293,123,702.92","2,078,807,522.64","2,064,363,953.25","1,804,767,439.83","1,804,489,110.00","1,778,481,045.14","1,776,598,056.51","1,758,534,914.50","1,747,982,724.00","1,758,694,549.25","1,743,861,040.59","1,745,324,982.91","1,740,989,851.64","1,726,603,966.57","1,731,574,524.88","1,716,655,456.17","926,266,590.26","218,162,106.01","893,000,295.89"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"2,969,110,476.00","4,797,671,855.00","5,392,200,115.00","5,863,038,283.39","5,435,326,612.51","5,839,982,823.26","6,044,314,084.99","6,717,631,294.60","6,766,066,681.18","6,440,041,322.20","7,037,875,879.57","7,023,959,503.09","7,485,591,612.54","7,034,867,745.49","7,653,551,677.32","7,930,757,740.00","7,989,968,066.97","7,873,865,012.64","8,303,975,158.89","7,186,992,548.55","7,894,112,948.21","7,706,874,992.26","8,274,225,111.40","7,103,666,013.51","8,790,342,924.76"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"845,900,000.00","845,900,000.00","845,900,000.00","845,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","995,900,000.00","985,850,000.00","985,850,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"1,626,359,922.00","1,601,270,372.00","1,444,940,423.00","1,441,963,417.39","2,052,107,107.85","2,074,400,723.56","2,138,045,165.17","2,125,386,852.93","2,124,688,148.04","2,163,331,477.58","2,135,483,422.04","2,136,632,203.36","2,141,041,053.36","2,124,246,289.70","2,124,246,289.70","2,124,246,289.70","2,124,246,289.70","2,124,246,289.70","2,124,246,289.70","2,125,185,588.57","2,126,685,588.57","2,126,685,588.57","2,126,685,588.57","2,099,684,537.23","2,099,684,537.23"
无形资产,"99,892,292.00","215,198,306.00","766,887,698.00","762,514,078.78","759,819,817.44","848,729,588.46","889,174,409.60","883,006,944.72","881,405,697.01","957,921,374.07","950,983,052.19","944,355,756.36","937,046,907.22","947,153,734.35","938,261,204.73","930,421,979.25","924,803,838.42","922,350,120.29","914,654,066.56","906,591,391.81","902,101,849.39","896,641,004.79","889,596,431.73","883,510,259.58","861,859,086.99"
盈余公积,"202,283,224.00","224,254,050.00","251,726,492.00","251,726,492.73","251,726,492.73","302,877,966.71","302,877,966.71","302,877,966.71","302,877,966.71","326,747,339.47","326,747,339.47","326,747,339.47","326,747,339.47","368,972,848.56","368,972,848.56","368,972,848.56","368,972,848.56","389,744,226.05","389,744,226.05","389,744,226.05","389,744,226.05","423,908,219.34","423,908,219.34","423,908,219.34","423,908,219.34"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,"9,166,758.48","19,140,912.00","22,719,096.74",,
商誉,,,,,,,"8,784,706.37",,,,,,,,,,,,,,,,,,
未分配利润,"173,466,901.00","484,824,123.00","800,076,268.00","1,086,496,985.42","1,126,242,849.26","1,014,093,500.88","1,024,477,922.16","1,005,541,245.27","1,074,476,870.84","996,823,111.88","1,114,303,868.81","1,067,910,747.30","1,087,740,977.28","1,080,369,447.42","1,171,080,075.36","1,178,222,557.46","1,243,091,691.33","1,142,994,139.49","1,235,479,513.33","1,260,511,823.35","1,353,988,077.20","1,289,413,464.37","1,353,451,324.38","1,265,485,659.23","1,306,626,199.13"
长期待摊费用,"4,361,475.00","4,094,873.00","3,033,445.00","3,822,451.30","3,030,722.81","8,633,507.69","17,749,777.20","17,291,270.61","19,095,812.68","16,919,867.57","19,184,329.44","18,645,155.08","17,248,272.98","23,378,553.87","24,750,831.15","25,485,871.17","27,894,466.28","34,047,868.91","35,342,224.37","35,483,213.53","37,788,541.47","40,223,194.44","39,359,164.31","38,169,407.72","39,505,888.32"
少数股东权益,"229,931,235.00","392,248,159.00","452,088,235.00","483,176,360.72","557,669,761.34","525,487,204.59","747,864,457.88","751,085,982.45","742,543,488.11","754,404,806.28","749,689,842.86","742,749,369.70","733,189,037.45","727,358,866.64","728,093,966.33","727,658,314.02","729,266,512.72","724,704,695.74","724,830,973.01","686,301,510.26","681,462,715.66","674,297,753.32","677,577,317.61","677,249,369.33","672,267,724.76"
递延所得税资产,"59,375,630.00","38,825,283.00","46,667,200.00","53,921,638.11","63,572,840.56","64,585,189.18","67,898,328.99","70,400,422.79","79,279,068.50","76,350,097.44","80,065,588.16","84,259,116.18","79,811,845.62","92,141,133.86","92,086,792.77","100,553,244.76","100,534,000.39","110,024,707.65","109,703,053.00","117,621,962.30","117,803,666.17","122,767,169.68","122,500,448.23","125,042,052.56","124,592,247.97"
外币报表折算价差,"-8,900,722.00","-10,337,323.00","-25,434,514.00","-32,154,361.61","-28,023,249.69","-27,445,073.14","-24,934,943.55","-35,669,559.37","-34,700,242.43","-16,003,495.03","-13,778,409.40","-13,479,295.61","-24,570,678.52",,,,,,,,,,,,
其他非流动资产,"547,401,517.00","548,088,458.00","705,724,917.00","934,476,001.84","954,840,543.75","884,824,006.78","543,878,655.07","808,111,160.00","704,955,006.83","725,322,825.23","848,263,091.26","934,525,956.76","594,136,139.63","1,362,361,447.55","1,340,077,684.49","1,661,594,960.16",,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"2,143,618,187.00","2,977,645,287.00","3,835,793,365.00","4,170,748,108.94","4,214,899,739.05","4,472,754,705.83","4,490,636,339.81","4,766,512,197.12","4,675,403,019.61","5,078,253,151.90","5,322,087,423.93","5,457,139,740.85","5,263,036,733.84","6,158,549,215.85","6,269,478,435.09","6,644,995,822.79","6,897,188,024.05","6,816,265,926.05","7,400,109,268.31","6,821,137,129.97","5,954,267,024.12","5,598,860,106.29","5,701,209,765.99","5,619,016,946.73","5,671,418,531.72"
所有者权益(或股东权益)合计,"3,074,538,793.00","3,544,028,082.00","3,775,588,175.00","4,083,400,166.09","4,961,914,232.93","4,891,884,419.84","5,190,800,665.61","5,151,692,585.23","5,212,356,328.51","5,228,300,703.73","5,315,443,527.33","5,263,557,827.77","5,267,145,192.59","5,320,826,900.18","5,405,642,505.12","5,432,760,081.56","5,477,912,078.44","5,398,584,547.34","5,483,554,112.52","5,475,004,011.42","5,554,942,826.31","5,503,638,289.17","5,570,948,826.80","5,469,307,531.43","5,492,909,294.28"
资产总计,"6,043,649,269.00","8,341,699,937.00","9,167,788,290.00","9,946,438,449.48","10,397,240,845.44","10,731,867,243.10","11,235,114,750.60","11,869,323,879.83","11,978,423,009.69","11,668,342,025.93","12,353,319,406.90","12,287,517,330.86","12,752,736,805.13","12,355,694,645.67","13,059,194,182.44","13,363,517,821.56","13,467,880,145.41","13,272,449,559.98","13,787,529,271.41","12,661,996,559.97","13,449,055,774.52","13,210,513,281.43","13,845,173,938.20","12,572,973,544.94","14,283,252,219.04"
负债和所有者(或股东权益)合计,"6,043,649,269.00","8,341,699,937.00","9,167,788,290.00","9,946,438,449.48","10,397,240,845.44","10,731,867,243.10","11,235,114,750.60","11,869,323,879.83","11,978,423,009.69","11,668,342,025.93","12,353,319,406.90","12,287,517,330.86","12,752,736,805.13","12,355,694,645.67","13,059,194,182.44","13,363,517,821.56","13,467,880,145.41","13,272,449,559.98","13,787,529,271.41","12,661,996,559.97","13,449,055,774.52","13,210,513,281.43","13,845,173,938.20","12,572,973,544.94","14,283,252,219.04"
