科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"23,670,530.09","64,560,270.36","109,601,014.05","154,339,289.17","22,312,625.87","61,088,275.14","101,926,533.46","146,117,596.36","30,225,225.64","71,612,471.46","123,647,104.86","183,188,092.77","47,206,561.50","83,740,369.69","134,478,080.83","190,446,810.85","53,313,809.15","136,404,025.30","237,115,294.63","555,286,111.23","108,911,639.78","267,170,086.15","443,096,637.36","589,582,321.58","117,824,263.94","300,817,512.09","520,229,497.75","667,173,449.78","149,474,203.22","327,314,861.23","557,962,991.64","742,754,150.97","146,737,248.93","350,373,052.70","598,681,829.71","786,012,209.80","151,991,795.99","359,740,573.25","609,218,963.13","779,682,466.35","142,807,073.43","318,884,694.55","537,362,274.17","687,203,991.38","136,012,373.00"
二、营业利润,"15,887,263.68","43,892,166.87","79,619,052.52","89,540,717.35","9,107,652.31","26,760,770.68","46,276,590.33","61,161,786.83","11,583,511.94","29,813,320.68","51,744,578.75","60,680,236.50","9,921,239.88","13,749,109.64","25,777,520.17","29,958,911.63","10,078,899.57","42,010,004.31","81,018,378.19","213,431,615.46","40,170,284.43","116,233,177.93","198,093,983.46","238,030,221.95","44,701,830.01","139,655,431.26","229,681,211.27","242,117,505.14","55,006,144.16","139,590,118.70","255,733,049.18","281,351,611.10","65,829,072.24","159,466,465.06","277,136,043.38","303,855,543.73","60,749,583.14","166,200,693.93","289,739,035.01","317,285,869.21","58,302,556.16","131,784,119.73","235,523,219.13","271,431,009.21","58,196,589.10"
减:营业成本,"5,596,218.52","13,192,420.23","20,078,058.54","29,526,631.72","5,368,451.64","12,828,071.54","19,873,535.27","27,454,829.39","5,801,804.76","12,928,258.11","21,341,232.13","29,531,188.68","12,120,786.86","21,035,005.32","29,406,199.31","43,079,373.10","15,687,794.78","33,154,126.58","52,483,267.66","131,786,343.90","30,792,534.26","63,127,659.42","95,932,170.23","135,711,365.00","31,440,912.29","66,046,646.23","108,084,516.53","159,484,718.21","41,474,044.56","84,406,870.16","131,582,400.37","184,646,157.75","37,565,501.89","81,741,140.29","131,194,113.87","193,899,111.34","38,539,854.72","81,147,762.21","138,870,697.24","197,204,848.92","38,087,337.32","85,342,818.60","139,993,684.92","205,637,596.52","39,928,245.29"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,269,841.54","3,464,738.65","5,929,037.43","8,250,986.77","1,209,343.66","3,271,191.61","5,421,050.94","7,672,071.08","1,571,306.73","3,746,217.94","6,554,257.07","9,739,878.78","2,591,134.43","4,591,298.25","7,110,541.49","10,093,762.82","2,964,892.96","7,589,701.80","13,056,807.24","25,338,591.35","4,962,999.00","12,389,757.82","20,624,818.17","27,406,470.54","5,388,689.02","13,985,734.36","24,635,702.52","31,367,686.38","7,002,372.09","15,207,180.38","25,984,778.28","34,942,731.07","6,936,442.87","17,578,199.39","29,715,159.21","39,746,932.73","7,642,571.20","11,866,238.58","12,868,658.19","22,820,513.80","4,105,749.49","7,444,294.07","11,743,757.09","14,960,918.79","3,345,001.90"
营业外收入,"23,165.00","30,673.43","383,962.78","496,563.84","3,229.00","484,303.37","485,574.41","503,574.41","1,800.00","4,450.00","5,250.00","8,250.00","10,990.00","12,490.00","69,221.71","227,049.16",,593.40,"2,593.40","184,430.11","15,395.10","580,056.26","583,506.26","3,658,995.90","1,070.26","45,368.02","57,068.02","1,081,757.70","10,179.65","59,853.11","99,091.53","7,868,332.97","1,517,914.00","1,890,545.71","1,995,063.55","2,151,301.85","172,261.70","192,415.19","532,600.33","788,108.01","26,526.10","261,516.82","280,502.90","948,587.79","4,049.72"
销售费用,"482,891.86","1,260,517.01","1,793,417.76","9,141,802.64","1,615,338.87","4,655,213.54","8,039,019.58","10,173,164.28","3,135,335.29","7,625,411.90","12,711,644.58","21,438,862.37","4,565,918.16","9,792,397.70","13,066,667.56","23,082,790.46","3,773,566.88","10,779,302.33","18,045,483.63","74,688,051.60","5,196,047.71","22,398,173.51","47,801,544.72","73,931,626.56","10,158,481.21","28,196,061.93","56,612,371.59","90,574,993.88","15,527,445.19","37,717,481.48","71,742,197.53","111,773,767.80","15,160,813.04","45,089,733.73","89,065,147.40","114,792,740.66","18,577,633.33","46,829,465.31","82,170,363.15","107,613,608.52","17,145,277.86","40,981,136.76","70,482,288.19","69,413,601.80","14,454,521.63"
减:营业外支出,"10,125.00","972,950.52","1,134,006.71","3,551,288.48","99,479.00","476,432.96","532,433.68","2,866,891.04","49,403.66","324,926.41","363,036.41","1,977,536.41","64,540.83","108,477.89","187,984.89","8,514,458.84","35,000.00","1,072,500.00","1,206,700.00","3,476,631.48","932,774.86","1,552,738.82","3,875,140.01","5,999,211.25","2,000,433.90","2,222,592.86","4,450,123.66","7,228,204.35","106,046.83","1,177,429.99","1,192,808.57","6,613,388.48","100,956.38","144,124.46","1,167,996.05","4,684,568.60","11,706.68","227,213.90","1,580,779.23","4,591,699.53","56,188.00","138,240.67","545,309.53","12,799,893.68","39,742.89"
管理费用,"3,234,300.93","8,217,994.17","11,844,713.12","25,848,290.94","4,692,542.13","11,254,864.20","15,861,531.99","32,032,035.26","6,915,202.58","15,799,350.25","27,007,357.83","51,917,988.32","15,291,465.49","30,811,978.40","54,572,998.33","79,359,920.72","18,960,842.44","38,134,824.76","64,838,119.97","95,333,641.54","24,263,742.76","46,269,719.11","69,452,496.70","96,979,872.74","19,754,176.07","43,013,807.44","86,562,674.83","120,349,614.27","25,261,116.32","46,741,224.24","72,410,908.08","132,337,738.20","21,995,722.36","50,017,469.79","76,806,307.36","137,797,773.24","26,009,168.37","53,745,441.92","84,754,720.62","131,812,483.06","22,539,076.04","48,548,900.46","73,994,012.30","124,531,289.94","22,143,872.48"
其中:非流动资产处置净损失,,"852,360.52","852,360.52","1,040,053.48","99,479.00","370,124.96",,"394,996.98","46,898.76","247,421.51","247,421.51","247,421.51",,"28,662.06","28,662.06","8,228,034.84",,,,"129,035.48","14,780.20","96,744.14","96,744.14","108,583.67",,,,"497,342.24",,"12,745.18","12,745.18","1,788,992.03","100,448.53","102,690.12","120,893.81","313,019.69","5,056.54","14,719.65","14,636.04","185,663.21","32,862.64","69,516.73","72,025.60",,
