科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"5,540,740.74","7,485,953.91","14,866,025.52","17,714,870.85","8,194,701.87","10,343,914.89","341,206,611.96","302,782,941.29","287,800,999.49","218,194,849.69","152,880,548.86","110,709,057.31","92,103,207.40","98,791,740.29","80,906,751.78","52,217,155.83","57,375,134.76","47,370,214.84","46,678,233.36","44,865,323.12","50,593,752.40","46,779,803.02","50,913,188.96","71,871,726.75","79,441,592.21","118,056,442.30","118,755,137.42","100,333,972.19","106,941,017.29","102,538,470.19","130,896,926.74","118,617,132.67","117,678,454.99","287,754,570.86","226,157,169.96"
短期借款,"7,800,000.00","8,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,"20,000,000.00","25,000,000.00","25,000,000.00","30,500,000.00","25,000,000.00","34,500,000.00","34,500,000.00","34,500,000.00","30,000,000.00","40,000,000.00","60,000,000.00","60,000,000.00","90,000,000.00","72,000,000.00","60,000,000.00","204,000,000.00","265,000,000.00","303,000,000.00","355,000,000.00","331,000,000.00","492,000,000.00","532,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"600,000.00","1,428,212.00","6,274,467.31","9,137,916.14","7,096,420.00","10,291,064.53","11,665,356.24","22,022,085.15","25,590,668.33","34,928,373.87","34,118,681.31","26,587,800.68","20,554,296.65","22,609,388.89","17,917,749.88","23,342,473.07","18,933,042.89","35,004,360.13","38,855,041.01","41,838,348.24","42,286,517.95","43,539,469.83","41,453,303.89","52,851,756.56","56,164,907.02","64,125,957.16","49,369,543.30","50,094,157.74","59,882,767.67","57,995,409.80","52,547,743.87","62,975,622.38","65,654,376.43","45,245,190.12","37,902,024.81"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"3,990,000.00","18,110,000.00","16,225,184.00","4,675,184.00","8,410,000.00","13,040,000.00","14,530,000.00","11,630,000.00","6,700,000.00","2,400,000.00","19,720,000.00","24,350,000.00"
应收账款,"5,489,381.57","14,318,070.65","13,282,753.08","13,631,790.98","14,784,199.87","13,670,224.41","16,978,355.55","20,402,484.38","19,508,521.88","27,163,414.62","31,214,103.53","36,676,281.02","36,918,505.19","41,549,048.07","47,450,445.16","48,922,220.53","53,513,385.46","52,628,565.12","52,476,255.57","57,515,826.63","62,513,584.92","58,488,535.45","56,911,869.15","67,917,003.27","64,333,830.40","59,621,931.99","63,926,815.30","61,033,894.15","81,195,767.73","75,298,420.15","91,075,926.03","97,067,283.26","102,104,900.06","86,499,648.98","128,160,366.72"
应付账款,"4,518,978.88","10,034,865.70","16,658,842.11","15,168,035.10","8,819,496.04","16,945,983.49","16,114,171.61","17,449,577.54","17,191,929.55","29,275,050.76","24,157,069.77","33,984,495.97","33,266,248.83","44,019,366.16","30,940,538.91","38,361,594.21","34,608,054.73","49,321,021.09","35,635,262.50","34,379,722.88","37,213,579.73","54,370,470.72","28,686,960.06","52,894,143.25","42,986,008.63","50,525,358.85","45,240,947.10","40,592,494.71","37,752,583.43","53,101,716.87","45,296,237.68","47,454,209.78","69,160,735.28","64,069,781.60","135,815,105.25"
预付款项,"1,270,913.00","2,117,164.69","1,567,688.89","2,529,657.46","6,042,066.10","8,500,391.53","16,227,103.07","12,700,968.96","18,362,279.17","19,713,382.26","52,912,439.52","29,831,512.63","32,222,828.45","23,333,275.74","27,532,749.70","24,963,295.53","24,442,126.87","17,816,033.74","21,480,769.89","2,962,164.08","3,814,385.55","1,665,488.49","3,639,588.15","3,876,701.05","3,746,714.67","1,601,305.76","1,757,850.85","3,135,591.53","3,977,387.91","2,582,404.87","5,456,129.23","4,482,337.01","7,772,882.49","6,173,140.22","33,138,961.19"
预收款项,"189,650.00","226,044.07","285,357.74","734,923.05","834,409.76","1,029,746.45","1,214,434.47","910,988.71","1,111,682.16","2,815,555.37","1,367,009.28","1,053,659.30","1,413,289.74","1,503,381.93","1,955,463.12","900,766.65","1,820,754.78","772,244.67","2,133,599.19","1,386,617.18","2,984,777.62","2,445,936.56","1,281,283.28","3,163,788.97","4,588,421.56","4,773,896.89","6,587,152.01","4,932,396.60","6,831,567.30","5,866,506.91","6,577,331.99","6,421,773.78","6,866,598.60","2,863,164.96","33,812,078.67"
其他应收款,"11,119,376.44","658,200.92","528,715.72","384,898.95","448,688.16","379,525.17","681,450.65","782,516.55","857,830.34","784,587.94","1,326,096.33","1,346,866.86","1,385,678.14","954,032.66","1,359,705.09","1,104,466.60","991,774.37","711,477.42","858,239.62","614,741.09","1,893,094.67","1,684,853.75","1,826,858.44","2,140,707.23","1,860,037.50","672,950.52","1,458,145.55","559,586.31","4,565,812.38","1,843,080.30","2,008,352.67","2,389,724.92","5,502,247.02","2,413,501.08","2,471,629.89"
应付职工薪酬,"443,809.23","1,567,878.83","1,176,109.08","615,262.68","798,377.50","1,667,115.11","541,690.51","2,401,976.74","3,013,219.15","4,946,757.75","3,038,652.94","3,921,114.41","4,373,273.67","7,896,965.69","4,889,939.20","5,575,452.96","6,679,485.70","9,723,938.99","5,205,346.21","7,126,065.45","8,075,167.19","10,570,745.30","7,054,592.01","11,662,907.28","13,006,932.60","16,142,667.74","10,387,422.76","13,352,294.82","23,593,691.47","31,112,361.93","16,339,337.69","18,091,869.52","24,486,613.23","33,931,173.87","19,688,610.70"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"703,141.93","3,186,781.73","1,962,959.60","1,743,787.75","1,787,111.92","1,185,030.24","-732,945.07","335,588.13","-11,413.06","-673,806.44","-2,731,472.69","-5,245,843.09","-6,595,374.63","-5,019,059.61","-4,868,263.21","-5,937,576.54","-3,119,614.97","-4,922,651.67","-3,116,307.36","2,119,103.09","2,567,812.31","583,120.07","2,898,083.08","5,414,913.03","7,114,911.96","3,145,747.65","4,933,344.48","3,762,104.57","14,628,901.93","6,252,364.01","5,423,632.62","8,317,764.16","8,987,021.51","12,303,779.88","13,350,522.18"
应收利息,,,,,,,"583,415.93","1,589,959.76","1,497,700.75","1,822,882.52","1,714,231.76","1,492,464.89","2,016,880.42","1,362,130.63","1,137,863.78","489,414.05","662,460.95","936,781.54","1,054,561.11","884,065.24","1,015,551.09","1,637,918.08","1,818,299.90","2,002,571.90","2,170,581.88","271,160.67","486,669.38","842,686.50","1,222,422.25","1,538,015.56","1,797,183.23","2,065,259.17","2,371,066.81","2,715,093.14","3,113,026.75"
应付利息,,,,,,,,,,,,,,,,,,,,"57,500.00","57,500.00","50,000.00","62,222.22","89,166.67","88,472.23","109,402.77","85,861.11","57,033.33","234,416.66","375,912.49","402,737.48","428,958.35","401,402.79","573,125.79","896,262.10"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"5,716,641.88","3,968,198.59","10,111,079.76","9,890,848.16","14,455,741.46","19,040,676.57","20,231,015.24","26,169,889.57","31,529,513.12","40,136,022.20","45,032,660.85","56,222,040.09","69,365,240.24","75,185,691.26","70,339,572.99","80,163,740.13","77,428,385.93","82,883,248.21","79,276,024.14","75,832,202.65","66,319,149.30","77,512,937.30","68,764,115.01","86,424,525.36","91,977,546.90","87,077,704.74","81,205,696.18","73,886,788.35","75,434,714.45","74,723,998.80","75,255,307.88","73,862,709.56","70,081,021.19","72,158,289.08","69,383,898.66"
其他应付款,"1,183,084.79","1,567,212.08","1,608,007.25","2,245,915.36","1,477,802.31","2,053,416.72","1,967,047.50","851,985.62","1,046,786.82","4,705,532.66","3,741,792.43","1,645,244.96","1,390,475.97","2,265,584.42","2,788,153.34","2,522,961.80","779,335.26","947,159.08","1,040,493.30","1,083,468.63","1,114,460.51","1,198,377.86","972,245.35","2,026,679.56","1,840,391.85","4,588,612.26","3,596,659.83","7,751,835.41","101,303,338.05","4,851,416.78","5,115,393.73","6,575,507.87","7,945,704.03","6,833,418.37","4,681,634.06"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,"19,665.25","14,748.91","304,939.06",,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,"17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00"
其他流动资产,"71,433.82",,"41,288.49","20,644.23","10,322.10",,,,,"99,893.43","551,075.86","363,635.31","353,344.79","336,578.61","192,127.70","473,382.11","303,805.68","279,881.62","616,065.59","4,726,510.74","2,668,594.85","2,526,364.45","1,837,733.34","811,581.49","963,482.01","1,586,695.86","1,021,947.79","747,979.60","559,061.46","923,080.51","1,950,224.15","1,226,506.91","2,067,571.36","6,886,694.62","7,761,131.87"
其他流动负债,,,,,"155,244.59",,,,,,,,,"33,333.32",,"41,666.67","835,756.57","41,666.67","827,829.10","1,664,151.21","1,265,801.87",,"642,128.67","2,755,988.43","2,586,003.80",,,,,,,,,,
流动资产合计,"29,808,487.45","29,975,800.76","46,672,018.77","53,310,626.77","51,032,139.56","62,225,797.10","407,573,308.64","386,450,845.66","385,147,513.08","342,843,406.53","319,749,838.02","263,229,658.79","254,919,981.28","264,121,886.15","246,836,966.08","231,676,147.85","233,650,116.91","237,630,562.62","241,295,190.29","229,239,181.79","231,104,630.73","233,855,035.62","227,179,705.75","288,201,512.67","300,658,692.59","333,014,149.00","317,981,805.77","290,634,656.37","333,778,951.14","317,442,880.18","360,987,793.80","362,686,575.88","373,232,520.35","509,846,128.10","508,088,209.85"
流动负债合计,"14,838,664.83","24,582,782.41","41,691,275.78","40,507,923.94","33,872,442.12","42,881,292.01","19,104,399.02","21,950,116.74","22,352,204.62","41,069,090.10","29,573,051.73","35,358,671.55","33,847,913.58","70,699,571.91","60,705,831.36","66,464,865.75","72,103,772.07","80,883,378.83","76,226,222.94","82,316,628.44","87,779,099.23","99,218,650.51","81,597,514.67","141,997,587.19","150,321,142.63","203,010,870.16","165,006,571.29","156,358,159.44","418,884,498.84","398,590,278.99","411,284,671.19","466,490,083.46","468,748,075.44","649,794,444.47","782,094,212.96"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000.00","600,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,"4,300,000.00",,,,,,,,,,,,,,,,,,,,,,,"70,000,000.00","70,000,000.00","52,500,000.00","52,500,000.00","52,500,000.00","35,000,000.00","35,000,000.00","35,000,000.00","17,500,000.00","17,500,000.00","17,500,000.00","17,500,000.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,"105,278,516.39","110,389,148.98","114,006,686.65","103,241,080.15","111,849,667.64","120,963,065.74","127,792,657.08","114,981,767.70","121,566,738.45","114,188,446.34","120,100,829.47","125,355,955.58"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"20,054,651.15","21,406,630.28","46,906,755.36","46,072,673.84","45,558,176.19","44,898,092.70","46,042,579.75","81,458,112.37","80,645,094.70","116,981,792.83","136,720,531.35","213,249,987.34","207,114,728.87","234,007,632.63","230,064,512.07","255,577,774.84","253,421,859.88","296,144,004.98","289,379,268.01","289,027,079.69","285,272,998.39","299,318,706.87","291,519,070.59","338,067,360.88","332,705,305.09","341,031,016.95","335,156,504.02","325,333,027.96","333,573,615.60","330,571,405.00","320,450,455.91","318,382,606.59","310,707,851.31","325,556,854.69","324,677,394.44"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,"1,352,069.02","1,306,517.36","1,280,742.49","1,262,678.46","1,244,908.68","1,228,215.20","1,184,013.14","1,169,910.70","1,155,614.22","1,130,890.58","1,127,506.64","1,113,549.85"
在建工程,"1,728,663.68","16,312,601.48","8,341,793.98","11,081,174.05","13,782,342.06","22,762,948.27","33,337,874.81","19,728,339.37","32,567,892.06","51,055,949.97","46,749,266.68","26,627,613.15","43,188,610.45","44,230,337.23","55,267,477.93","41,306,368.84","46,992,143.22","9,341,958.71","12,072,470.58","11,584,254.62","17,209,958.89","11,596,305.05","19,840,752.22","25,072,127.55","28,898,993.61","22,618,671.55","25,825,082.13","33,565,317.42","23,961,365.55","35,894,438.35","41,662,565.58","33,425,472.55","36,737,073.52","33,574,598.45","36,270,620.13"
其他非流动负债,,,"850,000.00","850,000.00","850,000.00","790,000.00","790,000.00","760,000.00","760,000.00","3,755,000.00","3,740,000.00","3,725,000.00","3,710,000.00","5,690,000.00","5,548,250.00","5,394,000.00","5,252,250.00","6,300,831.68","8,675,131.13","8,885,543.70","8,589,010.83",,,,,,,,,,,,,,
工程物资,,,,,,,,,,"2,055,640.19","2,055,640.19","4,647,010.40","5,127,585.05",,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"4,300,000.00",,"850,000.00","850,000.00","850,000.00","790,000.00","790,000.00","760,000.00","760,000.00","3,755,000.00","3,740,000.00","3,725,000.00","3,710,000.00","5,690,000.00","5,548,250.00","5,394,000.00","5,252,250.00","6,300,831.68","8,675,131.13","8,885,543.70","8,589,010.83","8,292,477.96","9,807,611.75","81,838,147.88","81,877,938.23","64,826,432.40","64,326,104.15","64,420,187.80","49,393,335.88","49,244,719.89","48,357,089.60","21,799,643.52","21,425,030.48","22,047,804.05","22,494,497.21"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"19,138,664.83","24,582,782.41","42,541,275.78","41,357,923.94","34,722,442.12","43,671,292.01","19,894,399.02","22,710,116.74","23,112,204.62","44,824,090.10","33,313,051.73","39,083,671.55","37,557,913.58","76,389,571.91","66,254,081.36","71,858,865.75","77,356,022.07","87,184,210.51","84,901,354.07","91,202,172.14","96,368,110.06","107,511,128.47","91,405,126.42","223,835,735.07","232,199,080.86","267,837,302.56","229,332,675.44","220,778,347.24","468,277,834.72","447,834,998.88","459,641,760.79","488,289,726.98","490,173,105.92","671,842,248.52","804,588,710.17"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"21,000,000.00","21,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","51,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","68,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","136,000,000.00","244,800,000.00","244,800,000.00","244,800,000.00","244,800,000.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,,,"5,519,430.65","5,519,430.65","5,519,430.65","5,519,430.65","366,331,930.65","366,331,930.65","366,331,930.65","366,331,930.65","366,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","298,331,930.65","261,038,026.08","261,038,026.08","252,878,095.21","252,878,095.21","252,878,095.21","252,878,095.21","252,878,095.21","252,878,095.21","144,078,095.21","144,078,095.21","144,078,095.21","144,078,095.21"
无形资产,"3,915,304.45","10,344,997.82","10,378,730.00","10,300,798.48","10,239,758.32","10,176,499.36","10,155,142.11","10,137,312.03","10,071,481.95","26,626,900.77","26,579,300.33","36,658,218.23","36,442,153.86","36,279,620.57","36,057,655.02","35,830,414.49","35,605,811.45","35,635,505.88","35,402,863.77","35,170,221.66","34,937,579.55","34,999,937.44","34,759,795.33","39,117,059.00","39,081,244.91","38,879,610.27","38,594,450.19","38,317,289.93","40,490,482.40","39,826,666.79","39,269,583.35","38,712,499.91","72,983,344.70","72,227,416.03","73,960,988.71"
盈余公积,"1,574,203.33","3,279,986.27","1,363,122.30","1,363,122.30","1,363,122.30","4,052,582.31","4,052,582.31","4,052,582.31","4,052,582.31","7,424,600.51","7,424,600.51","7,424,600.51","7,424,600.51","8,568,856.67","8,568,856.67","8,568,856.67","8,568,856.67","8,909,850.37","8,909,850.37","8,909,850.37","8,909,850.37","9,245,097.85","9,245,097.85","17,964,764.66","17,964,764.66","19,572,803.55","19,572,803.55","19,572,803.55","19,572,803.55","23,903,395.80","23,903,395.80","23,903,395.80","23,903,395.80","24,207,200.69","24,207,200.69"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"210,150,478.21","208,891,342.38","208,891,342.38","208,891,342.38","208,891,342.38","208,891,342.38","418,732,010.28"
未分配利润,"14,020,830.78","29,372,877.22","12,141,177.56","21,898,482.30","28,377,109.47","36,183,402.74","39,256,959.62","37,051,145.69","47,359,608.47","54,391,675.08","58,801,583.33","65,550,310.89","69,371,032.44","62,802,795.16","63,117,171.23","53,995,074.09","54,596,857.56","54,277,820.33","56,596,555.11","53,567,631.42","54,852,961.91","55,250,967.64","63,303,254.64","96,718,558.69","104,293,507.92","113,946,697.17","122,222,924.98","121,230,188.61","122,781,544.69","138,563,912.71","151,382,112.34","141,689,848.93","144,748,292.92","159,736,856.74","211,568,424.97"
